Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
1,8:31,2,9,BUF 38,0,0,Jon Kitna pass complete short right to Roy Williams for 11 yards (tackle by Terrence McGee),2.580,3.780
1,7:55,1,10,BUF 27,0,0,Jon Kitna pass incomplete short middle intended for Dan Campbell,3.780,3.230
1,7:51,2,10,BUF 27,0,0,Kevin Jones left tackle for 2 yards (tackle by Ko Simpson),3.230,2.810
1,7:14,3,8,BUF 25,0,0,Jon Kitna pass incomplete short right intended for Roy Williams,2.810,1.800
1,7:10,4,8,BUF 25,0,3,Jason Hanson 43 yard field goal good,1.800,3.000
1,,,,DET 30,0,3,"Jason Hanson kicks off 67 yards, returned by Terrence McGee for 23 yards (tackle by LeVar Woods)",0.000,0.670
1,6:59,1,10,BUF 26,0,3,"Willis McGahee left tackle for 4 yards (tackle by Ernie Sims). Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",0.670,1.400
1,6:31,1,5,BUF 31,0,3,Willis McGahee right end for 3 yards (tackle by Boss Bailey),1.400,1.210
1,5:49,2,2,BUF 34,0,3,J.P. Losman sacked by Cory Redding and James Hall for -9 yards,1.210,-0.690
1,5:16,3,11,BUF 25,0,3,J.P. Losman sacked by James Hall for -10 yards,-0.690,-2.440
1,4:44,4,21,BUF 15,0,3,"Brian Moorman punts 38 yards, returned by Eddie Drummond for 16 yards (tackle by Andre' Davis). Eddie Drummond fumbles, recovered by LeVar Woods at BUF-24 (tackle by Sam Aiken)",-2.440,-3.970
1,4:35,1,10,BUF 24,0,3,--,3.970,3.970
1,4:00,2,6,BUF 20,0,3,Jon Kitna pass complete short middle to Roy Williams for 13 yards (tackle by Terrence McGee),3.970,5.600
1,3:26,1,7,BUF 7,0,9,"Kevin Jones right end for 7 yards, touchdown",5.600,7.000
1,,,,BUF 2,0,10,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,0,10,"Jason Hanson kicks off 69 yards, returned by Terrence McGee for 17 yards (tackle by Cory Schlesinger)",0.000,0.040
1,3:17,1,10,BUF 18,0,10,Willis McGahee right end for 2 yards (tackle by Fernando Bryant),0.040,-0.130
1,2:44,2,8,BUF 20,0,10,J.P. Losman pass incomplete short middle intended for Willis McGahee (defended by Fernando Bryant),-0.130,-0.910
1,2:38,3,8,BUF 20,0,10,J.P. Losman pass incomplete deep right intended for Lee Evans is intercepted by Terrence Holt at BUF-37 and returned for 7 yards,-0.910,-3.580
1,2:26,1,10,BUF 30,0,10,Jon Kitna pass incomplete short right intended for Roy Williams (defended by Terrence McGee),3.580,3.030
1,2:21,2,10,BUF 30,0,10,Jon Kitna pass complete short right to Az-Zahir Hakim for no gain,3.030,2.340
1,1:44,3,10,BUF 30,0,10,Jon Kitna sacked by Chris Kelsay for -8 yards,2.340,0.720
1,1:06,4,18,BUF 38,0,10,Jason Hanson 56 yard field goal no good,0.720,-1.990
1,1:01,1,10,BUF 46,0,10,Willis McGahee middle for 4 yards (tackle by Ernie Sims and Dre' Bly),1.990,1.990
1,0:21,2,6,DET 50,0,10,Willis McGahee right end for 7 yards (tackle by Ernie Sims). Penalty on Kalimba Edwards: Defensive Offside (Declined),1.990,2.720
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 43,0,10,J.P. Losman pass complete short left to Peerless Price for -1 yards (tackle by Paris Lenon),2.720,2.040
2,14:24,2,11,DET 44,6,10,"J.P. Losman pass complete deep right to Roscoe Parrish for 44 yards, touchdown",2.040,7.000
2,,,,DET 2,7,10,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,7,10,"Rian Lindell kicks off 62 yards, returned by Eddie Drummond for 19 yards (tackle by Josh Stamer)",0.000,0.740
2,14:06,1,10,DET 27,7,10,Kevin Jones left tackle for no gain (tackle by Kyle Williams),0.740,0.200
2,13:38,2,10,DET 27,7,10,Jon Kitna pass complete short left to Cory Schlesinger for 6 yards (tackle by Donte Whitner),0.200,0.300
2,12:53,3,4,DET 33,7,10,Jon Kitna pass complete deep left to Roy Williams for 18 yards (tackle by Ko Simpson),0.300,2.320
2,12:30,1,10,BUF 49,7,10,Jon Kitna pass incomplete deep left intended for Roy Williams,2.320,1.780
2,12:22,2,10,BUF 49,7,10,Jon Kitna pass incomplete short left intended for Dan Campbell,1.780,1.090
2,12:17,3,10,BUF 49,7,10,Jon Kitna pass complete short right to Mike Furrey for 9 yards (tackle by Ryan Denney),1.090,0.590
2,11:35,,,,7,10,Timeout #1 by Detroit Lions,0.000,0.590
2,11:35,4,1,BUF 40,7,10,"Penalty on Jon Kitna: False Start, 5 yards (no play)",0.590,0.270
2,11:35,4,6,BUF 45,7,10,"Nick Harris punts 45 yards, touchback",0.270,-0.280
2,11:25,1,10,BUF 20,7,10,J.P. Losman pass complete short right to Roscoe Parrish for 4 yards (tackle by Fernando Bryant and Daniel Bullocks),0.280,0.270
2,10:47,2,6,BUF 24,7,10,Willis McGahee right tackle for 3 yards (tackle by James Hall),0.270,-0.030
2,10:09,3,3,BUF 27,7,10,J.P. Losman pass complete short right to Lee Evans for 2 yards (tackle by Fernando Bryant and Ernie Sims),-0.030,-1.440
2,9:31,4,1,BUF 29,7,10,"Brian Moorman punts 45 yards, fair catch by Eddie Drummond",-1.440,-0.670
2,9:24,1,10,DET 26,7,10,Jon Kitna pass complete short left to Roy Williams for 8 yards (tackle by Donte Whitner),0.670,1.210
2,8:47,2,2,DET 34,7,10,Kevin Jones right end for 1 yard (tackle by Donte Whitner),1.210,0.630
2,8:09,3,1,DET 35,7,10,Jon Kitna pass incomplete short middle intended for Roy Williams (defended by Terrence McGee),0.630,-1.040
2,8:03,4,1,DET 35,7,10,"Nick Harris punts 38 yards, returned by Roscoe Parrish for 15 yards (tackle by Anthony Cannon)",-1.040,-1.730
2,7:53,1,10,BUF 42,7,10,J.P. Losman pass complete short right to Peerless Price for 9 yards (tackle by Fernando Bryant),1.730,2.400
2,7:29,2,1,DET 49,7,10,Willis McGahee left tackle for 5 yards (tackle by Daniel Bullocks and James Hall),2.400,2.650
2,6:47,1,10,DET 44,7,10,J.P. Losman pass incomplete deep right intended for Peerless Price,2.650,2.110
2,6:38,2,10,DET 44,7,10,Willis McGahee right end for 5 yards (tackle by Boss Bailey),2.110,2.080
2,6:06,3,5,DET 39,7,10,J.P. Losman pass incomplete deep left intended for Roscoe Parrish (defended by Keith Smith),2.080,0.660
2,6:00,4,5,DET 39,7,10,Brian Moorman punts 30 yards,0.660,0.380
2,5:54,1,10,DET 9,7,10,Jon Kitna pass incomplete short right intended for Roy Williams (defended by Terrence McGee),-0.380,-0.780
2,5:49,2,10,DET 9,7,10,Brian Calhoun middle for 2 yards (tackle by Kyle Williams and Larry Tripplett),-0.780,-1.190
2,5:10,3,8,DET 11,7,10,"Penalty on Rick DeMulling: False Start, 5 yards (no play)",-1.190,-1.770
2,4:56,3,13,DET 6,7,10,Jon Kitna left end for 3 yards (tackle by Aaron Schobel),-1.770,-2.490
2,4:17,4,10,DET 9,7,10,"Nick Harris punts 50 yards, returned by Roscoe Parrish for 6 yards (tackle by LeVar Woods)",-2.490,-2.060
2,4:07,1,10,BUF 47,7,10,Willis McGahee right end for 5 yards (tackle by Boss Bailey),2.060,2.190
2,3:30,2,5,DET 48,7,10,Willis McGahee right tackle for -3 yards (tackle by Shaun Rogers),2.190,1.090
2,2:45,3,8,BUF 49,7,10,J.P. Losman pass incomplete short right intended for Lee Evans (defended by Daniel Bullocks),1.090,-0.130
2,2:38,4,8,BUF 49,7,10,"Brian Moorman punts 40 yards, fair catch by Eddie Drummond",-0.130,0.370
2,2:32,1,10,DET 11,7,10,Kevin Jones right end for 11 yards (tackle by Donte Whitner),-0.370,0.410
2,2:00,1,10,DET 22,7,10,Jon Kitna pass complete short middle to Kevin Jones for 3 yards (tackle by Takeo Spikes and Larry Tripplett),0.410,0.270
2,1:29,2,7,DET 25,7,10,Jon Kitna pass complete deep right to Mike Furrey for 19 yards,0.270,1.860
2,1:24,1,10,DET 44,7,10,Jon Kitna pass complete short right to Az-Zahir Hakim for 7 yards (tackle by Ko Simpson),1.860,2.260
2,1:03,2,3,BUF 49,7,10,Jon Kitna pass complete short left to Kevin Jones for 4 yards (tackle by Kiwaukee Thomas),2.260,2.590
2,0:58,,,,7,10,Timeout #2 by Detroit Lions,0.000,2.590
2,0:58,1,10,BUF 45,7,10,Jon Kitna pass complete short left to Az-Zahir Hakim for 7 yards (tackle by Donte Whitner),2.590,2.990
2,0:53,2,3,BUF 38,7,10,Jon Kitna pass complete short middle to Kevin Jones for 10 yards (tackle by Angelo Crowell),2.990,3.710
2,0:47,,,,7,10,Timeout #3 by Detroit Lions,0.000,3.710
2,0:45,1,10,BUF 28,7,16,"Jon Kitna pass complete deep right to Roy Williams for 28 yards, touchdown",3.710,7.000
2,,,,BUF 2,7,17,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,17,"Jason Hanson kicks off 65 yards, returned by Terrence McGee for 72 yards (tackle by Keith Smith)",0.000,4.040
2,0:23,1,10,DET 23,7,17,Willis McGahee middle for 3 yards (tackle by Shaun Rogers),4.040,3.900
2,0:16,,,,7,17,Timeout #1 by Buffalo Bills,0.000,3.900
2,0:16,2,7,DET 20,7,17,J.P. Losman sacked by Shaun Rogers for -15 yards,3.900,1.220
2,0:05,,,,7,17,Timeout #2 by Buffalo Bills,0.000,1.220
2,0:05,3,22,DET 35,10,17,Rian Lindell 53 yard field goal good,1.220,3.000
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,17,"Jason Hanson kicks off 70 yards, returned by Terrence McGee for 21 yards (tackle by Anthony Cannon)",0.000,0.340
3,14:54,1,10,BUF 21,10,17,J.P. Losman pass complete short left to Lee Evans for 9 yards (tackle by Daniel Bullocks),0.340,1.020
3,14:16,2,1,BUF 30,10,17,Willis McGahee right end for 2 yards (tackle by Terrence Holt),1.020,1.070
3,13:37,1,10,BUF 32,10,17,J.P. Losman pass incomplete short left intended for Josh Reed,1.070,0.530
3,13:31,2,10,BUF 32,10,17,J.P. Losman pass complete short right to Lee Evans for 8 yards (tackle by Fernando Bryant and Jon McGraw),0.530,0.890
3,12:50,3,2,BUF 40,10,17,J.P. Losman left end for 2 yards (tackle by Boss Bailey),0.890,1.730
3,12:16,,,,10,17,Timeout #1 by Buffalo Bills,0.000,1.730
3,12:16,1,10,BUF 42,10,17,J.P. Losman pass incomplete short left intended for Lee Evans,1.730,1.190
3,12:12,2,10,BUF 42,10,17,J.P. Losman pass incomplete deep left intended for Andre' Davis,1.190,0.500
3,12:05,3,10,BUF 42,10,17,J.P. Losman pass complete short right to Robert Royal for 8 yards (tackle by Keith Smith),0.500,-0.060
3,11:26,4,2,DET 50,10,17,Brian Moorman punts 48 yards,-0.060,0.380
3,11:17,1,10,DET 2,10,17,Kevin Jones left tackle for 3 yards (tackle by Donte Whitner and Chris Kelsay),-0.380,-0.560
3,10:43,2,7,DET 5,10,17,Kevin Jones left end for 1 yard (tackle by Takeo Spikes),-0.560,-0.950
3,10:01,3,6,DET 6,10,17,Jon Kitna pass complete short right to Roy Williams for 26 yards (tackle by Kyle Williams),-0.950,1.070
3,9:17,1,10,DET 32,10,17,"Kevin Jones left end for 15 yards. Penalty on Kevin Jones: Illegal Shift, 5 yards (no play)",1.070,0.740
3,8:55,1,15,DET 27,10,17,Jon Kitna pass complete short middle to Kevin Jones for 3 yards,0.740,0.260
3,8:09,2,12,DET 30,10,17,Jon Kitna pass complete short middle to Roy Williams for 18 yards (tackle by Terrence McGee),0.260,2.130
3,7:28,1,10,DET 48,10,17,Jon Kitna pass incomplete short right intended for Devale Ellis (defended by Terrence McGee),2.130,1.580
3,7:21,,,,10,17,Timeout #1 by Detroit Lions,0.000,1.580
3,7:21,2,10,DET 48,10,17,Jon Kitna pass incomplete short left intended for Kevin Jones,1.580,0.890
3,7:16,3,10,DET 48,10,17,Jon Kitna sacked for -2 yards,0.890,-0.320
3,6:57,4,12,DET 46,10,17,"Nick Harris punts 42 yards, returned by Jim Leonhard for 2 yards (tackle by LeVar Woods)",-0.320,0.280
3,6:47,1,10,BUF 14,10,17,J.P. Losman pass complete short left to Willis McGahee for 6 yards (tackle by Paris Lenon),-0.280,0.150
3,6:08,2,4,BUF 20,10,17,Willis McGahee right end for 21 yards (tackle by Fernando Bryant and Terrence Holt),0.150,1.660
3,5:36,1,10,BUF 41,10,17,J.P. Losman pass incomplete short left intended for Josh Reed,1.660,1.120
3,5:32,2,10,BUF 41,10,17,Willis McGahee left tackle for 5 yards (tackle by Jared DeVries),1.120,1.090
3,4:55,3,5,BUF 46,10,17,J.P. Losman pass complete short left to Peerless Price for 10 yards (tackle by Keith Smith),1.090,2.650
3,4:11,1,10,DET 44,10,17,J.P. Losman pass complete short right to Lee Evans for 11 yards (tackle by Ernie Sims),2.650,3.380
3,3:38,1,10,DET 33,10,17,Willis McGahee middle for 3 yards (tackle by Ernie Sims and Daniel Bullocks),3.380,3.240
3,3:00,2,7,DET 30,10,17,"J.P. Losman sacked by James Hall for -8 yards. J.P. Losman fumbles (forced by James Hall), recovered by Shaun Rogers at DET-38 (tackle by Anthony Thomas)",3.240,-1.470
3,2:53,1,10,DET 38,10,17,Jon Kitna pass complete short middle to Marcus Pollard for 22 yards (tackle by Nate Clements),1.470,2.920
3,2:18,1,10,BUF 40,10,17,Jon Kitna pass complete short right to Mike Furrey for 11 yards (tackle by Terrence McGee),2.920,3.640
3,1:36,1,10,BUF 29,10,17,"Jon Kitna for no gain. Jon Kitna fumbles, recovered by Kevin Jones at BUF-32",3.640,2.700
3,1:01,2,13,BUF 32,10,17,"Jon Kitna pass incomplete short right intended for Kevin Jones. Penalty on Ryan Denney: Roughing the Passer, 15 yards (no play)",2.700,4.440
3,0:55,1,10,BUF 17,10,17,Kevin Jones left end for 3 yards (tackle by Takeo Spikes),4.440,4.320
3,0:16,2,7,BUF 14,10,17,Jon Kitna pass complete short middle to Kevin Jones for 7 yards (tackle by Nate Clements),4.320,5.600
Quarter,Time,Down,ToGo,Location,BUF,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,BUF 7,10,17,Kevin Jones right end for -4 yards (tackle by Chris Kelsay),5.600,4.020
4,14:22,2,11,BUF 11,10,17,Jon Kitna pass incomplete short right intended for Kevin Jones,4.020,3.120
4,14:18,3,11,BUF 11,10,17,Jon Kitna pass incomplete short right intended for Roy Williams (defended by Donte Whitner),3.120,2.700
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
4,14:13,4,11,BUF 11,10,20,Jason Hanson 29 yard field goal good,2.700,3.000
4,,,,DET 30,10,20,"Jason Hanson kicks off 63 yards, returned by Terrence McGee for 19 yards (tackle by Jon McGraw)",0.000,0.670
4,14:04,1,10,BUF 26,10,20,J.P. Losman pass complete short right to Lee Evans for 7 yards (tackle by Cory Redding and Ernie Sims),0.670,1.070
4,13:37,2,3,BUF 33,10,20,J.P. Losman pass complete short middle to Lee Evans for 13 yards (tackle by Fernando Bryant),1.070,1.990
4,12:49,1,10,BUF 46,10,20,J.P. Losman pass complete short left to Peerless Price for 6 yards (tackle by Dre' Bly),1.990,2.260
4,12:19,2,4,DET 48,10,20,J.P. Losman pass complete short right to Josh Reed for 8 yards (tackle by Jamar Fletcher and Boss Bailey),2.260,2.920
4,11:46,1,10,DET 40,10,20,J.P. Losman pass complete deep right to Lee Evans for 23 yards,2.920,4.440
4,11:23,1,10,DET 17,10,20,Willis McGahee middle for 2 yards (tackle by Kalimba Edwards),4.440,4.150
4,10:48,2,8,DET 15,10,20,Willis McGahee middle for no gain (tackle by James Hall and Tyoka Jackson),4.150,3.340
4,10:10,3,8,DET 15,10,20,J.P. Losman pass complete short right to Josh Reed for 11 yards (tackle by Jamar Fletcher and Daniel Bullocks),3.340,6.280
4,9:28,1,4,DET 4,16,20,"J.P. Losman pass complete short right to Ryan Neufeld for 4 yards, touchdown",6.280,7.000
4,,,,DET 2,17,20,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,17,20,"Rian Lindell kicks off 67 yards, returned by Eddie Drummond for 18 yards (tackle by Andre' Davis)",0.000,0.340
4,9:17,1,10,DET 21,17,20,Jon Kitna pass complete short left to Roy Williams for 18 yards (tackle by Ko Simpson and Nate Clements),0.340,1.530
4,8:41,1,10,DET 39,17,20,Kevin Jones left end for 7 yards (tackle by Angelo Crowell),1.530,1.930
4,8:09,2,3,DET 46,17,20,Kevin Jones middle for 6 yards (tackle by Chris Kelsay),1.930,2.390
4,7:29,1,10,BUF 48,17,20,Jon Kitna pass incomplete deep left intended for Roy Williams is intercepted by Ko Simpson at BUF-3,2.390,0.380
4,7:20,1,10,BUF 3,17,20,"J.P. Losman pass incomplete short right intended for Robert Royal. Penalty on Kalimba Edwards: Roughing the Passer, 15 yards (no play)",-0.380,0.040
4,7:14,1,10,BUF 18,17,20,J.P. Losman middle for 6 yards (tackle by Boss Bailey),0.040,0.410
4,6:37,2,4,BUF 24,17,20,J.P. Losman pass complete short left to Josh Reed for 5 yards (tackle by Daniel Bullocks),0.410,0.870
4,6:13,1,10,BUF 29,17,20,J.P. Losman pass complete short right to Willis McGahee for 8 yards (tackle by Fernando Bryant),0.870,1.410
4,5:29,2,2,BUF 37,17,20,Anthony Thomas right tackle for 3 yards (tackle by Cory Redding),1.410,1.600
4,4:51,1,10,BUF 40,17,20,J.P. Losman pass incomplete deep right intended for Lee Evans,1.600,1.050
4,4:43,2,10,BUF 40,17,20,J.P. Losman sacked by James Hall and Cory Redding for -8 yards,1.050,-0.690
4,4:20,3,18,BUF 32,17,20,J.P. Losman for 8 yards (tackle by Jon McGraw),-0.690,-0.720
4,4:11,4,10,BUF 40,17,20,"Brian Moorman punts 38 yards, fair catch by Eddie Drummond",-0.720,-0.410
4,4:04,1,10,DET 22,17,20,"Penalty on Dan Campbell: False Start, 5 yards (no play)",0.410,-0.120
4,4:04,1,15,DET 17,17,20,Kevin Jones left tackle for 9 yards (tackle by Donte Whitner),-0.120,0.410
4,3:19,2,6,DET 26,17,20,Kevin Jones left end for 1 yard (tackle by Aaron Schobel and Donte Whitner),0.410,-0.160
4,2:35,3,5,DET 27,17,20,Jon Kitna pass complete short right to Kevin Jones for 9 yards (tackle by Terrence McGee),-0.160,1.330
4,2:12,,,,17,20,Timeout #3 by Buffalo Bills,0.000,1.330
4,2:12,1,10,DET 36,17,20,Kevin Jones middle for 2 yards (tackle by Angelo Crowell),1.330,1.060
4,2:00,2,8,DET 38,17,20,Kevin Jones middle for 2 yards (tackle by Aaron Schobel),1.060,0.630
4,1:16,3,6,DET 40,17,20,"Kevin Jones right end for 3 yards (tackle by Kyle Williams and Aaron Schobel). Penalty on Dan Campbell: Chop Block (Offsetting), Penalty on Kiwaukee Thomas: Face Mask (15 Yards) (Offsetting) (no play)",0.630,0.630
4,1:08,3,6,DET 40,17,20,Kevin Jones right end for 2 yards (tackle by Kyle Williams),0.630,-0.590
4,0:22,,,,17,20,Timeout #2 by Detroit Lions,0.000,-0.590
4,0:22,4,4,DET 42,17,20,"Nick Harris punts 46 yards, returned by Jim Leonhard for 12 yards (tackle by Marcus Pollard)",-0.590,-0.540
4,0:09,1,10,BUF 24,17,20,"Penalty on Mike Gandy: False Start, 5 yards (no play)",0.540,0.130
4,0:09,1,15,BUF 19,17,20,J.P. Losman pass incomplete deep right intended for Andre' Davis,0.130,-0.740
4,0:02,2,15,BUF 19,17,20,"J.P. Losman pass complete to Lee Evans for 9 yards, lateral to Peerless Price for 3 yards. Peerless Price fumbles, recovered by Kalimba Edwards at BUF-32 and returned for 3 yards (tackle by Duke Preston)",-0.740,-0.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
