Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3,7:23,2,11,PHI 11,24,10,Matt Ryan sacked by Cedric Thornton for -5 yards,4.020,2.850
3,6:47,3,16,PHI 16,24,10,Matt Ryan pass complete short right to Jacquizz Rodgers for 5 yards (tackle by Kurt Coleman),2.850,2.700
3,6:15,4,11,PHI 11,27,10,Matt Bryant 29 yard field goal good,2.700,3.000
3,6:10,,,ATL 35,27,10,"Matt Bosher kicks off 62 yards, returned by Brandon Boykin for 22 yards (tackle by Jason Snelling)",0.000,0.610
3,6:05,1,10,PHI 25,27,10,Michael Vick pass incomplete short right intended for Jeremy Maclin (defended by Stephen Nicholas),0.610,0.060
3,6:01,2,10,PHI 25,27,10,Michael Vick pass complete short right to DeSean Jackson for no gain,0.060,-0.620
3,5:24,3,10,PHI 25,27,10,Michael Vick for 9 yards (tackle by Robert McClain),-0.620,-1.110
,,,,,,,"PHI challenged the first down ruling, and the play was upheld.",,
3,5:10,4,1,PHI 34,27,10,"Mat McBriar punts 56 yards, fair catch by Dominique Franks",-1.110,0.380
3,5:02,1,10,ATL 10,27,10,Michael Turner up the middle for -2 yards (tackle by DeMeco Ryans),-0.380,-0.930
3,4:28,2,12,ATL 8,27,10,"Matt Ryan pass incomplete short right intended for Tony Gonzalez. Penalty on Mychal Kendricks: Defensive Pass Interference, 14 yards (no play)",-0.930,0.410
3,4:23,1,10,ATL 22,27,10,Michael Turner right guard for 6 yards (tackle by Nate Allen),0.410,0.680
3,3:55,2,4,ATL 28,27,10,Jacquizz Rodgers up the middle for 43 yards (tackle by Cedric Thornton),0.680,3.640
3,3:01,1,10,PHI 29,27,10,Jason Snelling up the middle for 1 yard (tackle by DeMeco Ryans),3.640,3.240
3,2:16,2,9,PHI 28,27,10,Matt Ryan pass complete short left to Julio Jones for 10 yards (tackle by Kurt Coleman),3.240,4.370
3,1:30,1,10,PHI 18,27,10,Michael Turner up the middle for 1 yard (tackle by Cedric Thornton and Trent Cole),4.370,3.940
3,0:53,2,9,PHI 17,27,10,Matt Ryan pass incomplete short left intended for Lousaka Polite,3.940,3.170
3,0:46,3,9,PHI 17,27,10,Matt Ryan pass complete short left to Jacquizz Rodgers for 5 yards (tackle by DeMeco Ryans),3.170,2.710
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,PHI 12,30,10,Matt Bryant 30 yard field goal good,2.710,3.000
4,14:57,,,ATL 35,30,10,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
4,14:57,1,10,PHI 20,30,10,Michael Vick sacked by John Abraham for -4 yards,0.280,-0.940
4,14:25,2,14,PHI 16,30,10,Michael Vick pass complete short left to LeSean McCoy for 11 yards (tackle by Sean Weatherspoon),-0.940,-0.030
4,13:39,3,3,PHI 27,30,10,Michael Vick right end for 13 yards (tackle by Sean Weatherspoon). Penalty on John Abraham: Defensive Offside (Declined),-0.030,1.600
4,13:20,1,10,PHI 40,30,10,LeSean McCoy left end for 10 yards (tackle by Sean Weatherspoon and Thomas DeCoud),1.600,2.260
4,12:52,1,10,,30,10,LeSean McCoy right end for 4 yards (tackle by Sean Weatherspoon),2.260,2.250
4,12:27,2,6,ATL 46,30,10,Michael Vick pass complete short left to Jeremy Maclin for -3 yards (tackle by Dunta Robinson),2.250,1.160
4,11:48,3,9,ATL 49,30,10,Michael Vick pass incomplete short right intended for Riley Cooper (defended by John Abraham),1.160,0.000
4,11:45,4,9,ATL 49,30,10,Michael Vick pass complete short right to Brent Celek for 14 yards (tackle by Kroy Biermann and Thomas DeCoud),0.000,3.250
4,11:13,1,10,ATL 35,30,10,LeSean McCoy up the middle for 10 yards (tackle by Stephen Nicholas),3.250,3.910
4,10:42,1,10,ATL 25,30,10,Michael Vick pass complete short right to Jason Avant for 9 yards (tackle by Robert McClain),3.910,4.750
4,10:06,2,1,ATL 16,30,10,LeSean McCoy left end for -1 yards (tackle by Jonathan Babineaux),4.750,3.850
4,9:29,3,2,ATL 17,30,10,LeSean McCoy right end for 3 yards (tackle by William Moore and Thomas DeCoud),3.850,4.650
4,8:53,1,10,ATL 14,30,10,Michael Vick pass complete short middle to Jeremy Maclin for 10 yards (tackle by Robert McClain),4.650,6.280
4,8:20,1,4,ATL 4,30,10,LeSean McCoy right tackle for -3 yards (tackle by Akeem Dent),6.280,4.760
4,7:39,2,7,ATL 7,30,10,Michael Vick pass incomplete short right intended for Jason Avant,4.760,3.810
4,7:23,3,7,ATL 7,30,16,"Michael Vick pass complete short left to LeSean McCoy for 7 yards, touchdown",3.810,7.000
4,7:23,,,ATL 2,30,17,Alex Henery kicks extra point good,0.000,0.000
4,7:18,,,PHI 35,30,17,"Alex Henery kicks off 57 yards, returned by Jacquizz Rodgers for 6 yards (tackle by Colt Anderson)",0.000,-0.280
4,7:15,1,10,ATL 14,30,17,Michael Turner right end for 7 yards (tackle by Dominique Rodgers-Cromartie and DeMeco Ryans),-0.280,0.280
4,6:28,2,3,ATL 21,30,17,"Michael Turner left tackle for -1 yards (tackle by Kurt Coleman). Michael Turner fumbles (forced by Kurt Coleman), recovered by Justin Blalock at ATL-20",0.280,-0.680
4,5:40,3,4,ATL 20,30,17,Matt Ryan pass incomplete short right intended for Tony Gonzalez,-0.680,-2.030
4,5:35,4,4,ATL 20,30,17,"Matt Bosher punts 52 yards, returned by Brandon Boykin for 7 yards (tackle by Stephen Nicholas)",-2.030,-1.270
4,5:24,1,10,PHI 35,30,17,"Michael Vick pass incomplete short middle intended for Jeremy Maclin. Penalty on Stephen Nicholas: Unnecessary Roughness, 15 yards",1.270,2.260
4,5:20,1,10,,30,17,Michael Vick pass incomplete short right intended for Jeremy Maclin (defended by Asante Samuel),2.260,1.710
4,5:13,2,10,,30,17,LeSean McCoy right end for -2 yards (tackle by Christopher Owens),1.710,0.760
4,4:54,3,12,PHI 48,30,17,Michael Vick pass incomplete short middle intended for Jason Avant,0.760,-0.190
4,4:50,4,12,PHI 48,30,17,Michael Vick pass incomplete short middle intended for DeSean Jackson,-0.190,-2.390
4,4:45,1,10,PHI 48,30,17,Michael Turner up the middle for 4 yards (tackle by Casey Matthews),2.390,0.000
4,4:40,,,,30,17,Timeout #2 by Philadelphia Eagles,0.000,2.390
4,4:40,2,6,PHI 44,30,17,Michael Turner left end for -1 yards (tackle by DeMeco Ryans),2.390,0.000
4,4:36,,,,30,17,Timeout #3 by Philadelphia Eagles,0.000,1.550
4,4:36,3,7,PHI 45,30,17,Matt Ryan sacked by Cullen Jenkins for -11 yards,1.550,-0.460
4,4:36,4,18,ATL 44,30,17,"Penalty on ATL: Delay of Game, 5 yards (no play)",-0.460,-0.780
4,3:54,4,23,ATL 39,30,17,"Matt Bosher punts, blocked by Casey Matthews",-0.780,-1.730
4,3:42,1,10,PHI 42,30,17,Michael Vick sacked by Kroy Biermann for -7 yards,1.730,0.240
4,3:23,2,17,PHI 35,30,17,Michael Vick pass complete short left to Jason Avant for 8 yards (tackle by John Abraham),0.240,0.630
4,3:16,3,9,PHI 43,30,17,"Michael Vick pass incomplete deep middle intended for Jeremy Maclin. Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",0.630,-0.690
4,3:12,3,19,PHI 33,30,17,Michael Vick left end for 1 yard (tackle by Kroy Biermann),-0.690,-1.110
4,2:31,4,18,PHI 34,30,17,Michael Vick pass incomplete short right intended for Stanley Havili,-1.110,-3.310
4,2:24,1,10,PHI 34,30,17,Michael Turner right tackle for 2 yards (tackle by Akeem Jordan),3.310,3.040
4,2:00,2,8,PHI 32,30,17,Michael Turner up the middle for 3 yards (tackle by Nnamdi Asomugha),3.040,2.740
4,1:11,3,5,PHI 29,30,17,Jacquizz Rodgers up the middle for -1 yards (tackle by Fletcher Cox),2.740,1.430
4,0:26,4,6,PHI 30,30,17,"Matt Ryan pass complete short middle to Jason Snelling for 5 yards (tackle by Fletcher Cox). Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",1.430,1.950
4,0:20,4,1,PHI 25,30,17,"Michael Turner up the middle for no gain (tackle by Fletcher Cox). Penalty on Trent Cole: Personal Foul (Offsetting), Penalty on Tony Gonzalez: Personal Foul (Offsetting)",1.950,-0.610
4,0:14,1,10,PHI 25,30,17,Michael Vick pass complete short left to LeSean McCoy for 4 yards,0.610,0.600
4,0:00,2,6,PHI 29,30,17,"Michael Vick pass complete short right to Jeremy Maclin for 1 yard. Jeremy Maclin fumbles, ball out of bounds at PHI-44",0.600,0.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
