Player,Pos
Matt Ryan,QB
Michael Turner,RB
Lousaka Polite,FB
Roddy White,WR
Julio Jones,WR
Tony Gonzalez,TE
Sam Baker,LT
Justin Blalock,LG
Todd McClure,C
Peter Konz,RG
Tyson Clabo,RT
Kroy Biermann,LDE
Peria Jerry,DT
Jonathan Babineaux,DT
Vance Walker,RDE
Stephen Nicholas,OLB
Sean Weatherspoon,OLB
Robert McClain,CB
Dunta Robinson,CB
Asante Samuel,CB
Thomas DeCoud,S
William Moore,S
