Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Marcus Sherels,MIN,0,0,,0,0,2,20,10.0,0,20
David Morgan,MIN,1,11,11.0,0,11,0,0,,0,0
Adam Thielen,MIN,1,19,19.0,0,19,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Micah Hyde,GNB,0,0,,0,0,4,40,10.0,0,19
Christine Michael,GNB,3,64,21.3,0,30,0,0,,0,0
Ty Montgomery,GNB,1,21,21.0,0,21,0,0,,0,0
