Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
2,,,,CHI 2,10,14,David Buehler kicks extra point good,0.000,0.000
2,,,,DAL 30,10,14,"David Buehler kicks off 65 yards, returned by Danieal Manning for 21 yards (tackle by Danny McCray)",0.000,0.670
2,8:08,1,10,CHI 26,10,14,"Jay Cutler pass complete deep middle to Greg Olsen for 25 yards (tackle by Gerald Sensabaugh). Penalty on Devin Hester: Illegal Formation, 5 yards (no play)",0.670,0.340
2,7:34,1,15,CHI 21,10,14,Jay Cutler pass complete short middle to Matt Forte for -2 yards (tackle by DeMarcus Ware),0.340,-0.870
2,6:49,2,17,CHI 19,10,14,Jay Cutler pass complete short middle to Johnny Knox for 2 yards (tackle by Bradie James),-0.870,-1.220
2,6:03,3,15,CHI 21,10,14,Jay Cutler pass complete deep middle to Johnny Knox for 59 yards (tackle by Mike Jenkins),-1.220,4.240
2,5:11,1,10,DAL 20,10,14,Jay Cutler pass complete short right to Chester Taylor for 9 yards (tackle by Bradie James),4.240,5.260
2,4:28,2,1,DAL 11,10,14,Matt Forte middle for 2 yards (tackle by Anthony Spencer),5.260,5.140
2,3:46,1,9,DAL 9,16,14,"Jay Cutler pass complete short left to Devin Hester for 9 yards, touchdown",5.140,7.000
,,,,,,,"DAL challenged the pass completion ruling, and the play was upheld.",,
2,,,,DAL 2,17,14,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,17,14,"Robbie Gould kicks off 75 yards, touchback",0.000,0.280
2,3:38,1,10,DAL 20,17,14,Tony Romo pass incomplete deep left intended for Miles Austin (defended by Julius Peppers),0.280,-0.270
2,3:33,2,10,DAL 20,17,14,Tony Romo pass complete short left to Miles Austin for 12 yards (tackle by Charles Tillman),-0.270,1.070
2,3:03,1,10,DAL 32,17,14,Tony Romo pass complete short middle to Jason Witten for 3 yards (tackle by Pisa Tinoisamoa),1.070,0.930
2,2:26,2,7,DAL 35,17,14,Tony Romo pass complete short middle to Miles Austin for 19 yards (tackle by Brian Urlacher),0.930,2.520
2,2:00,1,10,CHI 46,17,14,Tony Romo pass incomplete short middle intended for Jason Witten,2.520,1.980
2,1:55,2,10,CHI 46,17,14,Tony Romo pass incomplete short middle intended for Miles Austin,1.980,1.290
2,1:49,3,10,CHI 46,17,14,Tony Romo pass incomplete short left intended for Jason Witten is intercepted by D.J. Moore at CHI-33 and returned for 20 yards,1.290,-2.460
2,1:39,1,10,DAL 47,17,14,Jay Cutler pass complete short middle to Matt Forte for 14 yards (tackle by Bradie James),2.460,3.380
2,1:14,1,10,DAL 33,17,14,Jay Cutler pass complete short left to Earl Bennett for 7 yards (tackle by Orlando Scandrick),3.380,3.780
2,1:09,2,3,DAL 26,17,14,Jay Cutler pass incomplete deep left intended for Matt Forte,3.780,3.070
2,1:03,3,3,DAL 26,17,14,Jay Cutler pass complete short right to Earl Bennett for 2 yards (tackle by Terence Newman),3.070,2.020
2,0:54,,,,17,14,Timeout #3 by Chicago Bears,0.000,2.020
2,0:54,4,1,DAL 24,17,14,Jay Cutler middle for 2 yards (tackle by Keith Brooking),2.020,4.110
2,0:42,1,10,DAL 22,17,14,Jay Cutler pass incomplete deep left intended for Earl Bennett (defended by Mike Jenkins),4.110,3.560
2,0:36,2,10,DAL 22,17,14,Jay Cutler pass incomplete short middle intended for Devin Hester,3.560,2.870
2,0:30,3,10,DAL 22,17,14,Jay Cutler pass incomplete deep left intended for Johnny Knox,2.870,1.990
2,0:24,4,10,DAL 22,20,14,Robbie Gould 40 yard field goal good,1.990,3.000
2,,,,CHI 30,20,14,"Robbie Gould kicks off 77 yards, touchback",0.000,0.280
2,0:20,1,10,DAL 20,20,14,Tony Romo kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,20,14,"Robbie Gould kicks off 76 yards, returned by Akwasi Owusu-Ansah for 40 yards (tackle by Garrett Wolfe)",0.000,1.200
3,14:51,1,10,DAL 34,20,14,Tony Romo pass complete short middle to Dez Bryant for 24 yards (tackle by Zackary Bowman),1.200,2.790
3,14:51,1,10,CHI 42,20,14,Tashard Choice middle for -1 yards (tackle by Brian Urlacher),2.790,2.110
3,13:29,2,11,CHI 43,20,14,Tony Romo pass complete short right to Miles Austin for 7 yards (tackle by Zackary Bowman),2.110,2.340
3,13:01,3,4,CHI 36,20,14,Tony Romo pass complete short left to Roy Williams for 20 yards (tackle by Charles Tillman),2.340,4.510
3,12:19,1,10,CHI 16,20,14,Tony Romo pass incomplete short middle intended for Martellus Bennett,4.510,3.900
3,12:19,2,10,CHI 16,20,14,"Penalty on Leonard Davis: False Start, 5 yards (no play)",3.900,3.280
3,12:14,2,15,CHI 21,20,14,Tony Romo pass complete short right to Martellus Bennett for 6 yards (tackle by Pisa Tinoisamoa),3.280,3.220
3,11:29,3,9,CHI 15,20,14,Tony Romo pass complete short middle to Martellus Bennett for 5 yards (tackle by Anthony Adams),3.220,2.840
3,11:29,4,4,CHI 10,20,17,David Buehler 28 yard field goal good,2.840,3.000
3,,,,DAL 30,20,17,"David Buehler kicks off 75 yards, returned by Danieal Manning for 22 yards (tackle by Alan Ball)",0.000,-0.060
3,10:31,1,10,CHI 17,20,17,Jay Cutler pass complete short right to Matt Forte for 17 yards (tackle by DeMarcus Ware),-0.060,1.200
3,9:48,1,10,CHI 34,20,17,Matt Forte right tackle for 13 yards (tackle by Anthony Spencer),1.200,2.060
3,9:01,1,10,CHI 47,20,17,Chester Taylor middle for 4 yards (tackle by Terence Newman),2.060,2.060
3,8:13,2,6,DAL 49,20,17,Jay Cutler pass incomplete deep right intended for Devin Hester,2.060,1.360
3,8:04,,,,20,17,Timeout #1 by Chicago Bears,0.000,1.360
3,8:04,3,6,DAL 49,20,17,Jay Cutler pass complete short middle to Matt Forte for 5 yards (tackle by Gerald Sensabaugh),1.360,0.330
3,7:23,4,1,DAL 44,20,17,"Brad Maynard punts 31 yards, fair catch by Akwasi Owusu-Ansah",0.330,0.320
3,7:14,1,10,DAL 13,20,17,Tony Romo pass incomplete short right intended for Miles Austin,-0.320,-0.770
3,7:09,2,10,DAL 13,20,17,Felix Jones middle for -2 yards (tackle by Brian Urlacher and Israel Idonije),-0.770,-1.650
3,6:27,3,12,DAL 11,20,17,Tony Romo pass complete deep right to Dez Bryant for 28 yards (tackle by Chris Harris and Zackary Bowman),-1.650,1.530
3,5:56,1,10,DAL 39,20,17,Tony Romo pass complete short middle to Roy Williams for 12 yards (tackle by Lance Briggs),1.530,2.320
3,5:12,1,10,CHI 49,20,17,Tony Romo pass incomplete short right intended for Chris Gronkowski,2.320,1.780
3,5:07,2,10,CHI 49,20,17,Tony Romo pass complete short left to Miles Austin for 9 yards (tackle by Charles Tillman),1.780,2.280
3,4:42,3,1,CHI 40,20,17,Marion Barber left tackle for 1 yard (tackle by Mark Anderson),2.280,2.980
3,4:12,1,10,CHI 39,20,17,Tony Romo pass incomplete short middle intended for Roy Williams,2.980,2.440
3,4:06,2,10,CHI 39,20,17,Marion Barber middle for 2 yards (tackle by Matt Toeaina),2.440,2.020
3,3:25,3,8,CHI 37,20,17,Tony Romo pass incomplete short left intended for Roy Williams,2.020,0.790
3,3:20,4,8,CHI 37,20,17,"Mat McBriar punts 37 yards, touchback",0.790,-0.280
3,3:10,1,10,CHI 20,20,17,Jay Cutler pass complete short right to Devin Hester for 11 yards (tackle by Terence Newman),0.280,1.000
3,2:36,1,10,CHI 31,20,17,Matt Forte right tackle for 2 yards (tackle by Alan Ball),1.000,0.730
3,1:49,2,8,CHI 33,20,17,"Jay Cutler pass incomplete short right intended for Greg Olsen. Penalty on Igor Olshansky: Roughing the Passer, 15 yards (no play)",0.730,2.130
3,1:42,1,10,CHI 48,20,17,Jay Cutler pass incomplete,2.130,1.580
3,1:36,2,10,CHI 48,20,17,Matt Forte middle for -1 yards (tackle by Keith Brooking),1.580,0.760
3,0:52,3,11,CHI 47,20,17,Jay Cutler pass complete short left to Earl Bennett for 8 yards (tackle by Orlando Scandrick),0.760,0.270
3,0:27,4,3,DAL 45,20,17,"Brad Maynard punts 45 yards, touchback",0.270,-0.280
3,0:18,1,10,DAL 20,20,17,Felix Jones right guard for 3 yards (tackle by Anthony Adams),0.280,0.140
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DAL 23,20,17,Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by Pisa Tinoisamoa and Brian Urlacher),0.140,1.000
4,14:17,1,10,DAL 31,20,17,Felix Jones left end for 4 yards (tackle by Charles Tillman),1.000,1.000
4,14:17,2,6,DAL 35,20,17,"Penalty on Marc Colombo: False Start, 5 yards (no play)",1.000,0.320
4,13:30,2,11,DAL 30,20,17,Tony Romo pass complete short middle to Felix Jones for 3 yards (tackle by Brian Urlacher),0.320,0.040
4,12:53,3,8,DAL 33,20,17,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Lance Briggs),0.040,-1.180
4,12:48,4,8,DAL 33,20,17,"Mat McBriar punts 53 yards, returned by Devin Hester for -5 yards (tackle by Danny McCray)",-1.180,0.380
4,12:36,1,10,CHI 9,20,17,Matt Forte right tackle for 2 yards (tackle by Anthony Spencer),-0.380,-0.630
4,11:57,2,8,CHI 11,20,17,Jay Cutler pass complete short middle to Johnny Knox for 7 yards (tackle by Terence Newman),-0.630,-0.370
4,11:20,3,1,CHI 18,20,17,Matt Forte middle for no gain (tackle by Jay Ratliff),-0.370,-2.240
4,10:38,4,1,CHI 18,20,17,"Brad Maynard punts 41 yards, returned by Dez Bryant for no gain. Penalty on Michael Hamlin: Illegal Block Above the , 10 yards",-2.240,-1.000
4,10:27,1,10,DAL 31,20,17,Tony Romo pass complete short right to Miles Austin for 18 yards (tackle by Danieal Manning and Zackary Bowman),1.000,2.190
4,9:45,1,10,DAL 49,20,17,Marion Barber middle for -3 yards (tackle by Lance Briggs),2.190,1.240
4,9:08,2,13,DAL 46,20,17,Tony Romo pass complete deep middle to Jason Witten for 23 yards (tackle by Chris Harris),1.240,3.510
4,8:24,1,10,CHI 31,20,17,Tony Romo pass incomplete short right intended for Marion Barber (defended by Julius Peppers),3.510,2.970
4,8:16,2,10,CHI 31,20,17,Tony Romo pass complete short middle to Martellus Bennett for 5 yards (tackle by Brian Urlacher),2.970,2.940
4,7:32,3,5,CHI 26,20,17,Tony Romo pass incomplete short right intended for Tashard Choice,2.940,1.790
4,7:28,4,5,CHI 26,20,17,David Buehler 44 yard field goal no good,1.790,-1.200
4,7:23,1,10,CHI 34,20,17,Jay Cutler pass complete deep middle to Johnny Knox for 18 yards (tackle by Mike Jenkins),1.200,2.390
4,6:42,1,10,DAL 48,20,17,Jay Cutler pass complete short right to Earl Bennett for 7 yards (tackle by Orlando Scandrick),2.390,2.790
4,5:57,,,,20,17,Timeout #1 by Dallas Cowboys,0.000,2.790
4,5:57,2,3,DAL 41,20,17,Jay Cutler pass complete short left to Devin Hester for 38 yards (tackle by Jay Ratliff),2.790,6.510
4,5:20,1,3,DAL 3,26,17,"Jay Cutler pass complete short left to Matt Forte for 3 yards, touchdown",6.510,7.000
4,,,,DAL 2,27,17,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,27,17,"Robbie Gould kicks off 70 yards, returned by Akwasi Owusu-Ansah for 26 yards (tackle by Garrett Wolfe)",0.000,0.670
4,5:08,1,10,DAL 26,27,17,Tony Romo pass complete short right to Miles Austin for 17 yards (tackle by Lance Briggs),0.670,1.800
4,4:45,1,10,DAL 43,27,17,Tony Romo pass complete deep right to Miles Austin for 20 yards,1.800,3.120
4,4:40,1,10,CHI 37,27,17,"Tony Romo pass complete short left to Roy Williams for 2 yards (tackle by Charles Tillman). Roy Williams fumbles (forced by Charles Tillman), recovered by Brian Urlacher at CHI-35 (tackle by Felix Jones)",3.120,-1.270
4,4:01,1,10,CHI 35,27,17,Chester Taylor right guard for 4 yards (tackle by Keith Brooking),1.270,1.260
4,3:40,2,6,CHI 39,27,17,Chester Taylor right end for -3 yards (tackle by Leon Williams and Bradie James),1.260,0.170
4,3:03,3,9,CHI 36,27,17,Chester Taylor right tackle for 1 yard (tackle by DeMarcus Ware),0.170,-0.910
4,2:57,,,,27,17,Timeout #2 by Dallas Cowboys,0.000,-0.910
4,2:57,4,8,CHI 37,27,17,Brad Maynard punts 46 yards,-0.910,-0.340
4,2:45,1,10,DAL 21,27,17,Tony Romo pass complete short right to Martellus Bennett for 4 yards (tackle by Zackary Bowman),0.340,0.340
4,2:22,2,6,DAL 25,27,17,Tony Romo pass complete deep right to Miles Austin for 21 yards (tackle by Danieal Manning),0.340,1.990
4,2:19,1,10,DAL 46,27,17,Tony Romo pass complete short right to Martellus Bennett for 3 yards,1.990,1.860
4,2:13,2,7,DAL 49,27,17,Tony Romo pass complete short middle to Martellus Bennett for 16 yards (tackle by Danieal Manning),1.860,3.250
4,2:00,1,10,CHI 35,27,17,Tony Romo pass complete short left to Martellus Bennett for 6 yards (tackle by Charles Tillman),3.250,3.510
4,1:33,2,4,CHI 29,27,17,Tony Romo pass incomplete short middle intended for Marion Barber,3.510,2.810
4,1:30,3,4,CHI 29,27,17,Tony Romo pass incomplete deep middle intended for Miles Austin,2.810,1.560
4,1:21,4,4,CHI 29,27,20,David Buehler 48 yard field goal good,1.560,3.000
4,,,,DAL 30,27,20,David Buehler kicks onside 13 yards,0.000,2.720
4,1:17,1,10,DAL 43,27,20,Jay Cutler kneels for -1 yards,2.720,2.040
4,1:12,,,,27,20,Timeout #3 by Dallas Cowboys,0.000,2.040
4,1:12,2,11,DAL 44,27,20,Jay Cutler kneels for -1 yards,2.040,1.220
4,0:34,3,12,DAL 45,27,20,Jay Cutler kneels for -1 yards,1.220,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
