Quarter,Time,Tm,Detail,NOR,TAM
1.0,4:58,Buccaneers,Michael Clayton 18 yard pass from Josh Freeman (Connor Barth kick),0,7
,1:04,Saints,Robert Meachem 4 yard pass from Drew Brees (John Carney kick),7,7
2.0,4:11,Saints,John Carney 38 yard field goal,10,7
,0:28,Saints,Robert Meachem 6 yard pass from Drew Brees (John Carney kick),17,7
3.0,10:36,Saints,David Thomas 11 yard pass from Drew Brees (John Carney kick),24,7
,4:50,Saints,Mike Bell 3 yard rush (John Carney kick),31,7
4.0,10:12,Saints,Mike Bell 1 yard rush (John Carney kick),38,7
