Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,SDG 35,0,0,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,OAK 20,0,0,Darren McFadden up the middle for 3 yards (tackle by Eric Weddle),0.280,0.140
1,14:22,2,7,OAK 23,0,0,Derek Carr pass incomplete short right intended for Marcel Reece (defended by Marcus Gilchrist),0.140,-0.560
1,14:18,3,7,OAK 23,0,6,"Derek Carr pass complete deep middle to Andre Holmes for 77 yards, touchdown",-0.560,7.000
1,14:18,,,SDG 2,0,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,14:18,,,OAK 35,0,7,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
1,14:08,1,10,SDG 20,0,7,"Penalty on Khalil Mack: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
1,14:08,1,5,SDG 25,0,7,Branden Oliver up the middle for 3 yards (tackle by Miles Burris),1.010,0.810
1,13:15,2,2,SDG 28,0,7,Philip Rivers pass complete short right to Ladarius Green for 27 yards (tackle by Usama Young),0.810,2.590
1,12:46,1,10,OAK 45,0,7,"Penalty on D.J. Johnson: False Start, 5 yards (no play)",2.590,2.260
1,12:20,1,15,,0,7,"Philip Rivers pass complete short right to Antonio Gates for 10 yards (tackle by Usama Young). Rich Ohrnberger fumbles, recovered by Rich Ohrnberger at SDG-SD",2.260,2.720
1,11:36,2,5,OAK 40,0,7,Branden Oliver left guard for 1 yard (tackle by Antonio Smith),2.720,2.150
1,10:51,3,4,OAK 39,0,7,"Philip Rivers pass incomplete short middle intended for Keenan Allen. Penalty on Tarell Brown: Defensive Holding, 5 yards (no play)",2.150,3.310
1,10:46,1,10,OAK 34,0,7,Branden Oliver up the middle for 5 yards (tackle by Sio Moore),3.310,3.450
1,10:23,2,5,OAK 29,0,7,Branden Oliver right guard for no gain (tackle by Khalil Mack),3.450,2.740
1,9:44,3,5,OAK 29,6,7,"Philip Rivers pass complete deep left to Eddie Royal for 29 yards, touchdown",2.740,7.000
1,9:44,,,OAK 2,7,7,Nick Novak kicks extra point good,0.000,0.000
1,9:44,,,SDG 35,7,7,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
1,9:38,1,10,OAK 20,7,7,Darren McFadden left end for 3 yards (tackle by Jason Verrett),0.280,0.140
1,9:00,2,7,OAK 23,7,7,Derek Carr pass complete short middle to Darren McFadden for 5 yards (tackle by Donald Butler),0.140,0.100
1,8:22,3,2,OAK 28,7,7,Derek Carr pass complete short left to Brice Butler for 6 yards (tackle by Jason Verrett),0.100,1.200
1,7:49,1,10,OAK 34,7,7,Derek Carr pass incomplete short right intended for Marcel Reece,1.200,0.660
1,7:44,2,10,OAK 34,7,7,Darren McFadden left guard for 5 yards (tackle by Jahleel Addae),0.660,0.630
1,7:03,3,5,OAK 39,7,7,Derek Carr pass incomplete short left intended for James Jones,0.630,-0.780
1,7:00,4,5,OAK 39,7,7,"Marquette King punts 44 yards, fair catch by Eddie Royal",-0.780,0.060
1,6:52,1,10,SDG 17,7,7,Philip Rivers pass incomplete short right intended for Branden Oliver,-0.060,-0.580
1,6:46,2,10,SDG 17,7,7,Branden Oliver left tackle for 8 yards (tackle by Charles Woodson),-0.580,-0.240
1,6:04,3,2,SDG 25,7,7,Philip Rivers sacked by C.J. Wilson for -6 yards,-0.240,-2.140
1,5:55,4,8,SDG 19,7,7,"Mike Scifres punts 50 yards, returned by Travis Carrie for 19 yards (tackle by Andrew Gachkar)",-2.140,-2.260
1,5:11,1,10,,7,7,Derek Carr pass incomplete deep right intended for Darren McFadden,2.260,1.710
1,5:06,2,10,,7,7,Maurice Jones-Drew up the middle for 4 yards (tackle by Kavell Conner and Sean Lissemore),1.710,1.550
1,4:24,3,6,SDG 46,7,7,Derek Carr pass incomplete short middle intended for James Jones (defended by Eric Weddle),1.550,0.200
1,4:18,4,6,SDG 46,7,7,"Marquette King punts 31 yards, fair catch by Eddie Royal",0.200,0.220
1,4:12,1,10,SDG 15,7,7,Branden Oliver right guard for 7 yards (tackle by Charles Woodson and Justin Tuck),-0.220,0.350
1,3:31,2,3,SDG 22,7,7,Philip Rivers pass complete short left to Malcom Floyd for 19 yards (tackle by Tarell Brown),0.350,1.660
1,3:00,1,10,SDG 41,7,7,Branden Oliver left tackle for 2 yards (tackle by Pat Sims and Sio Moore),1.660,1.390
1,2:17,2,8,SDG 43,7,7,Branden Oliver right guard for 5 yards (tackle by Charles Woodson),1.390,1.360
