Quarter,Time,Tm,Detail,SDG,OAK
1.0,14:08,Raiders,Andre Holmes 77 yard pass from Derek Carr (Sebastian Janikowski kick),0,7
,9:38,Chargers,Eddie Royal 29 yard pass from Philip Rivers (Nick Novak kick),7,7
2.0,11:52,Chargers,Malcom Floyd 5 yard pass from Philip Rivers (Nick Novak kick),14,7
,7:25,Raiders,James Jones 6 yard pass from Derek Carr (Sebastian Janikowski kick),14,14
3.0,7:40,Raiders,Brice Butler 47 yard pass from Derek Carr (Sebastian Janikowski kick),14,21
,2:52,Chargers,Antonio Gates 1 yard pass from Philip Rivers (Nick Novak kick),21,21
4.0,10:01,Raiders,Andre Holmes 6 yard pass from Derek Carr (Sebastian Janikowski kick),21,28
,5:52,Chargers,Nick Novak 30 yard field goal,24,28
,1:56,Chargers,Branden Oliver 1 yard rush (Nick Novak kick),31,28
