Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Texans won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,HOU 35,0,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TEN 25,0,0,Marcus Mariota pass complete short right to Jonnu Smith for 2 yards (tackle by Zach Cunningham),0.610,0.330
1,14:21,2,8,TEN 27,0,0,Marcus Mariota pass complete deep right to Corey Davis for 19 yards (tackle by Johnathan Joseph),0.330,1.990
1,13:46,1,10,TEN 46,0,0,"Marcus Mariota pass incomplete deep left intended for Corey Davis. Penalty on Justin Reid: Defensive Pass Interference, 33 yards (no play)",1.990,4.170
1,13:38,1,10,HOU 21,0,0,Dion Lewis up the middle for 2 yards (tackle by J.J. Watt),4.170,3.900
1,13:19,2,8,HOU 19,0,0,Marcus Mariota pass complete short right to Dion Lewis for -1 yards (tackle by Zach Cunningham),3.900,3.070
1,12:34,3,9,HOU 20,0,0,Marcus Mariota pass complete short right to Anthony Firkser for 7 yards (tackle by Tyrann Mathieu),3.070,2.690
1,11:50,4,2,HOU 13,3,0,Ryan Succop 31 yard field goal good,2.690,3.000
1,11:47,,,TEN 35,3,0,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
1,11:47,1,10,HOU 25,3,0,Deshaun Watson pass complete short right to Ryan Griffin for 6 yards (tackle by Derrick Morgan),0.610,0.870
1,11:25,2,4,HOU 31,3,0,Lamar Miller left end for 2 yards (tackle by Jurrell Casey and Brian Orakpo),0.870,0.430
1,10:49,3,2,HOU 33,3,0,Deshaun Watson sacked by Jayon Brown and Derrick Morgan for -11 yards,0.430,-1.900
1,10:19,4,13,HOU 22,3,0,"Trevor Daniel punts 50 yards, returned by Adoree' Jackson for 3 yards (tackle by Peter Kalambayi)",-1.900,-1.000
1,10:08,1,10,TEN 31,3,0,Derrick Henry left end for 8 yards (tackle by Benardrick McKinney),1.000,1.540
1,9:31,2,2,TEN 39,9,0,"Marcus Mariota pass complete short middle to Jonnu Smith for 61 yards, touchdown",1.540,7.000
1,9:21,,,HOU 15,10,0,Ryan Succop kicks extra point good,0.000,0.000
1,9:21,,,TEN 35,10,0,"Ryan Succop kicks off 67 yards, returned by DeAndre Carter for no gain (tackle by William Compton). DeAndre Carter fumbles (forced by William Compton), recovered by A.J. Moore at HOU-38 (tackle by Cameron Batson)",0.000,1.470
1,9:10,1,10,HOU 38,10,0,Deshaun Watson left end for 1 yard (tackle by Rashaan Evans),1.470,1.060
1,8:34,2,9,HOU 39,10,0,Lamar Miller up the middle for 21 yards (tackle by Kenny Vaccaro),1.060,2.920
1,7:50,1,10,TEN 40,10,0,Lamar Miller up the middle for 1 yard (tackle by Derrick Morgan and DaQuan Jones),2.920,2.510
1,7:20,2,9,TEN 39,10,0,Lamar Miller right guard for 12 yards (tackle by Adoree' Jackson and Kenny Vaccaro),2.510,3.780
1,6:44,1,10,TEN 27,10,0,Lamar Miller up the middle for 15 yards (tackle by Logan Ryan),3.780,4.780
1,6:03,1,10,TEN 12,10,0,Deshaun Watson sacked by Kenny Vaccaro for no gain,4.780,4.100
1,5:28,2,10,TEN 12,10,6,"Deshaun Watson pass complete short right to Demaryius Thomas for 12 yards, touchdown",4.100,7.000
1,5:21,,,TEN 15,10,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,5:21,,,HOU 35,10,7,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,5:21,1,10,TEN 25,10,7,Marcus Mariota pass complete deep right to Corey Davis for 21 yards,0.610,1.990
1,4:47,1,10,TEN 46,10,7,Derrick Henry up the middle for 1 yard (tackle by Benardrick McKinney and Zach Cunningham),1.990,1.590
1,4:09,2,9,TEN 47,10,7,Dion Lewis up the middle for no gain (tackle by J.J. Watt),1.590,0.890
1,3:28,3,9,TEN 47,10,7,"Penalty on Taylor Lewan: False Start, 5 yards (no play)",0.890,0.230
1,3:00,3,14,TEN 42,10,7,"Penalty on TEN: Delay of Game, 5 yards (no play)",0.230,-0.430
1,2:37,3,19,TEN 37,10,7,Marcus Mariota pass complete short middle to Dion Lewis for 4 yards (tackle by Tyrann Mathieu),-0.430,-0.650
1,2:06,4,15,TEN 41,10,7,"Brett Kern punts 44 yards, returned by DeAndre Carter for 25 yards (tackle by Harold Landry)",-0.650,-1.600
1,1:51,1,10,HOU 40,10,7,Alfred Blue right guard for 4 yards (tackle by Rashaan Evans and Harold Landry),1.600,1.590
1,1:22,2,6,HOU 44,10,7,Deshaun Watson pass complete deep left to DeAndre Hopkins for 28 yards (tackle by Kenny Vaccaro),1.590,3.710
1,0:52,1,10,TEN 28,10,7,Alfred Blue right tackle for 1 yard (tackle by Bennie Logan),3.710,3.300
1,0:27,2,9,TEN 27,10,7,Deshaun Watson pass complete short left to Demaryius Thomas for 12 yards (tackle by Kenny Vaccaro),3.300,4.580
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 15,10,13,"Deshaun Watson left end for 15 yards, touchdown",4.580,7.000
2,14:53,,,TEN 15,10,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,14:53,,,HOU 35,10,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,14:53,1,10,TEN 25,10,14,Marcus Mariota right end for 2 yards (tackle by Johnathan Joseph),0.610,0.330
2,14:15,2,8,TEN 27,10,14,Corey Davis left end for 39 yards (tackle by Justin Reid),0.330,3.310
2,13:41,1,10,HOU 34,10,14,Marcus Mariota up the middle for 5 yards (tackle by Zach Cunningham),3.310,3.450
2,13:05,2,5,HOU 29,10,14,Marcus Mariota pass complete short left to Dion Lewis for 3 yards (tackle by Whitney Mercilus and Kareem Jackson),3.450,3.140
2,12:27,3,2,HOU 26,10,14,Marcus Mariota pass complete short middle to Luke Stocker for 14 yards (tackle by Benardrick McKinney and Brennan Scarlett),3.140,4.780
2,11:50,1,10,HOU 12,10,14,Dion Lewis right end for 7 yards (tackle by Tyrann Mathieu and Benardrick McKinney),4.780,5.410
2,11:05,2,3,HOU 5,10,14,Marcus Mariota right end for -5 yards (tackle by Justin Reid),5.410,3.480
2,10:18,3,8,HOU 10,10,14,Marcus Mariota pass complete short middle to Dion Lewis for 7 yards (tackle by Christian Covington),3.480,3.060
2,9:42,,,,,,Timeout #1 by Houston Texans,,
2,9:42,4,1,HOU 3,10,14,Luke Stocker up the middle for no gain (tackle by Benardrick McKinney and Zach Cunningham),3.060,0.380
2,9:36,1,10,HOU 3,10,20,"Lamar Miller right guard for 97 yards, touchdown",-0.380,7.000
2,9:22,,,TEN 15,10,21,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,9:22,,,HOU 35,10,21,"Ka'imi Fairbairn kicks off 71 yards, returned by Darius Jennings for no gain (tackle by Johnson Bademosi and Sammie Coates)",0.000,0.540
2,9:13,1,10,TEN 24,10,21,"Dion Lewis left guard for no gain (tackle by Brandon Dunn). Penalty on Josh Kline: Offensive Holding, 10 yards (no play)",0.540,-0.500
2,8:43,1,20,TEN 14,10,21,Marcus Mariota pass complete short right to Dion Lewis for 7 yards (tackle by Brandon Dunn),-0.500,-0.410
2,8:01,2,13,TEN 21,10,21,Marcus Mariota left end for 14 yards (tackle by Whitney Mercilus),-0.410,1.270
2,7:27,1,10,TEN 35,10,21,Dion Lewis right end for -3 yards (tackle by Johnathan Joseph),1.270,0.320
2,6:47,2,13,TEN 32,10,21,Dion Lewis left guard for 4 yards (tackle by D.J. Reader and Benardrick McKinney),0.320,0.170
2,6:03,3,9,TEN 36,10,21,Marcus Mariota sacked by Christian Covington for -8 yards,0.170,-1.500
2,5:29,4,17,TEN 28,10,21,Brett Kern punts 59 yards downed by LeShaun Sims,-1.500,0.320
2,5:16,1,10,HOU 13,10,21,Alfred Blue left guard for 5 yards (tackle by Derrick Morgan and Jurrell Casey),-0.320,-0.140
