Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dion Lewis,TEN,7,7,33,0,,-1,-0.1,34,4.9,-0.1,1,7.0,0,0.0,0,86.3
Corey Davis,TEN,4,4,96,1,3,76,19.0,20,5.0,19.0,1,4.0,0,0.0,0,158.3
Anthony Firkser,TEN,4,4,52,0,2,29,7.3,23,5.8,7.3,0,,0,0.0,0,118.7
Jonnu Smith,TEN,2,2,63,1,1,2,1.0,61,30.5,1.0,1,2.0,0,0.0,0,158.3
Derrick Henry,TEN,3,2,19,0,0,-3,-1.5,22,11.0,-0.7,2,1.0,0,0.0,0,84.0
Cameron Batson,TEN,1,1,13,0,1,-3,-3.0,16,16.0,-3.0,0,,0,0.0,0,118.7
Luke Stocker,TEN,1,1,14,0,1,6,6.0,8,8.0,6.0,0,,0,0.0,0,118.7
MyCole Pruitt,TEN,1,1,13,0,1,7,7.0,6,6.0,7.0,0,,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,HOU,6,5,74,0,4,71,14.2,3,0.6,19.5,0,,0,0.0,0,118.1
Demaryius Thomas,HOU,5,4,38,2,4,22,5.5,16,4.0,6.4,0,,0,0.0,0,137.9
Ryan Griffin,HOU,4,3,38,0,2,7,2.3,31,10.3,2.3,0,,1,25.0,0,104.2
Keke Coutee,HOU,2,2,14,0,,8,4.0,6,3.0,4.0,0,,0,0.0,0,95.8
Lamar Miller,HOU,1,1,5,0,0,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5
DeAndre Carter,HOU,1,1,14,0,1,14,14.0,0,0.0,14.0,0,,0,0.0,0,118.7
Alfred Blue,HOU,1,1,13,0,0,2,2.0,11,11.0,2.0,0,,0,0.0,0,118.7
Jordan Akins,HOU,1,1,8,0,,1,1.0,7,7.0,1.0,0,,0,0.0,0,100.0
Jordan Thomas,HOU,2,1,6,0,,-1,-1.0,7,7.0,4.0,0,,1,50.0,0,56.2
