Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
1,6:13,1,10,MIA 37,8,0,"Frank Gore left guard for 37 yards, touchdown",3.120,7.000
1,6:13,,,MIA 37,8,0,Adam Vinatieri kicks extra point no good,0.000,-1.000
1,6:13,,,IND 35,8,0,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,6:01,1,10,MIA 20,8,0,Ryan Tannehill pass complete deep left to DeVante Parker for 49 yards (tackle by Greg Toler),0.280,3.510
1,5:19,1,10,IND 31,8,0,Ryan Tannehill pass complete short right to Kenny Stills for -2 yards (tackle by Vontae Davis),3.510,2.700
1,4:40,2,12,IND 33,8,0,Ryan Tannehill sacked by Kendall Langford for -8 yards,2.700,0.960
1,4:00,3,20,IND 41,8,0,"Ryan Tannehill pass complete short right to Lamar Miller for 8 yards (tackle by Jerrell Freeman). Penalty on Jerrell Freeman: Face Mask (15 Yards), 15 yards",0.960,4.370
1,3:35,1,10,IND 18,8,0,Lamar Miller left tackle for 4 yards (tackle by Jerrell Freeman and Zach Kerr),4.370,4.430
1,2:59,2,6,IND 14,8,0,Lamar Miller left guard for 3 yards (tackle by Trent Cole),4.430,4.260
1,2:22,3,3,IND 11,8,0,Ryan Tannehill pass complete short middle to Jordan Cameron for 8 yards (tackle by Clayton Geathers),4.260,6.510
1,1:44,1,3,IND 3,8,0,Lamar Miller left end for -3 yards (tackle by Kendall Langford and Erik Walden),6.510,4.950
1,1:09,2,6,IND 6,8,0,Ryan Tannehill pass incomplete short right intended for DeVante Parker,4.950,4.040
1,0:59,3,6,IND 6,8,0,Ryan Tannehill pass incomplete short right intended for DeVante Parker is intercepted by Vontae Davis at IND--9,4.040,-0.280
1,0:55,1,10,IND 20,8,0,Matt Hasselbeck pass incomplete short right intended for Frank Gore (defended by Derrick Shelby),0.280,-0.270
1,0:50,2,10,IND 20,8,0,Matt Hasselbeck pass complete short left to Donte Moncrief for 7 yards (tackle by Tony Lippett),-0.270,-0.030
1,0:12,3,3,IND 27,8,0,Matt Hasselbeck pass incomplete short right intended for T.Y. Hilton,-0.030,-1.570
1,0:07,4,3,IND 27,8,0,"Pat McAfee punts 62 yards, returned by Jarvis Landry for 15 yards (tackle by Clayton Geathers). Penalty on Sio Moore: Ineligible Downfield Kick, 5 yards",-1.570,-1.000
Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 31,8,0,Jay Ajayi right tackle for 2 yards (tackle by David Parry and Dwight Lowery),1.000,0.730
2,14:22,2,8,MIA 33,8,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 14 yards (tackle by Robert Mathis),0.730,2.060
2,13:42,1,10,MIA 47,8,0,Jay Ajayi right end for 4 yards (tackle by Jerrell Freeman),2.060,2.060
2,13:11,2,6,IND 49,8,0,"Penalty on Billy Turner: False Start, 5 yards (no play)",2.060,1.380
2,12:53,2,11,MIA 46,8,0,Jay Ajayi right guard for 2 yards (tackle by Zach Kerr),1.380,0.960
2,12:14,3,9,MIA 48,8,0,Ryan Tannehill pass complete deep middle to Damien Williams for 23 yards (tackle by D'Qwell Jackson),0.960,3.640
2,11:31,1,10,IND 29,8,0,Ryan Tannehill pass complete short middle to Jordan Cameron for 15 yards (tackle by Dwight Lowery),3.640,4.650
2,10:54,1,10,IND 14,8,0,Jay Ajayi left tackle for 3 yards (tackle by Kendall Langford),4.650,4.520
2,10:17,2,7,IND 11,8,0,Jay Ajayi middle for 10 yards (tackle by Jonathan Newsome and Dwight Lowery),4.520,6.970
2,9:37,1,1,IND 1,8,0,Jay Ajayi left guard for -1 yards (tackle by Jerrell Freeman and D'Qwell Jackson),6.970,5.720
2,9:01,2,2,IND 2,8,0,Jay Ajayi middle for 1 yard (tackle by Jerrell Freeman and David Parry),5.720,5.170
2,8:15,3,1,IND 1,8,6,"Lamar Miller middle for 1 yard, touchdown",5.170,7.000
2,8:15,3,,IND 1,8,6,"Two Point Attempt: Ryan Tannehill pass incomplete intended for DeVante Parker, conversion fails",5.170,-1.000
2,8:15,,,MIA 35,8,6,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
2,8:07,1,10,IND 20,8,6,Frank Gore left tackle for 18 yards (tackle by Reshad Jones and Ndamukong Suh),0.280,1.470
2,7:41,1,10,IND 38,8,6,Matt Hasselbeck pass complete short middle to Donte Moncrief for 8 yards (tackle by Tony Lippett),1.470,2.000
2,7:11,2,2,IND 46,8,6,Dan Herron right tackle for 4 yards (tackle by Jordan Phillips),2.000,2.260
2,6:30,1,10,,8,6,Matt Hasselbeck pass complete deep middle to T.Y. Hilton for 28 yards (tackle by Michael Thomas),2.260,4.110
2,5:48,1,10,MIA 22,8,6,Matt Hasselbeck pass incomplete short right intended for Dwayne Allen,4.110,3.560
2,5:38,2,10,MIA 22,8,6,Matt Hasselbeck pass incomplete short right intended for Jack Doyle,3.560,2.870
2,5:33,3,10,MIA 22,8,6,Charlie Whitehurst pass complete short left to Andre Johnson for 11 yards (tackle by Brice McCain),2.870,4.840
2,4:49,1,10,MIA 11,14,6,"Frank Gore left tackle for 11 yards, touchdown",4.840,7.000
2,4:49,,,MIA 11,15,6,Adam Vinatieri kicks extra point good,0.000,0.000
2,4:49,,,IND 35,15,6,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,4:42,1,10,MIA 20,15,6,Ryan Tannehill pass complete short middle to DeVante Parker for 15 yards (tackle by Mike Adams),0.280,1.270
2,4:09,1,10,MIA 35,15,6,Lamar Miller left end for 1 yard (tackle by Earl Okine),1.270,0.860
2,3:32,2,9,MIA 36,15,6,Ryan Tannehill pass complete short middle to DeVante Parker for 9 yards (tackle by Vontae Davis),0.860,1.930
2,2:52,1,10,MIA 45,15,6,Lamar Miller right tackle for 4 yards (tackle by D'Qwell Jackson),1.930,1.920
2,2:13,2,6,MIA 49,15,6,Ryan Tannehill pass complete short right to Lamar Miller for 1 yard (tackle by Jerrell Freeman),1.920,1.360
2,2:00,3,5,,15,6,Ryan Tannehill sacked by Robert Mathis for -8 yards,1.360,1.360
2,1:16,3,5,,15,6,Timeout #1 by Miami Dolphins,1.360,-0.590
2,1:16,4,13,MIA 42,15,6,"Matt Darr punts 44 yards, out of bounds",-0.590,0.280
2,1:08,1,10,IND 14,15,6,Dan Herron right tackle for 5 yards (tackle by Shamiel Gary),-0.280,-0.040
2,0:40,2,5,IND 19,15,6,Dan Herron middle for 2 yards (tackle by Damontre Moore),-0.040,-0.040
2,0:12,2,5,IND 19,15,6,Timeout #2 by Miami Dolphins,-0.040,-0.560
2,0:12,3,3,IND 21,15,6,Dan Herron middle for 4 yards (tackle by Neville Hewitt and Kelvin Sheppard),-0.560,0.610
Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,15,6,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,MIA 20,15,6,Lamar Miller right end for -1 yards (tackle by D'Qwell Jackson and Robert Mathis),0.280,-0.460
3,14:28,2,11,MIA 19,15,6,Ryan Tannehill pass complete short left to Lamar Miller for 14 yards (tackle by D'Qwell Jackson),-0.460,1.140
3,13:52,1,10,MIA 33,15,6,Ryan Tannehill pass incomplete short middle intended for DeVante Parker (defended by Zach Kerr),1.140,0.590
3,13:48,2,10,MIA 33,15,6,Lamar Miller left guard for -4 yards (tackle by Zach Kerr),0.590,-0.620
3,13:12,3,14,MIA 29,15,6,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,-0.620,-1.440
3,13:01,4,14,MIA 29,15,6,"Matt Darr punts 59 yards, returned by Quan Bray for 19 yards (tackle by James-Michael Johnson). Penalty on Akeem Davis: Offensive Holding, 10 yards",-1.440,-0.340
3,12:48,1,10,IND 21,15,6,Charlie Whitehurst pass complete short right to Phillip Dorsett for 7 yards,0.340,0.750
3,12:14,2,3,IND 28,15,6,"Penalty on Jordan Phillips: Neutral Zone Infraction, 5 yards (no play)",0.750,1.140
3,12:09,1,10,IND 33,15,6,Frank Gore left tackle for 2 yards (tackle by Reshad Jones and Ndamukong Suh),1.140,0.860
3,11:32,2,8,IND 35,15,6,Frank Gore middle for 2 yards (tackle by Neville Hewitt and Derrick Shelby),0.860,0.430
3,10:48,3,6,IND 37,15,6,Charlie Whitehurst pass incomplete short middle intended for T.Y. Hilton (defended by Brice McCain),0.430,-0.910
3,10:42,4,6,IND 37,15,6,"Pat McAfee punts 51 yards, muffed catch by Jarvis Landry, recovered by Bobby McCain and returned for no gain. Penalty on Matt Overton: Offensive Holding, 10 yards (no play)",-0.910,-1.570
3,10:31,4,16,IND 27,15,6,"Pat McAfee punts 52 yards, fair catch by Jarvis Landry",-1.570,-0.340
3,10:24,1,10,MIA 21,15,6,Lamar Miller right tackle for 5 yards (tackle by D'Qwell Jackson and David Parry),0.340,0.480
3,9:48,2,5,MIA 26,15,6,Ryan Tannehill pass incomplete deep middle intended for DeVante Parker,0.480,-0.230
3,9:45,3,5,MIA 26,15,6,Ryan Tannehill pass complete short right to DeVante Parker for 20 yards (tackle by Dwight Lowery),-0.230,1.990
3,9:19,1,10,MIA 46,15,6,Lamar Miller middle for 7 yards (tackle by Mike Adams),1.990,2.400
3,8:44,2,3,IND 47,15,6,Lamar Miller middle for 2 yards (tackle by Zach Kerr),2.400,1.950
3,8:00,3,1,IND 45,15,6,Ryan Tannehill pass complete short right to Dion Sims for 8 yards (tackle by Mike Adams),1.950,3.120
3,7:21,1,10,IND 37,15,6,Ryan Tannehill pass complete short left to Lamar Miller for 6 yards (tackle by D'Qwell Jackson),3.120,3.380
3,6:37,2,4,IND 31,15,6,Lamar Miller right guard for 2 yards (tackle by Kendall Langford),3.380,2.940
3,6:04,3,2,IND 29,15,6,Lamar Miller right guard for 6 yards (tackle by David Parry),2.940,4.040
3,5:26,1,10,IND 23,15,6,Jay Ajayi right tackle for 7 yards (tackle by Zach Kerr),4.040,4.560
3,4:50,2,3,IND 16,15,6,"Ryan Tannehill pass complete short right to Jordan Cameron for 16 yards. Penalty on Jarvis Landry: Offensive Pass Interference, 10 yards (no play)",4.560,3.090
3,4:41,2,13,IND 26,15,6,Ryan Tannehill pass incomplete short left intended for DeVante Parker,3.090,2.410
3,4:36,3,13,IND 26,15,6,Ryan Tannehill pass complete short right to Jordan Cameron for 11 yards (tackle by Clayton Geathers),2.410,2.570
3,3:53,4,2,IND 15,15,9,Andrew Franks 33 yard field goal good,2.570,3.000
3,3:53,,,MIA 35,15,9,"Andrew Franks kicks off 66 yards, returned by Quan Bray for 26 yards (tackle by James-Michael Johnson)",0.000,-0.610
3,3:43,1,10,IND 25,15,9,"Penalty on Ndamukong Suh: Encroachment, 5 yards (no play)",0.610,1.340
3,3:43,1,5,IND 30,15,9,Charlie Whitehurst pass incomplete deep left intended for Andre Johnson (defended by Brice McCain),1.340,0.740
3,3:39,2,5,IND 30,15,9,Frank Gore right tackle for 3 yards (tackle by Brent Grimes),0.740,0.430
3,2:56,3,2,IND 33,15,9,Charlie Whitehurst pass complete short right to Coby Fleener for 3 yards (tackle by Shamiel Gary),0.430,1.330
3,2:07,1,10,IND 36,15,9,Frank Gore left end for 6 yards (tackle by Kelvin Sheppard),1.330,1.600
3,1:26,2,4,IND 42,15,9,Frank Gore middle for -3 yards (tackle by Reshad Jones),1.600,0.500
3,0:46,3,7,IND 39,15,9,Charlie Whitehurst pass incomplete deep right intended for Coby Fleener (defended by Reshad Jones),0.500,-0.780
3,0:36,4,7,IND 39,15,9,"Pat McAfee punts 38 yards, fair catch by Jarvis Landry",-0.780,-0.480
3,0:29,1,10,MIA 23,15,9,Jay Ajayi left end for -5 yards (tackle by Jerrell Freeman),0.480,-0.840
Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,MIA 18,15,9,Ryan Tannehill pass incomplete short left intended for DeVante Parker,-0.840,-1.560
4,14:55,3,15,MIA 18,15,9,Ryan Tannehill pass complete short left to Damien Williams for 3 yards (tackle by Jerrell Freeman),-1.560,-1.960
4,14:23,4,12,MIA 21,15,9,"Matt Darr punts 54 yards, returned by Quan Bray for 16 yards (tackle by Michael Thomas)",-1.960,-1.660
4,14:01,1,10,IND 41,15,9,Frank Gore left tackle for -2 yards (tackle by Zach Vigil),1.660,0.850
4,13:19,2,12,IND 39,15,9,Charlie Whitehurst pass complete short right to T.Y. Hilton for 13 yards (tackle by Brent Grimes),0.850,2.390
4,12:51,1,10,MIA 48,15,9,Charlie Whitehurst pass complete short middle to Andre Johnson for 16 yards (tackle by Shamiel Gary),2.390,3.450
4,12:14,1,10,MIA 32,15,9,Charlie Whitehurst pass complete short right to Frank Gore for 6 yards (tackle by Reshad Jones),3.450,3.710
4,11:35,2,4,MIA 26,15,9,"Penalty on Khaled Holmes: False Start, 5 yards (no play)",3.710,3.040
4,11:20,2,9,MIA 31,15,9,Dan Herron middle for -4 yards (tackle by Olivier Vernon),3.040,1.820
4,10:38,3,13,MIA 35,15,9,Charlie Whitehurst pass complete short left to T.Y. Hilton for 15 yards (tackle by Brice McCain),1.820,4.240
4,9:59,1,10,MIA 20,15,9,Frank Gore middle for -3 yards (tackle by Olivier Vernon),4.240,3.290
4,9:13,2,13,MIA 23,15,9,Charlie Whitehurst pass incomplete short left intended for Frank Gore (defended by Neville Hewitt),3.290,2.610
4,9:04,3,13,MIA 23,15,9,Dan Herron left end for 3 yards (tackle by Neville Hewitt),2.610,2.120
4,8:33,4,10,MIA 20,18,9,Adam Vinatieri 38 yard field goal good,2.120,3.000
4,8:33,,,IND 35,18,9,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,8:30,1,10,MIA 20,18,9,Ryan Tannehill pass complete short right to Jarvis Landry for 14 yards (tackle by Darius Butler),0.280,1.200
4,8:06,1,10,MIA 34,18,9,Ryan Tannehill pass complete short right to Kenny Stills for 9 yards (tackle by Greg Toler),1.200,1.870
4,7:33,2,1,MIA 43,18,9,Ryan Tannehill pass complete short right to Kenny Stills for 7 yards (tackle by Mike Adams),1.870,2.260
4,7:17,1,10,,18,9,Ryan Tannehill pass complete short left to Jarvis Landry for 15 yards (tackle by Darius Butler),2.260,3.250
4,6:56,1,10,IND 35,18,9,Ryan Tannehill pass complete deep left to Jarvis Landry for 26 yards (tackle by Darius Butler),3.250,5.140
4,6:23,1,9,IND 9,18,9,Ryan Tannehill pass incomplete short middle intended for Lamar Miller (defended by Kendall Langford),5.140,4.380
4,6:12,2,9,IND 9,18,9,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,4.380,3.360
4,6:08,3,9,IND 9,18,9,Ryan Tannehill pass complete short left to Damien Williams for 7 yards (tackle by Vontae Davis and Dwight Lowery),3.360,3.250
4,5:22,4,2,IND 2,18,12,Andrew Franks 20 yard field goal good,3.250,3.000
4,5:22,,,MIA 35,18,12,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
4,5:17,1,10,IND 20,18,12,"Frank Gore left tackle for -1 yards (tackle by Ndamukong Suh). Penalty on Derrick Shelby: Defensive Offside, 5 yards (no play)",0.280,1.010
4,4:59,1,5,IND 25,18,12,Frank Gore right tackle for 9 yards (tackle by Tony Lippett),1.010,1.200
4,4:22,1,10,IND 34,18,12,Charlie Whitehurst pass incomplete short middle intended for Andre Johnson,1.200,0.660
4,4:07,2,10,IND 34,18,12,"Frank Gore left tackle for -7 yards (tackle by Ndamukong Suh). Penalty on Olivier Vernon: Defensive Offside, 5 yards (no play)",0.660,1.330
4,4:03,2,5,IND 39,18,12,Charlie Whitehurst pass complete short middle to Jack Doyle for 5 yards (tackle by Derrick Shelby),1.330,1.330
4,3:12,2,5,IND 39,18,12,Timeout #1 by Indianapolis Colts,1.330,1.860
4,3:12,1,10,IND 44,18,12,Frank Gore left tackle for -1 yards (tackle by Kelvin Sheppard),1.860,1.860
4,3:07,1,10,IND 44,18,12,Timeout #1 by Miami Dolphins,1.860,1.180
4,3:07,2,11,IND 43,18,12,Charlie Whitehurst pass complete short right to Jack Doyle for 2 yards (tackle by Kelvin Sheppard),1.180,1.180
4,3:02,2,11,IND 43,18,12,Timeout #2 by Miami Dolphins,1.180,0.760
4,2:59,3,9,IND 45,18,12,Charlie Whitehurst sacked by Damontre Moore for -8 yards,0.760,-0.910
4,2:56,4,17,IND 37,18,12,"Pat McAfee punts 63 yards, touchback",-0.910,-0.280
4,2:48,1,10,MIA 20,18,12,Ryan Tannehill sacked by T.Y. McGill for -9 yards,0.280,-1.440
4,2:25,2,19,MIA 11,18,12,Ryan Tannehill pass complete short middle to Jarvis Landry for 9 yards (tackle by Jalil Brown),-1.440,-0.960
4,2:03,3,10,MIA 20,18,12,"Ryan Tannehill pass incomplete deep left intended for Jordan Cameron. Penalty on Erik Walden: Roughing the Passer, 15 yards (no play)",-0.960,1.270
4,1:56,1,10,MIA 35,18,12,Ryan Tannehill right guard for 28 yards (tackle by Jerrell Freeman),1.270,3.120
4,1:28,1,10,IND 37,18,12,Ryan Tannehill pass complete short middle to Lamar Miller for 7 yards (tackle by Jerrell Freeman),3.120,3.520
4,1:22,2,3,IND 30,18,12,Ryan Tannehill pass complete short right to Jarvis Landry for 14 yards (tackle by Mike Adams),3.520,4.510
4,0:53,1,10,IND 16,18,12,Ryan Tannehill sacked by Kendall Langford for -8 yards,4.510,4.510
4,0:47,1,10,IND 16,18,12,Timeout #3 by Miami Dolphins,4.510,2.880
4,0:47,2,18,IND 24,18,12,Ryan Tannehill pass complete short left to Jarvis Landry for 19 yards (tackle by Vontae Davis),2.880,6.060
4,0:40,1,5,IND 5,18,12,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,6.060,5.150
4,0:35,2,5,IND 5,18,12,Ryan Tannehill pass incomplete short middle intended for Matt Hazel (defended by D'Qwell Jackson),5.150,4.260
4,0:30,3,5,IND 5,18,12,Ryan Tannehill pass incomplete short middle intended for Jarvis Landry (defended by Darius Butler),4.260,4.260
4,0:27,3,5,IND 5,18,12,Timeout #2 by Indianapolis Colts,4.260,3.010
4,0:27,4,5,IND 5,18,12,Ryan Tannehill sacked by Robert Mathis for -9 yards,3.010,0.280
4,0:23,1,10,IND 14,18,12,Charlie Whitehurst kneels for -1 yards,-0.280,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
