Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Bradley Pinion kicks off 64 yards, returned by Rachaad White for 18 yards (tackle by KhaDarel Hodge)",0.000,0.150
1,14:56,1,10,TAM 19,0,0,Tom Brady pass incomplete short left intended for Leonard Fournette,0.150,-0.390
1,14:53,2,10,TAM 19,0,0,Leonard Fournette left tackle for 14 yards (tackle by Jaylinn Hawkins and Mykal Walker),-0.390,1.140
1,14:19,1,10,TAM 33,0,0,Leonard Fournette up the middle for 2 yards (tackle by Ta'Quon Graham),1.140,0.860
1,13:50,2,8,TAM 35,0,0,Tom Brady pass incomplete short middle intended for Kyle Rudolph,0.860,0.170
1,13:44,3,8,TAM 35,0,0,Tom Brady pass incomplete short right intended for Russell Gage,0.170,-1.040
1,13:39,4,8,TAM 35,0,0,"Jake Camarda punts 65 yards, touchback.",-1.040,-0.280
1,13:28,1,10,ATL 20,0,0,Marcus Mariota pass incomplete short right intended for Drake London (defended by Carlton Davis),0.280,-0.270
1,13:24,2,10,ATL 20,0,0,"Tyler Allgeier up the middle for no gain (tackle by Lavonte David). Penalty on Keanu Neal: Defensive Offside, 5 yards (accepted) (no play)",-0.270,0.410
1,13:01,2,5,ATL 25,0,0,Tyler Allgeier left end for -4 yards (tackle by Antoine Winfield),0.410,-0.820
1,12:18,3,9,ATL 21,0,0,Marcus Mariota pass complete short left to Anthony Firkser for 11 yards (tackle by Sean Murphy-Bunting),-0.820,1.070
1,11:34,1,10,ATL 32,0,0,Marcus Mariota pass incomplete short left intended for Feleipe Franks (defended by Antoine Winfield),1.070,0.530
1,11:26,2,10,ATL 32,0,0,Marcus Mariota pass incomplete short middle intended for Damiere Byrd,0.530,-0.160
1,11:23,3,10,ATL 32,0,0,Marcus Mariota sacked by Joe Tryon-Shoyinka for -7 yards,-0.160,-1.700
1,10:51,4,17,ATL 25,0,0,"Bradley Pinion punts 52 yards, fair catch by Jaelon Darden at TB-23",-1.700,-0.480
1,10:43,1,10,TAM 23,0,0,Leonard Fournette left guard for 6 yards (tackle by Mykal Walker),0.480,0.740
1,10:12,2,4,TAM 29,0,0,Leonard Fournette right tackle for 3 yards (tackle by Grady Jarrett),0.740,0.430
1,9:28,3,1,TAM 32,0,0,Tom Brady pass complete deep left to Chris Godwin for 20 yards (tackle by Jaylinn Hawkins),0.430,2.390
1,8:49,1,10,ATL 48,0,0,Tom Brady pass complete short right to Leonard Fournette for 11 yards (tackle by Jaylinn Hawkins),2.390,3.120
1,8:09,1,10,ATL 37,0,0,Leonard Fournette left guard for 2 yards (tackle by Mykal Walker),3.120,2.840
1,7:35,2,8,ATL 35,0,0,Tom Brady pass complete short right to Chris Godwin for 5 yards (tackle by Richie Grant),2.840,2.810
1,6:58,3,3,ATL 30,0,0,Tom Brady pass complete short right to Chris Godwin for 6 yards (tackle by DeAundre Alford),2.810,3.970
1,6:16,1,10,ATL 24,0,0,Tom Brady pass complete short left to Rachaad White for 7 yards (tackle by Grady Jarrett),3.970,4.460
1,5:29,2,3,ATL 17,0,0,Tom Brady pass incomplete short middle intended for Russell Gage,4.460,3.750
1,5:25,3,3,ATL 17,0,0,Tom Brady pass complete short middle to Cade Otton for 2 yards (tackle by Richie Grant),3.750,2.590
1,4:57,4,1,ATL 15,0,0,Leonard Fournette left guard for no gain (tackle by Adetokunbo Ogundeji and Jaylinn Hawkins),2.590,0.220
1,4:52,1,10,ATL 15,0,0,Caleb Huntley left end for -1 yards (tackle by Antoine Winfield),-0.220,-0.820
1,4:09,2,11,ATL 14,0,0,Tyler Allgeier left end for 17 yards (tackle by Antoine Winfield and Devin White),-0.820,1.000
1,3:30,1,10,ATL 31,0,0,Marcus Mariota pass incomplete deep right intended for Drake London,1.000,0.460
1,3:26,2,10,ATL 31,0,0,Tyler Allgeier left tackle for 1 yard (tackle by Anthony Nelson),0.460,-0.100
1,2:53,3,9,ATL 32,0,0,Marcus Mariota scrambles left end for 16 yards (tackle by Keanu Neal),-0.100,2.130
1,2:08,1,10,ATL 48,0,0,Caleb Huntley up the middle for 4 yards (tackle by Carl Nassib),2.130,2.120
1,1:29,2,6,TAM 48,0,0,Caleb Huntley left end for -1 yards (tackle by Logan Hall),2.120,1.290
1,0:52,3,7,TAM 49,0,0,"Marcus Mariota pass complete deep left to Drake London for 24 yards (tackle by Antoine Winfield). Penalty on Drew Dalman: Offensive Holding, 10 yards (accepted) (no play)",1.290,-0.030
1,0:24,3,17,ATL 41,0,0,Marcus Mariota pass complete short right to Bryan Edwards for 10 yards (tackle by Carlton Davis),-0.030,0.000
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,TAM 49,0,0,Bradley Pinion punts 37 yards downed by Troy Andersen,0.000,0.350
2,14:52,1,10,TAM 12,0,0,Tom Brady pass complete short middle to Cade Otton for 7 yards (tackle by Mykal Walker and DeAundre Alford),-0.350,0.100
2,14:23,2,3,TAM 19,0,0,Rachaad White right guard for 7 yards (tackle by Lorenzo Carter),0.100,0.670
2,14:01,1,10,TAM 26,0,0,Tom Brady pass complete short middle to Rachaad White for 9 yards (tackle by Mykal Walker and Rashaan Evans),0.670,1.350
2,13:39,2,1,TAM 35,0,0,Tom Brady pass incomplete short left intended for Rachaad White,1.350,0.630
2,13:35,3,1,TAM 35,0,0,Rachaad White up the middle for 4 yards (tackle by Rashaan Evans),0.630,1.530
2,13:06,1,10,TAM 39,0,0,Tom Brady pass complete short left to Leonard Fournette for 5 yards (tackle by DeAundre Alford),1.530,1.660
2,12:41,2,5,TAM 44,0,0,Tom Brady pass complete short left to Cade Otton for 12 yards (tackle by Richie Grant),1.660,2.650
2,12:18,1,10,ATL 44,0,0,Tom Brady pass incomplete deep right intended for Scott Miller (defended by Casey Hayward),2.650,2.110
2,12:12,2,10,ATL 44,0,0,Tom Brady pass complete short left to Leonard Fournette for 7 yards (tackle by Rashaan Evans and AJ Terrell),2.110,2.350
2,11:43,3,3,ATL 37,0,0,Tom Brady pass complete deep left to Mike Evans for 25 yards (tackle by Jaylinn Hawkins),2.350,4.780
2,11:02,1,10,ATL 12,0,0,"Leonard Fournette left end for no gain (tackle by Rashaan Evans). Penalty on Ko Kieft: Offensive Holding, 10 yards (accepted) (no play)",4.780,4.110
2,10:36,1,20,ATL 22,0,0,Tom Brady pass complete short middle to Scott Miller for 12 yards (tackle by Richie Grant),4.110,4.450
2,10:04,2,8,ATL 10,0,0,Tom Brady pass complete short left to Chris Godwin for 9 yards (tackle by Jaylinn Hawkins),4.450,6.970
2,9:34,1,1,ATL 1,0,6,"Leonard Fournette right guard for 1 yard, touchdown",6.970,7.000
2,9:31,,,ATL 15,0,7,Ryan Succop kicks extra point good,0.000,0.000
2,9:31,,,TAM 35,0,7,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
2,9:31,1,10,ATL 25,0,7,Marcus Mariota pass incomplete deep left intended for Feleipe Franks,0.610,0.060
2,9:25,2,10,ATL 25,0,7,Marcus Mariota pass incomplete deep right intended for KhaDarel Hodge,0.060,-0.620
2,9:17,3,10,ATL 25,0,7,Marcus Mariota pass complete short middle to KhaDarel Hodge for 11 yards (tackle by Keanu Neal),-0.620,1.330
2,8:35,1,10,ATL 36,0,7,Caleb Huntley up the middle for 7 yards (tackle by Devin White and Antoine Winfield),1.330,1.740
2,7:59,2,3,ATL 43,0,7,Caleb Huntley up the middle for 3 yards (tackle by Shaquil Barrett and Lavonte David),1.740,1.990
2,7:20,1,10,ATL 46,0,7,Marcus Mariota pass complete short right to Avery Williams for no gain (tackle by Carlton Davis),1.990,1.450
2,6:44,2,10,ATL 46,0,7,Tyler Allgeier up the middle for 3 yards (tackle by Shaquil Barrett),1.450,1.160
2,5:59,3,7,ATL 49,0,7,Marcus Mariota pass incomplete short right intended for Drake London,1.160,-0.130
2,5:55,4,7,ATL 49,0,7,Bradley Pinion punts 38 yards downed by Avery Williams,-0.130,0.320
2,5:43,1,10,TAM 13,0,7,Rachaad White up the middle for no gain (tackle by Mykal Walker and Matt Dickerson),-0.320,-0.770
2,5:07,2,10,TAM 13,0,7,Tom Brady pass complete short middle to Russell Gage for 14 yards (tackle by DeAundre Alford and Mykal Walker),-0.770,0.740
2,4:41,1,10,TAM 27,0,7,Tom Brady pass complete short right to Cade Otton for 7 yards (tackle by Jaylinn Hawkins),0.740,1.140
2,4:13,2,3,TAM 34,0,7,Tom Brady pass complete short middle to Scott Miller for 12 yards (tackle by Rashaan Evans),1.140,1.990
