#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:59,PHI 23,7,3:28,30,Punt
2,1,2:00,,0,0:09,0,Fumble
3,2,13:43,PHI 31,3,1:44,4,Punt
4,2,10:07,PHI 24,7,3:00,53,Blocked FG
5,2,4:27,PHI 20,3,1:39,1,Punt
6,2,2:40,KAN 50,5,1:26,50,Touchdown
7,3,15:00,PHI 48,8,2:46,26,Field Goal
8,3,10:03,PHI 20,6,3:30,26,Interception
9,3,3:35,PHI 40,4,1:41,60,Touchdown
10,3,0:27,PHI 10,9,3:49,71,Field Goal
11,4,11:30,KAN 25,6,2:33,25,Touchdown
12,4,7:10,KAN 41,9,3:48,33,Field Goal
13,4,1:24,KAN 42,3,1:24,-3,End of Game
