Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Doug Martin,OAK,9,39,0,,21,2.3,18,2.0,1,9.0
Jalen Richard,OAK,4,9,0,0,5,1.3,4,1.0,0,
Seth Roberts,OAK,1,-2,0,0,-4,-4.0,2,2.0,0,
Darren Waller,OAK,1,21,0,1,16,16.0,5,5.0,0,
DeAndre Washington,OAK,1,1,0,,-1,-1.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,27,129,2,6,46,1.7,83,3.1,0,
Jeff Driskel,CIN,7,32,0,2,15,2.1,17,2.4,0,
Giovani Bernard,CIN,6,7,0,0,-1,-0.2,8,1.3,0,
John Ross,CIN,1,3,0,,1,1.0,2,2.0,0,
