Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Billy Price,C,80,100%,0,0%,6,18%
Alex Redmond,G,80,100%,0,0%,6,18%
Bobby Hart,T,80,100%,0,0%,6,18%
Clint Boling,G,80,100%,0,0%,6,18%
Cordy Glenn,T,80,100%,0,0%,0,0%
Jeff Driskel,QB,80,100%,0,0%,0,0%
John Ross,WR,73,91%,0,0%,0,0%
C.J. Uzomah,TE,69,86%,0,0%,6,18%
Joe Mixon,RB,52,65%,0,0%,0,0%
Cody Core,WR,51,64%,0,0%,12,36%
Matt Lengel,TE,40,50%,0,0%,16,48%
Tyler Boyd,WR,39,49%,0,0%,0,0%
Alex Erickson,WR,36,45%,0,0%,13,39%
Giovani Bernard,RB,30,38%,0,0%,0,0%
Trey Hopkins,G,7,9%,0,0%,6,18%
Sam Hubbard,DE,3,4%,36,61%,15,45%
Nick Vigil,LB,0,0%,59,100%,8,24%
Jessie Bates III,FS,0,0%,59,100%,0,0%
Shawn Williams,SS,0,0%,58,98%,11,33%
Darqueze Dennard,CB,0,0%,58,98%,2,6%
William Jackson III,CB,0,0%,58,98%,0,0%
Carlos Dunlap,DE,0,0%,49,83%,4,12%
Hardy Nickerson,LB,0,0%,45,76%,12,36%
Dre Kirkpatrick,CB,0,0%,43,73%,0,0%
Geno Atkins,DT,0,0%,41,69%,0,0%
Christian Ringo,DT,0,0%,34,58%,0,0%
Andrew Billings,NT,0,0%,33,56%,4,12%
Michael Johnson,DE,0,0%,20,34%,4,12%
Jordan Willis,DE,0,0%,19,32%,4,12%
Brandon Wilson,FS,0,0%,12,20%,22,67%
Vincent Rey,LB,0,0%,10,17%,27,82%
Jordan Evans,LB,0,0%,6,10%,0,0%
Niles Scott,NT,0,0%,5,8%,0,0%
Darius Phillips,CB,0,0%,2,3%,17,52%
Clayton Fejedelem,SS,0,0%,1,2%,27,82%
Malik Jefferson,LB,0,0%,1,2%,15,45%
Mark Walton,RB,0,0%,0,0%,23,70%
Brandon Bell,LB,0,0%,0,0%,23,70%
Tony McRae,CB,0,0%,0,0%,18,55%
Randy Bullock,K,0,0%,0,0%,13,39%
Kevin Huber,P,0,0%,0,0%,11,33%
Clark Harris,LS,0,0%,0,0%,11,33%
Auden Tate,WR,0,0%,0,0%,9,27%
Christian Westerman,G,0,0%,0,0%,6,18%
