Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
1,7:05,4,6,DAL 6,0,3,John Carney 24 yard field goal good,2.990,3.000
1,,,,NOR 30,0,3,"Mitch Berger kicks off 65 yards, returned by Michael Bates for 27 yards (tackle by Talman Gardner)",0.000,1.070
1,6:53,1,10,DAL 32,0,3,Quincy Carter pass complete to Terry Glenn for 13 yards (tackle by Ashley Ambrose),1.070,1.930
1,6:17,1,10,DAL 45,0,3,"Penalty on Flozell Adams: False Start, 5 yards (no play)",1.930,1.600
1,5:52,1,15,DAL 40,0,3,"Quincy Carter pass complete to Richie Anderson for 4 yards (tackle by Johnathan Sullivan). Richie Anderson fumbles (forced by Johnathan Sullivan), ball out of bounds at DAL-44",1.600,1.250
1,5:32,2,11,DAL 44,0,3,Quincy Carter pass incomplete intended for Daniel Campbell (defended by Tebucky Jones),1.250,0.560
1,5:27,3,11,DAL 44,0,3,"Penalty on DAL: Delay of Game, 5 yards (no play)",0.560,-0.100
1,5:26,3,16,DAL 39,0,3,Quincy Carter pass incomplete intended for Terry Glenn (defended by Fakhir Brown),-0.100,-0.780
1,5:19,4,16,DAL 39,0,3,"Toby Gowin punts 36 yards, returned by Michael Lewis for 2 yards (tackle by Jason Witten)",-0.780,-0.740
1,5:09,1,10,NOR 27,0,3,Deuce McAllister left guard for 3 yards (tackle by Alshermond Singleton),0.740,0.600
1,4:39,2,7,NOR 30,0,3,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Darren Woodson),0.600,1.530
1,4:03,1,10,NOR 39,0,3,Deuce McAllister left guard for 3 yards (tackle by Jermaine Brooks),1.530,1.390
1,3:22,2,7,NOR 42,0,3,Lamar Smith left guard for 2 yards (tackle by Daleroy Stewart and Dat Nguyen),1.390,0.960
1,2:38,3,5,NOR 44,0,3,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Dat Nguyen),0.960,-0.460
1,2:33,4,5,NOR 44,0,3,Mitch Berger punts 49 yards,-0.460,0.380
1,2:22,1,10,DAL 7,0,3,Quincy Carter pass complete to Jason Witten for 6 yards (tackle by Derrick Rodgers),-0.380,-0.340
1,1:46,2,4,DAL 13,0,3,Troy Hambrick right tackle for 3 yards (tackle by Sedrick Hodge),-0.340,-0.370
1,1:07,3,1,DAL 16,0,3,Troy Hambrick left guard for 1 yard (tackle by Kenny Smith and Derrick Rodgers),-0.370,-0.060
1,0:23,1,10,DAL 17,0,3,Richie Anderson left tackle for 2 yards (tackle by Johnathan Sullivan),-0.060,-0.250
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,DAL 19,0,3,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Fakhir Brown),-0.250,-1.000
2,14:55,3,8,DAL 19,0,3,Quincy Carter pass complete to Antonio Bryant for 10 yards (tackle by Fakhir Brown),-1.000,0.870
2,14:20,1,10,DAL 29,0,3,Troy Hambrick left guard for no gain (tackle by Jay Bellamy),0.870,0.330
2,13:46,2,10,DAL 29,0,3,Quincy Carter pass complete to Terry Glenn for 29 yards (tackle by Fred Thomas),0.330,2.790
2,13:06,1,10,NOR 42,0,3,Troy Hambrick left guard for 9 yards (tackle by Tebucky Jones),2.790,3.460
2,12:26,2,1,NOR 33,0,3,Quincy Carter right end for 14 yards (tackle by Darren Howard),3.460,4.310
2,11:39,1,10,NOR 19,0,3,Troy Hambrick left guard for 2 yards (tackle by Derrick Rodgers),4.310,4.030
2,11:01,2,8,NOR 17,0,3,Quincy Carter pass complete to Jason Witten for 6 yards (tackle by Fred Thomas),4.030,4.430
2,10:21,3,2,NOR 11,0,3,Troy Hambrick left end for 7 yards (tackle by Jay Bellamy),4.430,6.280
2,9:41,1,4,NOR 4,0,3,Jamar Martin right guard for 1 yard (tackle by Kenderick Allen),6.280,5.530
2,8:59,2,3,NOR 3,0,3,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Fakhir Brown),5.530,4.720
2,8:55,,,,0,3,Timeout #1 by Dallas Cowboys,0.000,4.720
2,8:55,3,3,NOR 3,6,3,"Quincy Carter pass complete to Richie Anderson for 3 yards, touchdown",4.720,7.000
2,,,,NOR 2,7,3,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,7,3,"Toby Gowin kicks off 62 yards, returned by Michael Lewis for 32 yards (tackle by Toby Gowin). Penalty on Roger Knight: Offensive Holding, 10 yards",0.000,0.150
2,8:42,1,10,NOR 19,7,3,"Aaron Brooks pass incomplete intended for Michael Lewis. Penalty on Mario Edwards: Illegal Contact, 5 yards (no play)",0.150,0.540
2,8:36,1,10,NOR 24,7,9,"Aaron Brooks pass complete to Donte Stallworth for 76 yards, touchdown. Penalty on Donte Stallworth: Taunting, 15 yards",0.540,7.000
2,,,,DAL 2,7,10,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 15,7,10,"Mitch Berger kicks off 66 yards, muffed by Michael Bates, recovered by Michael Bates at DAL-19, and returned for 15 yards",0.000,1.200
2,8:16,1,10,DAL 34,7,10,Quincy Carter pass incomplete,1.200,0.660
2,8:08,2,10,DAL 34,7,10,Richie Anderson right tackle for 5 yards (tackle by Fred Thomas),0.660,0.630
2,7:28,3,5,DAL 39,7,10,Quincy Carter pass complete to Jason Witten for 12 yards (tackle by Kenny Smith),0.630,2.320
2,6:51,1,10,NOR 49,7,10,Quincy Carter pass complete to Joey Galloway for 30 yards (tackle by Orlando Ruff),2.320,4.310
2,6:09,1,10,NOR 19,7,10,Erik Bickerstaff right guard for 4 yards (tackle by Tebucky Jones),4.310,4.350
2,5:33,2,6,NOR 15,7,10,Erik Bickerstaff right end for 1 yard (tackle by Sedrick Hodge),4.350,3.760
2,4:51,3,5,NOR 14,7,10,Quincy Carter pass incomplete intended for Antonio Bryant is intercepted by Tebucky Jones at NOR-0 and returned for 2 yards (tackle by Antonio Bryant),3.760,0.380
2,4:43,1,10,NOR 2,7,10,Deuce McAllister right guard for 2 yards (tackle by Dexter Coakley and Daleroy Stewart),-0.380,-0.630
2,4:03,2,8,NOR 4,7,10,Deuce McAllister left guard for 3 yards (tackle by Greg Ellis and Jermaine Brooks),-0.630,-0.840
2,3:27,3,5,NOR 7,7,10,Aaron Brooks pass complete to Donte Stallworth for 19 yards (tackle by Darren Woodson),-0.840,0.670
2,2:47,1,10,NOR 26,7,10,Aaron Brooks pass incomplete intended for Jerome Pathon,0.670,0.130
2,2:41,2,10,NOR 26,7,10,Aaron Brooks pass complete to Boo Williams for 6 yards (tackle by Pete Hunter),0.130,0.230
2,2:00,3,4,NOR 32,7,10,Aaron Brooks pass complete to Michael Lewis for 8 yards (tackle by Terence Newman),0.230,1.600
2,1:27,1,10,NOR 40,7,10,Aaron Brooks sacked by La'Roi Glover for -5 yards,1.600,0.380
2,1:19,,,,7,10,Timeout #1 by New Orleans Saints,0.000,0.380
2,1:19,2,15,NOR 35,7,10,Aaron Brooks pass incomplete intended for Jerome Pathon,0.380,-0.300
2,1:14,3,15,NOR 35,7,10,Aaron Brooks pass incomplete intended for Boo Williams (defended by Tony Dixon),-0.300,-1.040
2,1:10,4,15,NOR 35,7,10,"Mitch Berger punts 43 yards, fair catch by Joey Galloway",-1.040,-0.410
2,1:02,1,10,DAL 22,7,10,Quincy Carter pass complete to Richie Anderson for 12 yards (tackle by Kenny Smith),0.410,1.200
2,0:40,1,10,DAL 34,7,10,Quincy Carter pass complete to Joey Galloway for 19 yards (tackle by Ashley Ambrose),1.200,2.460
2,0:33,,,,7,10,Timeout #2 by Dallas Cowboys,0.000,2.460
2,0:33,1,10,NOR 47,7,10,Quincy Carter sacked by Darren Howard for -3 yards,2.460,1.510
2,0:23,,,,7,10,Timeout #3 by Dallas Cowboys,0.000,1.510
2,0:23,2,13,NOR 50,7,10,"Penalty on Flozell Adams: False Start, 5 yards (no play)",1.510,0.830
2,0:23,2,18,DAL 45,7,10,Quincy Carter pass complete to Jason Witten for 9 yards (tackle by Ashley Ambrose),0.830,1.350
2,0:08,3,9,NOR 46,7,10,Quincy Carter spiked the ball,1.350,0.200
2,0:08,4,9,NOR 46,7,10,Quincy Carter pass incomplete intended for Joey Galloway (defended by Ashley Ambrose),0.200,1.990
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,7,10,"Mitch Berger kicks off 69 yards, returned by Michael Bates for 30 yards (tackle by Talman Gardner)",0.000,1.000
3,14:54,1,10,DAL 31,7,10,Quincy Carter pass incomplete intended for Richie Anderson,1.000,0.460
3,14:49,2,10,DAL 31,7,10,Quincy Carter pass incomplete intended for Terry Glenn is intercepted by Jay Bellamy at tm_-50 and returned for 10 yards,0.460,-2.920
3,14:40,1,10,DAL 40,7,10,Aaron Brooks pass incomplete intended for Deuce McAllister,2.920,2.370
3,14:36,2,10,DAL 40,7,10,Aaron Brooks pass incomplete intended for Jerome Pathon,2.370,1.680
3,14:30,3,10,DAL 40,7,10,Aaron Brooks pass complete to Michael Lewis for 38 yards (tackle by Mario Edwards),1.680,6.740
3,13:41,1,2,DAL 2,7,10,"Penalty on Kendyl Jacox: False Start, 5 yards (no play)",6.740,5.600
3,13:23,1,7,DAL 7,7,10,Deuce McAllister right end for 3 yards (tackle by Dexter Coakley),5.600,5.340
3,12:39,2,4,DAL 4,7,10,Aaron Brooks sacked by Greg Ellis and Daleroy Stewart for -5 yards,5.340,3.360
3,12:05,3,9,DAL 9,7,10,Aaron Brooks pass incomplete intended for Boo Williams (defended by Randal Williams),3.360,2.830
3,12:01,4,9,DAL 9,7,13,John Carney 27 yard field goal good,2.830,3.000
3,,,,NOR 30,7,13,"Mitch Berger kicks off 69 yards, returned by Michael Bates for 23 yards (tackle by Deveron Harper). Penalty on Tony Dixon: Illegal Block Above the Waist, 9 yards",0.000,-0.380
3,11:52,1,10,DAL 10,7,13,Troy Hambrick left guard for 2 yards (tackle by Fred Thomas),-0.380,-0.630
3,11:16,2,8,DAL 12,7,13,Quincy Carter pass complete to Richie Anderson for 7 yards (tackle by Derrick Rodgers),-0.630,-0.370
3,10:37,3,1,DAL 19,7,13,Troy Hambrick left guard for 5 yards (tackle by Fred Thomas),-0.370,0.540
3,10:01,1,10,DAL 24,7,13,Troy Hambrick right guard for 1 yard (tackle by Orlando Ruff),0.540,0.130
3,9:26,2,9,DAL 25,7,13,Quincy Carter pass complete to Troy Hambrick for 2 yards (tackle by Charles Grant),0.130,-0.300
3,8:59,3,7,DAL 27,7,13,Quincy Carter pass complete to Richie Anderson for 6 yards (tackle by Jay Bellamy),-0.300,-1.180
3,8:20,4,1,DAL 33,7,13,"Toby Gowin punts 48 yards, returned by Michael Lewis for 4 yards (tackle by Keith O'Neil)",-1.180,-0.480
3,8:06,1,10,NOR 23,7,13,Deuce McAllister left guard for 1 yard (tackle by Dexter Coakley),0.480,0.070
3,7:29,2,9,NOR 24,7,13,Deuce McAllister left guard for 3 yards (tackle by Eric Ogbogu and Jermaine Brooks),0.070,-0.230
3,6:45,3,6,NOR 27,7,13,Aaron Brooks pass complete to Jerome Pathon for 6 yards (tackle by Pete Hunter),-0.230,1.140
3,6:20,1,10,NOR 33,7,13,Aaron Brooks pass complete to Jerome Pathon for 8 yards (tackle by Pete Hunter),1.140,1.670
3,5:50,2,2,NOR 41,7,13,Deuce McAllister left guard for -3 yards (tackle by Eric Ogbogu and Randal Williams),1.670,0.560
3,5:07,3,5,NOR 38,7,13,Aaron Brooks pass incomplete intended for Michael Lewis,0.560,-0.850
3,5:02,4,5,NOR 38,7,13,"Mitch Berger punts 51 yards, muffed catch by Joey Galloway, ball out of bounds at DAL-11",-0.850,0.370
3,4:54,1,10,DAL 11,7,13,Quincy Carter pass incomplete intended for Daniel Campbell,-0.370,-0.780
3,4:50,2,10,DAL 11,7,13,Quincy Carter pass complete to Antonio Bryant for 10 yards (tackle by Keyuo Craver),-0.780,0.340
3,4:09,1,10,DAL 21,7,13,Quincy Carter pass incomplete intended for Antonio Bryant,0.340,-0.200
3,4:03,2,10,DAL 21,7,13,Richie Anderson up the middle for 5 yards (tackle by Ashley Ambrose),-0.200,-0.230
3,3:26,3,5,DAL 26,7,13,Quincy Carter pass incomplete intended for Antonio Bryant,-0.230,-1.630
3,3:22,4,5,DAL 26,7,13,"Toby Gowin punts 36 yards. Penalty on Walter Rasby: Offensive Holding, 10 yards",-1.630,-0.810
3,3:15,1,10,NOR 28,7,13,Aaron Brooks pass incomplete intended for Jerome Pathon,0.810,0.260
3,3:11,2,10,NOR 28,7,13,Aaron Brooks pass incomplete intended for Donte Stallworth,0.260,-0.430
3,3:04,3,10,NOR 28,7,13,Deuce McAllister up the middle for 7 yards (tackle by Randal Williams),-0.430,-1.040
3,2:37,4,3,NOR 35,7,13,"Penalty on James Allen: False Start, 5 yards (no play)",-1.040,-1.370
3,2:29,4,8,NOR 30,7,13,"Mitch Berger punts 53 yards, returned by Joey Galloway for 13 yards (tackle by Kevin Houser). Penalty on Erik Bickerstaff: Illegal Block Above the Waist, 10 yards",-1.370,0.370
3,2:17,1,10,DAL 11,7,13,Quincy Carter pass complete to Joey Galloway for 22 yards (tackle by Fred Thomas),-0.370,1.140
3,1:53,1,10,DAL 33,7,13,Richie Anderson right end for 5 yards (tackle by Ashley Ambrose),1.140,1.270
3,1:23,2,5,DAL 38,7,13,Richie Anderson left tackle for 4 yards (tackle by Derrick Rodgers),1.270,1.090
3,0:43,3,1,DAL 42,7,13,Quincy Carter up the middle for 3 yards (tackle by Johnathan Sullivan),1.090,1.930
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 45,7,13,Troy Hambrick up the middle for -3 yards (tackle by Kenny Smith and Jay Bellamy),1.930,0.980
4,14:26,2,13,DAL 42,7,13,Joey Galloway for 10 yards (tackle by Fred Thomas),0.980,1.620
4,13:53,3,3,NOR 48,7,13,Quincy Carter sacked by Charles Grant for -4 yards,1.620,-0.190
4,13:21,4,7,DAL 48,7,13,"Toby Gowin punts 44 yards, returned by Fred Thomas for 4 yards (tackle by Alshermond Singleton)",-0.190,0.350
4,13:09,1,10,NOR 12,7,13,Deuce McAllister right end for 3 yards (tackle by Jermaine Brooks and Dat Nguyen),-0.350,-0.500
4,12:28,2,7,NOR 15,7,13,Aaron Brooks pass complete to Walter Rasby for 6 yards (tackle by Dat Nguyen),-0.500,-0.370
4,11:45,3,1,NOR 21,7,13,Deuce McAllister left tackle for -1 yards (tackle by Dat Nguyen),-0.370,-2.030
4,11:11,4,2,NOR 20,7,13,"Mitch Berger punts 45 yards, fair catch by Joey Galloway",-2.030,-1.270
4,11:03,1,10,DAL 35,7,13,Quincy Carter pass complete to Daniel Campbell for 8 yards (tackle by Orlando Ruff),1.270,1.800
4,10:24,2,2,DAL 43,7,13,Quincy Carter pass complete to Jamar Martin for 3 yards (tackle by Orlando Ruff),1.800,1.990
4,9:45,1,10,DAL 46,7,13,Quincy Carter sacked by Jay Bellamy for -16 yards,1.990,-0.710
4,9:10,2,26,DAL 30,7,13,"Quincy Carter pass incomplete intended for Terry Glenn. Penalty on Fakhir Brown: Defensive Pass Interference, 10 yards (no play)",-0.710,1.600
4,9:05,1,10,DAL 40,7,13,Troy Hambrick right end for -1 yards (tackle by Jay Bellamy),1.600,0.920
4,8:25,2,11,DAL 39,7,13,Quincy Carter pass incomplete intended for Joey Galloway (defended by Ashley Ambrose),0.920,0.230
4,8:21,3,11,DAL 39,7,13,Quincy Carter pass complete to Daniel Campbell for 9 yards (tackle by Ashley Ambrose),0.230,-0.190
4,7:35,4,2,DAL 48,7,13,"Toby Gowin punts 52 yards, touchback",-0.190,-0.280
4,7:26,1,10,NOR 20,7,13,Aaron Brooks pass complete to Jerome Pathon for 14 yards (tackle by Darren Woodson),0.280,1.200
4,6:55,1,10,NOR 34,7,13,Aaron Brooks pass complete to Boo Williams for 15 yards (tackle by Greg Ellis),1.200,2.190
4,6:30,1,10,NOR 49,7,13,Aaron Brooks pass incomplete intended for Donte Stallworth,2.190,1.650
4,6:23,2,10,NOR 49,7,13,Aaron Brooks pass incomplete,1.650,0.960
4,6:16,3,10,NOR 49,7,13,Aaron Brooks pass incomplete intended for Michael Lewis (defended by Terence Newman),0.960,-0.130
4,6:11,4,10,NOR 49,7,13,"Mitch Berger punts 51 yards, touchback",-0.130,-0.280
4,6:01,1,10,DAL 20,7,13,Quincy Carter pass incomplete intended for Richie Anderson (defended by Howard Green),0.280,-0.270
4,5:57,2,10,DAL 20,7,13,Quincy Carter pass incomplete intended for Joey Galloway (defended by Charles Grant),-0.270,-0.960
4,5:54,3,10,DAL 20,7,13,Quincy Carter pass complete to Daniel Campbell for 7 yards (tackle by Fred Thomas),-0.960,-1.570
4,5:14,4,3,DAL 27,7,13,"Toby Gowin punts 52 yards, returned by Michael Lewis for 17 yards (tackle by Bradie James)",-1.570,-1.470
4,5:01,1,10,NOR 38,7,13,Deuce McAllister right tackle for 2 yards (tackle by Terence Newman),1.470,1.190
4,4:22,2,8,NOR 40,7,13,Deuce McAllister left end for no gain (tackle by Dat Nguyen),1.190,0.500
4,3:37,3,8,NOR 40,7,13,Aaron Brooks pass incomplete intended for Donte Stallworth,0.500,-0.720
4,3:29,4,8,NOR 40,7,13,"Mitch Berger punts 38 yards, returned by Joey Galloway for -1 yards (tackle by Michael Lewis)",-0.720,-0.340
4,3:22,1,10,DAL 21,7,13,Quincy Carter pass incomplete intended for Antonio Bryant,0.340,-0.200
4,3:18,2,10,DAL 21,7,13,Quincy Carter pass complete to Richie Anderson for 20 yards (tackle by Ashley Ambrose),-0.200,1.660
4,2:52,1,10,DAL 41,7,13,Quincy Carter pass complete to Richie Anderson for 2 yards,1.660,1.390
4,2:45,2,8,DAL 43,7,13,"Penalty on Kurt Vollers: False Start, 5 yards (no play)",1.390,0.720
4,2:45,2,13,DAL 38,7,13,Quincy Carter pass complete to Richie Anderson for 5 yards (tackle by Fred Thomas),0.720,0.700
4,2:22,3,8,DAL 43,7,13,Quincy Carter pass complete to Jason Witten for 12 yards (tackle by Sedrick Hodge),0.700,2.590
4,2:14,,,,7,13,Timeout #1 by Dallas Cowboys,0.000,2.590
4,2:14,1,10,NOR 45,7,13,Richie Anderson right guard for 5 yards (tackle by Darrin Smith),2.590,2.720
4,2:00,2,5,NOR 40,7,13,Quincy Carter pass complete to Richie Anderson for 8 yards (tackle by Fred Thomas),2.720,3.450
4,1:33,1,10,NOR 32,7,13,"Penalty on Kenny Smith: Encroachment, 5 yards (no play)",3.450,4.180
4,1:33,1,5,NOR 27,7,13,Quincy Carter pass incomplete intended for Terry Glenn is intercepted by Jay Bellamy at NOR-8 and returned for 1 yard (tackle by Terry Glenn),4.180,0.380
4,1:27,1,10,NOR 9,7,13,Deuce McAllister right guard for 1 yard (tackle by La'Roi Glover),-0.380,-0.710
4,0:42,2,9,NOR 10,7,13,Aaron Brooks left end for 5 yards (tackle by Ebenezer Ekuban),-0.710,-0.720
4,0:35,3,4,NOR 15,7,13,Deuce McAllister right end for 3 yards (tackle by Terence Newman),-0.720,-2.240
4,0:27,,,,7,13,Timeout #2 by Dallas Cowboys,0.000,-2.240
4,0:27,4,1,NOR 18,7,13,"Mitch Berger punts 46 yards, fair catch by Joey Galloway",-2.240,-1.330
4,0:20,1,10,DAL 36,7,13,Quincy Carter pass incomplete intended for Joey Galloway,1.330,0.790
4,0:13,2,10,DAL 36,7,13,Quincy Carter pass incomplete intended for Antonio Bryant,0.790,0.100
4,0:03,3,10,DAL 36,7,13,Quincy Carter pass complete to Richie Anderson for 16 yards (tackle by Fakhir Brown),0.100,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
