Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
1,2:08,2,1,NYJ 1,7,9,"Philip Rivers pass complete short right to Mike Tolbert for 1 yard, touchdown",5.910,7.000
1,,,,NYJ 2,7,10,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,7,10,"Nate Kaeding kicks off 64 yards, returned by Brad Smith for 26 yards (tackle by Legedu Naanee)",0.000,1.070
1,1:55,1,10,NYJ 32,7,10,Brett Favre pass complete short left to Leon Washington for 5 yards (tackle by Jyles Tucker),1.070,1.200
1,1:12,2,5,NYJ 37,7,10,Brett Favre pass complete short middle to Dustin Keller for 14 yards (tackle by Matt Wilhelm),1.200,2.320
1,0:32,1,10,SDG 49,7,10,Leon Washington up the middle for -1 yards (tackle by Jyles Tucker),2.320,1.650
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,,7,16,"Brett Favre pass incomplete short left intended for Laveranues Coles is intercepted by Antonio Cromartie at SDG-48 and returned for 52 yards, touchdown",1.650,-7.000
2,,,,NYJ 2,7,17,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,17,"Nate Kaeding kicks off 69 yards, returned by Leon Washington for 94 yards (tackle by Antoine Cason)",0.000,6.060
2,14:34,1,5,SDG 5,7,17,Thomas Jones right tackle for 2 yards (tackle by Ryon Bingham and Brandon Siler),6.060,5.530
2,13:57,2,3,SDG 3,13,17,"Brett Favre pass complete short middle to Laveranues Coles for 3 yards, touchdown",5.530,7.000
2,,,,SDG 2,14,17,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,14,17,"Jay Feely kicks onside 14 yards, recovered by Marques Harris",0.000,2.650
2,13:45,1,10,NYJ 44,14,17,LaDainian Tomlinson left tackle for 2 yards (tackle by Kenyon Coleman and Eric Barton),2.650,2.380
2,13:07,2,8,NYJ 42,14,17,Philip Rivers pass complete short left to LaDainian Tomlinson for 7 yards (tackle by David Harris),2.380,2.610
2,12:38,3,1,NYJ 35,14,17,LaDainian Tomlinson up the middle for 4 yards (tackle by David Harris),2.610,3.510
2,12:03,1,10,NYJ 31,14,17,LaDainian Tomlinson right tackle for 4 yards (tackle by David Harris),3.510,3.510
2,11:25,2,6,NYJ 27,14,23,"Philip Rivers pass complete deep middle to Chris Chambers for 27 yards, touchdown",3.510,7.000
2,,,,NYJ 2,14,24,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,14,24,"Nate Kaeding kicks off 62 yards, returned by Leon Washington for 9 yards (tackle by Tim Dobbins)",0.000,-0.060
2,11:11,1,10,NYJ 17,14,24,Brett Favre pass complete short left to Laveranues Coles for 4 yards (tackle by Antonio Cromartie),-0.060,0.080
2,10:37,2,6,NYJ 21,14,24,Brett Favre pass complete short left to Thomas Jones for 8 yards (tackle by Shaun Phillips),0.080,0.870
2,10:10,1,10,NYJ 29,14,24,Thomas Jones right tackle for 1 yard (tackle by Marques Harris),0.870,0.460
2,9:26,2,9,NYJ 30,14,24,Brett Favre pass incomplete short middle intended for Brad Smith (defended by Quentin Jammer),0.460,-0.230
2,9:19,3,9,NYJ 30,14,24,Brett Favre pass incomplete deep right intended for Jerricho Cotchery is intercepted by Eric Weddle at NYJ-48 and returned for 3 yards (tackle by Alan Faneca),-0.230,-2.590
2,9:07,1,10,NYJ 45,14,24,LaDainian Tomlinson up the middle for 4 yards (tackle by Sione Pouha),2.590,2.580
2,8:30,2,6,NYJ 41,14,24,LaDainian Tomlinson right end for 5 yards (tackle by Mike DeVito),2.580,2.540
2,7:55,3,1,NYJ 36,14,24,LaDainian Tomlinson left tackle for 3 yards (tackle by Bryan Thomas),2.540,3.380
2,7:21,1,10,NYJ 33,14,24,Darren Sproles up the middle for 6 yards (tackle by David Harris),3.380,3.650
2,6:44,2,4,NYJ 27,14,24,Darren Sproles right tackle for 7 yards (tackle by David Harris and David Barrett),3.650,4.240
2,6:05,1,10,NYJ 20,14,24,LaDainian Tomlinson up the middle for 4 yards (tackle by Shaun Ellis and Eric Barton),4.240,4.280
2,5:24,2,6,NYJ 16,14,24,Philip Rivers pass complete short middle to Mike Tolbert for 5 yards (tackle by Eric Barton),4.280,4.590
2,4:38,,,,14,24,Timeout #1 by San Diego Chargers,0.000,4.590
2,4:38,3,1,NYJ 11,14,24,LaDainian Tomlinson up the middle for 1 yard (tackle by Kerry Rhodes and Eric Barton),4.590,4.910
2,4:01,1,10,NYJ 10,14,24,LaDainian Tomlinson up the middle for 4 yards (tackle by Eric Barton),4.910,4.950
2,3:23,2,6,NYJ 6,14,30,"Philip Rivers pass complete short right to Antonio Gates for 6 yards, touchdown",4.950,7.000
2,,,,NYJ 2,14,31,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,14,31,"Nate Kaeding kicks off 65 yards, returned by Leon Washington for 45 yards (tackle by Nate Kaeding)",0.000,2.260
2,3:06,1,10,,14,31,Thomas Jones up the middle for 8 yards (tackle by Igor Olshansky and Eric Weddle),2.260,2.790
2,2:29,2,2,SDG 42,14,31,Brett Favre pass complete short middle to Jerricho Cotchery for 9 yards (tackle by Antonio Cromartie),2.790,3.380
2,2:01,1,10,SDG 33,14,31,Brett Favre pass complete short left to Jerricho Cotchery for 4 yards (tackle by Jyles Tucker),3.380,3.380
2,1:52,2,6,SDG 29,14,31,"Penalty on Brandon Moore: False Start, 5 yards (no play)",3.380,2.700
2,1:52,2,11,SDG 34,14,31,Brett Favre right end for 3 yards (tackle by Tim Dobbins and Luis Castillo),2.700,2.410
2,1:07,3,8,SDG 31,14,31,Brett Favre sacked by Shaun Phillips for -10 yards,2.410,0.530
2,0:36,4,18,SDG 41,14,31,Ben Graham punts 36 yards,0.530,0.380
2,0:26,1,10,SDG 5,14,31,Jacob Hester up the middle for 3 yards (tackle by Kenyon Coleman and Shaun Ellis),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,14,31,"Jay Feely kicks off 71 yards, returned by Darren Sproles for 22 yards (tackle by Marques Murrell)",0.000,0.340
3,14:54,1,10,SDG 21,14,31,LaDainian Tomlinson right end for no gain (tackle by Bryan Thomas),0.340,-0.200
3,14:14,2,10,SDG 21,14,31,Philip Rivers pass complete deep right to Antonio Gates for 19 yards (tackle by Kerry Rhodes),-0.200,1.600
3,13:33,1,10,SDG 40,14,31,Philip Rivers pass complete short right to LaDainian Tomlinson for 9 yards (tackle by Bryan Thomas),1.600,2.270
3,12:52,2,1,SDG 49,14,31,LaDainian Tomlinson right tackle for 3 yards (tackle by Sione Pouha),2.270,2.390
3,12:12,1,10,NYJ 48,14,31,Philip Rivers pass complete short middle to Darren Sproles for 25 yards (tackle by Eric Barton),2.390,4.040
3,11:25,1,10,NYJ 23,14,31,Darren Sproles up the middle for 21 yards (tackle by Dwight Lowery),4.040,6.740
3,10:41,1,2,NYJ 2,14,37,"LaDainian Tomlinson left guard for 2 yards, touchdown",6.740,7.000
3,,,,NYJ 2,14,38,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,14,38,"Nate Kaeding kicks off 44 yards, returned by Bubba Franks for 6 yards (tackle by Antoine Cason)",0.000,1.070
3,10:32,1,10,NYJ 32,14,38,Thomas Jones right end for 6 yards (tackle by Derek Smith),1.070,1.340
3,9:53,2,4,NYJ 38,14,38,Brett Favre pass complete deep right to Laveranues Coles for 19 yards (tackle by Quentin Jammer),1.340,2.720
3,9:21,1,10,SDG 43,14,38,Thomas Jones up the middle for 4 yards (tackle by Eric Weddle and Igor Olshansky),2.720,2.720
3,8:49,2,6,SDG 39,14,38,Thomas Jones left end for 2 yards (tackle by Shaun Phillips and Matt Wilhelm),2.720,2.280
3,8:05,3,4,SDG 37,14,38,Brett Favre pass complete short right to Jerricho Cotchery for 8 yards (tackle by Quentin Jammer),2.280,3.640
3,7:26,1,10,SDG 29,14,38,Brett Favre pass incomplete deep left intended for Dustin Keller,3.640,3.100
3,7:18,2,10,SDG 29,14,38,Brett Favre pass complete short left to Jerricho Cotchery for 14 yards (tackle by Clinton Hart),3.100,4.580
3,6:45,1,10,SDG 15,14,38,Thomas Jones up the middle for 3 yards (tackle by Clinton Hart and Jacques Cesaire),4.580,4.450
3,6:06,2,7,SDG 12,14,38,Brett Favre sacked by Jyles Tucker for -12 yards,4.450,2.150
3,5:39,,,,14,38,Timeout #1 by New York Jets,0.000,2.150
3,5:39,3,19,SDG 24,14,38,Brett Favre pass complete short right to Leon Washington for 15 yards (tackle by Eric Weddle),2.150,2.900
3,5:05,4,4,SDG 9,14,38,Brett Favre pass incomplete short middle intended for Dustin Keller (defended by Clinton Hart),2.900,0.380
3,4:47,1,10,SDG 9,14,38,LaDainian Tomlinson right end for 3 yards (tackle by Mike DeVito),-0.380,-0.560
3,4:07,2,7,SDG 12,14,38,LaDainian Tomlinson up the middle for 2 yards (tackle by David Harris),-0.560,-0.840
3,3:25,3,5,SDG 14,14,38,Philip Rivers pass complete short right to Darren Sproles for 14 yards (tackle by David Harris),-0.840,0.810
3,2:45,1,10,SDG 28,14,38,Darren Sproles up the middle for 2 yards (tackle by Calvin Pace),0.810,0.530
3,2:04,2,8,SDG 30,14,38,Philip Rivers pass complete short right to Brandon Manumaleuna for 5 yards (tackle by Vernon Gholston),0.530,0.500
3,1:17,3,3,SDG 35,14,38,Philip Rivers pass incomplete deep right intended for Chris Chambers,0.500,-1.040
3,1:11,4,3,SDG 35,14,38,Mike Scifres punts 48 yards,-1.040,0.060
3,0:58,1,10,NYJ 17,14,38,Brett Favre pass complete short left to Chansi Stuckey for 12 yards (tackle by Antonio Cromartie),-0.060,0.870
3,0:35,1,10,NYJ 29,14,38,"Brett Favre pass incomplete short left intended for Laveranues Coles. Penalty on Antonio Cromartie: Defensive Pass Interference, 6 yards (no play)",0.870,1.270
3,0:31,1,10,NYJ 35,14,38,Brett Favre pass complete short right to Chris Baker for 9 yards (tackle by Clinton Hart),1.270,1.940
3,0:00,2,1,NYJ 44,14,38,Brett Favre pass complete short right to Jerricho Cotchery for 12 yards (tackle by Shaun Phillips),1.940,2.650
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 44,14,38,Brett Favre pass complete short left to Laveranues Coles for 5 yards (tackle by Antonio Cromartie),2.650,2.780
4,14:20,2,5,SDG 39,14,38,Brett Favre pass incomplete deep right intended for Jerricho Cotchery,2.780,2.080
4,14:14,3,5,SDG 39,14,38,Brett Favre pass complete short right to Jerricho Cotchery for 4 yards (tackle by Cletis Gordon),2.080,1.000
4,13:33,4,1,SDG 35,14,38,Brett Favre pass complete short left to Chris Baker for 9 yards (tackle by Steve Gregory),1.000,3.840
4,12:56,1,10,SDG 26,14,38,Brett Favre pass complete short left to Chansi Stuckey for 5 yards (tackle by Antoine Cason),3.840,3.970
4,12:28,2,5,SDG 21,14,38,Brett Favre pass complete short middle to Chansi Stuckey for 6 yards (tackle by Antoine Cason),3.970,4.580
4,12:05,1,10,SDG 15,14,38,Brett Favre pass complete short left to Laveranues Coles for 3 yards (tackle by Antoine Cason),4.580,4.450
4,11:39,2,7,SDG 12,14,38,Brett Favre pass incomplete short middle intended for Chris Baker,4.450,3.580
4,11:34,3,7,SDG 12,14,38,Brett Favre pass complete short right to Jerricho Cotchery for 6 yards (tackle by Cletis Gordon),3.580,3.020
4,11:12,4,1,SDG 6,14,38,Brett Favre up the middle for 2 yards (tackle by Matt Wilhelm),3.020,6.280
4,10:43,1,4,SDG 4,14,38,Brett Favre pass incomplete short left intended for Chansi Stuckey (defended by Antoine Cason),6.280,5.340
4,10:39,2,4,SDG 4,20,38,"Brett Favre pass complete short left to Chansi Stuckey for 4 yards, touchdown",5.340,7.000
4,,,,,20,38,"Two Point Attempt: Brett Favre, conversion fails",1.000,-1.000
4,,,,NYJ 30,20,38,"Jay Feely kicks onside 13 yards, recovered by Vernon Gholston (onside kick successful)",0.000,1.800
4,10:28,1,10,NYJ 43,20,38,Brett Favre pass complete short left to Chris Baker for 8 yards (tackle by Matt Wilhelm),1.800,2.330
4,10:01,2,2,SDG 49,20,38,Brett Favre pass complete short left to Laveranues Coles for 41 yards (tackle by Antonio Cromartie),2.330,5.370
4,9:34,1,8,SDG 8,20,38,Brett Favre sacked by Jyles Tucker for -8 yards,5.370,3.340
4,9:08,2,16,SDG 16,20,38,Brett Favre pass incomplete short right intended for Brad Smith (defended by Quentin Jammer),3.340,2.850
4,9:03,3,16,SDG 16,20,38,Brett Favre pass complete short middle to Jerricho Cotchery for 2 yards (tackle by Cletis Gordon),2.850,2.510
4,8:25,4,14,SDG 14,23,38,Jay Feely 32 yard field goal good,2.510,3.000
4,,,,NYJ 30,23,38,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
4,8:21,1,10,SDG 20,23,38,LaDainian Tomlinson left guard for 3 yards (tackle by Calvin Pace),0.280,0.140
4,7:41,2,7,SDG 23,23,38,Philip Rivers pass complete short right to Mike Tolbert for 5 yards (tackle by David Harris),0.140,0.100
4,7:02,3,2,SDG 28,23,38,Philip Rivers pass complete short left to Vincent Jackson for 5 yards (tackle by Dwight Lowery),0.100,1.140
4,6:19,1,10,SDG 33,23,38,LaDainian Tomlinson up the middle for 4 yards (tackle by Calvin Pace),1.140,1.130
4,5:34,2,6,SDG 37,23,38,LaDainian Tomlinson up the middle for 1 yard (tackle by David Barrett),1.130,0.560
4,4:51,3,5,SDG 38,23,38,Philip Rivers pass complete deep right to Vincent Jackson for 60 yards (tackle by Dwight Lowery),0.560,6.740
4,4:00,1,2,NYJ 2,23,44,"LaDainian Tomlinson up the middle for 2 yards, touchdown",6.740,7.000
4,,,,NYJ 2,23,45,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,23,45,"Nate Kaeding kicks off 43 yards, returned by Jerricho Cotchery for 54 yards (tackle by Kassim Osgood)",0.000,4.310
4,3:41,1,10,SDG 19,23,45,Brett Favre pass complete short middle to Dustin Keller for 6 yards (tackle by Eric Weddle),4.310,4.720
4,3:41,2,4,SDG 13,29,45,"Brett Favre pass complete short right to Dustin Keller for 13 yards, touchdown",4.720,7.000
4,,,,,29,45,"Two Point Attempt: Brett Favre pass incomplete, conversion fails. Penalty on Matt Wilhelm: Defensive Pass Interference, 1 yards (no play)",1.000,1.000
4,,,,,29,45,"Two Point Attempt: Brett Favre pass incomplete intended for Brad Smith, conversion fails. Penalty on Eric Weddle: Defensive Holding (no play)",1.000,0.000
4,,,,,29,45,Penalty on Shaun Phillips: Defensive Offside (no play),0.000,1.000
4,,,,,29,45,"Two Point Attempt: Brett Favre pass incomplete intended for Chansi Stuckey, conversion fails",1.000,-1.000
4,,,,NYJ 30,29,45,Jay Feely kicks onside 9 yards. Penalty on Jay Feely: Illegal Touch Kick,0.000,2.980
4,3:09,1,10,NYJ 39,29,45,LaDainian Tomlinson left end for 1 yard (tackle by David Barrett),2.980,2.580
4,3:03,,,,29,45,Timeout #2 by New York Jets,0.000,2.580
4,3:03,2,9,NYJ 38,29,45,LaDainian Tomlinson up the middle for 1 yard (tackle by Sione Pouha),2.580,2.020
4,2:58,,,,29,45,Timeout #3 by New York Jets,0.000,2.020
4,2:58,3,8,NYJ 37,29,45,Philip Rivers pass complete short right to Mike Tolbert for 6 yards (tackle by Dwight Lowery),2.020,1.400
4,2:08,,,,29,45,Timeout #1 by San Diego Chargers,0.000,1.400
4,2:08,4,2,NYJ 31,29,48,Nate Kaeding 49 yard field goal good,1.400,3.000
4,,,,SDG 30,29,48,"Nate Kaeding kicks off 66 yards, returned by Leon Washington for 31 yards (tackle by Tim Dobbins). Penalty on Tim Dobbins: Unnecessary Roughness, 15 yards",0.000,2.260
4,1:54,1,10,NYJ 50,29,48,"Kellen Clemens pass incomplete deep middle intended for Dustin Keller. Penalty on Clinton Hart: Unnecessary Roughness, 15 yards",2.260,3.250
4,1:48,1,10,SDG 35,29,48,Kellen Clemens pass complete short middle to Jerricho Cotchery for 11 yards (tackle by Eric Weddle),3.250,3.970
4,1:24,1,10,SDG 24,29,48,Kellen Clemens pass complete short middle to Chansi Stuckey for 9 yards (tackle by Antonio Cromartie),3.970,4.850
4,1:20,2,1,SDG 15,29,48,Kellen Clemens pass complete short middle to Chansi Stuckey for 6 yards (tackle by Antoine Cason),4.850,5.140
4,0:50,1,9,SDG 9,29,48,Kellen Clemens pass incomplete short left intended for Chansi Stuckey is intercepted by Antonio Cromartie at SDG-0,5.140,-0.280
4,0:43,1,10,SDG 20,29,48,Philip Rivers kneels for -1 yards,0.280,-0.460
4,0:20,2,11,SDG 19,29,48,Philip Rivers kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
