Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1,2:04,1,10,KAN 38,3,0,LaMont Jordan left end for 3 yards (tackle by Eric Warfield),3.050,2.910
1,1:26,2,7,KAN 35,3,0,Kerry Collins pass complete to LaMont Jordan for 2 yards (tackle by Derrick Johnson),2.910,2.480
1,0:39,3,5,KAN 33,3,0,Kerry Collins pass complete to Jerry Porter for 13 yards (tackle by Eric Warfield),2.480,4.240
1,0:14,1,10,KAN 20,3,0,Zack Crockett up the middle for 1 yard (tackle by Kawika Mitchell),4.240,3.820
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,KAN 19,3,0,Kerry Collins pass incomplete intended for Courtney Anderson,3.820,3.100
2,14:54,3,9,KAN 19,3,0,"Kerry Collins pass incomplete. Penalty on Kerry Collins: Intentional Grounding, 12 yards",3.100,1.320
2,14:54,4,21,KAN 31,6,0,Sebastian Janikowski 49 yard field goal good,1.320,3.000
2,,,,OAK 30,6,0,"Sebastian Janikowski kicks off 53 yards, returned by Dante Hall for 14 yards (tackle by Tyler Brayton)",0.000,1.000
2,14:42,1,10,KAN 31,6,0,Trent Green pass complete to Chris Horn for 1 yard (tackle by Fabian Washington),1.000,0.600
2,14:33,2,9,KAN 32,6,0,Trent Green pass incomplete intended for Eddie Kennison,0.600,-0.100
2,14:29,3,9,KAN 32,6,0,Larry Johnson up the middle for 4 yards (tackle by Warren Sapp),-0.100,-0.980
2,13:56,4,5,KAN 36,6,0,"Dustin Colquitt punts 49 yards, muffed catch by Chris Carr, recovered by Chris Carr and returned for no gain",-0.980,0.320
2,13:40,1,10,OAK 13,6,0,LaMont Jordan left tackle for 2 yards (tackle by Kendrell Bell and Lional Dalton),-0.320,-0.570
2,13:04,2,8,OAK 15,6,0,Kerry Collins pass complete to John Paul Foschi for 1 yard (tackle by Derrick Johnson),-0.570,-1.060
2,12:19,3,7,OAK 16,6,0,Kerry Collins pass complete to Jerry Porter for 21 yards (tackle by Eric Warfield),-1.060,1.400
2,11:39,1,10,OAK 37,6,0,Kerry Collins pass incomplete intended for Courtney Anderson,1.400,0.860
2,11:34,2,10,OAK 37,6,0,LaMont Jordan right end for no gain (tackle by John Browning and Eric Hicks),0.860,0.170
2,10:52,3,10,OAK 37,6,0,Kerry Collins pass incomplete intended for Jerry Porter,0.170,-0.910
2,10:52,4,10,OAK 37,6,0,"Penalty on Ryan Riddle: False Start, 5 yards (no play)",-0.910,-1.240
2,10:46,4,15,OAK 32,6,0,"Shane Lechler punts 47 yards, returned by Dante Hall for 18 yards (tackle by Kirk Morrison)",-1.240,-1.530
2,10:35,1,10,KAN 39,6,0,Larry Johnson right end for 6 yards (tackle by Ed Jasper),1.530,1.800
2,10:01,2,4,KAN 45,6,0,Larry Johnson left end for -2 yards (tackle by Nnamdi Asomugha),1.800,0.830
2,9:19,3,6,KAN 43,6,0,Trent Green pass complete to Dante Hall for 19 yards (tackle by Stuart Schweigert and Kirk Morrison),0.830,3.050
2,8:35,1,10,OAK 38,6,0,Dante Hall right end for 7 yards (tackle by Derrick Burgess),3.050,3.450
2,7:59,2,3,OAK 31,6,0,Larry Johnson up the middle for 3 yards (tackle by Danny Clark),3.450,3.710
2,7:20,1,10,OAK 28,6,0,Larry Johnson up the middle for 1 yard (tackle by Jarrod Cooper),3.710,3.300
2,6:39,2,9,OAK 27,6,0,Trent Green pass complete to Tony Gonzalez for 16 yards (tackle by Renaldo Hill),3.300,4.840
2,5:55,1,10,OAK 11,6,0,Trent Green pass complete to Tony Richardson for 2 yards (tackle by Fabian Washington),4.840,4.510
2,5:13,2,8,OAK 9,6,0,Trent Green pass incomplete intended for Eddie Kennison,4.510,3.530
2,5:07,,,,6,0,Timeout #2 by Kansas City Chiefs,0.000,3.530
2,5:07,3,8,OAK 9,6,0,Trent Green pass incomplete intended for Chris Horn,3.530,2.830
2,5:02,4,8,OAK 9,6,3,Lawrence Tynes 27 yard field goal good,2.830,3.000
2,,,,KAN 30,6,3,"Lawrence Tynes kicks off 72 yards, returned by Chris Carr for 33 yards (tackle by Ronnie Cruz)",0.000,1.000
2,4:52,1,10,OAK 31,6,3,Kerry Collins pass incomplete intended for John Paul Foschi,1.000,0.460
2,4:47,2,10,OAK 31,6,3,LaMont Jordan right end for 7 yards (tackle by Kendrell Bell and Kawika Mitchell),0.460,0.700
2,4:07,3,3,OAK 38,6,3,LaMont Jordan up the middle for 6 yards (tackle by Kawika Mitchell and Benny Sapp),0.700,1.860
2,3:31,1,10,OAK 44,6,3,Kerry Collins pass incomplete intended for LaMont Jordan,1.860,1.320
2,3:25,2,10,OAK 44,6,3,Kerry Collins pass incomplete intended for Courtney Anderson,1.320,0.630
2,3:19,3,10,OAK 44,6,3,Kerry Collins pass incomplete intended for Randy Moss,0.630,-0.460
2,3:15,4,10,OAK 44,6,3,"Shane Lechler punts 51 yards, returned by Dante Hall for 5 yards (tackle by Stuart Schweigert)",-0.460,0.380
2,3:01,1,10,KAN 10,6,3,Larry Johnson up the middle for 15 yards (tackle by Stuart Schweigert and Jarrod Cooper),-0.380,0.610
2,2:38,1,10,KAN 25,6,3,Trent Green pass incomplete intended for Tony Gonzalez (defended by Stuart Schweigert),0.610,0.060
2,2:32,2,10,KAN 25,6,3,Trent Green pass complete to Eddie Kennison for 16 yards (tackle by Fabian Washington),0.060,1.660
2,2:07,1,10,KAN 41,6,3,Trent Green pass complete to Eddie Kennison for 3 yards (tackle by Fabian Washington),1.660,1.530
2,2:00,2,7,KAN 44,6,3,Trent Green pass complete to Dante Hall for 2 yards,1.530,1.090
2,1:56,3,5,KAN 46,6,3,"Trent Green pass incomplete intended for Tony Gonzalez. Penalty on Jarrod Cooper: Defensive Pass Interfere, 17 yards (no play)",1.090,3.120
2,1:51,1,10,OAK 37,6,3,Trent Green pass incomplete intended for Dante Hall,3.120,2.570
2,1:45,2,10,OAK 37,6,3,"Larry Johnson right end for 3 yards. Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",2.570,1.220
2,1:37,2,20,OAK 47,6,3,"Trent Green pass complete to Larry Johnson for 15 yards. Penalty on John Welbourn: Offensive Holding, 10 yards (no play)",1.220,-0.130
2,1:29,2,30,KAN 43,6,3,Trent Green pass complete to Tony Gonzalez for 10 yards (tackle by Kirk Morrison),-0.130,0.560
2,0:59,3,20,OAK 47,6,3,Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Fabian Washington),0.560,1.600
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:34,,,,6,3,Timeout #1 by Oakland Raiders,0.000,1.600
2,0:34,4,2,OAK 29,6,6,Lawrence Tynes 47 yard field goal good,1.600,3.000
2,,,,KAN 30,6,6,"Lawrence Tynes kicks off 65 yards, returned by Chris Carr for 62 yards (tackle by Dewayne Washington)",0.000,3.380
2,0:20,1,10,KAN 33,6,6,LaMont Jordan up the middle for 3 yards (tackle by Kawika Mitchell),3.380,3.240
2,0:15,,,,6,6,Timeout #2 by Oakland Raiders,0.000,3.240
2,0:15,2,7,KAN 30,6,6,Kerry Collins pass incomplete intended for Randy Moss,3.240,2.540
2,0:09,3,7,KAN 30,9,6,Sebastian Janikowski 48 yard field goal good,2.540,3.000
2,,,,OAK 30,9,6,"Sebastian Janikowski kicks off 45 yards, returned by Chris Horn for 9 yards (tackle by Justin Fargas)",0.000,0.940
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,9,6,"Sebastian Janikowski kicks off 46 yards, returned by Chris Horn for 11 yards (tackle by Justin Fargas)",0.000,1.270
3,14:54,1,10,KAN 35,9,6,Trent Green pass incomplete intended for Larry Johnson,1.270,0.720
3,14:48,2,10,KAN 35,9,6,Larry Johnson up the middle for 1 yard (tackle by Ted Washington),0.720,0.170
3,14:11,3,9,KAN 36,9,6,Trent Green pass incomplete intended for Dante Hall (defended by Nnamdi Asomugha),0.170,-0.980
3,14:06,4,9,KAN 36,9,6,"Penalty on Boomer Grigsby: False Start, 5 yards (no play)",-0.980,-1.310
3,14:06,4,14,KAN 31,9,6,Dustin Colquitt punts 48 yards,-1.310,-0.340
3,13:53,1,10,OAK 21,9,6,LaMont Jordan up the middle for 11 yards (tackle by Sammy Knight),0.340,1.070
3,13:17,1,10,OAK 32,9,6,LaMont Jordan up the middle for 5 yards (tackle by John Browning),1.070,1.200
3,12:41,2,5,OAK 37,9,6,Kerry Collins pass complete to Doug Gabriel for 6 yards (tackle by Eric Warfield),1.200,1.800
3,12:16,1,10,OAK 43,9,6,LaMont Jordan up the middle for 5 yards (tackle by Benny Sapp),1.800,1.930
3,11:37,2,5,OAK 48,9,6,Kerry Collins pass complete to LaMont Jordan for 4 yards (tackle by John Browning),1.930,1.750
3,11:37,3,1,KAN 48,9,6,Zack Crockett for -2 yards (tackle by Eric Hicks),1.750,-0.060
3,10:08,4,3,KAN 50,9,6,"Shane Lechler punts 39 yards, returned by Dante Hall for 3 yards (tackle by Randal Williams)",-0.060,0.280
3,9:59,1,10,KAN 14,9,6,Larry Johnson left tackle for -2 yards (tackle by Renaldo Hill),-0.280,-0.930
3,9:22,2,12,KAN 12,9,6,Trent Green pass complete to Chris Horn for 5 yards (tackle by Nnamdi Asomugha),-0.930,-1.040
3,8:44,3,7,KAN 17,9,6,"Trent Green sacked by Tommy Kelly for -11 yards. Trent Green fumbles (forced by Tommy Kelly), recovered by Brian Waters at KAN-11",-1.040,-2.490
3,8:44,4,13,KAN 11,9,6,"Dustin Colquitt punts 42 yards, returned by Chris Carr for -6 yards (tackle by Gary Stills)",-2.490,-1.660
3,8:07,1,10,OAK 41,9,6,LaMont Jordan up the middle for 5 yards (tackle by Jared Allen and Derrick Johnson),1.660,1.800
3,7:33,2,5,OAK 46,9,6,"Kerry Collins for no gain. Kerry Collins fumbles, ball out of bounds at OAK-39",1.800,0.170
3,7:26,3,12,OAK 39,9,6,Kerry Collins sacked by Kawika Mitchell for -13 yards,0.170,-1.630
3,7:07,4,25,OAK 26,9,6,"Shane Lechler punts 45 yards, returned by Dante Hall for -1 yards (tackle by Stuart Schweigert)",-1.630,-0.810
3,6:56,1,10,KAN 28,9,6,Larry Johnson up the middle for 4 yards (tackle by Terdell Sands),0.810,0.800
3,6:23,2,6,KAN 32,9,6,Larry Johnson up the middle for 4 yards (tackle by Fabian Washington),0.800,0.630
3,5:45,3,2,KAN 36,9,6,Trent Green pass complete to Chris Horn for 7 yards (tackle by Nnamdi Asomugha and Stuart Schweigert),0.630,1.800
3,5:06,1,10,KAN 43,9,6,Trent Green pass incomplete intended for Larry Johnson,1.800,1.250
3,5:03,2,10,KAN 43,9,6,Larry Johnson left tackle for no gain (tackle by Ed Jasper),1.250,0.560
3,4:31,3,10,KAN 43,9,6,"Penalty on Trent Green: False Start, 5 yards (no play)",0.560,-0.100
3,4:16,3,15,KAN 38,9,6,Trent Green pass complete to Tony Gonzalez for 33 yards (tackle by Denard Walker),-0.100,3.640
3,3:37,1,10,OAK 29,9,6,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Reggie Tongue),3.640,4.180
3,2:57,2,2,OAK 21,9,6,Larry Johnson up the middle for 12 yards (tackle by Fabian Washington),4.180,5.140
3,2:18,1,9,OAK 9,9,6,Larry Johnson up the middle for 6 yards (tackle by Stuart Schweigert),5.140,5.530
3,1:38,2,3,OAK 3,9,6,"Trent Green for no gain. Trent Green fumbles, recovered by Larry Johnson at OAK-6",5.530,4.040
3,1:38,3,6,OAK 6,9,12,"Trent Green pass complete to Tony Richardson for 6 yards, touchdown",4.040,7.000
3,,,,OAK 2,9,13,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,9,13,"Lawrence Tynes kicks off 67 yards, returned by Chris Carr for 38 yards (tackle by Dewayne Washington)",0.000,1.660
3,0:55,1,10,OAK 41,9,13,"Penalty on Courtney Anderson: False Start, 5 yards (no play)",1.660,1.330
3,0:46,1,15,OAK 36,9,13,Kerry Collins pass incomplete intended for Randy Moss is intercepted by Greg Wesley at OAK-49 and returned for 14 yards,1.330,-3.250
3,0:38,1,10,OAK 35,9,13,Larry Johnson up the middle for 2 yards (tackle by Grant Irons and Ted Washington),3.250,2.970
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,OAK 33,9,13,Trent Green pass complete to Eddie Kennison for 10 yards (tackle by Fabian Washington),2.970,4.040
4,14:21,1,10,OAK 23,9,13,Larry Johnson up the middle for 5 yards (tackle by Grant Irons),4.040,4.210
4,13:45,2,5,OAK 18,9,13,Larry Johnson up the middle for 3 yards (tackle by Warren Sapp and Jarrod Cooper),4.210,4.050
4,13:04,3,2,OAK 15,9,19,"Larry Johnson left end for 15 yards, touchdown",4.050,7.000
4,,,,OAK 2,9,20,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,9,20,"Lawrence Tynes kicks off 66 yards, returned by Chris Carr for 25 yards (tackle by Rich Scanlon)",0.000,0.870
4,12:50,1,10,OAK 29,9,20,Kerry Collins pass complete to Doug Gabriel for 12 yards (tackle by Eric Warfield),0.870,1.660
4,12:15,1,10,OAK 41,9,20,Kerry Collins pass complete to Courtney Anderson for 13 yards (tackle by Dewayne Washington),1.660,2.520
4,11:33,1,10,KAN 46,9,20,Kerry Collins pass incomplete intended for Doug Gabriel,2.520,1.980
4,11:28,2,10,KAN 46,9,20,"Kerry Collins pass incomplete intended for Jerry Porter. Penalty on Benny Sapp: Defensive Pass Interfere, 12 yards (no play)",1.980,3.310
4,11:22,1,10,KAN 34,9,20,"Kerry Collins pass incomplete intended for Doug Gabriel (defended by Eric Warfield). Penalty on Jared Allen: Roughing the Passer, 15 yards, Penalty on Jared Allen: Unsportsmanlike Conduct, 10 yards (no play)",3.310,5.140
4,11:15,,,,9,20,Timeout #1 by Kansas City Chiefs,0.000,5.140
4,11:15,1,9,KAN 9,9,20,Kerry Collins pass complete to Jerry Porter for 5 yards (tackle by Eric Warfield),5.140,5.340
4,10:40,2,4,KAN 4,9,20,Kerry Collins pass incomplete intended for Randy Moss,5.340,4.490
4,10:35,3,4,KAN 4,15,20,"Kerry Collins pass complete to Jerry Porter for 4 yards, touchdown",4.490,7.000
4,,,,,15,20,"Two Point Attempt: Kerry Collins pass incomplete intended for Jerry Porter, conversion fails",1.000,-1.000
4,,,,OAK 30,15,20,"Sebastian Janikowski kicks off 55 yards, returned by Dante Hall for 20 yards (tackle by Isaiah Ekejiuba)",0.000,1.270
4,10:25,1,10,KAN 35,15,20,Larry Johnson up the middle for 3 yards (tackle by Ted Washington and Danny Clark),1.270,1.130
4,9:46,2,7,KAN 38,15,20,Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Renaldo Hill),1.130,0.830
4,9:02,3,4,KAN 41,15,20,Trent Green pass complete to Dante Hall for 3 yards (tackle by Nnamdi Asomugha),0.830,-0.460
4,8:21,4,1,KAN 44,15,20,Dustin Colquitt punts 40 yards,-0.460,0.140
4,8:07,1,10,OAK 16,15,20,Kerry Collins pass complete to Courtney Anderson for 13 yards (tackle by Kawika Mitchell and Benny Sapp),-0.140,0.870
4,7:29,1,10,OAK 29,15,20,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Dewayne Washington),0.870,0.330
4,7:23,2,10,OAK 29,15,20,Kerry Collins pass complete to LaMont Jordan for 6 yards (tackle by Benny Sapp),0.330,0.430
4,6:42,3,4,OAK 35,15,20,"Kerry Collins pass incomplete. Penalty on Dewayne Washington: Defensive Holding, 5 yards (no play)",0.430,1.600
4,6:38,1,10,OAK 40,15,20,LaMont Jordan up the middle for 3 yards (tackle by Lional Dalton),1.600,1.460
4,5:56,2,7,OAK 43,15,20,Kerry Collins pass complete to Doug Gabriel for 19 yards (tackle by Eric Warfield),1.460,3.050
4,5:15,1,10,KAN 38,15,20,Kerry Collins pass complete to Jerry Porter for 4 yards (tackle by Benny Sapp),3.050,3.050
4,4:37,2,6,KAN 34,15,20,LaMont Jordan up the middle for 5 yards (tackle by William Bartee),3.050,3.010
4,3:59,3,1,KAN 29,15,20,LaMont Jordan up the middle for 3 yards (tackle by Sammy Knight),3.010,3.840
4,3:20,1,10,KAN 26,15,20,Kerry Collins pass complete to LaMont Jordan for 6 yards (tackle by John Browning),3.840,4.110
4,2:40,2,4,KAN 20,15,20,Kerry Collins pass incomplete intended for LaMont Jordan,4.110,3.400
4,2:34,3,4,KAN 20,15,20,LaMont Jordan up the middle for 6 yards (tackle by Sammy Knight),3.400,4.650
4,2:00,1,10,KAN 14,15,20,Kerry Collins pass complete to LaMont Jordan for 7 yards (tackle by Dewayne Washington),4.650,5.280
4,1:55,2,3,KAN 7,15,20,Kerry Collins pass incomplete intended for Jerry Porter (defended by Benny Sapp),5.280,4.500
4,1:50,3,3,KAN 7,21,20,"Kerry Collins pass complete to Randy Moss for 7 yards, touchdown",4.500,7.000
4,,,,,23,20,Two Point Attempt: conversion succeeds,1.000,1.000
4,,,,OAK 30,23,20,"Sebastian Janikowski kicks off 50 yards, returned by Dante Hall for 8 yards (tackle by Reggie Tongue)",0.000,0.810
4,1:38,1,10,KAN 28,23,20,Trent Green pass incomplete intended for Eddie Kennison,0.810,0.260
4,1:38,2,10,KAN 28,23,20,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",0.260,-0.410
4,1:32,2,15,KAN 23,23,20,Trent Green pass complete to Chris Horn for 12 yards (tackle by Renaldo Hill),-0.410,0.500
4,1:13,3,3,KAN 35,23,20,Trent Green pass complete to Larry Johnson for 5 yards (tackle by Jarrod Cooper),0.500,1.600
4,0:53,1,10,KAN 40,23,20,Trent Green pass complete to Larry Johnson for 7 yards (tackle by Jarrod Cooper),1.600,2.000
4,0:34,2,3,KAN 47,23,20,"Trent Green sacked by Tommy Kelly for -7 yards. Penalty on Ed Jasper: Tripping, 10 yards",2.000,2.260
4,0:27,1,10,KAN 50,23,20,Trent Green pass complete to Eddie Kennison for 13 yards (tackle by Fabian Washington),2.260,3.120
4,0:19,,,,23,20,Timeout #2 by Kansas City Chiefs,0.000,3.120
4,0:19,1,10,OAK 37,23,20,Trent Green pass complete to Larry Johnson for 36 yards (tackle by Nnamdi Asomugha),3.120,6.970
4,0:05,,,,23,20,Timeout #3 by Kansas City Chiefs,0.000,0.000
4,0:05,,,,23,20,Timeout #1 by Oakland Raiders,0.000,6.970
4,0:05,1,1,OAK 1,23,26,"Larry Johnson up the middle for 1 yard, touchdown",6.970,7.000
4,,,,OAK 2,23,27,Lawrence Tynes kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
