#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:54,WAS 41,7,2:58,22,Interception
2,1,9:47,WAS 14,3,2:06,-9,Punt
3,1,6:44,WAS 11,10,5:22,89,Touchdown
4,2,12:44,WAS 44,4,1:46,10,Punt
5,2,7:08,WAS 28,4,2:02,11,Punt
6,2,2:00,WAS 38,7,1:36,32,Missed FG
7,2,0:02,WAS 38,1,0:02,-1,End of Half
8,3,15:00,WAS 25,4,1:30,9,Punt
9,3,12:49,IND 13,4,1:31,13,Touchdown
10,3,9:21,WAS 14,5,3:15,18,Punt
11,3,6:06,IND 39,5,2:13,18,Field Goal
12,4,14:23,WAS 17,3,1:35,6,Punt
13,4,8:41,WAS 8,12,5:55,92,Touchdown
14,4,2:13,WAS 38,4,0:31,0,Downs
15,4,0:32,WAS 20,1,0:08,0,Interception
