#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,IND 19,3,2:06,4,Punt
2,1,9:56,IND 43,1,0:09,57,Touchdown
3,1,7:41,WAS 48,3,0:57,3,Punt
4,1,1:22,IND 16,12,3:38,84,Touchdown
5,2,10:58,IND 14,11,3:50,66,Missed FG
6,2,5:06,IND 22,8,3:06,53,Field Goal
7,2,0:24,IND 38,4,0:22,32,Missed FG
8,3,13:30,IND 16,2,0:41,-3,Fumble
9,3,11:18,IND 34,4,1:57,66,Touchdown
10,3,3:53,IND 25,9,4:30,58,Fumble
11,4,12:48,IND 36,8,4:07,49,Field Goal
12,4,2:46,IND 20,3,0:33,0,Punt
13,4,1:42,WAS 38,3,1:10,-4,Punt
14,4,0:24,IND 43,1,0:24,-1,End of Game
