Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Seahawks,-6.0,-6.25,-5.5,-0.42,-2.43,-4.34,-9.9,4.24,6.31,5.19,-2.7,5.43,3.12,-2.84,2.18
Redskins,6.0,4.34,9.9,-4.24,-6.31,6.25,5.5,0.42,2.43,-5.19,-5.43,2.7,2.84,-3.12,-2.18
