Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,0.610
1,15:00,1,10,JAX 25,0,0,Cody Kessler pass complete short left to T.J. Yeldon for 1 yard,0.610,0.200
1,14:28,2,9,JAX 26,0,0,Cody Kessler pass complete short left to T.J. Yeldon for 10 yards (tackle by Anthony Walker and Darius Leonard),0.200,1.330
1,13:48,1,10,JAX 36,0,0,"Carlos Hyde middle for 5 yards (tackle by Denico Autry). Carlos Hyde fumbles (forced by Denico Autry), recovered by Anthony Walker at JAX-42 (tackle by Carlos Hyde)",1.330,-2.790
1,13:30,1,10,JAX 42,0,0,Marlon Mack left end for -1 yards (tackle by Calais Campbell),2.790,2.110
1,12:51,2,11,JAX 43,0,0,Zach Pascal left end for 2 yards (tackle by Telvin Smith and Myles Jack),2.110,1.680
1,12:12,3,9,JAX 41,0,0,Andrew Luck pass incomplete deep right intended for Eric Ebron is intercepted by D.J. Hayden at JAX-18 and returned for 10 yards,1.680,-0.810
1,12:01,1,10,JAX 28,0,0,Cody Kessler pass incomplete short middle intended for Donte Moncrief,0.810,0.260
1,11:54,2,10,JAX 28,0,0,T.J. Yeldon middle for 2 yards (tackle by Al-Quadin Muhammad),0.260,-0.160
1,11:18,3,8,JAX 30,0,0,Cody Kessler middle for 7 yards,-0.160,-0.910
1,10:45,4,1,JAX 37,0,0,"Logan Cooke punts 55 yards, fair catch by Chester Rogers. Penalty on C.J. Reavis: Fair Catch Interference, 15 yards",-0.910,-0.480
1,10:36,1,10,IND 23,0,0,"Andrew Luck sacked by Yannick Ngakoue for -8 yards. Andrew Luck fumbles (forced by Yannick Ngakoue), recovered by Andrew Luck at IND-12. Penalty on Tashaun Gipson: Defensive Holding, 5 yards (no play)",0.480,0.810
1,10:07,1,10,IND 28,0,0,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,0.810,0.260
1,10:02,2,10,IND 28,0,0,Marlon Mack right end for 7 yards (tackle by Yannick Ngakoue),0.260,0.500
1,9:21,3,3,IND 35,0,0,Andrew Luck pass complete short middle to Nyheim Hines for 4 yards (tackle by Telvin Smith),0.500,1.530
1,8:47,1,10,IND 39,0,0,Andrew Luck pass complete short left to Marlon Mack for 6 yards (tackle by D.J. Hayden),1.530,1.800
1,8:08,2,4,IND 45,0,0,Marlon Mack middle for 2 yards (tackle by Telvin Smith),1.800,1.360
1,7:49,3,2,IND 47,0,0,Marlon Mack right end for 1 yard (tackle by Abry Jones),1.360,-0.190
1,7:04,,,,,,Timeout #1 by Indianapolis Colts,,
1,7:04,4,1,IND 48,0,0,"Rigoberto Sanchez punts 38 yards, fair catch by Dede Westbrook",-0.190,0.280
1,6:57,1,10,JAX 14,0,0,"Cody Kessler sacked by Matthew Adams for -9 yards. Penalty on Matthew Adams: Lowering the Head to Initiate Contact, 15 yards (no play)",-0.280,0.870
1,6:44,1,10,JAX 29,0,0,Carlos Hyde left end for no gain (tackle by Margus Hunt),0.870,0.330
1,6:02,2,10,JAX 29,0,0,Cody Kessler pass incomplete short left intended for T.J. Yeldon,0.330,-0.360
1,6:01,3,10,JAX 29,0,0,Cody Kessler pass complete short right to James O'Shaughnessy for 5 yards (tackle by Pierre Desir and Darius Leonard),-0.360,-1.110
1,5:27,4,5,JAX 34,0,0,"Logan Cooke punts 29 yards, out of bounds",-1.110,-1.400
1,5:17,1,10,IND 37,0,0,Andrew Luck pass incomplete deep middle intended for Dontrelle Inman (defended by A.J. Bouye),1.400,0.860
1,5:11,2,10,IND 37,0,0,Marlon Mack right end for 5 yards (tackle by Myles Jack and Dawuane Smoot),0.860,0.830
1,4:26,3,5,IND 42,0,0,"Andrew Luck pass incomplete short middle intended for Eric Ebron (defended by Tashaun Gipson). Penalty on Ronnie Harrison: Unsportsmanlike Conduct, 15 yards",0.830,2.720
1,4:20,1,10,JAX 43,0,0,Andrew Luck pass complete short middle to Eric Ebron for 10 yards (tackle by Telvin Smith),2.720,3.380
1,3:38,1,10,JAX 33,0,0,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,3.380,2.840
1,3:32,2,10,JAX 33,0,0,Marlon Mack left end for 4 yards (tackle by Telvin Smith),2.840,2.680
1,2:48,3,6,JAX 29,0,0,Andrew Luck pass complete short middle to T.Y. Hilton for 7 yards (tackle by Telvin Smith),2.680,4.110
1,2:05,1,10,JAX 22,0,0,"Andrew Luck pass complete short left to Ryan Grant for 6 yards (tackle by Jalen Ramsey). Penalty on Nyheim Hines: Illegal Shift, 5 yards (no play)",4.110,3.780
1,1:39,1,15,JAX 27,0,0,Andrew Luck pass complete short middle to Eric Ebron for 8 yards (tackle by Telvin Smith),3.780,3.970
1,1:00,2,7,JAX 19,0,0,Andrew Luck pass incomplete,3.970,3.260
1,0:53,3,7,JAX 19,0,0,Andrew Luck pass complete short left to T.Y. Hilton for 7 yards (tackle by Myles Jack),3.260,4.780
1,0:10,1,10,JAX 12,0,0,"Marlon Mack middle for -3 yards (tackle by Calais Campbell). Penalty on Joe Haeg: Offensive Holding, 10 yards (no play)",4.780,4.110
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,JAX 22,0,0,Andrew Luck pass incomplete short left intended for T.Y. Hilton,4.110,2.870
2,14:53,2,20,JAX 22,0,0,Andrew Luck right end for 5 yards (tackle by Jalen Ramsey),2.870,2.840
2,14:11,3,15,JAX 17,0,0,Andrew Luck pass complete short left to Nyheim Hines for 6 yards (tackle by Yannick Ngakoue),2.840,2.700
2,13:29,4,9,JAX 11,0,0,"Adam Vinatieri 29 yard field goal good. Penalty on Taven Bryan: Unnecessary Roughness, 6 yards (no play)",2.700,6.060
2,13:26,1,5,JAX 5,0,0,Andrew Luck pass incomplete,6.060,5.150
2,13:15,2,5,JAX 5,0,0,Andrew Luck pass incomplete short right intended for Eric Ebron,5.150,4.260
2,13:14,3,5,JAX 5,0,0,Andrew Luck pass complete short left to Nyheim Hines for 4 yards (tackle by A.J. Bouye),4.260,3.550
2,12:32,4,1,JAX 1,0,0,Andrew Luck pass complete short middle to Jordan Wilkins for no gain,3.550,0.380
2,12:27,1,10,JAX 1,0,0,Carlos Hyde middle for 1 yard (tackle by Clayton Geathers and Darius Leonard),-0.380,-0.710
2,11:44,2,9,JAX 2,0,0,Cody Kessler pass complete short right to T.J. Yeldon for 3 yards (tackle by Pierre Desir),-0.710,-0.950
2,11:08,3,6,JAX 5,0,0,Cody Kessler sacked by Denico Autry for -2 yards,-0.950,-2.490
2,10:32,4,8,JAX 3,0,0,"Logan Cooke punts 37 yards, out of bounds",-2.490,-2.920
2,10:24,1,10,JAX 40,0,0,Andrew Luck pass complete short right to Dontrelle Inman for 8 yards (tackle by A.J. Bouye),2.920,3.450
2,9:44,2,2,JAX 32,0,0,Andrew Luck pass incomplete short middle intended for Dontrelle Inman (defended by D.J. Hayden),3.450,2.740
2,9:41,3,2,JAX 32,0,0,Nyheim Hines middle for 1 yard (tackle by Dawuane Smoot),2.740,1.410
2,8:59,4,1,JAX 31,0,0,"Eric Ebron right end for -9 yards (tackle by Telvin Smith and Myles Jack). Eric Ebron fumbles (forced by Telvin Smith), recovered by Myles Jack at JAX-40 (tackle by Ryan Hewitt)",1.410,-1.600
2,8:52,1,10,JAX 40,0,0,T.J. Yeldon middle for 4 yards (tackle by Anthony Walker),1.600,1.590
2,8:17,2,6,JAX 44,0,0,T.J. Yeldon middle for 3 yards (tackle by Darius Leonard),1.590,1.290
2,7:38,3,3,JAX 47,0,0,"Cody Kessler pass incomplete deep right intended for Keelan Cole (defended by Pierre Desir). Penalty on Pierre Desir: Defensive Pass Interference, 15 yards (no play)",1.290,3.050
2,7:31,1,10,IND 38,0,0,Cody Kessler pass incomplete deep left intended for Dede Westbrook,3.050,2.510
2,7:24,2,10,IND 38,0,0,Carlos Hyde middle for 3 yards (tackle by Anthony Walker),2.510,2.210
2,7:24,3,7,IND 35,0,0,"Penalty on A.J. Cann: False Start, 5 yards (no play)",2.210,1.550
2,6:34,3,12,IND 40,0,0,Cody Kessler pass complete short middle to Donte Moncrief for 18 yards,1.550,4.110
2,5:53,1,10,IND 22,0,0,Carlos Hyde middle for 8 yards (tackle by Kemoko Turay),4.110,4.850
2,5:13,2,2,IND 14,0,0,"Carlos Hyde right end for 5 yards (tackle by Pierre Desir). Penalty on Tyler Shatley: Offensive Holding, 10 yards",4.850,3.970
2,4:55,2,7,IND 19,0,0,Cody Kessler middle for 4 yards (tackle by Grover Stewart and Al Woods),3.970,3.930
2,4:17,3,3,IND 15,0,0,T.J. Yeldon middle for 3 yards (tackle by Denico Autry and Clayton Geathers),3.930,4.780
2,3:30,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,3:26,1,10,IND 12,0,0,Carlos Hyde right end for -2 yards (tackle by Darius Leonard and Clayton Geathers),4.780,3.790
2,2:52,2,12,IND 14,0,0,Cody Kessler middle for 2 yards (tackle by Denico Autry),3.790,3.120
2,2:13,3,10,IND 12,0,0,Cody Kessler pass incomplete. Penalty on Jermey Parnell: Offensive Holding (Declined),3.120,2.630
2,2:13,4,10,IND 12,0,3,Josh Lambo 30 yard field goal good,2.630,3.000
2,2:03,,,JAX 35,0,3,"Josh Lambo kicks off 65 yards, touchback",0.000,0.610
2,2:03,1,10,IND 25,0,3,Nyheim Hines left end for no gain (tackle by Malik Jackson),0.610,0.060
2,1:59,2,10,IND 25,0,3,Andrew Luck pass complete short right to Eric Ebron for 7 yards (tackle by Myles Jack),0.060,0.300
2,1:30,3,3,IND 32,0,3,Andrew Luck pass complete short right to T.Y. Hilton for 7 yards (tackle by Jalen Ramsey),0.300,1.530
2,1:10,1,10,IND 39,0,3,Andrew Luck pass complete short left to Eric Ebron for 5 yards (tackle by D.J. Hayden),1.530,1.660
2,0:50,2,5,IND 44,0,3,Andrew Luck pass complete short right to Eric Ebron for 6 yards (tackle by Myles Jack),1.660,2.260
2,0:42,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:42,1,10,IND 50,0,3,Andrew Luck pass incomplete short left intended for Ryan Grant,2.260,1.710
2,0:38,2,10,IND 50,0,3,Andrew Luck sacked by Yannick Ngakoue for -7 yards,1.710,0.100
2,0:29,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:29,3,17,IND 43,0,3,Andrew Luck pass complete short middle to Nyheim Hines for 2 yards (tackle by Telvin Smith),0.100,-0.390
2,0:22,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:22,4,15,IND 45,0,3,"Rigoberto Sanchez punts 55 yards, touchback",-0.390,-0.280
2,0:15,1,10,JAX 20,0,3,Cody Kessler pass complete short middle to T.J. Yeldon for 9 yards (tackle by Pierre Desir),0.280,0.950
2,0:08,2,1,JAX 29,0,3,Cody Kessler pass complete short right to Keelan Cole for 5 yards,0.950,1.200
2,0:03,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:03,1,10,JAX 34,0,3,Cody Kessler pass complete short right to James O'Shaughnessy for 14 yards (tackle by Pierre Desir),1.200,2.130
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,0,3,"Josh Lambo kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,IND 25,0,3,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Jalen Ramsey),0.610,0.060
3,14:53,2,10,IND 25,0,3,Marlon Mack middle for 6 yards (tackle by Myles Jack),0.060,0.170
3,14:11,3,4,IND 31,0,3,"Andrew Luck pass complete short left to Ryan Grant for 7 yards (tackle by Ronnie Harrison). Penalty on Ryan Grant: Offensive Pass Interference, 10 yards (no play)",0.170,-1.150
