Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Fabian Moreau,WAS,0,5,5,100.0%,78,15.6,15.6,0,118.7,10.4,52,26,0,0,0,0.0,0,5,0,0.0%
Zach Brown,WAS,0,5,5,100.0%,69,13.8,13.8,0,118.7,3.4,17,52,0,0,0,0.0,0,6,0,0.0%
Quinton Dunbar,WAS,0,7,5,71.4%,48,9.6,6.9,0,90.2,3.7,26,22,0,0,0,0.0,0,6,1,14.3%
Mason Foster,WAS,0,4,4,100.0%,32,8.0,8.0,0,100.0,1.8,7,25,3,0,0,0.0,0,10,1,9.1%
Greg Stroman,WAS,0,2,2,100.0%,43,21.5,21.5,1,158.3,18.0,36,7,0,0,0,0.0,0,1,0,0.0%
Preston Smith,WAS,0,1,1,100.0%,6,6.0,6.0,0,91.7,1.0,1,5,2,0,0,0.0,0,4,0,0.0%
Josh Norman,WAS,0,1,1,100.0%,1,1.0,1.0,1,118.7,1.0,1,0,0,0,0,0.0,0,3,0,0.0%
Daron Payne,WAS,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Ryan Kerrigan,WAS,0,0,0,,,,,,,,,,2,1,0,1.0,2,3,0,0.0%
Matthew Ioannidis,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,1,25.0%
D.J. Swearinger,WAS,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%
Josh Harvey-Clemons,WAS,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Montae Nicholson,WAS,0,1,0,0.0%,,,0.0,,39.6,2.0,,,4,0,0,0.0,0,3,0,0.0%
Pernell McPhee,WAS,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Justin Hardee,NOR,1,9,6,66.7%,86,14.3,9.6,0,57.9,8.6,38,48,0,0,0,0.0,0,4,2,33.3%
Vonn Bell,NOR,0,7,6,85.7%,74,12.3,10.6,0,110.7,7.7,54,20,1,0,0,0.0,0,8,1,11.1%
Demario Davis,NOR,0,6,5,83.3%,45,9.0,7.5,0,97.9,4.3,19,26,6,2,0,0.0,2,6,3,33.3%
Ken Crawley,NOR,0,4,2,50.0%,13,6.5,3.3,0,57.3,15.5,8,5,0,0,0,0.0,0,3,0,0.0%
P.J. Williams,NOR,0,6,1,16.7%,24,24.0,4.0,0,43.7,11.0,20,4,0,0,0,0.0,0,2,0,0.0%
Marshon Lattimore,NOR,0,1,1,100.0%,6,6.0,6.0,0,91.7,6.0,6,0,0,0,0,0.0,0,1,0,0.0%
A.J. Klein,NOR,0,1,1,100.0%,5,5.0,5.0,0,87.5,4.0,4,1,4,0,0,0.0,0,6,0,0.0%
Kurt Coleman,NOR,0,1,1,100.0%,17,17.0,17.0,0,118.7,5.0,5,12,1,0,0,0.0,0,3,1,25.0%
Cameron Jordan,NOR,0,0,0,,,,,,,,,,0,4,0,1.0,5,2,0,0.0%
Marcus Davenport,NOR,0,0,0,,,,,,,,,,0,2,1,1.0,4,3,0,0.0%
Sheldon Rankins,NOR,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Tyeler Davison,NOR,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Craig Robertson,NOR,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Taylor Stallworth,NOR,0,1,0,0.0%,13,,13.0,0,79.2,6.0,6,7,0,0,0,0.0,0,1,0,0.0%
Marcus Williams,NOR,0,2,0,0.0%,,,0.0,,39.6,23.0,,,0,0,0,0.0,0,1,0,0.0%
Alex Anzalone,NOR,0,1,0,0.0%,,,0.0,,39.6,7.0,,,1,0,0,0.0,0,1,1,50.0%
