Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenyan Drake,ARI,12,60,1,5,40,3.3,20,1.7,0,
Kyler Murray,ARI,2,0,0,0,0,0.0,0,0.0,0,
Chase Edmonds,ARI,1,-1,0,,-2,-2.0,1,1.0,0,
Brett Hundley,ARI,1,6,0,,4,4.0,2,2.0,0,
Christian Kirk,ARI,1,6,0,0,4,4.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,20,68,0,2,40,2.0,28,1.4,0,
Malcolm Brown,LAR,9,26,1,2,10,1.1,16,1.8,0,
Jared Goff,LAR,2,4,0,0,4,2.0,0,0.0,0,
Nick Scott,LAR,1,6,0,,6,6.0,0,0.0,0,
Robert Woods,LAR,1,9,0,0,6,6.0,3,3.0,0,
