Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
1,4:34,3,8,NYG 34,3,7,Eli Manning pass incomplete short right intended for David Tyree,0.100,-1.110
1,4:25,4,8,NYG 34,3,7,"Jeff Feagles punts 42 yards, out of bounds",-1.110,-0.540
1,4:17,1,10,CHI 24,3,7,Rex Grossman pass complete deep middle to Muhsin Muhammad for 25 yards (tackle by Will Demps and Gibril Wilson),0.540,2.190
1,3:43,1,10,CHI 49,3,7,Rex Grossman pass complete short right to Jason McKie for 7 yards (tackle by Reggie Torbor),2.190,2.590
1,3:24,2,3,NYG 44,3,7,Cedric Benson left end for -5 yards (tackle by Barry Cofield),2.590,1.220
1,2:42,3,8,NYG 49,3,7,"Penalty on Fred Miller: False Start, 5 yards (no play)",1.220,0.560
1,2:17,3,13,CHI 46,3,7,Rex Grossman pass incomplete deep middle intended for Muhsin Muhammad,0.560,-0.320
1,2:08,4,13,CHI 46,3,7,"Brad Maynard punts 27 yards, out of bounds",-0.320,-0.740
1,2:00,1,10,NYG 27,3,7,Eli Manning pass complete short left to David Tyree for 7 yards (tackle by Brian Urlacher),0.740,1.140
1,1:31,2,3,NYG 34,3,7,Tiki Barber right tackle for -2 yards (tackle by Brian Urlacher and Hunter Hillenmeyer),1.140,0.170
1,0:48,3,5,NYG 32,3,7,Eli Manning pass incomplete short middle intended for David Tyree (defended by Lance Briggs),0.170,-1.240
1,0:39,4,5,NYG 32,3,7,"Jeff Feagles punts 33 yards, out of bounds",-1.240,-1.270
1,0:31,1,10,CHI 35,3,7,"Thomas Jones right tackle for -4 yards (tackle by Gibril Wilson and Gerris Wilkinson). Thomas Jones fumbles (forced by Gibril Wilson), recovered by Gibril Wilson at CHI-31 (tackle by Desmond Clark)",1.270,-3.510
1,0:24,1,10,CHI 31,3,7,"Tiki Barber right tackle for 2 yards (tackle by Tommie Harris). Penalty on Shaun O'Hara: Offensive Holding, 10 yards (no play)",3.510,2.850
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,CHI 41,3,7,Eli Manning pass complete short left to Tiki Barber for 4 yards (tackle by Hunter Hillenmeyer),2.850,2.160
2,14:37,2,16,CHI 37,3,7,"Eli Manning pass complete short left to Tiki Barber for no gain. Penalty on Shaun O'Hara: Ineligible Downfield Pas (Offsetting), Penalty on Nathan Vasher: Defensive Holding (Offsetting) (no play)",2.160,2.160
2,14:24,2,16,CHI 37,3,7,Eli Manning pass complete short right to David Tyree for 9 yards (tackle by Lance Briggs and Ricky Manning),2.160,2.680
2,13:40,3,7,CHI 28,3,7,Eli Manning pass incomplete short left intended for David Tyree,2.680,1.590
2,13:30,4,7,CHI 28,3,10,Jay Feely 46 yard field goal good,1.590,3.000
2,13:30,,,NYG 30,3,10,"Jay Feely kicks off 65 yards, returned by Rashied Davis for 23 yards (tackle by Jay Feely)",0.000,0.810
2,13:18,1,10,CHI 28,3,10,Cedric Benson middle for 2 yards (tackle by Fred Robbins and Antonio Pierce),0.810,0.530
2,12:43,2,8,CHI 30,3,10,Rex Grossman pass complete short right to Cedric Benson for -1 yards (tackle by Reggie Torbor and Antonio Pierce),0.530,-0.300
2,12:06,3,9,CHI 29,3,10,Rex Grossman pass incomplete deep left intended for Mark Bradley,-0.300,-1.440
2,11:56,4,9,CHI 29,3,10,"Brad Maynard punts 51 yards, returned by Chad Morton for 9 yards (tackle by Leon Joe)",-1.440,-0.870
2,11:44,1,10,NYG 29,3,10,Tiki Barber right end for 9 yards (tackle by Nathan Vasher),0.870,1.540
2,11:07,2,1,NYG 38,3,10,Tiki Barber left tackle for -1 yards (tackle by Brian Urlacher),1.540,0.700
2,10:24,3,2,NYG 37,3,10,Eli Manning pass complete short right to Visanthe Shiancoe for 4 yards (tackle by Lance Briggs),0.700,1.660
2,9:44,1,10,NYG 41,3,10,Eli Manning pass complete short right to Plaxico Burress for 10 yards (tackle by Charles Tillman),1.660,2.320
2,9:01,1,10,CHI 49,3,10,Tiki Barber right end for no gain (tackle by Lance Briggs),2.320,1.780
2,8:24,2,10,CHI 49,3,10,Eli Manning pass incomplete short middle intended for Plaxico Burress (defended by Charles Tillman),1.780,1.090
2,8:12,3,10,CHI 49,3,10,Eli Manning pass incomplete short middle intended for David Tyree,1.090,0.000
2,8:07,4,10,CHI 49,3,10,"Jeff Feagles punts 41 yards, returned by Devin Hester for 3 yards (tackle by Mathias Kiwanuka)",0.000,0.370
2,7:55,1,10,CHI 11,3,10,Thomas Jones right tackle for 2 yards (tackle by Mathias Kiwanuka),-0.370,-0.630
2,7:21,2,8,CHI 13,3,10,Rex Grossman pass incomplete short left intended for Jason McKie (defended by Gibril Wilson),-0.630,-1.190
2,7:12,3,8,CHI 13,3,10,Thomas Jones middle for 2 yards (tackle by Antonio Pierce and Reggie Torbor),-1.190,-2.440
2,6:37,4,6,CHI 15,3,10,"Brad Maynard punts 52 yards, returned by Chad Morton for 36 yards (tackle by Brad Maynard)",-2.440,-3.510
2,6:17,1,10,CHI 31,3,10,Tiki Barber left guard for 1 yard (tackle by Adewale Ogunleye and Mark Anderson),3.510,3.100
2,5:47,2,9,CHI 30,3,10,Eli Manning pass complete short left to Plaxico Burress for 12 yards (tackle by Charles Tillman),3.100,4.370
2,4:59,1,10,CHI 18,3,10,Tiki Barber middle for 1 yard (tackle by Lance Briggs and Mark Anderson),4.370,3.940
2,4:10,2,9,CHI 17,3,10,"Eli Manning pass complete short middle to Plaxico Burress for 11 yards (tackle by Danieal Manning). Charles Tillman fumbles (forced by Chris Snee), recovered by Jeremy Shockey at CHI-13 (tackle by Ian Scott). Penalty on Bob Whitfield: Offensive Holding, 10 yards (no play)",3.940,2.610
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
2,3:52,2,19,CHI 27,3,10,Eli Manning pass complete short left to Tiki Barber for 7 yards (tackle by Lance Briggs),2.610,2.870
2,3:10,3,12,CHI 20,3,10,Tiki Barber right guard for -2 yards (tackle by Tank Johnson),2.870,1.990
2,2:27,4,14,CHI 22,3,13,Jay Feely 40 yard field goal good,1.990,3.000
2,2:27,,,NYG 30,3,13,"Jay Feely kicks off 61 yards, returned by Rashied Davis for 17 yards (tackle by Adrian Awasom)",0.000,0.670
2,2:15,1,10,CHI 26,3,13,Rex Grossman pass complete short left to Mark Bradley for 6 yards (tackle by Antonio Pierce),0.670,0.940
2,2:00,2,4,CHI 32,3,13,Rex Grossman pass complete short left to Thomas Jones for 8 yards (tackle by Sam Madison and Antonio Pierce),0.940,1.600
2,1:45,2,4,CHI 32,3,13,Timeout #1 by New York Giants,0.940,1.600
2,1:45,1,10,CHI 40,3,13,Rex Grossman pass incomplete short middle intended for Desmond Clark,1.600,1.050
2,1:39,2,10,CHI 40,3,13,"Penalty on John Tait: False Start, 5 yards (no play)",1.050,0.380
2,1:39,2,15,CHI 35,3,13,"Penalty on Fred Miller: False Start, 5 yards (no play)",0.380,-0.300
2,1:39,2,20,CHI 30,3,13,Rex Grossman pass complete short left to Thomas Jones for -2 yards (tackle by Antonio Pierce and Fred Robbins),-0.300,-1.220
2,1:30,2,20,CHI 30,3,13,Timeout #2 by New York Giants,-0.300,-1.220
2,1:30,3,22,CHI 28,3,13,Thomas Jones middle for 26 yards (tackle by James Butler and Antonio Pierce),-1.220,2.520
2,1:04,1,10,NYG 46,3,13,"Rex Grossman pass complete short left to Mark Bradley for 7 yards (tackle by Sam Madison). Penalty on Muhsin Muhammad: Illegal Shift, 5 yards (no play)",2.520,2.190
2,0:56,1,15,CHI 49,3,13,Rex Grossman pass incomplete short middle intended for Mark Bradley (defended by Antonio Pierce),2.190,1.300
2,0:48,2,15,CHI 49,3,13,Rex Grossman pass complete deep middle to Muhsin Muhammad for 22 yards (tackle by James Butler and Sam Madison),1.300,3.640
2,0:42,2,15,CHI 49,3,13,Timeout #2 by Chicago Bears,1.300,3.640
2,0:42,1,10,NYG 29,9,13,"Rex Grossman pass complete deep left to Mark Bradley for 29 yards, touchdown",3.640,7.000
2,0:42,,,NYG 2,10,13,Robbie Gould kicks extra point good,0.000,0.000
2,0:42,,,CHI 30,10,13,"Robbie Gould kicks off 61 yards, returned by Derrick Ward for 3 yards. Derrick Ward fumbles, recovered by Derrick Ward at NYG-22. Penalty on Cameron Worrell: Unnecessary Roughness, 15 yards",0.000,1.400
2,0:30,1,10,NYG 37,10,13,Tiki Barber middle for 6 yards (tackle by Tommie Harris and Lance Briggs),1.400,1.670
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,10,13,"Jay Feely kicks off 67 yards, returned by Rashied Davis for 33 yards (tackle by Jay Feely)",0.000,1.330
3,14:54,1,10,CHI 36,10,13,Rex Grossman pass complete deep middle to Muhsin Muhammad for 19 yards (tackle by Antonio Pierce),1.330,2.590
3,14:23,1,10,NYG 45,10,13,Thomas Jones right guard for 5 yards (tackle by Mathias Kiwanuka and Will Demps),2.590,2.720
3,13:47,2,5,NYG 40,10,13,Thomas Jones right guard for 10 yards (tackle by Will Demps),2.720,3.580
3,13:12,1,10,NYG 30,10,13,"Penalty on Fred Robbins: Encroachment, 5 yards (no play)",3.580,4.310
3,13:00,1,5,NYG 25,10,13,Rex Grossman pass incomplete short right intended for Muhsin Muhammad,4.310,3.710
3,12:48,2,5,NYG 25,10,13,Thomas Jones right guard for -1 yards (tackle by Antonio Pierce),3.710,2.870
3,12:10,3,6,NYG 26,10,13,"Rex Grossman pass complete short middle to Muhsin Muhammad for 21 yards (tackle by Corey Webster). Muhsin Muhammad fumbles (forced by Corey Webster), recovered by Will Demps at NYG-1 (tackle by Rashied Davis)",2.870,0.380
3,11:58,1,10,NYG 2,10,13,"Penalty on Eli Manning: False Start, 1 yards (no play)",-0.380,-0.420
3,11:58,1,11,NYG 1,10,13,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Ian Scott),-0.420,-0.850
3,11:54,2,11,NYG 1,10,13,Tiki Barber right guard for no gain (tackle by Adewale Ogunleye and Brian Urlacher),-0.850,-1.540
3,11:16,3,11,NYG 1,10,13,Eli Manning pass incomplete short middle intended for Plaxico Burress (defended by Charles Tillman),-1.540,-2.490
3,11:01,4,11,NYG 1,10,13,"Jeff Feagles punts 39 yards, returned by Devin Hester for -3 yards (tackle by Jason Bell)",-2.490,-2.720
3,10:48,1,10,NYG 43,10,13,Thomas Jones right end for 2 yards (tackle by Gibril Wilson),2.720,2.450
3,10:26,2,8,NYG 41,10,13,"Rex Grossman pass complete short right to Thomas Jones for 4 yards (tackle by R.W. McQuarters). Penalty on William Joseph: Roughing the Passer, 15 yards",2.450,4.110
3,9:55,1,10,NYG 22,10,13,"Rex Grossman pass incomplete deep left intended for Muhsin Muhammad. Penalty on R.W. McQuarters: Illegal Contact, 5 yards (no play)",4.110,4.440
3,9:47,1,10,NYG 17,10,13,Thomas Jones right guard for 7 yards (tackle by Antonio Pierce and Will Demps),4.440,5.100
3,9:15,2,3,NYG 10,10,13,"Thomas Jones middle for 6 yards. Penalty on John Gilmore: Offensive Holding, 10 yards",5.100,4.320
3,9:08,2,7,NYG 14,10,13,Thomas Jones right guard for 4 yards (tackle by Reggie Torbor),4.320,4.340
3,8:29,3,3,NYG 10,16,13,"Rex Grossman pass complete short right to Muhsin Muhammad for 10 yards, touchdown",4.340,7.000
3,8:29,,,NYG 2,17,13,Robbie Gould kicks extra point good,0.000,0.000
3,8:29,,,CHI 30,17,13,"Robbie Gould kicks off 66 yards, returned by Derrick Ward for 25 yards (tackle by Cameron Worrell)",0.000,0.870
3,8:13,1,10,NYG 29,17,13,"Eli Manning for no gain. Eli Manning fumbles, recovered by Tiki Barber at NYG-29",0.870,0.330
3,7:38,2,10,NYG 29,17,13,"Eli Manning sacked by Alex Brown for -8 yards. Eli Manning fumbles (forced by Alex Brown), recovered by Adewale Ogunleye at NYG-21. Penalty on Bob Whitfield: Offensive Holding (Declined)",0.330,-4.170
3,7:23,1,10,NYG 21,17,13,Thomas Jones right end for 2 yards (tackle by Corey Webster),4.170,3.900
3,6:59,2,8,NYG 19,17,13,Rex Grossman pass complete short left to Mark Bradley for 6 yards (tackle by R.W. McQuarters),3.900,4.240
3,6:20,3,2,NYG 13,17,13,Thomas Jones left end for 11 yards (tackle by Gibril Wilson and Gerris Wilkinson),4.240,6.740
3,5:45,1,2,NYG 2,23,13,"Rex Grossman pass complete short middle to Desmond Clark for 2 yards, touchdown",6.740,7.000
3,5:45,,,NYG 2,24,13,Robbie Gould kicks extra point good,0.000,0.000
3,5:45,,,CHI 30,24,13,"Robbie Gould kicks off 60 yards, returned by Derrick Ward for 21 yards (tackle by Israel Idonije)",0.000,1.000
3,5:29,1,10,NYG 31,24,13,Eli Manning pass incomplete short middle intended for David Tyree,1.000,0.460
3,5:24,2,10,NYG 31,24,13,Tiki Barber right tackle for no gain (tackle by Brian Urlacher and Lance Briggs),0.460,-0.230
3,4:48,3,10,NYG 31,24,13,Eli Manning pass complete short middle to Jeremy Shockey for 15 yards (tackle by Brian Urlacher),-0.230,1.990
3,4:10,1,10,NYG 46,24,13,Tiki Barber right guard for 46 yards (tackle by Lance Briggs),1.990,5.370
3,3:33,1,8,CHI 8,24,19,"Brandon Jacobs right tackle for 8 yards, touchdown",5.370,7.000
3,3:33,,,CHI 2,24,20,Jay Feely kicks extra point good,0.000,0.000
3,3:33,,,NYG 30,24,20,"Jay Feely kicks off 63 yards, returned by Rashied Davis for 16 yards (tackle by Chris Claiborne)",0.000,0.480
3,3:20,1,10,CHI 23,24,20,Rex Grossman pass incomplete deep left intended for Muhsin Muhammad,0.480,-0.070
3,3:15,2,10,CHI 23,24,20,Thomas Jones left guard for -3 yards (tackle by Will Demps and Fred Robbins),-0.070,-1.150
3,2:36,3,13,CHI 20,24,20,Rex Grossman pass complete short right to Muhsin Muhammad for 13 yards (tackle by Kevin Dockery and Antonio Pierce),-1.150,1.140
3,2:03,1,10,CHI 33,24,20,Rex Grossman pass complete deep middle to Rashied Davis for 26 yards (tackle by Corey Webster),1.140,2.850
3,1:20,1,10,NYG 41,24,20,Thomas Jones right guard for 5 yards (tackle by Gibril Wilson and Gerris Wilkinson),2.850,2.980
3,0:39,2,5,NYG 36,24,20,Thomas Jones left end for 1 yard (tackle by Fred Robbins),2.980,2.410
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,NYG 35,24,20,"Penalty on Fred Miller: False Start, 5 yards (no play)",2.410,1.750
4,15:00,3,9,NYG 40,24,20,Rex Grossman sacked by Fred Robbins for -9 yards,1.750,0.000
4,14:33,4,18,NYG 49,24,20,"Brad Maynard punts 28 yards, fair catch by Chad Morton",0.000,-0.340
4,14:23,1,10,NYG 21,24,20,"Tiki Barber right tackle for 5 yards (tackle by Lance Briggs). Penalty on Lance Briggs: Personal Foul, 15 yards",0.340,1.660
4,13:48,1,10,NYG 41,24,20,Eli Manning pass complete short right to Plaxico Burress for 10 yards (tackle by Charles Tillman),1.660,2.320
4,13:25,1,10,CHI 49,24,20,Tiki Barber right tackle for 8 yards (tackle by Alex Brown),2.320,2.860
4,12:37,2,2,CHI 41,24,20,Eli Manning pass complete short left to David Tyree for 12 yards,2.860,3.640
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
4,12:29,1,10,CHI 29,24,20,"Eli Manning sacked by Alex Brown for -10 yards. Eli Manning fumbles (forced by Alex Brown), ball out of bounds at CHI-43",3.640,1.210
4,12:25,2,24,CHI 43,24,20,Tiki Barber middle for 9 yards (tackle by Lance Briggs),1.210,1.750
4,11:49,3,15,CHI 34,24,20,Eli Manning pass incomplete short right intended for Plaxico Burress,1.750,1.060
4,11:49,4,15,CHI 34,30,20,"Jay Feely 52 yard field goal no good, returned by Devin Hester for 108 yards, touchdown. Penalty on Grey Ruegamer: Unnecessary Roughness, 15 yards",1.060,-7.000
4,11:20,,,NYG 2,31,20,Robbie Gould kicks extra point good,0.000,0.000
4,11:20,,,CHI 45,31,20,"Robbie Gould kicks off 57 yards, returned by Derrick Ward for 27 yards (tackle by Adrian Peterson)",0.000,0.610
4,11:13,1,10,NYG 25,31,20,Eli Manning pass incomplete short left intended for Tiki Barber,0.610,0.060
4,11:08,2,10,NYG 25,31,20,Eli Manning pass incomplete short right intended for David Tyree,0.060,-0.620
4,11:04,3,10,NYG 25,31,20,"Eli Manning pass incomplete deep right intended for Tim Carter is intercepted by Chris Harris at NYG-47 and returned for 16 yards. Penalty on Kareem McKenzie: Illegal Formation (Declined), Penalty on Brian Urlacher: Unsportsmanlike Conduct, 15 yards",-0.620,-2.520
4,10:53,1,10,NYG 46,31,20,Thomas Jones middle for 1 yard (tackle by Gibril Wilson and Barry Cofield),2.520,2.110
4,10:17,2,9,NYG 45,31,20,Rex Grossman pass complete deep middle to Mark Bradley for 38 yards (tackle by Gibril Wilson),2.110,5.600
4,9:37,1,7,NYG 7,31,20,Thomas Jones right tackle for 2 yards (tackle by Antonio Pierce and Gibril Wilson),5.600,5.150
4,9:00,2,5,NYG 5,31,20,Thomas Jones left guard for 3 yards (tackle by Fred Robbins),5.150,4.950
4,8:25,2,5,NYG 5,31,20,Timeout #2 by Chicago Bears,5.150,4.950
4,8:25,3,2,NYG 2,37,20,"Thomas Jones left guard for 2 yards, touchdown",4.950,7.000
4,8:25,,,NYG 2,38,20,Robbie Gould kicks extra point good,0.000,0.000
4,8:25,,,CHI 30,38,20,"Robbie Gould kicks off 65 yards, returned by Derrick Ward for 15 yards (tackle by Brendon Ayanbadejo)",0.000,0.280
4,8:16,1,10,NYG 20,38,20,Tiki Barber right guard for 19 yards (tackle by Tommie Harris and Danieal Manning),0.280,1.530
4,7:53,1,10,NYG 39,38,20,Eli Manning pass complete short left to David Tyree for 10 yards (tackle by Brian Urlacher),1.530,2.190
4,7:24,1,10,NYG 49,38,20,Eli Manning pass incomplete short right intended for Plaxico Burress,2.190,1.650
4,7:16,2,10,NYG 49,38,20,Eli Manning pass incomplete short middle intended for Jeremy Shockey,1.650,0.960
4,7:10,3,10,NYG 49,38,20,Eli Manning pass incomplete,0.960,-0.130
4,7:00,4,10,NYG 49,38,20,"Jeff Feagles punts 47 yards, out of bounds",-0.130,0.380
4,6:51,1,10,CHI 4,38,20,Thomas Jones right end for 2 yards (tackle by Antonio Pierce),-0.380,-0.630
4,6:09,2,8,CHI 6,38,20,Thomas Jones right guard for 7 yards (tackle by Gerris Wilkinson),-0.630,-0.370
4,5:56,2,8,CHI 6,38,20,Timeout #1 by New York Giants,-0.630,-0.370
4,5:56,3,1,CHI 13,38,20,Thomas Jones middle for 1 yard (tackle by Gerris Wilkinson),-0.370,-0.280
4,5:16,1,10,CHI 14,38,20,Thomas Jones right guard for 5 yards (tackle by Gerris Wilkinson and Corey Webster),-0.280,-0.040
4,5:05,1,10,CHI 14,38,20,Timeout #2 by New York Giants,-0.280,-0.040
4,5:05,2,5,CHI 19,38,20,Thomas Jones right guard for 4 yards (tackle by Antonio Pierce),-0.040,-0.320
4,4:58,2,5,CHI 19,38,20,Timeout #3 by New York Giants,-0.040,-0.320
4,4:58,3,1,CHI 23,38,20,Thomas Jones right end for 2 yards (tackle by Gerris Wilkinson),-0.320,0.610
4,4:13,1,10,CHI 25,38,20,Cedric Benson middle for 2 yards (tackle by Will Demps and Corey Webster),0.610,0.330
4,3:28,2,8,CHI 27,38,20,Cedric Benson left guard for 2 yards (tackle by Barry Cofield and William Joseph),0.330,-0.100
4,2:47,3,6,CHI 29,38,20,Cedric Benson left end for 7 yards (tackle by Gibril Wilson),-0.100,1.330
4,2:00,1,10,CHI 36,38,20,Rex Grossman kneels for -1 yards,1.330,0.660
4,1:20,2,11,CHI 35,38,20,Rex Grossman kneels for no gain,0.660,-0.030
4,0:37,3,11,CHI 35,38,20,Rex Grossman kneels for -1 yards,-0.030,-1.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
