Quarter,Time,Down,ToGo,Location,DET,STL,Detail,EPB,EPA
2,9:30,1,3,STL 3,3,13,Kevin Jones left tackle for 2 yards (tackle by Will Witherspoon),6.510,5.910
2,8:54,2,1,STL 1,9,13,"Jon Kitna pass complete short right to Mike Furrey for 1 yard, touchdown",5.910,7.000
2,,,,STL 2,10,13,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,10,13,"Jason Hanson kicks off 69 yards, returned by J.R. Reed for 20 yards (tackle by Cory Schlesinger)",0.000,0.340
2,8:44,1,10,STL 21,10,13,Marc Bulger pass complete short right to Kevin Curtis for 15 yards (tackle by Jamar Fletcher),0.340,1.330
2,8:09,1,10,STL 36,10,13,Steven Jackson middle for 1 yard (tackle by James Hall),1.330,0.930
2,7:41,2,9,STL 37,10,13,Marc Bulger pass incomplete short left intended for Torry Holt (defended by Dre' Bly),0.930,0.230
2,7:33,3,9,STL 37,10,13,Marc Bulger pass incomplete deep right intended for Torry Holt (defended by Daniel Bullocks),0.230,-0.910
2,7:29,4,9,STL 37,10,13,"Matt Turk punts 45 yards, fair catch by Eddie Drummond",-0.910,-0.040
2,7:21,1,10,DET 18,10,13,Kevin Jones left end for 4 yards (tackle by Victor Adeyanju),0.040,0.140
2,6:47,2,6,DET 22,10,13,Jon Kitna pass complete short right to Kevin Jones for -1 yards (tackle by Brandon Chillar),0.140,-0.790
2,6:03,3,7,DET 21,10,13,Jon Kitna pass complete short right to Mike Furrey for 11 yards (tackle by Travis Fisher),-0.790,1.070
2,5:20,1,10,DET 32,10,13,Jon Kitna pass complete short right to Marcus Pollard for 2 yards (tackle by Pisa Tinoisamoa),1.070,0.800
2,4:52,2,8,DET 34,10,13,Jon Kitna pass complete deep right to Roy Williams for 24 yards (tackle by Travis Fisher),0.800,2.790
2,4:18,1,10,STL 42,10,13,Jon Kitna pass complete short left to Roy Williams for 9 yards (tackle by Fakhir Brown),2.790,3.460
2,3:43,2,1,STL 33,10,13,Jon Kitna pass complete short left to Roy Williams for 8 yards (tackle by Fakhir Brown),3.460,3.910
2,3:12,1,10,STL 25,10,13,Kevin Jones middle for 2 yards (tackle by Will Witherspoon),3.910,3.630
2,2:44,,,,10,13,Timeout #2 by Detroit Lions,0.000,3.630
2,2:44,2,8,STL 23,10,13,Jon Kitna pass complete short right to Shawn Bryson for 9 yards (tackle by O.J. Atogwe),3.630,4.650
2,2:07,1,10,STL 14,10,13,Kevin Jones middle for 5 yards (tackle by La'Roi Glover),4.650,4.900
2,2:00,2,5,STL 9,10,13,Jon Kitna sacked by Pisa Tinoisamoa for -1 yards,4.900,3.820
2,1:17,3,6,STL 10,16,13,"Jon Kitna pass complete short right to Mike Furrey for 10 yards, touchdown",3.820,7.000
2,,,,STL 2,17,13,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,17,13,"Jason Hanson kicks off 71 yards, touchback",0.000,0.280
2,1:12,1,10,STL 20,17,13,"Marc Bulger sacked by James Hall for -7 yards. Penalty on James Hall: Face Mask (15 Yards), 15 yards",0.280,0.810
2,1:04,1,10,STL 28,17,13,Marc Bulger pass complete short middle to Steven Jackson for 5 yards (tackle by Jamar Fletcher),0.810,0.940
2,0:48,,,,17,13,Timeout #1 by St. Louis Rams,0.000,0.940
2,0:48,2,5,STL 33,17,13,Marc Bulger pass complete deep middle to Torry Holt for 17 yards (tackle by Dre' Bly),0.940,2.260
2,0:39,,,,17,13,Timeout #2 by St. Louis Rams,0.000,2.260
2,0:39,1,10,,17,13,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",2.260,2.990
2,0:39,1,5,DET 45,17,13,Marc Bulger pass complete short middle to Steven Jackson for 11 yards (tackle by Boss Bailey),2.990,3.310
2,0:39,1,10,DET 34,17,13,Marc Bulger spiked the ball,3.310,2.770
2,0:24,2,10,DET 34,17,13,Marc Bulger pass complete short right to Joe Klopfenstein for 7 yards (tackle by Paris Lenon),2.770,3.010
2,0:24,3,3,DET 27,17,13,Marc Bulger spiked the ball,3.010,1.770
2,0:07,4,3,DET 27,17,16,Jeff Wilkins 46 yard field goal good,1.770,3.000
2,,,,STL 30,17,16,"Jeff Wilkins kicks off 46 yards, returned by Dre' Bly for 27 yards (tackle by Jamal Brooks)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DET,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,17,16,"Jeff Wilkins kicks off 70 yards, returned by Eddie Drummond for 23 yards (tackle by Madison Hedgecock)",0.000,0.480
3,14:55,1,10,DET 23,17,16,Kevin Jones left tackle for 1 yard (tackle by Victor Adeyanju and Pisa Tinoisamoa),0.480,0.070
3,14:19,2,9,DET 24,17,16,Jon Kitna pass incomplete deep middle intended for Casey Fitzsimmons,0.070,-0.630
3,14:14,,,,17,16,Timeout #1 by Detroit Lions,0.000,-0.630
3,14:14,3,9,DET 24,17,16,Jon Kitna pass incomplete short middle intended for Az-Zahir Hakim,-0.630,-1.770
3,14:09,4,9,DET 24,17,16,Nick Harris punts 45 yards,-1.770,-1.000
3,13:59,1,10,STL 31,17,16,Marc Bulger pass complete short left to Torry Holt for 14 yards (tackle by Dre' Bly),1.000,1.930
3,13:38,1,10,STL 45,17,16,Marc Bulger pass complete short right to Isaac Bruce for 10 yards (tackle by Jamar Fletcher),1.930,2.590
3,12:58,1,10,DET 45,17,16,Steven Jackson for 5 yards (tackle by Jamar Fletcher),2.590,2.720
3,12:25,2,5,DET 40,17,16,Marc Bulger pass complete deep right to Isaac Bruce for 24 yards (tackle by Daniel Bullocks),2.720,4.510
3,12:03,1,10,DET 16,17,16,Steven Jackson left guard for no gain (tackle by Paris Lenon and Shaun Rogers),4.510,3.900
3,11:24,2,10,DET 16,17,22,"Marc Bulger pass complete deep middle to Torry Holt for 16 yards, touchdown",3.900,7.000
3,,,,DET 2,17,23,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,17,23,"Jeff Wilkins kicks off 71 yards, returned by Eddie Drummond for 65 yards (tackle by Tye Hill)",0.000,3.180
3,11:09,1,10,STL 36,17,23,Jon Kitna pass complete short right to Roy Williams for no gain,3.180,2.640
3,10:27,2,10,STL 36,17,23,Jon Kitna pass incomplete short left intended for Az-Zahir Hakim (defended by Jimmy Kennedy),2.640,1.950
3,10:19,3,10,STL 36,17,23,"Jon Kitna pass complete short middle to Az-Zahir Hakim for 5 yards (tackle by Raonall Smith). Penalty on Leonard Little: Roughing the Passer, 15 yards, Penalty on Leonard Little: Unsportsmanlike Conduct, 8 yards",1.950,5.370
3,10:08,1,8,STL 8,17,23,"Kevin Jones left tackle for no gain (tackle by Corey Chavous). Penalty on Anthony Hargrove: Defensive Offside (Offsetting), Penalty on Marcus Pollard: Offensive Holding (Offsetting) (no play)",5.370,5.370
3,9:48,1,8,STL 8,17,23,Kevin Jones right tackle for 5 yards (tackle by Corey Chavous),5.370,5.530
3,9:09,2,3,STL 3,17,23,Kevin Jones right end for -1 yards (tackle by Corey Chavous),5.530,4.490
3,8:28,3,4,STL 4,17,23,Jon Kitna pass complete short left to Dan Campbell for 2 yards (tackle by Travis Fisher),4.490,3.250
3,8:12,4,2,STL 2,20,23,Jason Hanson 20 yard field goal good,3.250,3.000
3,,,,DET 30,20,23,"Jason Hanson kicks off 71 yards, returned by J.R. Reed for 22 yards (tackle by LeVar Woods). Penalty on O.J. Atogwe: Offensive Holding, 8 yards, Penalty on Tony Fisher: Offensive Holding (Declined)",0.000,-0.380
3,8:02,1,10,STL 8,20,23,Steven Jackson middle for no gain (tackle by Cory Redding and Ernie Sims),-0.380,-0.780
3,7:23,2,10,STL 8,20,23,Marc Bulger pass incomplete deep left intended for Torry Holt (defended by Dre' Bly). Penalty on Torry Holt: Offensive Pass Interfere (Declined),-0.780,-1.420
3,7:14,,,,20,23,Timeout #1 by St. Louis Rams,0.000,-1.420
3,7:14,3,10,STL 8,20,23,Marc Bulger pass complete short middle to Steven Jackson for 8 yards (tackle by Paris Lenon and Daniel Bullocks),-1.420,-2.390
3,6:38,4,2,STL 16,20,23,"Matt Turk punts 51 yards, returned by Eddie Drummond for 2 yards (tackle by Raonall Smith)",-2.390,-1.270
3,6:26,1,10,DET 35,20,23,Jon Kitna pass complete short right to Shawn Bryson for 21 yards (tackle by Corey Chavous),1.270,2.650
3,5:58,1,10,STL 44,20,23,Kevin Jones left tackle for 9 yards (tackle by Corey Chavous),2.650,3.330
3,5:13,2,1,STL 35,20,23,Shawn Bryson middle for no gain (tackle by Victor Adeyanju and Jason Fisk),3.330,2.610
3,4:33,3,1,STL 35,26,23,"Kevin Jones right tackle for 35 yards, touchdown",2.610,7.000
3,,,,STL 2,27,23,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,27,23,"Jason Hanson kicks off 75 yards, touchback",0.000,0.280
3,4:23,1,10,STL 20,27,23,Marc Bulger pass incomplete deep left intended for Isaac Bruce (defended by Dre' Bly),0.280,-0.270
3,4:17,2,10,STL 20,27,23,Marc Bulger pass complete short right to Isaac Bruce for 10 yards (tackle by Stanley Wilson),-0.270,0.940
3,3:35,1,10,STL 30,27,23,Marc Bulger pass complete short left to Torry Holt for 16 yards (tackle by Ernie Sims),0.940,1.990
3,3:01,1,10,STL 46,27,23,Marc Bulger pass complete short left to Madison Hedgecock for 1 yard (tackle by Dre' Bly),1.990,1.590
3,2:20,2,9,STL 47,27,23,Stephen Davis middle for 8 yards (tackle by James Hall),1.590,1.950
3,1:35,3,1,DET 45,27,23,"Marc Bulger pass incomplete deep middle intended for Torry Holt. Penalty on Jamar Fletcher: Defensive Pass Interfere, 40 yards, Penalty on Dre' Bly: Illegal Contact (Declined) (no play)",1.950,6.060
3,1:28,1,5,DET 5,27,23,Steven Jackson right guard for 4 yards (tackle by Kalimba Edwards),6.060,5.910
3,0:48,2,1,DET 1,27,29,"Steven Jackson left tackle for 1 yard, touchdown",5.910,7.000
3,,,,DET 2,27,30,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,27,30,"Jeff Wilkins kicks off 68 yards, returned by Eddie Drummond for 27 yards (tackle by Tye Hill)",0.000,0.870
3,0:37,1,10,DET 29,27,30,Jon Kitna pass complete short left to Roy Williams for 17 yards (tackle by Fakhir Brown). Penalty on Fakhir Brown: Defensive Holding (Declined),0.870,1.990
3,0:13,1,10,DET 46,27,30,Jon Kitna pass incomplete deep middle intended for Roy Williams (defended by O.J. Atogwe),1.990,1.450
3,0:06,2,10,DET 46,27,30,Jon Kitna pass complete deep left to Mike Furrey for 22 yards (tackle by Fakhir Brown),1.450,3.450
Quarter,Time,Down,ToGo,Location,DET,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 32,27,30,Jon Kitna pass incomplete deep right intended for Roy Williams,3.450,2.900
4,14:55,2,10,STL 32,27,30,Jon Kitna pass complete short right to Mike Furrey for 14 yards (tackle by Corey Chavous),2.900,4.370
4,14:13,1,10,STL 18,27,30,Jon Kitna pass complete short left to Kevin Jones for no gain,4.370,3.800
4,13:25,2,10,STL 18,27,30,Kevin Jones left end for 2 yards (tackle by Jason Fisk),3.800,3.300
4,12:45,3,8,STL 16,27,30,Jon Kitna pass complete short left to Az-Zahir Hakim for 9 yards (tackle by Travis Fisher),3.300,5.600
4,12:00,1,7,STL 7,27,30,Jon Kitna pass complete short right to Kevin Jones for no gain,5.600,4.760
4,11:16,2,7,STL 7,33,30,"Kevin Jones right guard for 7 yards, touchdown",4.760,7.000
4,,,,STL 2,34,30,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,34,30,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
4,11:11,1,10,STL 20,34,30,Steven Jackson middle for 4 yards (tackle by Marcus Bell),0.280,0.270
4,10:35,2,6,STL 24,34,30,Marc Bulger pass complete short middle to Steven Jackson for 6 yards (tackle by Boss Bailey),0.270,0.940
4,9:53,1,10,STL 30,34,30,Steven Jackson right guard for 1 yard (tackle by Jamar Fletcher),0.940,0.530
4,9:13,2,9,STL 31,34,30,Marc Bulger pass complete short middle to Steven Jackson for 13 yards (tackle by Paris Lenon),0.530,1.860
4,8:28,1,10,STL 44,34,30,Marc Bulger pass incomplete short right intended for Isaac Bruce,1.860,1.320
4,8:21,2,10,STL 44,34,30,Marc Bulger pass incomplete short right intended for Isaac Bruce,1.320,0.630
4,8:17,3,10,STL 44,34,30,Marc Bulger pass complete short middle to Torry Holt for 33 yards (tackle by Jamar Fletcher),0.630,4.040
4,7:45,1,10,DET 23,34,30,"Steven Jackson left end for no gain (tackle by Daniel Bullocks). Penalty on Richie Incognito: Offensive Holding, 10 yards (no play)",4.040,3.380
4,7:25,1,20,DET 33,34,30,Marc Bulger pass incomplete deep right intended for Isaac Bruce,3.380,2.150
4,7:17,,,,34,30,Timeout #2 by St. Louis Rams,0.000,2.150
4,7:17,2,20,DET 33,34,30,Marc Bulger pass complete short middle to Tony Fisher for 9 yards (tackle by Ernie Sims),2.150,2.680
4,7:17,3,11,DET 24,34,30,"Penalty on STL: Illegal Substitution, 5 yards (no play)",2.680,2.010
4,6:29,3,16,DET 29,34,30,Marc Bulger pass incomplete deep middle intended for Shaun McDonald,2.010,1.500
4,6:21,4,16,DET 29,34,33,Jeff Wilkins 47 yard field goal good. Penalty on Shaun Cody: Defensive Offside (Declined),1.500,3.000
4,,,,STL 30,34,33,"Jeff Wilkins kicks off 74 yards, touchback",0.000,0.280
4,6:16,1,10,DET 20,34,33,Jon Kitna pass complete short left to Kevin Jones for -3 yards (tackle by Pisa Tinoisamoa and Jimmy Kennedy),0.280,-0.790
4,5:33,2,13,DET 17,34,33,Jon Kitna pass complete short left to Kevin Jones for 8 yards (tackle by Will Witherspoon),-0.790,-0.300
4,5:01,3,5,DET 25,34,33,Jon Kitna pass incomplete short left intended for Az-Zahir Hakim,-0.300,-1.700
4,4:52,4,5,DET 25,34,33,"Nick Harris punts 36 yards, returned by Shaun McDonald for 5 yards (tackle by Anthony Cannon)",-1.700,-1.860
4,4:42,1,10,STL 44,34,33,Steven Jackson left tackle for 8 yards (tackle by Ernie Sims),1.860,2.400
4,4:36,2,2,DET 48,34,33,Marc Bulger pass complete short right to Steven Jackson for 22 yards (tackle by Jon McGraw),2.400,3.840
4,4:28,1,10,DET 26,34,33,Steven Jackson right tackle for 3 yards (tackle by Stanley Wilson),3.840,3.700
4,3:47,2,7,DET 23,34,33,Stephen Davis middle for 12 yards (tackle by Stanley Wilson),3.700,4.840
4,3:08,1,10,DET 11,34,33,Stephen Davis middle for 2 yards (tackle by Shaun Cody),4.840,4.510
4,2:19,2,8,DET 9,34,33,Stephen Davis right guard for 4 yards (tackle by Daniel Bullocks),4.510,4.440
4,2:00,3,4,DET 5,34,39,"Marc Bulger pass complete short right to Isaac Bruce for 5 yards, touchdown",4.440,7.000
4,,,,,34,41,"Two Point Attempt: Marc Bulger pass complete to Isaac Bruce, conversion succeeds",1.000,1.000
4,,,,STL 30,34,41,"Jeff Wilkins kicks off 70 yards, touchback",0.000,0.280
4,1:56,1,10,DET 20,34,41,Jon Kitna pass incomplete deep middle intended for Mike Furrey is intercepted by Jerome Carter at DET-40 and returned for 3 yards. Penalty on Jonathan Scott: Offensive Holding (Declined),0.280,-3.120
4,1:49,1,10,DET 37,34,41,Steven Jackson middle for 2 yards (tackle by Ernie Sims),3.120,2.840
4,1:44,,,,34,41,Timeout #2 by Detroit Lions,0.000,2.840
4,1:44,2,8,DET 35,34,41,Steven Jackson left guard for 1 yard (tackle by Cory Redding),2.840,2.280
4,1:38,,,,34,41,Timeout #3 by Detroit Lions,0.000,2.280
4,1:38,3,7,DET 34,34,41,Steven Jackson middle for 5 yards (tackle by Daniel Bullocks),2.280,1.600
4,0:52,,,,34,41,Timeout #3 by St. Louis Rams,0.000,1.600
4,0:52,4,2,DET 29,34,41,Jeff Wilkins 47 yard field goal no good,1.600,-1.400
4,0:47,1,10,DET 37,34,41,Jon Kitna pass complete deep middle to Roy Williams for 19 yards (tackle by Corey Chavous),1.400,2.650
4,0:26,1,10,STL 44,34,41,Jon Kitna pass incomplete deep right intended for Mike Furrey (defended by Tye Hill),2.650,2.110
4,0:21,2,10,STL 44,34,41,Jon Kitna pass complete short left to Az-Zahir Hakim for 7 yards (tackle by Travis Fisher),2.110,2.350
4,0:16,3,3,STL 37,34,41,Jon Kitna pass incomplete deep middle intended for Az-Zahir Hakim (defended by Will Witherspoon),2.350,0.790
4,0:09,4,3,STL 37,34,41,Jon Kitna pass incomplete deep left intended for Roy Williams,0.790,-1.400
4,0:02,1,10,STL 37,34,41,Marc Bulger kneels for -1 yards (tackle by Marcus Bell),1.400,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
