Quarter,Time,Down,ToGo,Location,MIN,NWE,Detail,EPB,EPA
2,4:58,1,10,NWE 48,0,10,Kirk Cousins pass complete short right to Dalvin Cook for 3 yards (tackle by J.C. Jackson),2.390,2.250
2,4:25,2,7,NWE 45,0,10,"Dalvin Cook right tackle for no gain (tackle by Elandon Roberts). Penalty on Tom Compton: Offensive Holding, 10 yards (no play)",2.250,0.900
2,3:57,2,17,MIN 45,0,10,Kirk Cousins pass incomplete short right intended for Stefon Diggs,0.900,0.230
2,3:52,3,17,MIN 45,0,10,Kirk Cousins pass complete short right to Latavius Murray for 2 yards (tackle by Devin McCourty),0.230,-0.260
2,3:15,4,15,MIN 47,0,10,"Matt Wile punts 36 yards, fair catch by Julian Edelman at NE-17",-0.260,0.060
2,3:07,1,10,NWE 17,0,10,Sony Michel up the middle for 5 yards (tackle by Eric Kendricks and Sheldon Richardson),-0.060,0.210
2,2:34,2,5,NWE 22,0,10,Tom Brady pass complete short left to Rob Gronkowski for 4 yards (tackle by Anthony Harris),0.210,-0.120
2,2:14,3,1,NWE 26,0,10,James White right end for no gain (tackle by Danielle Hunter),-0.120,-1.630
2,2:00,4,1,NWE 26,0,10,"Ryan Allen punts 52 yards, returned by Marcus Sherels for 4 yards (tackle by Matthew Slater)",-1.630,-0.670
2,1:52,1,10,MIN 26,0,10,Kirk Cousins pass complete short middle to Stefon Diggs for 24 yards (tackle by Patrick Chung and Elandon Roberts),0.670,2.260
2,1:27,1,10,MIN 50,0,10,Kirk Cousins pass complete deep right to Kyle Rudolph for 23 yards (tackle by Patrick Chung),2.260,3.780
2,1:03,1,10,NWE 27,0,10,Dalvin Cook left tackle for 5 yards (tackle by Jason McCourty),3.780,3.910
2,0:37,2,5,NWE 22,0,10,Kirk Cousins pass complete short left to Aldrick Robinson for 7 yards (tackle by J.C. Jackson),3.910,4.580
2,0:32,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:32,1,10,NWE 15,0,10,Kirk Cousins pass complete short left to Dalvin Cook for no gain (tackle by Kyle Van Noy),4.580,3.950
2,0:25,2,10,NWE 15,0,10,Kirk Cousins pass complete short right to Stefon Diggs for 10 yards (tackle by Duron Harmon),3.950,6.060
2,0:19,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:19,1,5,NWE 5,6,10,"Kirk Cousins pass complete short right to Adam Thielen for 5 yards, touchdown",6.060,7.000
2,0:15,,,NWE 15,7,10,Dan Bailey kicks extra point good,0.000,0.000
2,0:15,,,MIN 35,7,10,"Dan Bailey kicks off 46 yards, returned by James Develin for no gain, lateral to Cordarrelle Patterson for 21 yards, lateral to Jayron Kearse for 21 yards",0.000,1.600
2,0:07,1,10,NWE 40,7,10,Tom Brady pass complete short middle to Rob Gronkowski for 7 yards (tackle by Anthony Barr),1.600,2.000
2,0:01,,,,,,Timeout #1 by New England Patriots,,
2,0:01,2,3,NWE 47,7,10,Tom Brady pass complete short left to James White for 42 yards (tackle by Harrison Smith),2.000,4.840
Quarter,Time,Down,ToGo,Location,MIN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,10,"Dan Bailey kicks off 63 yards, returned by Cordarrelle Patterson for no gain (tackle by Ben Gedeon)",0.000,1.330
3,14:54,1,10,NWE 36,7,10,James White left tackle for 4 yards (tackle by Sheldon Richardson),1.330,1.330
3,14:33,2,6,NWE 40,7,10,Tom Brady pass incomplete short left intended for James White,1.330,0.630
3,14:31,3,6,NWE 40,7,10,Tom Brady pass incomplete short middle intended for James White,0.630,-0.720
3,14:27,4,6,NWE 40,7,10,Ryan Allen punts 43 yards out of bounds,-0.720,0.060
3,14:21,1,10,MIN 17,7,10,Kirk Cousins pass complete short right to Dalvin Cook for 3 yards (tackle by Devin McCourty),-0.060,-0.060
3,13:37,2,7,MIN 20,7,10,Dalvin Cook left tackle for 2 yards (tackle by Elandon Roberts),-0.060,-0.620
3,12:54,3,5,MIN 22,7,10,Kirk Cousins pass incomplete deep middle intended for Adam Thielen,-0.620,-1.900
3,12:48,4,5,MIN 22,7,10,"Matt Wile punts 44 yards, returned by Julian Edelman for no gain (tackle by Jayron Kearse). Penalty on Brandon King: Offensive Holding, 10 yards",-1.900,-0.540
3,12:37,1,10,NWE 24,7,10,"Penalty on Sony Michel: False Start, 5 yards (no play)",0.540,0.130
3,12:37,1,15,NWE 19,7,10,Tom Brady pass complete deep left to Cordarrelle Patterson for 29 yards,0.130,2.130
3,11:57,1,10,NWE 48,7,10,Sony Michel up the middle for 7 yards (tackle by Anthony Barr),2.130,2.530
3,11:25,2,3,MIN 45,7,10,Tom Brady pass complete short right to James Develin for 9 yards (tackle by Holton Hill),2.530,3.180
3,10:53,1,10,MIN 36,7,10,James White right guard for 5 yards (tackle by Danielle Hunter),3.180,3.310
3,10:23,2,5,MIN 31,7,10,"Sony Michel right end for 2 yards (tackle by Linval Joseph). Penalty on Rob Gronkowski: Offensive Holding, 10 yards",3.310,2.230
3,10:02,2,13,MIN 39,7,10,Tom Brady pass complete short middle to James White for 8 yards (tackle by Anthony Barr),2.230,2.610
3,9:23,3,5,MIN 31,7,10,James White left tackle for 4 yards (tackle by Harrison Smith and Eric Kendricks),2.610,1.820
3,8:48,4,1,MIN 27,7,10,Tom Brady pass complete short right to Chris Hogan for 2 yards (tackle by Mackensie Alexander),1.820,3.910
3,8:20,1,10,MIN 25,7,10,"Sony Michel up the middle for no gain (tackle by Everson Griffen and Ben Gedeon). Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",3.910,3.250
3,7:53,1,20,MIN 35,7,10,James White up the middle for 1 yard (tackle by Everson Griffen and Danielle Hunter),3.250,2.150
3,7:16,2,19,MIN 34,7,10,Tom Brady pass complete short middle to James White for 4 yards (tackle by Linval Joseph),2.150,2.010
3,6:33,3,15,MIN 30,7,10,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Mackensie Alexander),2.010,1.410
3,6:26,4,15,MIN 30,7,10,Stephen Gostkowski 48 yard field goal no good,1.410,-1.470
3,6:21,1,10,MIN 38,7,10,"Dalvin Cook left guard for 2 yards (tackle by Devin McCourty). Penalty on Tom Compton: Offensive Holding, 10 yards",1.470,0.940
3,6:08,1,18,MIN 30,7,10,Kirk Cousins pass complete short right to Aldrick Robinson for 8 yards (tackle by Jason McCourty),0.940,0.920
3,5:38,2,10,MIN 38,7,10,Kirk Cousins pass complete short right to Aldrick Robinson for 8 yards (tackle by Devin McCourty),0.920,1.290
3,5:16,3,2,MIN 46,7,10,Kirk Cousins pass complete short right to Aldrick Robinson for 4 yards (tackle by J.C. Jackson),1.290,2.260
3,4:45,1,10,MIN 50,7,10,Kirk Cousins pass incomplete short middle intended for Aldrick Robinson,2.260,1.710
3,4:41,2,10,MIN 50,7,10,Kirk Cousins pass complete short middle to Stefon Diggs for 5 yards (tackle by Stephon Gilmore and Devin McCourty),1.710,1.690
3,3:57,3,5,NWE 45,7,10,Kirk Cousins pass complete short right to Kyle Rudolph for 5 yards (tackle by Obi Melifonwu),1.690,2.920
3,3:51,1,10,NWE 40,7,10,Dalvin Cook right guard for 18 yards,2.920,4.110
3,3:18,1,10,NWE 22,7,10,Kirk Cousins pass incomplete deep right intended for Adam Thielen,4.110,3.560
3,3:12,2,10,NWE 22,7,10,Kirk Cousins pass complete short left to Latavius Murray for 1 yard (tackle by Elandon Roberts),3.560,3.010
3,2:28,3,9,NWE 21,7,10,Kirk Cousins pass incomplete deep right intended for Aldrick Robinson,3.010,2.060
3,2:24,4,9,NWE 21,10,10,Dan Bailey 39 yard field goal good,2.060,3.000
3,2:20,,,MIN 35,10,10,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,2:20,1,10,NWE 25,10,10,Tom Brady pass complete short left to Josh Gordon for 24 yards (tackle by Anthony Barr),0.610,2.190
3,1:43,1,10,NWE 49,10,10,Tom Brady pass complete short middle to Rob Gronkowski for 15 yards (tackle by Harrison Smith),2.190,3.180
3,1:19,1,10,MIN 36,10,10,James White left end for 12 yards (tackle by Harrison Smith and Anthony Harris),3.180,3.970
3,0:42,1,10,MIN 24,10,16,"Tom Brady pass complete short middle to Josh Gordon for 24 yards, touchdown",3.970,7.000
3,0:35,,,MIN 15,10,17,Stephen Gostkowski kicks extra point good,0.000,0.000
3,0:35,,,NWE 35,10,17,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,0:35,1,10,MIN 25,10,17,Kirk Cousins pass incomplete deep left intended for Aldrick Robinson,0.610,0.060
3,0:29,2,10,MIN 25,10,17,Latavius Murray left end for 5 yards (tackle by Dont'a Hightower),0.060,0.040
Quarter,Time,Down,ToGo,Location,MIN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,MIN 30,10,17,Kirk Cousins sacked by Trey Flowers for -10 yards,0.040,-2.030
4,14:22,4,15,MIN 20,10,17,"Matt Wile punts 53 yards, returned by Julian Edelman for 23 yards (tackle by Jayron Kearse)",-2.030,-2.260
4,14:06,1,10,NWE 50,10,17,"Tom Brady pass incomplete deep right intended for Josh Gordon. Penalty on Holton Hill: Defensive Pass Interference, 20 yards (no play)",2.260,3.580
4,14:02,1,10,MIN 30,10,17,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Holton Hill),3.580,3.980
4,13:29,2,3,MIN 23,10,17,Sony Michel up the middle for 2 yards (tackle by Eric Kendricks),3.980,3.530
4,12:49,3,1,MIN 21,10,17,Sony Michel right guard for 2 yards (tackle by Anthony Harris),3.530,4.310
4,12:12,1,10,MIN 19,10,17,Tom Brady pass complete short middle to Sony Michel for 7 yards (tackle by Eric Kendricks),4.310,4.920
4,11:34,2,3,MIN 12,10,17,Tom Brady pass complete short left to Josh Gordon for 10 yards (tackle by Anthony Harris),4.920,6.740
4,10:57,1,2,MIN 2,10,23,"James Develin up the middle for 2 yards, touchdown",6.740,7.000
4,10:54,,,MIN 15,10,24,Stephen Gostkowski kicks extra point good,0.000,0.000
4,10:54,,,NWE 35,10,24,"Stephen Gostkowski kicks off 64 yards, returned by Ameer Abdullah for no gain (tackle by Obi Melifonwu)",0.000,0.870
4,10:49,1,10,MIN 29,10,24,Kirk Cousins pass complete short middle to Stefon Diggs for 4 yards (tackle by Dont'a Hightower and Kyle Van Noy),0.870,0.870
4,10:20,2,6,MIN 33,10,24,Kirk Cousins pass complete short left to Adam Thielen for 5 yards (tackle by Jason McCourty),0.870,0.830
4,9:38,3,1,MIN 38,10,24,Dalvin Cook left guard for no gain (tackle by Lawrence Guy),0.830,-0.850
4,9:02,4,1,MIN 38,10,24,Latavius Murray up the middle for 1 yard (tackle by Trey Flowers and Lawrence Guy),-0.850,1.530
4,8:34,1,10,MIN 39,10,24,Kirk Cousins pass complete short right to Dalvin Cook for 4 yards (tackle by Kyle Van Noy),1.530,1.530
4,8:08,2,6,MIN 43,10,24,Kirk Cousins pass complete short left to Aldrick Robinson for 10 yards (tackle by Stephon Gilmore),1.530,2.460
4,7:44,1,10,NWE 47,10,24,Kirk Cousins pass incomplete short left intended for Adam Thielen,2.460,1.910
4,7:40,2,10,NWE 47,10,24,"Kirk Cousins pass incomplete deep right intended for Adam Thielen. Penalty on Riley Reiff: Offensive Holding, 10 yards (no play)",1.910,0.560
4,7:35,2,20,MIN 43,10,24,Kirk Cousins pass complete short right to Adam Thielen for 4 yards (tackle by Jason McCourty),0.560,0.430
4,6:58,3,16,MIN 47,10,24,Kirk Cousins pass complete short left to Adam Thielen for 5 yards (tackle by Jason McCourty),0.430,0.070
4,6:15,4,11,NWE 48,10,24,Kirk Cousins pass complete short middle to Laquon Treadwell for 4 yards (tackle by Stephon Gilmore),0.070,-1.860
4,6:10,1,10,NWE 44,10,24,Rex Burkhead left guard for 3 yards (tackle by Linval Joseph),1.860,1.720
4,5:31,2,7,NWE 47,10,24,Tom Brady pass short right intended for Julian Edelman is intercepted by Eric Kendricks at MIN-45 and returned for no gain,1.720,-1.930
4,5:25,1,10,MIN 45,10,24,Kirk Cousins pass complete short middle to Dalvin Cook for 4 yards (tackle by Kyle Van Noy),1.930,1.920
4,4:55,2,6,MIN 49,10,24,Kirk Cousins pass complete short left to Laquon Treadwell for 9 yards,1.920,2.790
4,4:50,1,10,NWE 42,10,24,Kirk Cousins pass deep left (defended by J.C. Jackson) intended for Aldrick Robinson is intercepted by Duron Harmon at NE-0 and returned for no gain,2.790,-0.280
4,4:41,1,10,NWE 20,10,24,"Sony Michel left guard for no gain (tackle by Ben Gedeon). Penalty on Jaleel Johnson: Illegal Use of Hands, 5 yards (no play)",0.280,0.610
4,4:36,1,10,NWE 25,10,24,Sony Michel left end for 6 yards (tackle by Ben Gedeon),0.610,0.870
4,3:54,2,4,NWE 31,10,24,Sony Michel right tackle for 3 yards (tackle by Danielle Hunter),0.870,0.560
4,3:14,3,1,NWE 34,10,24,James Develin up the middle for 1 yard (tackle by Everson Griffen and Jaleel Johnson),0.560,1.270
4,2:29,1,10,NWE 35,10,24,Sony Michel left tackle for 5 yards (tackle by Tom Johnson and Ben Gedeon),1.270,1.400
4,2:23,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:23,2,5,NWE 40,10,24,"Julian Edelman right end for 20 yards. Penalty on Rob Gronkowski: Offensive Holding, 10 yards",1.400,2.260
4,2:13,1,10,NWE 50,10,24,Sony Michel right end for 6 yards (tackle by Ben Gedeon and Eric Kendricks),2.260,2.520
4,2:00,2,4,MIN 44,10,24,Sony Michel left end for 8 yards (tackle by Anthony Harris),2.520,3.180
4,1:54,1,10,MIN 36,10,24,"Sony Michel left end for 3 yards (tackle by Linval Joseph). Penalty on David Andrews: Offensive Holding, 10 yards",3.180,2.720
4,1:49,1,17,MIN 43,10,24,James Develin up the middle for 1 yard (tackle by Everson Griffen and Linval Joseph),2.720,1.830
4,1:44,,,,,,Timeout #2 by Minnesota Vikings,,
4,1:44,2,16,MIN 42,10,24,Rex Burkhead right tackle for 4 yards (tackle by Danielle Hunter and Eric Kendricks),1.830,1.690
4,1:39,,,,,,Timeout #3 by Minnesota Vikings,,
4,1:39,3,12,MIN 38,10,24,Rex Burkhead up the middle for 3 yards (tackle by Linval Joseph),1.690,0.970
4,0:54,4,9,MIN 35,10,24,"Ryan Allen punts 35 yards, touchback.",0.970,-0.280
4,0:48,1,10,MIN 20,10,24,Kirk Cousins pass complete short middle to Adam Thielen for 9 yards (tackle by Jonathan Jones),0.280,0.950
4,0:30,2,1,MIN 29,10,24,Kirk Cousins pass deep middle intended for Adam Thielen is intercepted by Jonathan Jones at MIN-48 and returned for 6 yards,0.950,-2.790
4,0:21,1,10,MIN 42,10,24,Tom Brady kneels for no gain,2.790,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
