Player,Pos
Tom Brady,QB
Ronald Jones II,RB
Chris Godwin,WR
Mike Evans,WR
Cameron Brate,TE
Rob Gronkowski,TE
Tristan Wirfs,T
Donovan Smith,T
Alex Cappa,G
Ryan Jensen,C
A.Q. Shipley,C
Rakeem Nunez-Roches,DL
Ndamukong Suh,DL
Jason Pierre-Paul,OLB
Shaquil Barrett,OLB
Lavonte David,ILB
Devin White,ILB
Jamel Dean,CB
Carlton Davis,CB
Sean Murphy-Bunting,CB
Jordan Whitehead,S
Antoine Winfield Jr.,S
