Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ronald Jones II,TAM,23,192,1,7,65,2.8,127,5.5,0,
Leonard Fournette,TAM,8,19,0,1,1,0.1,18,2.3,0,
Blaine Gabbert,TAM,3,0,0,,0,0.0,0,0.0,0,
Tom Brady,TAM,2,2,1,1,1,0.5,1,0.5,0,
Antonio Brown,TAM,1,-3,0,0,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mike Davis,CAR,7,32,0,2,9,1.3,23,3.3,1,7.0
Teddy Bridgewater,CAR,3,16,1,1,15,5.0,1,0.3,0,
Curtis Samuel,CAR,3,4,0,1,2,0.7,2,0.7,0,
Rodney Smith,CAR,3,13,0,1,10,3.3,3,1.0,0,
