Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
2,13:14,3,1,CAR 44,7,14,Leonard Fournette left end for 14 yards (tackle by Corn Elder),2.020,3.580
2,12:40,1,10,CAR 30,7,14,Leonard Fournette up the middle for 4 yards (tackle by Shaq Thompson and Efe Obada),3.580,3.570
2,11:57,2,6,CAR 26,7,14,"Tom Brady pass complete short left to Cameron Brate for 7 yards. Penalty on Zach Kerr: Roughing the Passer, 10 yards",3.570,5.140
2,11:27,1,9,CAR 9,7,14,Leonard Fournette right tackle for 2 yards (tackle by Troy Pride and Tahir Whitehead),5.140,4.760
2,10:47,2,7,CAR 7,7,14,Tom Brady pass complete short right to Antonio Brown for 2 yards (tackle by Shaq Thompson),4.760,4.260
2,10:08,3,5,CAR 5,7,14,Tom Brady pass incomplete short right intended for Mike Evans,4.260,3.010
2,10:03,4,5,CAR 5,10,14,Ryan Succop 23 yard field goal good,3.010,3.000
2,9:59,,,TAM 35,10,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,9:59,1,10,CAR 25,10,14,Mike Davis right tackle for 6 yards (tackle by Devin White and Jordan Whitehead),0.610,0.870
2,9:20,,,,,,Timeout #1 by Carolina Panthers,,
2,9:20,2,4,CAR 31,10,14,Curtis Samuel left tackle for 1 yard (tackle by Devin White),0.870,0.300
2,8:43,3,3,CAR 32,10,14,Teddy Bridgewater pass complete short left to Ian Thomas for 7 yards (tackle by William Gholston),0.300,1.530
2,8:06,1,10,CAR 39,10,14,Teddy Bridgewater pass complete short right to Robby Anderson for 5 yards (tackle by Lavonte David),1.530,1.660
2,7:25,2,5,CAR 44,10,14,Mike Davis right end for 7 yards (tackle by Jordan Whitehead),1.660,2.320
2,6:42,,,,,,Timeout #2 by Carolina Panthers,,
2,6:42,1,10,TAM 49,10,14,Rodney Smith right tackle for 6 yards (tackle by Ndamukong Suh),2.320,2.590
2,6:05,2,4,TAM 43,10,14,"Teddy Bridgewater sacked by Kevin Minter for no gain. Penalty on Kevin Minter: Roughing the Passer, 15 yards (no play)",2.590,3.710
2,5:38,1,10,TAM 28,10,14,Curtis Samuel right end for -1 yards (tackle by Devin White),3.710,3.030
2,4:51,2,11,TAM 29,10,14,Teddy Bridgewater pass complete short right to Mike Davis for 1 yard (tackle by Lavonte David),3.030,2.480
2,4:06,3,10,TAM 28,10,14,Teddy Bridgewater pass incomplete short left intended for Curtis Samuel (defended by Jamel Dean),2.480,1.590
2,4:01,,,,,,Timeout #3 by Carolina Panthers,,
2,4:01,4,10,TAM 28,10,17,Joey Slye 46 yard field goal good,1.590,3.000
2,3:56,,,CAR 35,10,17,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,3:56,1,10,TAM 25,10,17,Tom Brady pass incomplete short left intended for Leonard Fournette,0.610,0.060
2,3:52,2,10,TAM 25,10,17,"Penalty on Tom Brady: False Start, 5 yards (no play)",0.060,-0.610
2,3:52,2,15,TAM 20,10,17,Tom Brady pass complete short right to Scott Miller for 4 yards (tackle by Shaq Thompson),-0.610,-0.760
2,3:16,3,11,TAM 24,10,17,Tom Brady pass complete short middle to Chris Godwin for 15 yards (tackle by Corn Elder and Tre Boston),-0.760,1.530
2,2:39,1,10,TAM 39,10,17,Tom Brady pass incomplete deep left intended for Mike Evans,1.530,0.990
2,2:33,2,10,TAM 39,10,17,Tom Brady pass complete short right to Antonio Brown for 16 yards (tackle by Troy Pride),0.990,2.590
2,2:01,1,10,CAR 45,10,17,Antonio Brown left end for -3 yards (tackle by Shaq Thompson),2.590,1.640
2,1:53,2,13,CAR 48,10,17,Tom Brady pass complete deep left to Rob Gronkowski for 44 yards (tackle by Troy Pride),1.640,6.280
2,1:08,1,4,CAR 4,10,17,Leonard Fournette left guard for 1 yard (tackle by Yetur Gross-Matos and Juston Burris),6.280,5.530
2,0:35,2,3,CAR 3,16,17,"Tom Brady pass complete short left to Mike Evans for 3 yards, touchdown",5.530,7.000
2,0:27,,,CAR 15,17,17,Ryan Succop kicks extra point good,0.000,0.000
2,0:27,,,TAM 35,17,17,"Bradley Pinion kicks off 68 yards, returned by Trenton Cannon for 28 yards (tackle by Justin Watson)",0.000,0.610
2,0:21,1,10,CAR 25,17,17,Teddy Bridgewater pass incomplete deep right intended for D.J. Moore (defended by Mike Edwards),0.610,0.060
2,0:16,2,10,CAR 25,17,17,Teddy Bridgewater pass complete short right to Mike Davis for 5 yards (tackle by Shaquil Barrett),0.060,0.040
2,0:11,3,5,CAR 30,17,17,Teddy Bridgewater pass incomplete short right intended for Mike Davis,0.040,-1.370
2,0:07,4,5,CAR 30,17,17,Joseph Charlton punts 67 yards downed by Brandon Zylstra,-1.370,0.940
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,17,17,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,17,17,Ronald Jones right tackle for 6 yards (tackle by Sam Franklin),0.610,0.870
3,14:29,2,4,TAM 31,17,17,Tom Brady pass complete short left to Mike Evans for 6 yards (tackle by Sam Franklin),0.870,1.400
3,13:56,1,10,TAM 37,17,17,Ronald Jones right tackle for 3 yards (tackle by Yetur Gross-Matos),1.400,1.260
3,13:25,2,7,TAM 40,17,17,Tom Brady pass complete short middle to Antonio Brown for 6 yards (tackle by Corn Elder),1.260,1.360
3,12:43,3,1,TAM 46,17,17,Tom Brady pass complete short left to Chris Godwin for 31 yards (tackle by Tre Boston),1.360,4.040
3,12:31,1,10,CAR 23,17,17,"Tom Brady pass incomplete short right. Penalty on Rasul Douglas: Defensive Holding, 5 yards (no play)",4.040,4.370
3,12:25,1,10,CAR 18,17,17,Ronald Jones left end for 11 yards (tackle by Jeremy Chinn),4.370,5.600
3,11:55,1,7,CAR 7,17,17,Tom Brady pass incomplete short middle intended for Mike Evans,5.600,4.760
3,11:49,2,7,CAR 7,17,17,Tom Brady pass incomplete short right intended for Mike Evans (defended by Rasul Douglas),4.760,3.810
3,11:44,3,7,CAR 7,17,17,Tom Brady up the middle for 1 yard (tackle by Brian Burns),3.810,2.990
3,11:02,4,6,CAR 6,20,17,Ryan Succop 24 yard field goal good,2.990,3.000
3,10:58,,,TAM 35,20,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,10:58,1,10,CAR 25,20,17,Mike Davis left tackle for 4 yards (tackle by Sean Murphy-Bunting and Jamel Dean),0.610,0.600
3,10:12,2,6,CAR 29,20,17,Teddy Bridgewater pass complete short left to D.J. Moore for 17 yards (tackle by Antoine Winfield and Devin White),0.600,1.990
3,9:37,1,10,CAR 46,20,17,Mike Davis left guard for 1 yard (tackle by Ndamukong Suh),1.990,1.590
3,8:54,2,9,CAR 47,20,17,Teddy Bridgewater pass complete short right to Mike Davis for 2 yards (tackle by Jamel Dean),1.590,1.160
3,8:13,3,7,CAR 49,20,17,Teddy Bridgewater pass incomplete short left intended for D.J. Moore (defended by Carlton Davis),1.160,-0.130
3,8:06,4,7,CAR 49,20,17,Joseph Charlton punts 49 yards downed by Devin White,-0.130,0.380
3,7:53,1,10,TAM 2,26,17,"Ronald Jones up the middle for 98 yards, touchdown",-0.380,7.000
3,7:39,,,CAR 15,26,17,Ryan Succop kicks extra point blocked by Bravvion Roy,0.000,-1.000
3,7:39,,,TAM 35,26,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,7:39,1,10,CAR 25,26,17,Teddy Bridgewater pass short right intended for D.J. Moore is intercepted by Jason Pierre-Paul at CAR-38 and returned for no gain,0.610,-3.050
3,7:31,1,10,CAR 38,26,17,"Tom Brady pass incomplete deep left intended for Mike Evans. Penalty on Yetur Gross-Matos: Illegal Use of Hands, 5 yards (no play)",3.050,3.380
3,7:24,1,10,CAR 33,26,17,Ronald Jones right end for 1 yard (tackle by Derrick Brown),3.380,2.970
3,6:52,2,9,CAR 32,26,17,"Tom Brady pass complete short middle to Chris Godwin for 5 yards (tackle by Tre Boston). Penalty on Ryan Jensen: Illegal Use of Hands, 10 yards (no play)",2.970,1.620
3,6:27,2,19,CAR 42,26,17,Tom Brady pass incomplete deep middle intended for Rob Gronkowski,1.620,0.960
3,6:19,3,19,CAR 42,26,17,Tom Brady pass complete short right to Cameron Brate for 19 yards (tackle by Jermaine Carter),0.960,4.040
3,5:47,1,10,CAR 23,26,17,Leonard Fournette up the middle for -3 yards (tackle by Zach Kerr),4.040,3.090
3,5:09,2,13,CAR 26,26,17,Tom Brady pass complete deep right to Mike Evans for 22 yards (tackle by Rasul Douglas and Tahir Whitehead),3.090,6.280
3,4:25,1,4,CAR 4,26,17,Ronald Jones up the middle for 3 yards (tackle by Sam Franklin and Juston Burris),6.280,5.910
3,4:04,2,1,CAR 1,26,17,Ronald Jones right guard for -2 yards (tackle by Yetur Gross-Matos and Troy Pride),5.910,4.720
3,3:20,3,3,CAR 3,26,17,Tom Brady pass incomplete short left intended for Tyler Johnson,4.720,3.040
3,3:14,4,3,CAR 3,29,17,Ryan Succop 21 yard field goal good,3.040,3.000
3,3:10,,,TAM 35,29,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,3:10,1,10,CAR 25,29,17,Rodney Smith left tackle for 10 yards (tackle by Jordan Whitehead),0.610,1.270
3,2:35,1,10,CAR 35,29,17,Rodney Smith right guard for -3 yards (tackle by Steve McLendon),1.270,0.320
3,1:57,2,13,CAR 32,29,17,Teddy Bridgewater up the middle for 8 yards (tackle by Devin White),0.320,0.700
3,1:16,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,1:16,3,5,CAR 40,29,17,Teddy Bridgewater pass incomplete short left intended for Robby Anderson,0.700,-0.720
3,1:11,4,5,CAR 40,29,17,Joseph Charlton sacked by Justin Watson for -5 yards,-0.720,-3.250
3,1:03,1,10,CAR 35,29,17,Leonard Fournette left guard for 1 yard (tackle by Jermaine Carter and Zach Kerr),3.250,2.840
3,0:28,2,9,CAR 34,29,17,Tom Brady pass incomplete short right intended for Mike Evans,2.840,2.150
3,0:24,3,9,CAR 34,29,17,Tom Brady pass complete short middle to Chris Godwin for 6 yards (tackle by Jermaine Carter),2.150,1.680
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,CAR 28,29,17,Tom Brady pass complete short middle to Mike Evans for 14 yards (tackle by Rasul Douglas),1.680,4.650
4,14:18,1,10,CAR 14,29,17,Leonard Fournette right end for -1 yards (tackle by Shaq Thompson),4.650,3.850
4,13:39,2,11,CAR 15,29,17,Tom Brady pass incomplete short right,3.850,3.060
4,13:35,3,11,CAR 15,29,17,Tom Brady sacked by Efe Obada for -7 yards,3.060,1.990
4,12:47,4,18,CAR 22,32,17,Ryan Succop 40 yard field goal good,1.990,3.000
4,12:40,,,TAM 35,32,17,"Bradley Pinion kicks off 67 yards, returned by Trenton Cannon for 98 yards (tackle by Sean Murphy-Bunting)",0.000,6.280
4,12:24,1,4,TAM 4,32,17,Mike Davis up the middle for 1 yard (tackle by Rakeem Nunez-Roches and Lavonte David),6.280,5.530
4,11:32,2,3,TAM 3,32,23,"Teddy Bridgewater up the middle for 3 yards, touchdown",5.530,7.000
4,11:23,,,TAM 2,32,23,"Two Point Attempt: Teddy Bridgewater pass incomplete intended for Trenton Cannon, conversion fails",1.000,-1.000
4,11:23,,,CAR 35,32,23,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,11:23,1,10,TAM 25,32,23,Ronald Jones right guard for 4 yards (tackle by Zach Kerr and Yetur Gross-Matos),0.610,0.600
4,10:43,2,6,TAM 29,32,23,Ronald Jones up the middle for 5 yards (tackle by Brian Burns and Bravvion Roy),0.600,0.560
4,10:00,3,1,TAM 34,32,23,Tom Brady pass complete short right to Antonio Brown for 8 yards (tackle by Troy Pride),0.560,1.730
4,9:37,1,10,TAM 42,32,23,Tom Brady pass complete short left to Chris Godwin for 3 yards (tackle by Corn Elder),1.730,1.590
4,9:00,2,7,TAM 45,32,23,Ronald Jones up the middle for 4 yards (tackle by Austin Larkin),1.590,1.420
4,8:22,3,3,TAM 49,32,23,Tom Brady pass complete short right to Antonio Brown for 25 yards (tackle by Rasul Douglas),1.420,3.840
4,7:39,1,10,CAR 26,32,23,Ronald Jones right tackle for 12 yards (tackle by Brian Burns and Tre Boston),3.840,4.650
4,7:02,1,10,CAR 14,32,23,Tom Brady pass complete short right to Mike Evans for 13 yards (tackle by Troy Pride),4.650,6.970
4,6:25,1,1,CAR 1,38,23,"Tom Brady up the middle for 1 yard, touchdown",6.970,7.000
4,6:18,,,CAR 15,39,23,"Ryan Succop kicks extra point good. Penalty on Troy Pride: Defensive Offside, 5 yards",0.000,0.000
4,6:18,,,TAM 40,39,23,"Bradley Pinion kicks off 60 yards, touchback.",0.000,0.610
4,6:18,1,10,CAR 25,39,23,Teddy Bridgewater pass complete short right to Rodney Smith for 2 yards (tackle by Lavonte David),0.610,0.330
4,5:51,2,8,CAR 27,39,23,Teddy Bridgewater pass complete short middle to Mike Davis for 4 yards (tackle by Ndamukong Suh),0.330,0.170
4,5:24,3,4,CAR 31,39,23,Teddy Bridgewater sacked by Jason Pierre-Paul for -5 yards,0.170,-1.630
4,5:02,4,9,CAR 26,39,23,Phillip Walker pass complete short left to Alex Armah for -5 yards (tackle by Lavonte David),-1.630,-4.170
4,4:52,1,10,CAR 21,39,23,Ronald Jones right tackle for 6 yards (tackle by Juston Burris),4.170,4.550
4,4:46,,,,,,Timeout #1 by Carolina Panthers,,
4,4:46,2,4,CAR 15,39,23,Ronald Jones left guard for 6 yards (tackle by Derrick Brown and Juston Burris),4.550,5.140
4,4:35,,,,,,Timeout #2 by Carolina Panthers,,
4,4:35,1,9,CAR 9,39,23,Ronald Jones up the middle for 2 yards (tackle by Zach Kerr),5.140,4.760
4,4:30,,,,,,Timeout #3 by Carolina Panthers,,
4,4:30,2,7,CAR 7,45,23,"Tom Brady pass complete short right to Rob Gronkowski for 7 yards, touchdown",4.760,7.000
4,4:24,,,CAR 15,46,23,Ryan Succop kicks extra point good,0.000,0.000
4,4:24,,,TAM 35,46,23,"Bradley Pinion kicks off 72 yards, returned by Trenton Cannon for 25 yards (tackle by Cam Gill and Justin Watson)",0.000,0.040
4,4:18,1,10,CAR 18,46,23,Phillip Walker pass complete deep right to D.J. Moore for 17 yards,0.040,1.270
4,4:12,1,10,CAR 35,46,23,Phillip Walker pass incomplete short left intended for Curtis Samuel,1.270,0.720
4,4:08,2,10,CAR 35,46,23,Phillip Walker pass incomplete deep right intended for Robby Anderson,0.720,0.040
4,4:02,3,10,CAR 35,46,23,Phillip Walker sacked by Shaquil Barrett for -16 yards,0.040,-2.140
4,3:07,4,26,CAR 19,46,23,"Joseph Charlton punts 58 yards, fair catch by Antonio Brown at TB-23. Penalty on Trenton Cannon: Unnecessary Roughness, 15 yards",-2.140,-1.470
4,2:56,1,10,TAM 38,46,23,Ronald Jones right guard for 3 yards (tackle by Julian Stanford and Jermaine Carter),1.470,1.330
4,2:10,2,7,TAM 41,46,23,Ronald Jones right end for 8 yards (tackle by Julian Stanford),1.330,2.190
4,2:00,1,10,TAM 49,46,23,Blaine Gabbert kneels for no gain,2.190,1.650
4,1:19,2,10,TAM 49,46,23,Blaine Gabbert kneels for no gain,1.650,0.960
4,0:38,3,10,TAM 49,46,23,Blaine Gabbert kneels for no gain,0.960,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
