Quarter,Time,Down,ToGo,Location,DAL,TEN,Detail,EPB,EPA
1,8:43,1,10,TEN 42,0,0,Dak Prescott pass complete short right to CeeDee Lamb for no gain (tackle by Roger McCreary),2.790,2.240
1,8:17,2,10,TEN 42,0,0,Ezekiel Elliott left end for 5 yards (tackle by Joseph Jones),2.240,2.210
1,7:43,3,5,TEN 37,0,0,Dak Prescott pass complete short left to T.Y. Hilton for 7 yards (tackle by Tre Avery),2.210,3.580
1,7:12,1,10,TEN 30,0,0,Malik Davis right end for 3 yards (tackle by Kevin Byard),3.580,3.440
1,6:38,2,7,TEN 27,0,0,"Dak Prescott pass incomplete short right intended for Noah Brown. Penalty on Roger McCreary: Defensive Pass Interference, 14 yards (accepted) (no play)",3.440,4.710
1,6:32,1,10,TEN 13,0,0,Malik Davis left tackle for 7 yards (tackle by Jack Gibbens and Monty Rice),4.710,5.340
1,5:56,,,,,,Timeout #1 by Tennessee Titans,,
1,5:56,2,3,TEN 6,0,0,Ezekiel Elliott left tackle for 4 yards (tackle by Monty Rice and Tre Avery),5.340,6.740
1,5:16,1,2,TEN 2,0,0,Ezekiel Elliott up the middle for 1 yard (tackle by Monty Rice and Teair Tart),6.740,5.910
1,4:41,2,1,TEN 1,6,0,"Ezekiel Elliott left guard for 1 yard, touchdown",5.910,7.000
1,4:36,,,TEN 15,7,0,Brett Maher kicks extra point good,0.000,0.000
1,4:36,,,DAL 35,7,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
1,4:36,1,10,TEN 25,7,0,Hassan Haskins left tackle for 2 yards (tackle by Micah Parsons and Donovan Wilson),0.610,0.330
1,3:56,2,8,TEN 27,7,0,Joshua Dobbs pass incomplete short middle intended for Austin Hooper,0.330,-0.360
1,3:53,3,8,TEN 27,7,0,Joshua Dobbs pass incomplete deep middle intended for Robert Woods,-0.360,-1.570
1,3:48,4,8,TEN 27,7,0,"Ryan Stonehouse punts 49 yards, returned by KaVontae Turpin for 11 yards (tackle by Joseph Jones and Racey McMath)",-1.570,-1.270
1,3:37,1,10,DAL 35,7,0,Malik Davis up the middle for -1 yards (tackle by Monty Rice),1.270,0.590
1,3:08,2,11,DAL 34,7,0,Dak Prescott pass complete short middle to Malik Davis for 18 yards (tackle by Kevin Byard and Joshua Kalu),0.590,2.390
1,2:35,1,10,TEN 48,7,0,Dak Prescott pass complete short right to Dalton Schultz for 1 yard (tackle by Sam Okuayinonu),2.390,1.980
1,2:01,2,9,TEN 47,7,0,Malik Davis up the middle for 23 yards (tackle by Kevin Byard),1.980,3.970
1,1:24,1,10,TEN 24,7,0,Dak Prescott pass complete short left to CeeDee Lamb for 2 yards (tackle by Monty Rice),3.970,3.700
1,0:53,2,8,TEN 22,7,0,Dak Prescott pass complete short left to Noah Brown for 7 yards (tackle by Tre Avery),3.700,4.170
1,0:15,3,1,TEN 15,7,0,Ezekiel Elliott up the middle for -3 yards (tackle by Tarell Basham and Jack Gibbens),4.170,2.320
Quarter,Time,Down,ToGo,Location,DAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,4,TEN 18,10,0,Brett Maher 36 yard field goal good,2.320,3.000
2,14:56,,,DAL 35,10,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,14:50,1,10,TEN 25,10,0,"Joshua Dobbs for no gain. Joshua Dobbs fumbles (forced by DeMarcus Lawrence), recovered by Joshua Dobbs at TEN-25 Joshua Dobbs pass incomplete short right intended for Chigoziem Okonkwo",0.610,0.060
2,14:46,2,10,TEN 25,10,0,Hassan Haskins up the middle for 4 yards (tackle by Chauncey Golston and DeMarcus Lawrence),0.060,-0.100
2,14:03,3,6,TEN 29,10,0,Joshua Dobbs pass complete deep right to Racey McMath for 39 yards (tackle by Nahshon Wright),-0.100,3.450
2,13:26,1,10,DAL 32,10,0,Joshua Dobbs scrambles left end for 7 yards (tackle by Damone Clark),3.450,3.850
2,12:39,2,3,DAL 25,10,0,Hassan Haskins right end for 2 yards (tackle by Damone Clark and Jayron Kearse),3.850,3.400
2,11:51,3,1,DAL 23,10,0,Joshua Dobbs up the middle for 2 yards (tackle by Neville Gallimore and Osa Odighizuwa),3.400,4.170
2,11:13,1,10,DAL 21,10,0,Joshua Dobbs sacked by Donovan Wilson for -5 yards,4.170,2.950
2,10:28,2,15,DAL 26,10,0,Joshua Dobbs pass complete short left to Chigoziem Okonkwo for 2 yards (tackle by Trevon Diggs and Anthony Barr),2.950,2.540
2,10:00,3,13,DAL 24,10,0,"Joshua Dobbs sacked by Dante Fowler for -7 yards. Joshua Dobbs fumbles (forced by Dante Fowler), recovered by Micah Parsons at DAL-31",2.540,-1.000
2,9:55,1,10,DAL 31,10,0,Dak Prescott pass complete short right to Dalton Schultz for 7 yards (tackle by Jack Gibbens),1.000,1.410
2,9:23,2,3,DAL 38,10,0,Dak Prescott pass incomplete short right intended for Dalton Schultz,1.410,0.700
2,9:21,3,3,DAL 38,10,0,Dak Prescott pass complete short right to T.Y. Hilton for 12 yards (tackle by Greg Mabin),0.700,2.260
2,8:48,1,10,TEN 50,10,0,Ezekiel Elliott up the middle for 4 yards (tackle by DeMarcus Walker and Joshua Kalu),2.260,2.250
2,8:00,2,6,TEN 46,10,0,"Dak Prescott aborted snap, recovered by Teair Tart at TEN-47 and returned for 1 yard",2.250,-2.130
2,8:03,1,10,TEN 48,10,0,Julius Chestnut left guard for 1 yard (tackle by Carlos Watkins and Dorance Armstrong),2.130,1.720
2,7:29,2,9,TEN 49,10,0,Joshua Dobbs pass complete short right to Nick Westbrook-Ikhine for 4 yards (tackle by Malik Hooker),1.720,1.550
2,6:47,3,5,DAL 47,10,0,Joshua Dobbs pass incomplete short left intended for Austin Hooper,1.550,0.130
2,6:43,4,5,DAL 47,10,0,"Ryan Stonehouse punts 39 yards, fair catch by KaVontae Turpin at DAL-8",0.130,0.380
2,6:36,1,10,DAL 8,10,0,Dak Prescott pass incomplete short right intended for Dalton Schultz,-0.380,-0.780
2,6:29,2,10,DAL 8,10,0,Dak Prescott pass complete short left to CeeDee Lamb for 15 yards (tackle by Joshua Kalu),-0.780,0.480
2,6:10,1,10,DAL 23,10,0,Dak Prescott pass incomplete deep right intended for CeeDee Lamb,0.480,-0.070
2,5:50,2,10,DAL 23,10,0,Malik Davis left guard for -1 yards (tackle by DeMarcus Walker and Mario Edwards),-0.070,-0.890
2,5:12,3,11,DAL 22,10,0,Dak Prescott pass complete short right to CeeDee Lamb for 12 yards (tackle by Tre Avery),-0.890,1.200
2,4:26,1,10,DAL 34,10,0,Ezekiel Elliott left tackle for 2 yards (tackle by Jack Gibbens),1.200,0.930
2,4:03,2,8,DAL 36,10,0,Dak Prescott pass complete short right to Michael Gallup for 12 yards,0.930,2.130
2,3:38,1,10,DAL 48,10,0,Dak Prescott pass intended for Peyton Hendershot is intercepted by Kevin Byard at TEN-34 and returned for 2 yards (tackle by Peyton Hendershot),2.130,-1.330
2,3:33,1,10,TEN 36,10,0,Joshua Dobbs pass complete short left to Julius Chestnut for 33 yards (tackle by Jayron Kearse),1.330,3.510
2,2:50,1,10,DAL 31,10,0,Julius Chestnut left tackle for 1 yard (tackle by Carlos Watkins and Quinton Bohanna),3.510,3.100
2,2:10,2,9,DAL 30,10,0,Joshua Dobbs pass incomplete short right intended for Austin Hooper (defended by Trevon Diggs),3.100,2.410
2,2:04,3,9,DAL 30,10,0,Joshua Dobbs pass complete short right to Robert Woods for 10 yards (tackle by Nahshon Wright and Dante Fowler),2.410,4.240
2,1:58,1,10,DAL 20,10,0,Julius Chestnut up the middle for -2 yards (tackle by Dorance Armstrong),4.240,3.420
2,1:23,2,12,DAL 22,10,0,Joshua Dobbs pass complete short right to Hassan Haskins for 3 yards (tackle by Nahshon Wright),3.420,3.100
2,1:12,3,9,DAL 19,10,0,Joshua Dobbs pass incomplete short left intended for Robert Woods,3.100,2.180
2,1:08,4,9,DAL 19,10,3,Randy Bullock 37 yard field goal good,2.180,3.000
2,1:04,,,TEN 35,10,3,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,1:04,1,10,DAL 25,10,3,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Tre Avery),0.610,0.060
2,0:59,2,10,DAL 25,10,3,Dak Prescott pass incomplete short right intended for Noah Brown,0.060,-0.620
2,0:55,3,10,DAL 25,10,3,"Dak Prescott scrambles for no gain. Penalty on Roger McCreary: Defensive Holding, 5 yards (accepted) (no play)",-0.620,0.940
2,0:48,1,10,DAL 30,10,3,Dak Prescott pass complete short right to Dalton Schultz for 13 yards (tackle by Roger McCreary),0.940,1.800
2,0:41,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:41,1,10,DAL 43,10,3,Dak Prescott pass complete short right to T.Y. Hilton for 3 yards (tackle by Greg Mabin),1.800,1.660
2,0:35,2,7,DAL 46,10,3,Dak Prescott pass complete short left to CeeDee Lamb for 6 yards (tackle by Roger McCreary),1.660,1.750
2,0:28,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:28,3,1,TEN 48,10,3,Dak Prescott scrambles left end for 9 yards (tackle by Lonnie Johnson),1.750,2.980
2,0:21,1,10,TEN 39,10,3,Dak Prescott pass intended for Dalton Schultz is intercepted by Kevin Byard at TEN-31 and returned for 28 yards (tackle by Tyler Smith),2.980,-2.850
2,0:13,1,10,DAL 41,10,3,Joshua Dobbs pass complete short right to Treylon Burks for 30 yards (tackle by Jayron Kearse),2.850,4.840
2,0:02,,,,,,Timeout #2 by Tennessee Titans,,
2,0:02,1,10,DAL 11,10,6,Randy Bullock 29 yard field goal good,4.840,3.000
Quarter,Time,Down,ToGo,Location,DAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,10,6,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TEN 25,10,6,Hassan Haskins up the middle for 3 yards (tackle by Jayron Kearse and Carlos Watkins),0.610,0.470
3,14:25,2,7,TEN 28,10,6,Hassan Haskins right end for 1 yard (tackle by DaRon Bland),0.470,-0.100
3,13:44,3,6,TEN 29,10,6,Joshua Dobbs pass incomplete short middle intended for Treylon Burks,-0.100,-1.440
3,13:34,4,6,TEN 29,10,6,"Ryan Stonehouse punts 55 yards, returned by KaVontae Turpin for 5 yards (tackle by Andre Smith). Penalty on Kelvin Joseph: Illegal Block Above the Waist, 10 yards (accepted)",-1.440,0.370
3,13:23,1,10,DAL 11,10,6,Ezekiel Elliott left end for no gain (tackle by Jack Gibbens),-0.370,-0.780
3,12:59,2,10,DAL 11,10,6,Ezekiel Elliott up the middle for 6 yards (tackle by Kevin Byard),-0.780,-0.720
3,12:25,3,4,DAL 17,10,6,Dak Prescott pass complete short left to Michael Gallup for 13 yards (tackle by Lonnie Johnson and Andrew Adams),-0.720,0.940
3,11:58,1,10,DAL 30,10,6,Malik Davis up the middle for 1 yard (tackle by Mario Edwards),0.940,0.530
3,11:32,2,9,DAL 31,10,6,"Dak Prescott pass incomplete short right intended for Noah Brown. Penalty on Roger McCreary: Defensive Pass Interference, 9 yards (accepted) (no play)",0.530,1.600
3,11:23,1,10,DAL 40,10,6,Malik Davis right guard for 1 yard (tackle by Jack Gibbens),1.600,1.190
3,10:55,2,9,DAL 41,10,6,Dak Prescott pass complete short right to Jake Ferguson for 7 yards (tackle by Kevin Strong),1.190,1.420
3,10:15,3,2,DAL 48,10,6,Ezekiel Elliott left guard for 4 yards (tackle by Joshua Kalu and Jack Gibbens),1.420,2.390
3,9:45,1,10,TEN 48,10,6,"Ezekiel Elliott for no gain. Penalty on Tyler Biadasz: Offensive Holding, 10 yards (accepted) (no play)",2.390,1.730
3,9:29,1,20,DAL 42,10,6,Ezekiel Elliott up the middle for 1 yard (tackle by Kevin Strong and Monty Rice),1.730,0.630
3,9:09,2,19,DAL 43,10,6,Dak Prescott pass incomplete short left intended for Noah Brown (defended by Kevin Strong),0.630,-0.030
3,9:02,3,19,DAL 43,10,6,"Dak Prescott pass incomplete deep left intended for Michael Gallup. Penalty on Tre Avery: Defensive Pass Interference, 51 yards (accepted) (no play)",-0.030,5.830
3,8:52,1,6,TEN 6,16,6,"Dak Prescott pass complete short left to Dalton Schultz for 6 yards, touchdown",5.830,7.000
3,8:48,,,TEN 15,17,6,Brett Maher kicks extra point good,0.000,0.000
3,8:48,,,DAL 35,17,6,"Brett Maher kicks off 61 yards, returned by Julius Chestnut for 25 yards (tackle by Qadree Ollison)",0.000,0.870
3,8:43,1,10,TEN 29,17,6,Hassan Haskins right tackle for no gain (tackle by Anthony Barr),0.870,0.330
3,8:06,2,10,TEN 29,17,6,Joshua Dobbs pass complete short left to Geoff Swaim for 4 yards (tackle by DaRon Bland),0.330,0.170
3,7:34,3,6,TEN 33,17,6,Joshua Dobbs pass complete deep right to Treylon Burks for 21 yards (tackle by Jayron Kearse),0.170,2.520
3,7:00,1,10,DAL 46,17,6,"Hassan Haskins left tackle for 12 yards (tackle by Malik Hooker). Penalty on Neville Gallimore: Defensive Offside, 5 yards (declined)",2.520,3.310
3,6:43,1,10,DAL 34,17,6,Hassan Haskins right end for 3 yards (tackle by Nahshon Wright and DaRon Bland),3.310,3.180
3,6:01,2,7,DAL 31,17,6,Joshua Dobbs pass incomplete short right,3.180,2.480
3,5:56,3,7,DAL 31,17,6,Hassan Haskins right tackle for 5 yards (tackle by Jayron Kearse),2.480,1.860
3,5:16,4,2,DAL 26,17,6,Hassan Haskins up the middle for 2 yards (tackle by DeMarcus Lawrence),1.860,3.970
3,4:36,1,10,DAL 24,17,6,Hassan Haskins right end for 5 yards (tackle by Carlos Watkins),3.970,4.120
3,4:04,2,5,DAL 19,17,6,Julius Chestnut left tackle for -1 yards (tackle by Carlos Watkins and Damone Clark),4.120,3.270
3,3:26,3,6,DAL 20,17,6,Joshua Dobbs pass complete short right to Robert Woods for 9 yards (tackle by Nahshon Wright),3.270,4.840
3,2:57,1,10,DAL 11,17,6,Joshua Dobbs pass complete short right to Jonathan Ward for 4 yards (tackle by Nahshon Wright and Anthony Barr),4.840,4.890
3,2:15,2,6,DAL 7,17,6,Joshua Dobbs pass incomplete short left intended for Treylon Burks,4.890,3.980
3,2:10,3,6,DAL 7,17,12,"Joshua Dobbs pass complete short left to Robert Woods for 7 yards, touchdown",3.980,7.000
3,2:04,,,DAL 15,17,13,Randy Bullock kicks extra point good,0.000,0.000
3,2:04,,,TEN 35,17,13,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,2:04,1,10,DAL 25,17,13,Malik Davis left tackle for no gain (tackle by Monty Rice),0.610,0.060
3,1:31,2,10,DAL 25,17,13,Dak Prescott pass incomplete right intended for T.Y. Hilton,0.060,-0.620
3,1:25,3,10,DAL 25,17,13,Dak Prescott pass complete short right to T.Y. Hilton for 28 yards (tackle by Lonnie Johnson),-0.620,2.460
3,0:45,1,10,TEN 47,17,13,Malik Davis up the middle for no gain (tackle by DeMarcus Walker),2.460,1.910
Quarter,Time,Down,ToGo,Location,DAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,TEN 47,17,13,"Dak Prescott pass complete short left to Dalton Schultz for 6 yards (tackle by Kevin Byard and Joshua Kalu). Penalty on Monty Rice: Roughing the Passer, 15 yards (accepted)",1.910,3.840
4,14:33,1,10,TEN 26,17,13,Malik Davis left tackle for 6 yards (tackle by Tre Avery and Monty Rice),3.840,4.110
4,14:01,2,4,TEN 20,17,13,Dak Prescott scrambles up the middle for 2 yards (tackle by Teair Tart),4.110,3.750
4,13:22,3,2,TEN 18,17,13,Dak Prescott pass complete short right to Malik Davis for 5 yards (tackle by Monty Rice),3.750,4.710
4,12:39,1,10,TEN 13,17,13,Dak Prescott pass complete short left to CeeDee Lamb for 3 yards (tackle by Joshua Kalu),4.710,4.580
4,12:03,2,7,TEN 10,23,13,"Dak Prescott pass complete to Dalton Schultz for 10 yards, touchdown",4.580,7.000
4,11:58,,,TEN 15,24,13,Brett Maher kicks extra point good,0.000,0.000
4,11:58,,,DAL 35,24,13,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,11:58,1,10,TEN 25,24,13,Treylon Burks right end for 20 yards (tackle by Nahshon Wright),0.610,1.930
4,11:23,1,10,TEN 45,24,13,Joshua Dobbs pass incomplete short right intended for Hassan Haskins,1.930,1.380
4,11:17,2,10,TEN 45,24,13,Joshua Dobbs pass complete short middle to Hassan Haskins for 10 yards (tackle by DaRon Bland and Jabril Cox),1.380,2.590
4,10:47,1,10,DAL 45,24,13,Joshua Dobbs pass incomplete deep right intended for Treylon Burks (defended by Nahshon Wright),2.590,2.040
4,10:44,2,10,DAL 45,24,13,Joshua Dobbs pass complete short right to Robert Woods for 5 yards (tackle by Nahshon Wright),2.040,2.010
4,10:04,3,5,DAL 40,24,13,Joshua Dobbs pass incomplete short left intended for Austin Hooper,2.010,0.590
4,9:58,4,5,DAL 40,24,13,"Penalty on Dennis Daley: False Start, 5 yards (accepted) (no play)",0.590,0.270
4,9:58,4,10,DAL 45,24,13,"Ryan Stonehouse punts 45 yards, touchback.",0.270,-0.280
4,9:50,1,10,DAL 20,24,13,Ezekiel Elliott left end for no gain (tackle by Rashad Weaver),0.280,-0.270
4,9:15,2,10,DAL 20,24,13,Dak Prescott pass complete deep left to CeeDee Lamb for 34 yards (tackle by Kevin Byard),-0.270,2.520
4,9:04,1,10,TEN 46,24,13,Dak Prescott pass complete short left to Michael Gallup for 14 yards (tackle by Monty Rice and Joshua Kalu),2.520,3.450
4,8:15,1,10,TEN 32,24,13,Ezekiel Elliott right end for 3 yards (tackle by Monty Rice),3.450,3.310
4,7:36,2,7,TEN 29,24,13,Dak Prescott sacked by and Teair Tart for -8 yards and DeMarcus Walker for -8 yards,3.310,1.550
4,7:20,3,15,TEN 37,24,13,Dak Prescott pass complete short right to CeeDee Lamb for 10 yards (tackle by Mario Edwards),1.550,1.720
4,6:28,4,5,TEN 27,27,13,Brett Maher 45 yard field goal good,1.720,3.000
4,6:24,,,DAL 35,27,13,"Brett Maher kicks off 64 yards, out of bounds",0.000,1.600
4,6:24,1,10,TEN 40,27,13,Joshua Dobbs pass complete short middle to Treylon Burks for 4 yards (tackle by DaRon Bland),1.600,1.590
4,6:03,2,6,TEN 44,27,13,Joshua Dobbs pass deep right intended for Robert Woods is intercepted by Nahshon Wright at DAL-40 and returned for no gain,1.590,-1.600
4,5:57,1,10,DAL 40,27,13,Ezekiel Elliott left guard for no gain (tackle by Kevin Strong),1.600,1.050
4,5:20,2,10,DAL 40,27,13,Dak Prescott pass incomplete deep right intended for CeeDee Lamb (defended by Roger McCreary),1.050,0.370
4,5:10,3,10,DAL 40,27,13,"Dak Prescott pass incomplete short left intended for Noah Brown (defended by Tre Avery). Penalty on Tyler Smith: Offensive Holding, 10 yards (declined)",0.370,-0.720
4,5:06,4,10,DAL 40,27,13,"Bryan Anger punts 42 yards, fair catch by Robert Woods at TEN-18, fair catch by Morgan Cox at TEN-18. Penalty on Kelvin Joseph: Kick Catch Interference, 15 yards (accepted)",-0.720,-1.140
4,4:55,1,10,TEN 33,27,13,Joshua Dobbs pass complete short right to Treylon Burks for 11 yards (tackle by Nahshon Wright),1.140,1.860
4,4:45,1,10,TEN 44,27,13,Joshua Dobbs pass complete short middle to Austin Hooper for 6 yards (tackle by Jabril Cox and DaRon Bland),1.860,2.130
4,4:29,2,4,TEN 50,27,13,Joshua Dobbs pass incomplete deep left intended for Nick Westbrook-Ikhine,2.130,1.420
4,4:15,3,4,TEN 50,27,13,Joshua Dobbs pass complete short right to Robert Woods for 8 yards,1.420,2.790
4,4:08,1,10,DAL 42,27,13,Joshua Dobbs pass incomplete deep right intended for Nick Westbrook-Ikhine,2.790,2.240
4,4:03,2,10,DAL 42,27,13,Joshua Dobbs pass incomplete short middle intended for Austin Hooper (defended by DeMarcus Lawrence),2.240,1.550
4,3:57,3,10,DAL 42,27,13,Joshua Dobbs pass incomplete short middle intended for Robert Woods,1.550,0.460
4,3:54,4,10,DAL 42,27,13,"Penalty on Dennis Daley: False Start, 5 yards (accepted) (no play)",0.460,0.130
4,3:54,4,15,DAL 47,27,13,Joshua Dobbs pass incomplete short right intended for Treylon Burks,0.130,-2.060
4,3:44,1,10,DAL 47,27,13,Ezekiel Elliott left tackle for 1 yard (tackle by Tre Avery),2.060,1.650
4,3:06,2,9,DAL 48,27,13,Ezekiel Elliott right end for 1 yard (tackle by Monty Rice and DeMarcus Walker),1.650,1.090
4,2:21,3,8,DAL 49,27,13,Dak Prescott pass complete short left to CeeDee Lamb for 1 yard (tackle by Monty Rice and Jack Gibbens),1.090,-0.060
4,2:00,4,7,TEN 50,27,13,Bryan Anger punts 41 yards downed by Kelvin Joseph,-0.060,0.380
4,1:50,1,10,TEN 9,27,13,Jonathan Ward up the middle for 12 yards (tackle by Damone Clark),-0.380,0.340
4,1:24,1,10,TEN 21,27,13,Jonathan Ward right guard for 6 yards (tackle by Neville Gallimore),0.340,0.610
4,0:52,2,4,TEN 27,27,13,Jonathan Ward left tackle for 11 yards (tackle by DaRon Bland),0.610,1.470
4,0:17,1,10,TEN 38,27,13,Jonathan Ward right end for -3 yards (tackle by Damone Clark),1.470,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
