Quarter,Time,Tm,Detail,MIN,DET
1.0,8:34,Lions,Jason Hanson 32 yard field goal,0,3
,1:58,Vikings,Nate Burleson 36 yard pass from Daunte Culpepper (Morten Andersen kick),7,3
2.0,9:53,Vikings,Randy Moss 82 yard pass from Daunte Culpepper (Morten Andersen kick),14,3
,3:21,Lions,Kevin Jones 16 yard rush (Jason Hanson kick),14,10
,0:30,Lions,Jason Hanson 23 yard field goal,14,13
4.0,8:44,Vikings,Nate Burleson 37 yard pass from Daunte Culpepper (Morten Andersen kick),21,13
,6:11,Lions,Roy Williams 9 yard pass from Joey Harrington (Tai Streets pass from Joey Harrington),21,21
,1:37,Vikings,Moe Williams 11 yard rush (Morten Andersen kick),28,21
,0:08,Lions,Roy Williams 1 yard pass from Joey Harrington (Jason Hanson kick failed),28,27
