#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 23,16,9:59,63,Field Goal
2,2,14:57,NYG 40,6,3:04,46,Interception
3,2,9:51,NYG 36,3,1:16,-6,Punt
4,2,6:45,NYG 43,8,4:58,18,Punt
5,2,0:10,NWE 49,2,0:10,0,End of Half
6,3,6:43,NYG 31,7,3:39,28,Punt
7,4,14:52,NYG 20,6,3:47,80,Touchdown
8,4,9:20,NYG 29,3,1:26,9,Punt
9,4,2:42,NYG 17,12,2:07,83,Touchdown
10,4,0:01,NWE 16,1,0:01,-1,End of Game
