Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
2,15:00,,,NWE 30,3,7,"Stephen Gostkowski kicks off 65 yards, out of bounds",0.000,1.600
2,14:57,1,10,NYG 40,3,7,Brandon Jacobs up the middle for 3 yards (tackle by Vince Wilfork),1.600,1.460
2,14:19,2,7,NYG 43,3,7,Eli Manning pass incomplete short middle intended for Plaxico Burress (defended by Ellis Hobbs),1.460,0.760
2,14:11,3,7,NYG 43,3,7,Eli Manning pass complete deep left to Amani Toomer for 38 yards,0.760,4.310
2,14:03,1,10,NWE 19,3,7,Brandon Jacobs left guard for 4 yards (tackle by Richard Seymour and Tedy Bruschi),4.310,4.350
2,13:16,2,6,NWE 15,3,7,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",4.350,3.630
2,12:50,2,11,NWE 20,3,7,Eli Manning pass complete short right to David Tyree for 6 yards (tackle by Asante Samuel),3.630,3.760
2,12:04,3,5,NWE 14,3,7,Eli Manning pass incomplete short left intended for Steve Smith is intercepted by Ellis Hobbs at NWE-10 and returned for 23 yards (tackle by Ahmad Bradshaw),3.760,-1.140
2,11:53,1,10,NWE 33,3,7,Tom Brady pass complete short left to Laurence Maroney for 8 yards (tackle by Jay Alford),1.140,1.670
2,11:11,2,2,NWE 41,3,7,Laurence Maroney left end for 1 yard (tackle by Osi Umenyiora),1.670,1.090
2,10:43,3,1,NWE 42,3,7,Laurence Maroney left tackle for -2 yards (tackle by James Butler and Michael Strahan),1.090,-0.720
2,10:04,4,3,NWE 40,3,7,"Chris Hanson punts 40 yards, returned by R.W. McQuarters for 16 yards (tackle by Pierre Woods)",-0.720,-1.330
2,9:51,1,10,NYG 36,3,7,Eli Manning sacked by Jarvis Green for -3 yards,1.330,0.390
2,9:22,2,13,NYG 33,3,7,"Eli Manning for no gain. Eli Manning fumbles, recovered by Ahmad Bradshaw at NYG-30",0.390,-0.690
2,8:49,3,16,NYG 30,3,7,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,-0.690,-1.370
2,8:46,4,16,NYG 30,3,7,"Jeff Feagles punts 55 yards, returned by Wes Welker for 15 yards (tackle by James Butler)",-1.370,-0.940
2,8:35,1,10,NWE 30,3,7,Laurence Maroney up the middle for no gain (tackle by Justin Tuck and Kawika Mitchell),0.940,0.390
2,7:55,2,10,NWE 30,3,7,Tom Brady sacked by Kawika Mitchell for -7 yards,0.390,-1.220
2,7:19,3,17,NWE 23,3,7,Tom Brady sacked by Justin Tuck for -7 yards,-1.220,-2.390
2,6:54,4,24,NWE 16,3,7,"Chris Hanson punts 41 yards, returned by R.W. McQuarters for no gain",-2.390,-1.800
2,6:45,1,10,NYG 43,3,7,Brandon Jacobs right guard for 2 yards (tackle by Tedy Bruschi),1.800,1.520
2,6:01,2,8,NYG 45,3,7,Ahmad Bradshaw right tackle for 13 yards (tackle by Rodney Harrison),1.520,2.790
2,5:25,1,10,NWE 42,3,7,Brandon Jacobs right guard for 4 yards (tackle by Tedy Bruschi and Richard Seymour),2.790,2.780
2,4:40,2,6,NWE 38,3,7,Brandon Jacobs left guard for 7 yards (tackle by Tedy Bruschi),2.780,3.510
2,4:01,1,10,NWE 31,3,7,Eli Manning pass complete short left to Ahmad Bradshaw for 3 yards (tackle by Junior Seau),3.510,3.370
2,3:14,2,7,NWE 28,3,7,Ahmad Bradshaw right tackle for 3 yards (tackle by Richard Seymour),3.370,3.070
2,2:31,3,4,NWE 25,3,7,"Eli Manning sacked by Adalius Thomas for -7 yards. Eli Manning fumbles (forced by Adalius Thomas), recovered by Steve Smith at NWE-20. Penalty on Ahmad Bradshaw: Illegal Bat, 10 yards",3.070,1.220
2,2:01,3,18,NWE 39,3,7,Eli Manning pass incomplete deep left intended for Steve Smith (defended by Randall Gay),1.220,0.660
2,1:54,4,18,NWE 39,3,7,"Jeff Feagles punts 28 yards, fair catch by Kevin Faulk",0.660,0.370
2,1:47,1,10,NWE 11,3,7,Tom Brady pass incomplete deep left intended for Randy Moss,-0.370,-0.780
2,1:41,2,10,NWE 11,3,7,Laurence Maroney right end for -3 yards (tackle by Justin Tuck and Osi Umenyiora),-0.780,-1.770
2,1:35,2,10,NWE 11,3,7,Timeout #1 by New York Giants,-0.780,-1.770
2,1:35,3,13,NWE 8,3,7,Tom Brady pass complete short left to Donte Stallworth for 18 yards (tackle by Antonio Pierce),-1.770,0.670
2,1:11,1,10,NWE 26,3,7,Tom Brady pass incomplete deep right intended for Randy Moss,0.670,0.130
2,1:05,2,10,NWE 26,3,7,"Kevin Faulk up the middle for 7 yards (tackle by Michael Strahan). Penalty on Ben Watson: Offensive Holding, 10 yards",0.130,-0.280
2,0:59,2,10,NWE 26,3,7,Timeout #1 by New England Patriots,0.130,-0.280
2,0:59,2,13,NWE 23,3,7,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Fred Robbins and Justin Tuck),-0.280,0.230
2,0:35,3,4,NWE 32,3,7,Tom Brady pass complete short left to Kevin Faulk for 6 yards (tackle by Kevin Dockery),0.230,1.470
2,0:28,3,4,NWE 32,3,7,Timeout #2 by New England Patriots,0.230,1.470
2,0:28,1,10,NWE 38,3,7,Tom Brady pass complete deep right to Randy Moss for 18 yards (tackle by Kevin Dockery),1.470,2.650
2,0:22,1,10,NYG 44,3,7,"Tom Brady sacked by Justin Tuck for -7 yards. Tom Brady fumbles (forced by Justin Tuck), recovered by Osi Umenyiora at NWE-49 (tackle by Dan Koppen)",2.650,-2.320
2,0:10,1,10,NWE 49,3,7,Eli Manning pass incomplete short middle intended for Steve Smith,2.320,1.780
2,0:05,1,10,NWE 49,3,7,Timeout #3 by New England Patriots,2.320,1.780
2,0:05,2,10,NWE 49,3,7,Eli Manning pass incomplete deep right intended for Steve Smith,1.780,1.090
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,3,7,"Lawrence Tynes kicks off 65 yards, returned by Laurence Maroney for 16 yards (tackle by Chase Blackburn)",0.000,0.340
3,14:53,1,10,NWE 21,3,7,Tom Brady pass complete short left to Wes Welker for 15 yards (tackle by James Butler and Kawika Mitchell),0.340,1.330
3,14:16,1,10,NWE 36,3,7,Laurence Maroney up the middle for 7 yards (tackle by James Butler and Gibril Wilson),1.330,1.740
3,13:41,2,3,NWE 43,3,7,Tom Brady pass incomplete short right intended for Kevin Faulk (defended by Michael Strahan),1.740,1.030
3,13:36,3,3,NWE 43,3,7,Tom Brady pass complete short left to Kevin Faulk for 5 yards (tackle by Michael Johnson and Kawika Mitchell),1.030,2.130
3,13:02,1,10,NWE 48,3,7,Laurence Maroney left end for -2 yards (tackle by Osi Umenyiora),2.130,1.310
3,12:18,2,12,NWE 46,3,7,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by Antonio Pierce and Kawika Mitchell),1.310,1.550
3,11:38,3,5,NYG 47,3,7,Tom Brady pass complete short left to Kevin Faulk for 3 yards (tackle by Antonio Pierce),1.550,0.330
3,11:07,4,2,NYG 44,3,7,"Penalty on Chase Blackburn: Defensive 12 On-field, 5 yards (no play)",0.330,2.980
,,,,,,,"NWE challenged the too many players on field ruling, and the original play was overturned.",,
3,11:00,1,10,NYG 39,3,7,Tom Brady pass complete short left to Laurence Maroney for 4 yards (tackle by Fred Robbins and Antonio Pierce),2.980,2.980
3,10:25,2,6,NYG 35,3,7,"Penalty on Matt Light: False Start, 5 yards (no play)",2.980,2.300
3,10:08,2,11,NYG 40,3,7,Tom Brady pass complete short right to Wes Welker for -2 yards (tackle by Aaron Ross and Corey Webster),2.300,1.360
3,9:26,3,13,NYG 42,3,7,Tom Brady pass complete short right to Kevin Faulk for 14 yards (tackle by Gibril Wilson and Antonio Pierce),1.360,3.710
3,8:42,1,10,NYG 28,3,7,Laurence Maroney right guard for no gain (tackle by Reggie Torbor),3.710,3.170
3,8:10,2,10,NYG 28,3,7,Tom Brady pass complete short left to Kyle Brady for 3 yards (tackle by Reggie Torbor),3.170,2.870
3,7:23,3,7,NYG 25,3,7,Tom Brady sacked by Michael Strahan for -6 yards,2.870,1.320
3,6:49,4,13,NYG 31,3,7,Tom Brady pass incomplete deep left intended for Jabar Gaffney,1.320,-1.000
3,6:43,1,10,NYG 31,3,7,Brandon Jacobs left guard for 4 yards (tackle by Tedy Bruschi and Richard Seymour),1.000,1.000
3,6:06,2,6,NYG 35,3,7,Eli Manning pass complete short right to Amani Toomer for 10 yards (tackle by Rodney Harrison and Asante Samuel),1.000,1.930
3,5:27,1,10,NYG 45,3,7,Ahmad Bradshaw right guard for 2 yards (tackle by Vince Wilfork and Tedy Bruschi),1.930,1.650
3,4:42,2,8,NYG 47,3,7,Eli Manning pass complete short right to Amani Toomer for 8 yards (tackle by James Sanders),1.650,2.590
3,4:09,1,10,NWE 45,3,7,Eli Manning pass incomplete deep middle intended for Plaxico Burress (defended by Asante Samuel),2.590,2.040
3,4:00,2,10,NWE 45,3,7,Ahmad Bradshaw up the middle for 4 yards (tackle by Rodney Harrison),2.040,1.880
3,3:18,3,6,NWE 41,3,7,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Randall Gay),1.880,0.530
3,3:12,4,6,NWE 41,3,7,"Jeff Feagles punts 31 yards, out of bounds",0.530,0.380
3,3:04,1,10,NWE 10,3,7,"Penalty on Ben Watson: False Start, 5 yards (no play)",-0.380,-0.570
3,3:04,1,15,NWE 5,3,7,Tom Brady pass incomplete short left intended for Donte Stallworth,-0.570,-1.150
3,3:01,2,15,NWE 5,3,7,Tom Brady pass complete short middle to Wes Welker for 16 yards (tackle by Gibril Wilson),-1.150,0.340
3,2:19,1,10,NWE 21,3,7,Laurence Maroney right tackle for 9 yards (tackle by Barry Cofield and Kawika Mitchell),0.340,1.020
3,1:47,2,1,NWE 30,3,7,Laurence Maroney left end for 2 yards (tackle by Osi Umenyiora),1.020,1.070
3,1:03,1,10,NWE 32,3,7,Tom Brady pass complete short middle to Wes Welker for 19 yards (tackle by James Butler),1.070,2.320
3,0:17,1,10,NYG 49,3,7,Tom Brady pass incomplete short right intended for Wes Welker,2.320,1.780
3,0:14,2,10,NYG 49,3,7,"Penalty on Matt Light: False Start, 5 yards (no play)",1.780,1.110
3,0:14,2,15,NWE 46,3,7,Tom Brady pass incomplete deep right intended for Randy Moss,1.110,0.430
3,0:06,3,15,NWE 46,3,7,Tom Brady pass complete short left to Donte Stallworth for 9 yards (tackle by James Butler),0.430,0.270
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,NYG 45,3,7,"Chris Hanson punts 45 yards, touchback",0.270,-0.280
4,14:52,1,10,NYG 20,3,7,Eli Manning pass complete deep middle to Kevin Boss for 45 yards (tackle by Rodney Harrison),0.280,3.250
4,14:02,1,10,NWE 35,3,7,Ahmad Bradshaw right guard for 4 yards (tackle by Tedy Bruschi),3.250,3.240
4,13:16,2,6,NWE 31,3,7,Ahmad Bradshaw left guard for 2 yards (tackle by Richard Seymour and Tedy Bruschi),3.240,2.810
4,12:34,3,4,NWE 29,3,7,Eli Manning pass complete short middle to Steve Smith for 17 yards (tackle by Brandon Meriweather),2.810,4.780
4,11:54,1,10,NWE 12,3,7,Ahmad Bradshaw up the middle for 7 yards (tackle by Rodney Harrison and James Sanders),4.780,5.410
4,11:10,2,3,NWE 5,9,7,"Eli Manning pass complete short middle to David Tyree for 5 yards, touchdown",5.410,7.000
4,11:10,,,NWE 2,10,7,Lawrence Tynes kicks extra point good,0.000,0.000
4,11:10,,,NYG 30,10,7,"Lawrence Tynes kicks off 67 yards, returned by Laurence Maroney for 29 yards (tackle by Antonio Pierce). Penalty on Russ Hochstein: Offensive Holding, 10 yards",0.000,-0.370
4,10:59,1,10,NWE 11,10,7,Tom Brady pass complete short right to Randy Moss for 17 yards (tackle by Antonio Pierce),-0.370,0.810
4,10:26,1,10,NWE 28,10,7,Tom Brady pass complete short left to Wes Welker for 3 yards (tackle by Sam Madison),0.810,0.670
4,9:41,2,7,NWE 31,10,7,Tom Brady pass incomplete deep left intended for Randy Moss,0.670,-0.030
4,9:36,3,7,NWE 31,10,7,Tom Brady pass incomplete short left intended for Wes Welker (defended by Sam Madison),-0.030,-1.310
4,9:30,4,7,NWE 31,10,7,"Chris Hanson punts 49 yards, returned by R.W. McQuarters for 9 yards (tackle by Larry Izzo)",-1.310,-0.870
4,9:20,1,10,NYG 29,10,7,Brandon Jacobs up the middle for 1 yard (tackle by Ty Warren and Richard Seymour),0.870,0.460
4,8:32,2,9,NYG 30,10,7,Eli Manning pass incomplete deep left intended for Plaxico Burress,0.460,-0.230
4,8:24,3,9,NYG 30,10,7,Eli Manning pass complete short middle to Amani Toomer for 8 yards (tackle by Rodney Harrison),-0.230,-0.850
4,8:02,4,1,NYG 38,10,7,"Jeff Feagles punts 42 yards, fair catch by Wes Welker",-0.850,-0.280
4,7:54,1,10,NWE 20,10,7,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Kawika Mitchell),0.280,0.410
4,7:19,2,5,NWE 25,10,7,Tom Brady pass complete short right to Randy Moss for 10 yards (tackle by Corey Webster),0.410,1.270
4,6:39,1,10,NWE 35,10,7,Laurence Maroney left end for 9 yards (tackle by James Butler),1.270,1.940
4,6:14,2,1,NWE 44,10,7,Tom Brady pass complete short right to Wes Welker for 13 yards (tackle by Antonio Pierce and James Butler),1.940,2.720
4,5:27,1,10,NYG 43,10,7,Tom Brady pass complete short left to Kevin Faulk for 4 yards (tackle by Antonio Pierce),2.720,2.720
4,5:01,2,6,NYG 39,10,7,Tom Brady pass complete short left to Wes Welker for 10 yards (tackle by James Butler),2.720,3.640
4,4:15,1,10,NYG 29,10,7,Tom Brady pass incomplete short right intended for Donte Stallworth,3.640,3.100
4,4:12,2,10,NYG 29,10,7,Tom Brady pass complete short right to Randy Moss for 11 yards (tackle by Antonio Pierce),3.100,4.370
4,3:31,1,10,NYG 18,10,7,Tom Brady pass complete short middle to Kevin Faulk for 12 yards (tackle by James Butler),4.370,5.830
4,2:55,1,6,NYG 6,10,7,Tom Brady pass incomplete short left intended for Randy Moss,5.830,4.950
4,2:49,2,6,NYG 6,10,7,Tom Brady pass incomplete short right intended for Wes Welker,4.950,4.040
4,2:45,3,6,NYG 6,10,13,"Tom Brady pass complete short right to Randy Moss for 6 yards, touchdown",4.040,7.000
4,2:45,,,NYG 2,10,14,Stephen Gostkowski kicks extra point good,0.000,0.000
4,2:45,,,NWE 30,10,14,"Stephen Gostkowski kicks off 67 yards, returned by Domenik Hixon for 14 yards (tackle by Raymond Ventrone)",0.000,-0.060
4,2:39,1,10,NYG 17,10,14,Eli Manning pass complete short right to Amani Toomer for 11 yards (tackle by Rodney Harrison),-0.060,0.810
4,2:09,1,10,NYG 28,10,14,Eli Manning pass incomplete short middle intended for Plaxico Burress,0.810,0.260
4,2:04,2,10,NYG 28,10,14,Eli Manning pass incomplete short left intended for Plaxico Burress,0.260,-0.430
4,1:59,3,10,NYG 28,10,14,Eli Manning pass complete short left to Amani Toomer for 9 yards (tackle by Rodney Harrison),-0.430,-0.910
4,1:34,4,1,NYG 37,10,14,Brandon Jacobs up the middle for 2 yards (tackle by Vince Wilfork and Richard Seymour),-0.910,1.530
4,1:28,1,10,NYG 39,10,14,Eli Manning right tackle for 5 yards (tackle by Adalius Thomas),1.530,1.660
4,1:20,1,10,NYG 39,10,14,Timeout #1 by New York Giants,1.530,1.660
4,1:20,2,5,NYG 44,10,14,Eli Manning pass incomplete deep right intended for David Tyree,1.660,0.960
4,1:15,3,5,NYG 44,10,14,Eli Manning pass complete deep middle to David Tyree for 32 yards (tackle by Rodney Harrison),0.960,3.970
4,0:59,3,5,NYG 44,10,14,Timeout #2 by New York Giants,0.960,3.970
4,0:59,1,10,NWE 24,10,14,Eli Manning sacked by Adalius Thomas for -1 yards,3.970,3.300
4,0:51,1,10,NWE 24,10,14,Timeout #3 by New York Giants,3.970,3.300
4,0:51,2,11,NWE 25,10,14,Eli Manning pass incomplete short left intended for David Tyree (defended by Brandon Meriweather),3.300,2.610
4,0:45,3,11,NWE 25,10,14,Eli Manning pass complete short right to Steve Smith for 12 yards (tackle by Brandon Meriweather),2.610,4.710
4,0:39,1,10,NWE 13,16,14,"Eli Manning pass complete short left to Plaxico Burress for 13 yards, touchdown",4.710,7.000
4,0:39,,,NWE 2,17,14,Lawrence Tynes kicks extra point good,0.000,0.000
4,0:39,,,NYG 30,17,14,"Lawrence Tynes kicks off 61 yards, returned by Laurence Maroney for 17 yards (tackle by Zak DeOssie)",0.000,0.670
4,0:29,1,10,NWE 26,17,14,Tom Brady pass incomplete deep right intended for Jabar Gaffney,0.670,0.130
4,0:25,2,10,NWE 26,17,14,Tom Brady sacked by Jay Alford for -10 yards,0.130,-2.230
4,0:19,2,10,NWE 26,17,14,Timeout #1 by New England Patriots,0.130,-2.230
4,0:19,3,20,NWE 16,17,14,Tom Brady pass incomplete deep left intended for Randy Moss (defended by Corey Webster),-2.230,-2.390
4,0:10,3,20,NWE 16,17,14,Timeout #2 by New England Patriots,-2.230,-2.390
4,0:10,4,20,NWE 16,17,14,Tom Brady pass incomplete deep left intended for Randy Moss (defended by Gibril Wilson),-2.390,-4.510
4,0:01,1,10,NWE 16,17,14,Eli Manning kneels for -1 yards,4.510,3.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
