Quarter,Time,Tm,Detail,KAN,DEN
1.0,13:20,Broncos,Brandon Stokley 21 yard pass from Jay Cutler (Jason Elam kick),0,7
,7:13,Broncos,Travis Henry 1 yard rush (Jason Elam kick),0,14
2.0,6:09,Chiefs,Tony Gonzalez 15 yard pass from Brodie Croyle (John Carney kick),7,14
,1:55,Broncos,Brandon Marshall 8 yard pass from Jay Cutler (Jason Elam kick),7,21
,0:00,Broncos,Jason Elam 37 yard field goal,7,24
3.0,6:58,Broncos,Jason Elam 37 yard field goal,7,27
,2:14,Broncos,Daniel Graham 2 yard pass from Jay Cutler (Jason Elam kick),7,34
,0:40,Broncos,Brandon Marshall 13 yard pass from Jay Cutler (Jason Elam kick),7,41
