Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"John Carney kicks off 66 yards, returned by Andre Hall for 19 yards (tackle by Tyron Brackenridge)",0.000,0.480
1,14:55,1,10,DEN 23,0,0,Selvin Young left guard for 6 yards (tackle by Derrick Johnson),0.480,0.740
1,14:22,2,4,DEN 29,0,0,Selvin Young left tackle for 50 yards (tackle by Bernard Pollard),0.740,4.170
1,13:37,1,10,KAN 21,0,0,Jay Cutler pass incomplete short right intended for Cecil Sapp (defended by Jarrad Page),4.170,3.630
1,13:28,2,10,KAN 21,0,6,"Jay Cutler pass complete deep right to Brandon Stokley for 21 yards, touchdown",3.630,7.000
1,,,,KAN 2,0,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,7,"Todd Sauerbrun kicks off 63 yards, returned by Jeff Webb for 21 yards (tackle by Louis Green). Jeff Webb fumbles (forced by Louis Green), recovered by Jeff Webb at KAN-28",0.000,0.810
1,13:13,1,10,KAN 28,0,7,Brodie Croyle pass complete short right to Eddie Kennison for 2 yards (tackle by Champ Bailey),0.810,0.530
1,12:36,2,8,KAN 30,0,7,Kolby Smith left tackle for 7 yards (tackle by Elvis Dumervil),0.530,0.760
1,11:51,3,1,KAN 37,0,7,Kolby Smith left tackle for no gain (tackle by Alvin McKinley),0.760,-0.910
1,11:14,4,1,KAN 37,0,7,"Dustin Colquitt punts 52 yards, returned by Glenn Martinez for 5 yards (tackle by Tyron Brackenridge)",-0.910,0.140
1,11:04,1,10,DEN 16,0,7,Jay Cutler pass incomplete short middle intended for Brandon Marshall (defended by Patrick Surtain),-0.140,-0.660
1,10:58,2,10,DEN 16,0,7,"Selvin Young right tackle for 5 yards. Penalty on Derrick Johnson: Defensive Offside, 5 yards (no play)",-0.660,0.150
1,10:34,2,5,DEN 21,0,7,Jay Cutler pass complete short middle to Daniel Graham for 28 yards (tackle by Ty Law),0.150,2.190
1,9:53,1,10,DEN 49,0,7,Selvin Young right guard for 17 yards (tackle by Napoleon Harris),2.190,3.310
1,9:10,1,10,KAN 34,0,7,Travis Henry middle for 6 yards (tackle by Napoleon Harris and Donnie Edwards),3.310,3.580
1,8:36,2,4,KAN 28,0,7,Jay Cutler pass complete short right to Brandon Marshall for 22 yards (tackle by Pat Thomas),3.580,5.830
1,7:58,1,6,KAN 6,0,7,Travis Henry left tackle for 5 yards (tackle by Bernard Pollard),5.830,5.910
1,7:18,2,1,KAN 1,0,13,"Travis Henry right guard for 1 yard, touchdown",5.910,7.000
1,,,,KAN 2,0,14,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,14,"Todd Sauerbrun kicks off 60 yards, returned by Benny Sapp for 19 yards (tackle by Louis Green)",0.000,0.870
1,7:06,1,10,KAN 29,0,14,"Penalty on Will Svitek: False Start, 5 yards (no play)",0.870,0.540
1,7:06,1,15,KAN 24,0,14,Brodie Croyle pass complete short left to Tony Gonzalez for 5 yards (tackle by Ian Gold),0.540,0.330
1,6:28,2,10,KAN 29,0,14,Kolby Smith right end for -1 yards (tackle by Champ Bailey),0.330,-0.490
1,5:44,3,11,KAN 28,0,14,"Penalty on Eddie Kennison: False Start, 5 yards (no play)",-0.490,-1.150
1,5:28,3,16,KAN 23,0,14,Brodie Croyle pass complete short right to Tony Gonzalez for 14 yards (tackle by Karl Paymah),-1.150,-0.910
1,4:52,4,2,KAN 37,0,14,"Dustin Colquitt punts 46 yards, fair catch by Glenn Martinez",-0.910,0.060
1,4:43,1,10,DEN 17,0,14,Jay Cutler pass incomplete deep right intended for Brandon Stokley (defended by Ty Law),-0.060,-0.580
1,4:36,2,10,DEN 17,0,14,Selvin Young left tackle for 9 yards (tackle by Napoleon Harris),-0.580,-0.120
1,4:01,3,1,DEN 26,0,14,Selvin Young right guard for no gain (tackle by Keyaron Fox),-0.120,-1.630
1,3:15,4,1,DEN 26,0,14,"Todd Sauerbrun punts 53 yards, returned by Eddie Kennison for 13 yards (tackle by Jamie Winborn)",-1.630,-1.200
1,3:04,1,10,KAN 34,0,14,Kolby Smith middle for 3 yards (tackle by Nate Webster and Josh Mallard),1.200,1.060
1,2:20,2,7,KAN 37,0,14,Brodie Croyle pass incomplete short middle intended for Tony Gonzalez (defended by Josh Mallard),1.060,0.370
1,2:15,3,7,KAN 37,0,14,Brodie Croyle pass incomplete short middle intended for Kris Wilson,0.370,-0.910
1,2:11,4,7,KAN 37,0,14,Dustin Colquitt punts 38 yards,-0.910,-0.610
1,2:02,1,10,DEN 25,0,14,Selvin Young left tackle for no gain (tackle by Tamba Hali),0.610,0.060
1,1:21,2,10,DEN 25,0,14,Brandon Marshall sacked by Tamba Hali for -6 yards,0.060,-1.510
1,0:38,3,16,DEN 19,0,14,Selvin Young middle for 9 yards (tackle by Bernard Pollard),-1.510,-1.500
1,0:01,4,7,DEN 28,0,14,"Todd Sauerbrun punts 43 yards, returned by Eddie Kennison for 8 yards (tackle by Andre Hall)",-1.500,-1.400
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 37,0,14,"Penalty on Alvin McKinley: Encroachment, 5 yards (no play)",1.400,2.130
2,15:00,1,5,KAN 42,0,14,Brodie Croyle pass incomplete short middle intended for Dwayne Bowe (defended by Hamza Abdullah),2.130,1.530
2,14:55,2,5,KAN 42,0,14,Gilbert Harris middle for 1 yard (tackle by Nate Webster),1.530,0.960
2,14:09,3,4,KAN 43,0,14,"Brodie Croyle pass incomplete short middle intended for Dwayne Bowe (defended by Champ Bailey). Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",0.960,2.130
2,14:03,1,10,KAN 48,0,14,Brodie Croyle pass complete short left to Boomer Grigsby for 9 yards (tackle by Nate Webster),2.130,2.800
2,13:35,2,1,DEN 43,0,14,Gilbert Harris middle for no gain (tackle by Nate Webster),2.800,2.080
2,12:56,3,1,DEN 43,0,14,Gilbert Harris middle for no gain (tackle by Champ Bailey),2.080,0.400
2,12:12,4,1,DEN 43,0,14,Gilbert Harris middle for 3 yards (tackle by John Lynch),0.400,2.920
2,11:34,1,10,DEN 40,0,14,Kolby Smith left end for -1 yards (tackle by D.J. Williams),2.920,2.240
2,10:51,2,11,DEN 41,0,14,Brodie Croyle sacked by Ian Gold for -4 yards,2.240,1.030
2,10:13,3,15,DEN 45,0,14,Brodie Croyle pass complete short right to Tony Gonzalez for 13 yards (tackle by Domonique Foxworth),1.030,1.300
2,9:33,4,2,DEN 32,0,14,Kolby Smith right tackle for 2 yards (tackle by D.J. Williams),1.300,3.580
2,8:52,1,10,DEN 30,0,14,Brodie Croyle pass incomplete deep middle intended for Dwayne Bowe (defended by D.J. Williams),3.580,3.030
2,8:39,2,10,DEN 30,0,14,"Penalty on Brodie Croyle: Delay of Game, 5 yards (no play)",3.030,2.360
2,8:39,2,15,DEN 35,0,14,Brodie Croyle pass complete short left to Tony Gonzalez for 9 yards (tackle by Dre' Bly),2.360,2.870
2,8:05,3,6,DEN 26,0,14,Brodie Croyle sacked by Elvis Dumervil for -6 yards,2.870,1.240
2,7:27,4,12,DEN 32,0,14,Brodie Croyle pass complete deep right to Dwayne Bowe for 22 yards (tackle by Hamza Abdullah),1.240,4.910
2,6:42,1,10,DEN 10,0,14,"Penalty on Chris Terry: False Start, 5 yards (no play)",4.910,4.370
2,6:16,1,15,DEN 15,6,14,"Brodie Croyle pass complete short left to Tony Gonzalez for 15 yards, touchdown",4.370,7.000
2,,,,DEN 2,7,14,John Carney kicks extra point good,0.000,0.000
2,,,,KAN 30,7,14,"John Carney kicks off 64 yards, returned by Glenn Martinez for 23 yards (tackle by Bobby Sippio)",0.000,0.870
2,6:02,1,10,DEN 29,7,14,Jay Cutler pass complete deep middle to Daniel Graham for 25 yards (tackle by Bernard Pollard),0.870,2.520
2,5:25,1,10,KAN 46,7,14,Selvin Young left tackle for 7 yards (tackle by Donnie Edwards),2.520,2.920
2,4:49,2,3,KAN 39,7,14,Selvin Young right tackle for 9 yards (tackle by Bernard Pollard),2.920,3.580
2,4:03,1,10,KAN 30,7,14,Selvin Young right end for 6 yards (tackle by Bernard Pollard),3.580,3.840
2,3:25,2,4,KAN 24,7,14,Jay Cutler pass complete short left to Tony Scheffler for 13 yards (tackle by Donnie Edwards),3.840,4.840
2,2:46,1,10,KAN 11,7,14,Travis Henry middle for 3 yards (tackle by Jarrad Page),4.840,4.700
2,2:00,2,7,KAN 8,7,20,"Jay Cutler pass complete short right to Brandon Marshall for 8 yards, touchdown",4.700,7.000
2,,,,KAN 2,7,21,"Jason Elam kicks extra point good. Penalty on Brandon Marshall: Unsportsmanlike Conduct, 15 yards",0.000,0.000
2,,,,DEN 15,7,21,"Todd Sauerbrun kicks off 42 yards, returned by Turk McBride for 6 yards (tackle by Cecil Sapp)",0.000,2.190
2,1:55,1,10,KAN 49,7,21,Kolby Smith for 2 yards (tackle by Tim Crowder),2.190,1.920
2,1:55,2,8,DEN 49,7,21,Brodie Croyle pass incomplete short right intended for Jeff Webb,1.920,1.220
2,1:20,3,8,DEN 49,7,21,Brodie Croyle pass incomplete deep middle intended for Jeff Webb,1.220,0.000
2,1:17,4,8,DEN 49,7,21,"Dustin Colquitt punts 34 yards, fair catch by Glenn Martinez",0.000,0.140
2,1:11,1,10,DEN 16,7,21,Selvin Young left end for 30 yards (tackle by Bernard Pollard),-0.140,1.990
2,0:57,,,,7,21,Timeout #1 by Denver Broncos,0.000,1.990
2,0:57,1,10,DEN 46,7,21,Brandon Marshall right end for 10 yards (tackle by Napoleon Harris),1.990,2.650
2,0:50,,,,7,21,Timeout #2 by Denver Broncos,0.000,2.650
2,0:50,1,10,KAN 44,7,21,Jay Cutler pass complete short right to Tony Scheffler for 8 yards (tackle by Greg Wesley),2.650,3.190
2,0:30,2,2,KAN 36,7,21,Jay Cutler pass complete short right to Brandon Marshall for 7 yards (tackle by Patrick Surtain),3.190,3.640
2,0:08,1,10,KAN 29,7,21,Jay Cutler pass complete short right to Brandon Marshall for 10 yards (tackle by Tyron Brackenridge),3.640,4.310
2,0:01,,,,7,21,Timeout #3 by Denver Broncos,0.000,4.310
2,0:01,1,10,KAN 19,7,24,Jason Elam 37 yard field goal good,4.310,3.000
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
