Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Randy Bullock kicks off 64 yards, returned by Phillip Lindsay for 16 yards (tackle by Chris Jackson)",,
1,14:54,1,10,MIA 17,0,0,Tua Tagovailoa pass complete deep middle to DeVante Parker for 20 yards (tackle by Kristian Fulton),,
1,14:19,1,10,MIA 37,0,0,"Tua Tagovailoa pass complete to Myles Gaskin for 14 yards (tackle by Kevin Byard). Penalty on Austin Jackson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
1,13:49,1,15,MIA 32,0,0,Duke Johnson up the middle for 16 yards (tackle by Amani Hooker),,
1,13:10,1,10,MIA 48,0,0,Duke Johnson up the middle for no gain (tackle by Jeffery Simmons),,
1,12:27,2,10,MIA 48,0,0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for no gain (tackle by Amani Hooker),,
1,11:45,3,10,MIA 48,0,0,Tua Tagovailoa sacked by Denico Autry for -6 yards,,
1,11:08,4,16,MIA 42,0,0,"Michael Palardy punts 37 yards, returned by Chester Rogers for 9 yards (tackle by Duke Riley)",,
1,10:55,1,10,TEN 30,0,0,Dontrell Hilliard left tackle for no gain (tackle by Christian Wilkins),,
1,10:16,2,10,TEN 30,0,0,Ryan Tannehill pass incomplete short right intended for A.J. Brown,,
1,10:12,3,10,TEN 30,0,0,Ryan Tannehill pass incomplete deep middle intended for Nick Westbrook-Ikhine (defended by Xavien Howard),,
1,10:07,4,10,TEN 30,0,0,"Brett Kern punts 52 yards, returned by Jaylen Waddle for 15 yards (tackle by Dane Cruikshank)",,
1,9:54,1,10,MIA 33,0,0,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle,,
1,9:49,2,10,MIA 33,0,0,Duke Johnson right tackle for 1 yard (tackle by Naquan Jones and Harold Landry),,
1,9:07,3,9,MIA 34,0,0,Tua Tagovailoa pass incomplete short left intended for Mack Hollins,,
1,9:01,4,9,MIA 34,0,0,"Michael Palardy punts 36 yards, returned by Chester Rogers for 8 yards (tackle by Clayton Fejedelem)",,
1,8:51,1,10,TEN 38,0,0,D'Onta Foreman up the middle for 4 yards (tackle by Emmanuel Ogbah),,
1,8:15,2,6,TEN 42,0,0,Dontrell Hilliard left end for 5 yards (tackle by Jevon Holland),,
1,7:31,3,1,TEN 47,0,0,D'Onta Foreman up the middle for -3 yards (tackle by Elandon Roberts and Christian Wilkins),,
1,6:47,4,4,TEN 44,0,0,Brett Kern punts 42 yards. Christopher Milton fumbles out of bounds,,
1,6:39,1,10,MIA 14,0,0,"Phillip Lindsay up the middle for no gain (tackle by Zach Cunningham and Harold Landry). Penalty on Durham Smythe: Illegal Shift, 5 yards (declined)",,
1,6:16,2,10,MIA 14,0,0,Tua Tagovailoa pass incomplete short left intended for DeVante Parker (defended by Kristian Fulton),,
1,6:13,3,10,MIA 14,0,0,Tua Tagovailoa scrambles left end for 1 yard (tackle by Denico Autry),,
1,5:45,4,9,MIA 15,0,0,"Michael Palardy punts 42 yards, returned by Chester Rogers for 11 yards (tackle by Andrew Van Ginkel)",,
1,5:35,1,10,MIA 46,0,0,Ryan Tannehill pass incomplete short right intended for A.J. Brown,,
1,5:30,2,10,MIA 46,0,0,"Penalty on Taylor Lewan: False Start, 5 yards (accepted) (no play)",,
1,5:30,2,15,TEN 49,0,0,Ryan Tannehill pass complete deep right to A.J. Brown for 25 yards (tackle by Jevon Holland),,
1,4:51,1,10,MIA 26,0,0,D'Onta Foreman up the middle for 3 yards (tackle by Brandon Jones),,
1,4:13,2,7,MIA 23,0,0,Ryan Tannehill pass complete short left to Dontrell Hilliard for 2 yards (tackle by Jerome Baker),,
1,3:28,3,5,MIA 21,0,0,Ryan Tannehill pass complete short middle to Anthony Firkser for 4 yards (tackle by Andrew Van Ginkel and Eric Rowe),,
1,2:52,,,,,,Timeout #1 by Miami Dolphins,,
1,2:52,4,1,MIA 17,0,0,Ryan Tannehill up the middle for 2 yards (tackle by Christian Wilkins),,
1,2:12,1,10,MIA 15,0,0,D'Onta Foreman up the middle for 14 yards (tackle by Jevon Holland),,
1,1:27,1,1,MIA 1,0,6,"Ryan Tannehill pass complete short right to Geoff Swaim for 1 yard, touchdown",,
1,1:24,,,MIA 15,0,7,Randy Bullock kicks extra point good,,
1,1:24,,,TEN 35,0,7,"Randy Bullock kicks off 57 yards, returned by Phillip Lindsay for 18 yards (tackle by Dylan Cole)",,
1,1:17,1,10,MIA 26,0,7,Tua Tagovailoa pass incomplete short right intended for DeVante Parker,,
1,1:13,2,10,MIA 26,0,7,"Tua Tagovailoa sacked by. Tua Tagovailoa fumbles, recovered by Elijah Molden at MIA-14",,
1,1:05,1,10,MIA 14,0,7,D'Onta Foreman right tackle for no gain (tackle by Elandon Roberts),,
1,0:27,2,10,MIA 14,0,7,D'Onta Foreman up the middle for 4 yards (tackle by Christian Wilkins and Adam Butler),,
Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,MIA 10,0,7,Ryan Tannehill pass complete short middle to Anthony Firkser for 5 yards (tackle by Eric Rowe),,
2,14:20,4,1,MIA 5,0,10,Randy Bullock 23 yard field goal good,,
2,14:15,,,TEN 35,0,10,"Randy Bullock kicks off 65 yards, touchback.",,
2,14:15,1,10,MIA 25,0,10,Duke Johnson up the middle for 14 yards (tackle by Kevin Byard and Amani Hooker),,
2,13:47,1,10,MIA 39,0,10,Duke Johnson up the middle for 11 yards (tackle by Kevin Byard and Amani Hooker),,
2,13:15,1,10,MIA 50,0,10,Phillip Lindsay up the middle for 1 yard (tackle by Zach Cunningham),,
2,12:33,2,9,TEN 49,0,10,Tua Tagovailoa pass complete short left to Phillip Lindsay for 8 yards (tackle by Kristian Fulton),,
2,12:01,3,1,TEN 41,0,10,"Tua Tagovailoa aborted snap, recovered by Duke Johnson at TEN-42",,
2,11:11,4,2,TEN 42,0,10,Tua Tagovailoa pass complete short left to Durham Smythe for 15 yards (tackle by Zach Cunningham),,
2,10:36,1,10,TEN 27,0,10,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,,
2,10:32,2,10,TEN 27,0,10,Tua Tagovailoa pass incomplete short middle,,
2,10:27,3,10,TEN 27,0,10,Duke Johnson up the middle for 6 yards (tackle by David Long and Dane Cruikshank),,
2,9:47,4,4,TEN 21,3,10,Jason Sanders 39 yard field goal good,,
2,9:43,,,MIA 35,3,10,"Jason Sanders kicks off 65 yards, touchback.",,
2,9:43,1,10,TEN 25,3,10,D'Onta Foreman up the middle for 4 yards (tackle by Raekwon Davis and Christian Wilkins),,
2,9:01,2,6,TEN 29,3,10,D'Onta Foreman left tackle for 5 yards (tackle by Jerome Baker and Jaelan Phillips),,
2,8:12,3,1,TEN 34,3,10,Ryan Tannehill pass complete short right to Geoff Swaim for 5 yards (tackle by Brandon Jones),,
2,7:38,1,10,TEN 39,3,10,Ryan Tannehill pass complete short middle to A.J. Brown for 16 yards (tackle by Jevon Holland),,
2,7:00,1,10,MIA 45,3,10,D'Onta Foreman up the middle for 4 yards (tackle by Brandon Jones and Raekwon Davis),,
2,6:15,2,6,MIA 41,3,10,D'Onta Foreman right tackle for -1 yards (tackle by Jaelan Phillips),,
2,5:49,3,7,MIA 42,3,10,"Ryan Tannehill pass incomplete short left intended for Chester Rogers. Penalty on Nik Needham: Defensive Pass Interference, 8 yards (accepted) (no play)",,
2,5:45,1,10,MIA 34,3,10,D'Onta Foreman left tackle for 6 yards (tackle by Christian Wilkins and Zach Sieler),,
2,4:58,2,4,MIA 28,3,10,Dontrell Hilliard up the middle for 2 yards (tackle by Zach Sieler and Elandon Roberts),,
2,4:13,3,2,MIA 26,3,10,Ryan Tannehill left end for 5 yards (tackle by Xavien Howard),,
2,3:30,,,,,,Timeout #1 by Tennessee Titans,,
2,3:30,1,10,MIA 21,3,10,Ryan Tannehill pass incomplete deep left intended for Nick Westbrook-Ikhine,,
2,3:25,2,10,MIA 21,3,16,"D'Onta Foreman right tackle for 21 yards, touchdown",,
2,3:18,,,MIA 15,3,17,Randy Bullock kicks extra point good,,
2,3:18,,,TEN 35,3,17,"Randy Bullock kicks off 65 yards, touchback.",,
2,3:18,1,10,MIA 25,3,17,Tua Tagovailoa pass incomplete short left intended for Mike Gesicki (defended by Kristian Fulton),,
2,3:14,2,10,MIA 25,3,17,Duke Johnson up the middle for 1 yard (tackle by Naquan Jones and Zach Cunningham),,
2,2:32,3,9,MIA 26,3,17,Tua Tagovailoa pass complete short left to Mike Gesicki for 14 yards (tackle by Dane Cruikshank),,
2,2:00,1,10,MIA 40,3,17,Tua Tagovailoa pass complete short left to Mike Gesicki for 14 yards (tackle by Kristian Fulton),,
2,1:27,1,10,TEN 46,3,17,Tua Tagovailoa pass incomplete deep right intended for Mike Gesicki,,
2,1:21,2,10,TEN 46,3,17,Tua Tagovailoa pass incomplete short right intended for DeVante Parker (defended by Elijah Molden),,
2,1:16,3,10,TEN 46,3,17,"Tua Tagovailoa pass incomplete short left intended for DeVante Parker. Penalty on Michael Deiter: Offensive Holding, 10 yards (declined)",,
2,1:11,,,,,,Timeout #2 by Tennessee Titans,,
2,1:11,4,10,TEN 46,3,17,"Michael Palardy punts 32 yards, fair catch by Chester Rogers at TEN-14",,
2,1:04,1,10,TEN 14,3,17,D'Onta Foreman right tackle for 2 yards (tackle by Emmanuel Ogbah),,
2,0:22,2,8,TEN 16,3,17,D'Onta Foreman right tackle for 7 yards (tackle by Brandon Jones),,
Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,3,17,"Jason Sanders kicks off 64 yards, returned by Dontrell Hilliard for 24 yards (tackle by Samuel Eguavoen)",,
3,14:54,1,10,TEN 25,3,17,D'Onta Foreman left guard for 5 yards (tackle by Elandon Roberts and Zach Sieler),,
3,14:30,2,5,TEN 30,3,17,Ryan Tannehill pass complete short right to Geoff Swaim for 3 yards (tackle by Jerome Baker),,
3,13:50,3,2,TEN 33,3,17,Ryan Tannehill pass complete short left to Chester Rogers for 7 yards (tackle by Nik Needham),,
3,13:18,1,10,TEN 40,3,17,D'Onta Foreman up the middle for 3 yards (tackle by Christian Wilkins and Zach Sieler),,
3,12:20,2,7,TEN 43,3,17,Jeremy McNichols left guard for 2 yards (tackle by Christian Wilkins and Zach Sieler),,
3,11:39,3,5,TEN 45,3,17,"Ryan Tannehill pass complete short left to Dontrell Hilliard for 28 yards (tackle by Nik Needham). Penalty on Chester Rogers: Illegal Blindside Block, 15 yards (accepted)",,
3,11:08,1,10,MIA 42,3,17,D'Onta Foreman left tackle for 4 yards (tackle by Zach Sieler),,
3,10:24,2,6,MIA 38,3,17,Ryan Tannehill pass incomplete deep right intended for A.J. Brown (defended by Jevon Holland),,
3,10:16,3,6,MIA 38,3,17,Ryan Tannehill sacked by Jerome Baker for -10 yards,,
3,9:40,4,16,MIA 48,3,17,Brett Kern punts 46 yards downed by Nick Westbrook-Ikhine,,
3,9:31,1,10,MIA 2,3,17,Tua Tagovailoa pass incomplete short left intended for Isaiah Ford (defended by Naquan Jones),,
3,9:25,2,10,MIA 2,3,17,Tua Tagovailoa pass complete short right to DeVante Parker for 11 yards (tackle by Jackrabbit Jenkins),,
3,8:58,1,10,MIA 13,3,17,Myles Gaskin up the middle for 8 yards (tackle by Jackrabbit Jenkins and Kevin Byard),,
3,8:21,2,2,MIA 21,3,17,Myles Gaskin up the middle for 1 yard (tackle by Bud Dupree and Zach Cunningham),,
3,7:35,3,1,MIA 22,3,17,"Jacoby Brissett pass incomplete deep left intended for Jaylen Waddle. Penalty on Bud Dupree: Roughing the Passer, 15 yards (accepted) (no play)",,
3,7:29,1,10,MIA 37,3,17,Tua Tagovailoa pass complete short middle to Mike Gesicki for 15 yards (tackle by Buster Skrine),,
3,6:45,1,10,TEN 48,3,17,Tua Tagovailoa pass complete short middle to Durham Smythe for 21 yards (tackle by Rashaan Evans),,
3,6:04,1,10,TEN 27,3,17,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle,,
3,5:59,2,10,TEN 27,3,17,Tua Tagovailoa pass complete short left to Isaiah Ford for no gain (tackle by Jackrabbit Jenkins),,
3,5:21,3,10,TEN 27,3,17,Tua Tagovailoa sacked by Harold Landry for -8 yards,,
3,4:38,4,18,TEN 35,3,17,Jason Sanders 53 yard field goal no good,,
3,4:31,1,10,TEN 43,3,17,D'Onta Foreman right tackle for 3 yards (tackle by Emmanuel Ogbah),,
3,3:53,2,7,TEN 46,3,17,Ryan Tannehill pass complete short right to Chester Rogers for 6 yards (tackle by Andrew Van Ginkel),,
3,3:10,3,1,MIA 48,3,17,Dontrell Hilliard up the middle for 1 yard (tackle by Elandon Roberts and Christian Wilkins),,
3,2:27,1,10,MIA 47,3,17,"D'Onta Foreman left tackle for no gain (tackle by Xavien Howard). Penalty on Geoff Swaim: Offensive Holding, 10 yards (accepted) (no play)",,
3,2:02,1,20,TEN 43,3,17,"Ryan Tannehill pass incomplete short middle intended for A.J. Brown. Penalty on Xavien Howard: Defensive Pass Interference, 12 yards (accepted) (no play)",,
3,1:58,1,10,MIA 45,3,17,"D'Onta Foreman left tackle for no gain (tackle by Andrew Van Ginkel). Penalty on Nate Davis: Offensive Holding, 10 yards (accepted) (no play)",,
3,1:31,1,20,TEN 45,3,17,Ryan Tannehill pass complete short middle to Dontrell Hilliard for 3 yards (tackle by Elandon Roberts),,
3,0:52,2,17,TEN 48,3,17,"Ryan Tannehill aborted snap, recovered by Dontrell Hilliard at TEN-44",,
3,0:08,3,21,TEN 44,3,17,Jeremy McNichols up the middle for 12 yards (tackle by Jerome Baker),,
Quarter,Time,Down,ToGo,Location,MIA,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,MIA 44,3,17,Brett Kern punts 37 yards downed by Matthias Farley,,
4,14:51,1,10,MIA 7,3,17,Tua Tagovailoa pass incomplete short middle intended for DeVante Parker,,
4,14:47,2,10,MIA 7,3,17,Tua Tagovailoa pass complete short right to Duke Johnson for 10 yards (tackle by Zach Cunningham),,
4,14:07,1,10,MIA 17,3,17,Mike Gesicki pass incomplete deep right intended for Myles Gaskin,,
4,14:01,2,10,MIA 17,3,17,Tua Tagovailoa pass complete short right to Duke Johnson for 6 yards (tackle by David Long),,
4,13:16,3,4,MIA 23,3,17,Tua Tagovailoa pass complete short middle to DeVante Parker for 6 yards (tackle by David Long),,
4,12:36,1,10,MIA 29,3,17,Tua Tagovailoa pass complete deep left to Jaylen Waddle for 45 yards (tackle by Amani Hooker),,
4,12:00,1,10,TEN 26,3,17,"Tua Tagovailoa sacked by Kyle Peko for -2 yards. Tua Tagovailoa fumbles (forced by Kyle Peko), recovered by Liam Eichenberg at TEN-28 (tackle by Kyle Peko)",,
4,11:14,2,12,TEN 28,3,17,Tua Tagovailoa pass complete short left to Durham Smythe for 1 yard (tackle by Kevin Byard and Elijah Molden),,
4,10:30,3,11,TEN 27,3,17,Tua Tagovailoa pass incomplete deep right intended for DeVante Parker,,
4,10:25,4,11,TEN 27,3,17,"Tua Tagovailoa pass incomplete deep middle intended for DeVante Parker (defended by Jackrabbit Jenkins). Penalty on DeVante Parker: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",,
4,10:20,1,10,TEN 42,3,17,"D'Onta Foreman left tackle for no gain (tackle by Andrew Van Ginkel). Penalty on Aaron Brewer: Illegal Formation, 5 yards (declined) (no play)",,
4,10:03,2,10,TEN 42,3,17,D'Onta Foreman right tackle for 9 yards (tackle by Jevon Holland),,
4,9:17,3,1,MIA 49,3,17,D'Onta Foreman up the middle for 35 yards (tackle by Xavien Howard),,
4,8:30,1,10,MIA 14,3,17,Dontrell Hilliard left tackle for -1 yards (tackle by Jevon Holland),,
4,7:46,2,11,MIA 15,3,23,"Ryan Tannehill pass complete short right to Anthony Firkser for 15 yards, touchdown",,
4,7:42,,,MIA 15,3,24,Randy Bullock kicks extra point good,,
4,7:42,,,TEN 35,3,24,"Randy Bullock kicks off 65 yards, touchback.",,
4,7:42,1,10,MIA 25,3,24,Tua Tagovailoa pass complete short right to Jaylen Waddle for 2 yards (tackle by Denico Autry),,
4,7:08,2,8,MIA 27,3,24,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle,,
4,7:05,3,8,MIA 27,3,24,Tua Tagovailoa pass complete short right to DeVante Parker for 9 yards (tackle by Jackrabbit Jenkins),,
4,6:38,1,10,MIA 36,3,24,Tua Tagovailoa pass incomplete short middle intended for Duke Johnson,,
4,6:32,2,10,MIA 36,3,24,Tua Tagovailoa pass incomplete short left intended for DeVante Parker (defended by Amani Hooker),,
4,6:28,3,10,MIA 36,3,24,Tua Tagovailoa pass complete short left to Mike Gesicki for 8 yards (tackle by Amani Hooker and David Long),,
4,5:47,4,2,MIA 44,3,24,Tua Tagovailoa pass incomplete deep left intended for DeVante Parker,,
4,5:44,1,10,MIA 44,3,24,D'Onta Foreman left guard for 2 yards (tackle by Brandon Jones),,
4,5:38,,,,,,Timeout #1 by Miami Dolphins,,
4,5:38,2,8,MIA 42,3,24,D'Onta Foreman up the middle for 4 yards (tackle by Elandon Roberts and Jerome Baker),,
4,5:33,,,,,,Timeout #2 by Miami Dolphins,,
4,5:33,3,4,MIA 38,3,24,D'Onta Foreman left end for no gain (tackle by Zach Sieler and Jevon Holland),,
4,5:25,,,,,,Timeout #3 by Miami Dolphins,,
4,5:25,4,4,MIA 38,3,24,"Brett Kern punts, fair catch by Jevon Holland at MIA-12. Penalty on Brandon Jones: Roughing the Kicker, 15 yards (accepted) (no play)",,
4,5:19,1,10,MIA 23,3,24,D'Onta Foreman up the middle for -3 yards (tackle by Christian Wilkins),,
4,4:37,2,13,MIA 26,3,24,D'Onta Foreman left tackle for no gain (tackle by Zach Sieler),,
4,3:52,3,13,MIA 26,3,24,Ryan Tannehill right end for no gain (tackle by Jerome Baker),,
4,3:03,,,,,,Timeout #1 by Tennessee Titans,,
4,3:03,4,13,MIA 26,3,27,Randy Bullock 44 yard field goal good,,
4,2:58,,,TEN 35,3,27,"Randy Bullock kicks off 65 yards, touchback.",,
4,2:58,1,10,MIA 25,3,27,Tua Tagovailoa pass short middle intended for Mike Gesicki is intercepted by David Long at MIA-38 and returned for no gain (tackle by Mike Gesicki),,
4,2:49,1,10,MIA 38,3,27,Dontrell Hilliard up the middle for -2 yards (tackle by Raekwon Davis),,
4,2:09,2,12,MIA 40,3,27,Dontrell Hilliard up the middle for 1 yard (tackle by Jevon Holland),,
4,2:00,3,11,MIA 39,3,33,"Dontrell Hilliard right guard for 39 yards, touchdown",,
4,1:53,,,MIA 15,3,34,Randy Bullock kicks extra point good,,
4,1:53,,,TEN 35,3,34,"Randy Bullock kicks off 65 yards, touchback.",,
4,1:53,1,10,MIA 25,3,34,Myles Gaskin right guard for 6 yards (tackle by Dane Cruikshank),,
4,1:06,2,4,MIA 31,3,34,"Myles Gaskin up the middle for no gain (tackle by Kyle Peko). Penalty on Kyle Peko: Face Mask (15 Yards), 15 yards (accepted) (no play)",,
4,1:00,1,10,MIA 46,3,34,Myles Gaskin up the middle for 4 yards (tackle by Teair Tart and Kyle Peko),,
4,0:26,2,6,TEN 50,3,34,Myles Gaskin up the middle for 4 yards (tackle by Matthias Farley and Joseph Jones),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
