Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the opening kickoff.",,
1,15:00,,,SFO 35,0,0,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,ARI 20,0,0,Carson Palmer pass complete deep middle to Larry Fitzgerald for 21 yards (tackle by Tramaine Brock),0.280,1.660
1,14:20,1,10,ARI 41,0,0,Carson Palmer pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Ahmad Brooks),1.660,2.520
1,13:44,1,10,SFO 46,0,0,Chris Johnson middle for 2 yards (tackle by Tramaine Brock),2.520,2.250
1,13:04,2,8,SFO 44,0,0,Chris Johnson right tackle for -1 yards (tackle by Quinton Dial),2.250,1.420
1,12:25,3,9,SFO 45,0,0,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,1.420,0.270
1,12:18,4,9,SFO 45,0,0,"Drew Butler punts 32 yards, fair catch by Jarryd Hayne",0.270,0.320
1,12:10,1,10,SFO 13,0,0,Carlos Hyde right tackle for -1 yards (tackle by Frostee Rucker),-0.320,-0.850
1,11:38,2,11,SFO 12,0,0,Carlos Hyde middle for no gain (tackle by Kevin Minter). Penalty on Marcus Martin: Offensive Holding (Declined),-0.850,-0.850
1,11:15,2,11,SFO 12,0,0,Timeout #1 by Arizona Cardinals,-0.850,-1.540
1,11:15,3,11,SFO 12,0,6,"Colin Kaepernick pass incomplete short right intended for Vernon Davis is intercepted by Justin Bethel at SFO-21 and returned for 21 yards, touchdown",-1.540,-7.000
1,11:06,,,SFO 12,0,7,Chandler Catanzaro kicks extra point good,0.000,0.000
1,11:06,,,ARI 35,0,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
1,11:06,1,10,SFO 20,0,7,Colin Kaepernick pass complete short right to Blake Bell for no gain,0.280,-0.270
1,10:26,2,10,SFO 20,0,7,Colin Kaepernick pass complete short left to Carlos Hyde for 10 yards (tackle by Deone Bucannon),-0.270,0.940
1,9:51,1,10,SFO 30,0,7,Carlos Hyde left tackle for 1 yard (tackle by Deone Bucannon),0.940,0.530
1,9:14,2,9,SFO 31,0,13,"Colin Kaepernick pass incomplete intended for Anquan Boldin is intercepted by Tyrann Mathieu at SFO-33 and returned for 33 yards, touchdown",0.530,-7.000
1,9:03,,,SFO 31,0,14,Chandler Catanzaro kicks extra point good,0.000,0.000
1,9:03,,,ARI 35,0,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
1,9:03,1,10,SFO 20,0,14,Carlos Hyde left end for 7 yards (tackle by Rashad Johnson),0.280,0.680
1,8:35,2,3,SFO 27,0,14,Colin Kaepernick left end for 3 yards (tackle by Tyrann Mathieu),0.680,0.940
1,8:06,1,10,SFO 30,0,14,Carlos Hyde left end for no gain (tackle by Cory Redding),0.940,0.390
1,7:35,2,10,SFO 30,0,14,Mike Davis left tackle for -1 yards (tackle by Rodney Gunter),0.390,-0.430
1,6:54,3,11,SFO 29,0,14,"Penalty on Joe Staley: False Start, 5 yards (no play)",-0.430,-1.090
1,6:42,3,16,SFO 24,0,14,Carlos Hyde middle for 14 yards (tackle by Rashad Johnson),-1.090,-0.850
1,6:03,4,2,SFO 38,0,14,"Bradley Pinion punts 43 yards, out of bounds",-0.850,-0.150
1,5:54,1,10,ARI 19,0,14,"Carson Palmer pass complete deep middle to Michael Floyd for 44 yards (tackle by Antoine Bethea). Penalty on Jared Veldheer: Offensive Holding, 9 yards (no play)",0.150,-0.720
1,5:25,1,19,ARI 10,0,14,Carson Palmer pass complete short middle to Darren Fells for 13 yards (tackle by Eric Reid),-0.720,0.210
1,4:44,2,6,ARI 23,0,14,Carson Palmer pass complete deep left to Larry Fitzgerald for 23 yards (tackle by Kenneth Acker and Antoine Bethea),0.210,1.990
1,4:03,1,10,ARI 46,0,14,"Carson Palmer pass incomplete short middle intended for Larry Fitzgerald (defended by NaVorro Bowman). Penalty on Jared Veldheer: False Start, 5 yards (no play)",1.990,1.660
1,3:47,1,15,ARI 41,0,14,Carson Palmer pass incomplete short left intended for Chris Johnson,1.660,0.780
1,3:42,2,15,ARI 41,0,14,Carson Palmer pass complete short right to Larry Fitzgerald for 16 yards (tackle by Michael Wilhoite),0.780,2.720
1,3:03,1,10,SFO 43,0,14,Carson Palmer pass complete short right to John Brown for 13 yards (tackle by Tramaine Brock),2.720,3.580
1,2:23,1,10,SFO 30,0,14,Chris Johnson right end for 5 yards (tackle by Tramaine Brock),3.580,3.710
1,1:45,2,5,SFO 25,0,14,Carson Palmer pass complete short left to Larry Fitzgerald for 17 yards (tackle by Kenneth Acker),3.710,5.370
1,1:00,1,8,SFO 8,0,14,Carson Palmer pass incomplete short left intended for Michael Floyd,5.370,4.570
1,0:55,2,8,SFO 8,0,14,"Carson Palmer pass incomplete short left intended for Michael Floyd. Penalty on Kenneth Acker: Illegal Use of Hands, 4 yards (no play)",4.570,6.280
