Quarter,Time,Tm,Detail,SFO,ARI
1.0,11:06,Cardinals,Justin Bethel 21 yard interception return (Chandler Catanzaro kick),0,7
,9:03,Cardinals,Tyrann Mathieu 33 yard interception return (Chandler Catanzaro kick),0,14
2.0,14:56,Cardinals,Chris Johnson 6 yard rush (Chandler Catanzaro kick),0,21
,7:49,Cardinals,Chris Johnson 1 yard rush (Chandler Catanzaro kick),0,28
,2:03,49ers,Colin Kaepernick 12 yard rush (Phil Dawson kick),7,28
,0:00,Cardinals,Chandler Catanzaro 22 yard field goal,7,31
3.0,12:29,Cardinals,Larry Fitzgerald 4 yard pass from Carson Palmer (Chandler Catanzaro kick),7,38
,4:18,Cardinals,"Safety, Kevin Minter tackled in end zone by Carlos Hyde",7,40
4.0,5:15,Cardinals,Larry Fitzgerald 8 yard pass from Carson Palmer (Chandler Catanzaro kick),7,47
