0,1
Game Info,Game Info
Won Toss,Falcons
Roof,outdoors
Surface,grass
Duration,2:52
Attendance,71180
Weather,"69 degrees, relative humidity 47%, wind 7 mph, wind chill 0"
Vegas Line,Atlanta Falcons -2.5
Over/Under,43.0 (over)
