Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF
Tommy Kelly,OAK,0,0,0,0,0,1.0,4,1,3,0,1,0,0,0,0
Kalimba Edwards,OAK,0,0,0,0,0,1.0,3,2,1,1,1,0,0,0,0
Thomas Howard,OAK,0,0,0,0,0,0.0,11,8,3,0,0,0,0,0,0
Gibril Wilson,OAK,0,0,0,0,0,0.0,11,10,1,1,0,0,0,0,0
Kirk Morrison,OAK,0,0,0,0,0,0.0,8,5,3,0,0,0,0,0,0
Jay Richardson,OAK,0,0,0,0,0,0.0,8,7,1,1,0,0,0,0,0
DeAngelo Hall,OAK,0,0,0,0,1,0.0,7,6,1,0,0,0,0,0,0
Ricky Brown,OAK,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Terdell Sands,OAK,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Michael Huff,OAK,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Gerard Warren,OAK,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0
Tyvon Branch,OAK,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Hiram Eugene,OAK,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Jon Alston,OAK,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0
Nnamdi Asomugha,OAK,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0
Trevor Scott,OAK,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF
Jason David,NOR,1,18,0,18,2,0.0,2,2,0,0,0,0,0,0,0
Bobby McCray,NOR,0,0,0,0,0,2.0,2,2,0,2,2,0,0,0,1
Jonathan Vilma,NOR,0,0,0,0,1,0.0,11,7,4,0,0,0,0,0,0
Scott Shanle,NOR,0,0,0,0,2,0.0,6,1,5,0,0,0,0,0,0
Kendrick Clancy,NOR,0,0,0,0,0,0.0,4,3,1,0,1,1,0,0,0
Randall Gay,NOR,0,0,0,0,3,0.0,4,4,0,0,0,0,0,0,0
Will Smith,NOR,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Josh Bullocks,NOR,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0
Charles Grant,NOR,0,0,0,0,0,0.0,3,3,0,0,2,0,0,0,0
Roman Harper,NOR,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0
Mike McKenzie,NOR,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Usama Young,NOR,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0
Jo-Lonn Dunbar,NOR,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Brian Young,NOR,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Remi Ayodele,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Scott Fujita,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Chris Reis,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Aaron Stecker,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Steve Weatherford,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
