Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
2,11:26,1,10,NOR 44,14,0,"Matt Hasselbeck pass incomplete deep left intended for Ben Obomanu. Penalty on Usama Young: Illegal Contact, 5 yards (no play)",2.650,2.980
2,11:21,1,10,NOR 39,14,0,Shaun Alexander left tackle for 3 yards (tackle by Usama Young),2.980,2.850
2,10:40,2,7,NOR 36,14,0,Shaun Alexander right guard for 4 yards (tackle by Roman Harper),2.850,2.680
2,9:57,3,3,NOR 32,14,0,Matt Hasselbeck pass complete short right to Nate Burleson for 4 yards (tackle by Josh Bullocks),2.680,3.710
2,9:13,1,10,NOR 28,14,0,Matt Hasselbeck pass incomplete deep left intended for Ben Obomanu,3.710,3.170
2,9:06,2,10,NOR 28,14,0,Shaun Alexander right guard for 2 yards (tackle by Hollis Thomas),3.170,2.740
2,8:26,3,8,NOR 26,14,0,Matt Hasselbeck pass incomplete deep right intended for Nate Burleson (defended by Usama Young),2.740,1.740
2,8:20,4,8,NOR 26,14,0,"Josh Brown 44 yard field goal no good, blocked by Josh Bullocks",1.740,-1.200
2,8:06,1,10,NOR 34,14,0,Reggie Bush left tackle for 4 yards (tackle by Brian Russell),1.200,1.200
2,7:35,2,6,NOR 38,14,0,Drew Brees pass complete short left to Reggie Bush for 17 yards (tackle by Brian Russell),1.200,2.590
2,7:03,1,10,SEA 45,14,0,Drew Brees pass complete short right to Mike Karney for 4 yards (tackle by Brian Russell),2.590,2.580
2,6:24,2,6,SEA 41,14,0,Drew Brees pass complete short middle to Reggie Bush for 12 yards (tackle by Brian Russell),2.580,3.640
2,5:55,1,10,SEA 29,14,0,Reggie Bush left end for 22 yards (tackle by Brian Russell),3.640,5.600
2,5:25,1,7,SEA 7,20,0,"Lance Moore right end for 7 yards, touchdown",5.600,7.000
2,,,,SEA 2,21,0,Olindo Mare kicks extra point good,0.000,0.000
2,,,,NOR 30,21,0,"Steve Weatherford kicks off 60 yards, returned by Courtney Taylor for 27 yards (tackle by Brian Simmons)",0.000,1.400
2,5:13,1,10,SEA 37,21,0,Matt Hasselbeck pass incomplete deep middle intended for Nate Burleson,1.400,0.860
2,5:07,2,10,SEA 37,21,0,Matt Hasselbeck pass complete short right to Bobby Engram for 13 yards (tackle by Mike McKenzie),0.860,2.260
2,4:37,,,,21,0,Timeout #2 by New Orleans Saints,0.000,2.260
2,4:37,1,10,,21,0,Matt Hasselbeck pass complete short left to Leonard Weaver for 11 yards (tackle by Hollis Thomas),2.260,2.980
2,4:07,1,10,NOR 39,21,0,Shaun Alexander right tackle for 2 yards (tackle by Roman Harper),2.980,2.710
2,3:38,2,8,NOR 37,21,0,Shaun Alexander up the middle for 3 yards (tackle by Hollis Thomas),2.710,2.410
2,3:00,3,5,NOR 34,21,0,Matt Hasselbeck pass complete short left to Bobby Engram for 17 yards (tackle by Josh Bullocks),2.410,4.440
2,2:23,1,10,NOR 17,21,6,"Matt Hasselbeck pass complete deep right to Ben Obomanu for 17 yards, touchdown",4.440,7.000
2,,,,NOR 2,21,7,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,21,7,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
2,2:16,1,10,NOR 20,21,7,Drew Brees pass complete short left to David Patten for 6 yards (tackle by Marcus Trufant),0.280,0.540
2,2:00,2,4,NOR 26,21,7,Drew Brees pass complete deep left to David Patten for 36 yards,0.540,3.050
2,1:54,1,10,SEA 38,21,7,Drew Brees pass incomplete short left intended for Marques Colston,3.050,2.510
2,1:51,2,10,SEA 38,21,7,Drew Brees pass complete deep middle to David Patten for 18 yards (tackle by Brian Russell),2.510,4.240
2,1:24,1,10,SEA 20,21,7,Drew Brees pass complete short left to David Patten for 7 yards (tackle by Kelly Jennings),4.240,4.830
2,1:19,2,3,SEA 13,21,7,Drew Brees pass complete short middle to Eric Johnson for 9 yards (tackle by Lofa Tatupu),4.830,6.280
2,0:42,1,4,SEA 4,21,7,Drew Brees pass incomplete short left intended for Marques Colston (defended by Kelly Jennings),6.280,5.340
2,0:38,2,4,SEA 4,21,7,"Penalty on Ellis Wyms: Encroachment, 2 yards (no play)",5.340,5.720
2,0:38,2,2,SEA 2,21,7,Drew Brees pass incomplete short middle intended for Eric Johnson,5.720,4.950
2,0:33,3,2,SEA 2,27,7,"Drew Brees pass complete short left to Marques Colston for 2 yards, touchdown",4.950,7.000
2,,,,SEA 2,28,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,NOR 30,28,7,"Steve Weatherford kicks off 63 yards, returned by Josh Wilson for 21 yards (tackle by Marvin Mitchell)",0.000,0.810
2,0:23,1,10,SEA 28,28,7,Matt Hasselbeck pass complete deep right to Ben Obomanu for 25 yards (tackle by Scott Fujita),0.810,2.460
2,0:17,1,10,NOR 47,28,7,Matt Hasselbeck pass complete short middle to Leonard Weaver for 13 yards (tackle by Scott Fujita),2.460,3.310
2,0:11,,,,28,7,Timeout #1 by Seattle Seahawks,0.000,3.310
2,0:11,1,10,NOR 34,28,7,Matt Hasselbeck pass incomplete deep right intended for Ben Obomanu,3.310,2.770
2,0:06,,,,28,7,Timeout #3 by New Orleans Saints,0.000,2.770
2,0:06,2,10,NOR 34,28,10,Josh Brown 52 yard field goal good,2.770,3.000
2,,,,SEA 30,28,10,"Josh Brown kicks off 61 yards, returned by Pierre Thomas for 17 yards (tackle by C.J. Wallace)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,28,10,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,28,10,Drew Brees pass complete short right to Lance Moore for 9 yards (tackle by Kelly Jennings),0.280,0.950
3,14:32,2,1,NOR 29,28,10,Mike Karney left guard for no gain (tackle by Darryl Tapp),0.950,0.230
3,13:54,3,1,NOR 29,28,10,Drew Brees up the middle for no gain (tackle by Rocky Bernard and Chartric Darby),0.230,-1.440
3,13:33,4,1,NOR 29,28,10,Drew Brees up the middle for 2 yards (tackle by Patrick Kerney and Brian Russell),-1.440,1.000
3,12:54,1,10,NOR 31,28,10,Reggie Bush left end for -2 yards (tackle by Lofa Tatupu and Kelly Jennings),1.000,0.190
3,12:22,2,12,NOR 29,28,10,Reggie Bush left tackle for 3 yards (tackle by Brandon Mebane),0.190,-0.100
3,11:42,3,9,NOR 32,28,10,Drew Brees pass complete short left to David Patten for 11 yards (tackle by Marcus Trufant),-0.100,1.800
3,11:13,1,10,NOR 43,28,10,Drew Brees pass complete short left to Reggie Bush for 2 yards (tackle by Julian Peterson),1.800,1.520
3,10:48,2,8,NOR 45,28,10,Reggie Bush left tackle for 6 yards (tackle by Lofa Tatupu),1.520,1.620
3,10:10,3,2,SEA 49,28,10,Aaron Stecker left tackle for no gain (tackle by LeRoy Hill),1.620,0.000
3,9:33,4,2,SEA 49,28,10,"Steve Weatherford punts 35 yards, fair catch by Nate Burleson",0.000,0.280
3,9:25,1,10,SEA 14,28,10,Matt Hasselbeck pass complete short right to Bobby Engram for 12 yards (tackle by Jason Craft),-0.280,0.670
3,8:54,1,10,SEA 26,28,10,Shaun Alexander right tackle for no gain (tackle by Brian Young),0.670,0.130
3,8:15,2,10,SEA 26,28,10,Matt Hasselbeck sacked by Brian Young for -1 yards,0.130,-0.690
3,7:37,3,11,SEA 25,28,10,Matt Hasselbeck sacked by Roman Harper for -9 yards,-0.690,-2.390
3,6:53,4,20,SEA 16,28,10,Ryan Plackemeier punts 55 yards,-2.390,-0.870
3,6:38,1,10,NOR 29,28,10,Reggie Bush left tackle for 1 yard (tackle by Patrick Kerney),0.870,0.460
3,6:06,2,9,NOR 30,28,10,Reggie Bush left tackle for 2 yards (tackle by Darryl Tapp),0.460,0.040
3,5:23,3,7,NOR 32,28,10,Drew Brees pass complete short left to Billy Miller for 9 yards (tackle by LeRoy Hill),0.040,1.660
3,4:50,1,10,NOR 41,28,10,Aaron Stecker left tackle for 9 yards (tackle by Lofa Tatupu),1.660,2.340
3,4:13,2,1,,28,10,Drew Brees pass complete short right to David Patten for 10 yards (tackle by Marcus Trufant),2.340,2.920
3,3:35,1,10,SEA 40,28,10,"Drew Brees pass incomplete deep left intended for Devery Henderson. Penalty on Rocky Bernard: Defensive Offside, 5 yards (no play)",2.920,3.650
3,3:28,1,5,SEA 35,28,10,Drew Brees pass incomplete deep right intended for David Patten,3.650,3.050
3,3:23,2,5,SEA 35,28,10,Aaron Stecker left tackle for no gain (tackle by Darryl Tapp and Brian Russell),3.050,2.340
3,2:45,3,5,SEA 35,28,10,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by LeRoy Hill),2.340,3.640
3,2:05,1,10,SEA 29,28,10,Drew Brees pass incomplete deep right intended for Billy Miller,3.640,3.100
3,1:59,2,10,SEA 29,28,10,Drew Brees pass complete short left to David Patten for 9 yards (tackle by Kelly Jennings),3.100,3.600
3,1:22,3,1,SEA 20,28,10,Drew Brees pass complete short right to Aaron Stecker for 5 yards (tackle by Marcus Trufant),3.600,4.580
3,0:45,1,10,SEA 15,28,10,"Reggie Bush up the middle for 2 yards (tackle by Julian Peterson). Reggie Bush fumbles (forced by Julian Peterson), recovered by Baraka Atkins at SEA-12 (tackle by Jon Stinchcomb)",4.580,0.350
3,0:37,1,10,SEA 12,28,10,Matt Hasselbeck pass complete short right to Marcus Pollard for 12 yards (tackle by Mike McKenzie),-0.350,0.540
3,0:11,1,10,SEA 24,28,10,Shaun Alexander left tackle for 3 yards (tackle by Scott Fujita),0.540,0.400
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 27,28,10,Matt Hasselbeck pass complete short middle to Bobby Engram for 16 yards (tackle by Scott Shanle),0.400,1.800
4,14:29,1,10,SEA 43,28,10,Matt Hasselbeck pass complete deep left to Nate Burleson for 18 yards (tackle by Josh Bullocks),1.800,2.980
4,13:52,1,10,NOR 39,28,10,Shaun Alexander left tackle for -2 yards (tackle by Scott Fujita),2.980,2.170
4,13:17,2,12,NOR 41,28,10,Matt Hasselbeck pass complete short right to Nate Burleson for 7 yards (tackle by Mike McKenzie),2.170,2.410
4,12:36,3,5,NOR 34,28,10,Matt Hasselbeck sacked by Charles Grant for -6 yards,2.410,0.590
4,12:04,4,11,NOR 40,28,10,Ryan Plackemeier punts 38 yards,0.590,0.380
4,11:53,1,10,NOR 2,28,10,Drew Brees pass complete short left to Billy Miller for 17 yards (tackle by Michael Green),-0.380,0.150
4,11:19,1,10,NOR 19,28,10,Reggie Bush left tackle for -2 yards (tackle by Chartric Darby),0.150,-0.720
4,10:42,2,12,NOR 17,28,10,Drew Brees pass complete short left to Aaron Stecker for 5 yards (tackle by LeRoy Hill),-0.720,-0.680
4,10:10,3,7,NOR 22,28,10,Drew Brees pass incomplete short left intended for Reggie Bush (defended by Brian Russell),-0.680,-1.900
4,10:05,4,7,NOR 22,28,10,"Steve Weatherford punts 52 yards, returned by Nate Burleson for 1 yard (tackle by Chris Reis)",-1.900,-0.740
4,9:50,1,10,SEA 27,28,10,Matt Hasselbeck pass complete short left to Leonard Weaver for 7 yards (tackle by Josh Bullocks),0.740,1.140
4,9:20,2,3,SEA 34,28,10,Matt Hasselbeck pass incomplete short right intended for Ben Obomanu (defended by Mike McKenzie),1.140,0.430
4,9:14,3,3,SEA 34,28,10,Matt Hasselbeck pass incomplete short right intended for Leonard Weaver,0.430,-1.110
4,9:10,,,,28,10,Timeout #1 by Seattle Seahawks,0.000,-1.110
4,9:10,4,3,SEA 34,28,10,Leonard Weaver right tackle for 2 yards (tackle by Kendrick Clancy),-1.110,-3.250
4,9:03,1,10,SEA 35,28,10,Reggie Bush right end for -2 yards (tackle by Patrick Kerney and Kelly Jennings),3.250,2.430
4,8:26,2,12,SEA 37,28,10,Drew Brees pass incomplete deep right intended for David Patten,2.430,1.750
4,8:20,3,12,SEA 37,28,10,Drew Brees pass incomplete short right intended for Reggie Bush,1.750,0.790
4,8:16,4,12,SEA 37,28,10,"Steve Weatherford punts 37 yards, touchback",0.790,-0.280
4,8:10,1,10,SEA 20,28,10,Matt Hasselbeck pass complete short right to Bobby Engram for 10 yards (tackle by Mike McKenzie),0.280,0.940
4,7:49,1,10,SEA 30,28,10,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,0.940,0.390
,,,,,,,"NOR challenged the pass completion ruling, and the original play was overturned.",,
4,7:44,2,10,SEA 30,28,10,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson,0.390,-0.300
4,7:39,3,10,SEA 30,28,10,Matt Hasselbeck pass complete deep left to Ben Obomanu for 21 yards (tackle by Fred Thomas),-0.300,2.320
4,7:17,1,10,NOR 49,28,10,Matt Hasselbeck pass complete deep middle to Bobby Engram for 27 yards (tackle by Josh Bullocks). Penalty on Mike McKenzie: Illegal Contact (Declined),2.320,4.110
4,6:49,1,10,NOR 22,28,16,"Matt Hasselbeck pass complete short right to Nate Burleson for 22 yards, touchdown",4.110,7.000
4,,,,NOR 2,28,17,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,28,17,"Josh Brown kicks onside 11 yards, recovered by Lance Moore",0.000,2.850
4,6:38,1,10,SEA 41,28,17,Reggie Bush up the middle for 2 yards (tackle by Brandon Mebane),2.850,2.580
4,5:56,2,8,SEA 39,28,17,Reggie Bush up the middle for -1 yards (tackle by Brandon Mebane),2.580,1.750
4,5:17,3,9,SEA 40,28,17,"Drew Brees pass incomplete. Penalty on Drew Brees: Intentional Grounding, 12 yards",1.750,-0.190
4,5:12,4,21,NOR 48,28,17,"Steve Weatherford punts 43 yards, fair catch by Nate Burleson",-0.190,0.380
4,5:05,1,10,SEA 9,28,17,Matt Hasselbeck pass complete short right to Bobby Engram for 12 yards (tackle by Mike McKenzie),-0.380,0.340
4,4:44,1,10,SEA 21,28,17,Matt Hasselbeck pass complete short left to Marcus Pollard for 13 yards (tackle by Scott Shanle),0.340,1.200
4,4:13,1,10,SEA 34,28,17,Matt Hasselbeck sacked by Roman Harper for -7 yards,1.200,-0.290
4,4:07,,,,28,17,Timeout #2 by Seattle Seahawks,0.000,-0.290
4,4:07,2,17,SEA 27,28,17,Leonard Weaver right guard for 37 yards (tackle by Roman Harper),-0.290,3.180
4,3:57,1,10,NOR 36,28,17,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson is intercepted by Josh Bullocks at NOR-6 and returned for 6 yards (tackle by Nate Burleson),3.180,0.350
4,3:49,1,10,NOR 12,28,17,Aaron Stecker right tackle for no gain (tackle by Rocky Bernard),-0.350,-0.780
4,3:14,2,10,NOR 12,28,17,Aaron Stecker up the middle for 3 yards (tackle by LeRoy Hill),-0.780,-1.070
4,2:30,3,7,NOR 15,28,17,Aaron Stecker up the middle for 5 yards (tackle by LeRoy Hill and Rocky Bernard),-1.070,-2.030
4,2:26,,,,28,17,Timeout #3 by Seattle Seahawks,0.000,-2.030
4,2:26,4,2,NOR 20,28,17,"Steve Weatherford punts 54 yards, returned by Nate Burleson for 22 yards (tackle by Troy Evans)",-2.030,-2.130
4,2:13,1,10,SEA 48,28,17,Matt Hasselbeck pass complete short right to Bobby Engram for 8 yards (tackle by Jason Craft),2.130,2.660
4,2:08,2,2,NOR 44,28,17,Matt Hasselbeck pass complete deep left to Seneca Wallace for 29 yards (tackle by Jason Craft),2.660,4.580
4,2:00,1,10,NOR 15,28,17,Matt Hasselbeck pass incomplete short right intended for Nate Burleson,4.580,3.950
4,1:55,2,10,NOR 15,28,17,Matt Hasselbeck pass incomplete short right intended for Ben Obomanu,3.950,3.100
4,1:52,3,10,NOR 15,28,17,Leonard Weaver up the middle for 1 yard (tackle by Charles Grant),3.100,2.510
4,1:21,4,9,NOR 14,28,17,Matt Hasselbeck pass incomplete short right intended for Ben Obomanu (defended by Mike McKenzie),2.510,0.280
4,1:16,1,10,NOR 14,28,17,Drew Brees kneels for -1 yards,-0.280,-0.850
4,0:38,2,11,NOR 13,28,17,Drew Brees kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
