Quarter,Time,Tm,Detail,BUF,MIA
1.0,10:14,Bills,Nick O'Leary 26 yard pass from Tyrod Taylor (Stephen Hauschka kick),7,0
2.0,14:46,Bills,Stephen Hauschka 23 yard field goal,10,0
3.0,10:17,Bills,Stephen Hauschka 49 yard field goal,13,0
,7:08,Bills,Kyle Williams 1 yard rush (run failed),19,0
,2:30,Dolphins,Cody Parkey 36 yard field goal,19,3
4.0,11:41,Bills,Stephen Hauschka 33 yard field goal,22,3
,6:16,Dolphins,Jarvis Landry 1 yard pass from David Fales (pass failed),22,9
,1:56,Dolphins,David Fales 1 yard rush (Cody Parkey kick),22,16
