Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Michael Husted kicks off 69 yards, returned by Reuben Droughns for 20 yards (tackle by Jason Belser)",0.000,0.340
1,14:56,1,10,DEN 21,0,0,Brian Griese pass complete to Shannon Sharpe for 8 yards (tackle by Marvcus Patton),0.340,0.880
1,14:24,2,2,DEN 29,0,0,Brian Griese pass complete to Shannon Sharpe for 6 yards (tackle by Mike Maslowski),0.880,1.270
1,13:45,1,10,DEN 35,0,0,Clinton Portis left tackle for no gain (tackle by Scott Fujita),1.270,0.720
1,13:10,2,10,DEN 35,0,0,Clinton Portis left end for 7 yards (tackle by Shaunard Harts and Eric Warfield),0.720,0.960
1,12:46,3,3,DEN 42,0,0,Brian Griese pass complete to Rod Smith for 7 yards (tackle by Greg Wesley),0.960,2.190
1,12:10,1,10,DEN 49,0,6,"Clinton Portis middle for 51 yards, touchdown",2.190,7.000
1,12:10,,,KAN 49,0,7,Jason Elam kicks extra point good,0.000,0.000
1,12:10,,,DEN 30,0,7,"Micah Knorr kicks off 68 yards, returned by Dante Hall for 23 yards (tackle by Reuben Droughns). Penalty on Tony Newson: Offensive Holding, 10 yards",0.000,-0.220
1,11:55,1,10,KAN 15,0,7,Priest Holmes left end for -1 yards (tackle by Izell Reese),-0.220,-0.820
1,11:26,2,11,KAN 14,0,7,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Izell Reese),-0.820,-0.630
1,10:56,3,4,KAN 21,0,7,Trent Green pass incomplete intended for Marc Boerigter,-0.630,-1.960
1,10:50,4,4,KAN 21,0,7,"Dan Stryzinski punts 45 yards, returned by Deltha O'Neal for -4 yards (tackle by Corey Harris)",-1.960,-0.940
1,10:39,1,10,DEN 30,0,7,Brian Griese pass complete to Rod Smith for 46 yards (tackle by Shaunard Harts),0.940,3.970
1,9:56,1,10,KAN 24,0,7,"Clinton Portis right tackle for 4 yards (tackle by Derrick Ransom). Clinton Portis fumbles (forced by Derrick Ransom), recovered by Eric Hicks at KAN-19 (tackle by Matt Lepsis)",3.970,-0.150
1,9:50,1,10,KAN 19,0,7,Priest Holmes right end for 12 yards (tackle by Chester McGlockton),0.150,1.000
1,9:11,1,10,KAN 31,0,7,Trent Green pass complete to Tony Gonzalez for 14 yards (tackle by Denard Walker),1.000,1.930
1,8:41,1,10,KAN 45,0,7,Priest Holmes left tackle for 4 yards (tackle by Trevor Pryce),1.930,1.920
1,7:59,2,6,KAN 49,0,7,Trent Green left guard for 5 yards (tackle by Ian Gold),1.920,1.880
1,7:19,3,1,DEN 46,0,7,Priest Holmes left guard for 5 yards (tackle by Tyrone Poole),1.880,2.850
1,6:36,1,10,DEN 41,0,7,Trent Green pass incomplete intended for Marc Boerigter,2.850,2.310
1,6:30,2,10,DEN 41,0,7,Priest Holmes right end for 8 yards (tackle by Izell Reese),2.310,2.680
1,6:23,3,2,DEN 33,0,7,Priest Holmes left end for no gain (tackle by Al Wilson and Monsanto Pope),2.680,1.200
1,5:45,3,2,DEN 33,,,Timeout #1 by Kansas City Chiefs,2.680,1.200
1,5:45,4,2,DEN 33,0,7,Trent Green right end for 4 yards (tackle by Tyrone Poole),1.200,3.640
1,5:04,1,10,DEN 29,0,7,Priest Holmes right end for -2 yards (tackle by John Mobley and Montae Reagor),3.640,2.830
1,4:23,2,12,DEN 31,0,7,Trent Green pass complete to Priest Holmes for 6 yards (tackle by Tyrone Poole and John Mobley),2.830,2.940
1,3:38,3,6,DEN 25,0,7,Trent Green pass incomplete intended for Marc Boerigter,2.940,1.830
1,3:33,4,6,DEN 25,0,7,Morten Andersen 43 yard field goal no good,1.830,-1.140
1,3:28,1,10,DEN 33,0,7,Brian Griese pass incomplete intended for Ed McCaffrey (defended by Mike Maslowski),1.140,0.590
1,3:24,2,10,DEN 33,0,7,Clinton Portis right tackle for 6 yards (tackle by John Browning),0.590,0.700
1,2:46,3,4,DEN 39,0,7,Brian Griese pass complete to Ed McCaffrey for 5 yards (tackle by Ray Crockett and Gary Stills),0.700,1.860
1,2:03,1,10,DEN 44,0,7,Clinton Portis right end for 8 yards (tackle by Mike Maslowski),1.860,2.400
1,1:30,2,2,KAN 48,0,7,"Brian Griese pass incomplete intended for Ed McCaffrey (defended by William Bartee). Penalty on William Bartee: Illegal Contact, 5 yards (no play)",2.400,2.720
1,1:23,1,10,KAN 43,0,7,Brian Griese pass complete to Ashley Lelie for 40 yards (tackle by William Bartee),2.720,6.510
1,0:37,1,3,KAN 3,0,13,"Clinton Portis right guard for 3 yards, touchdown",6.510,7.000
1,0:37,,,KAN 3,0,14,Jason Elam kicks extra point good,0.000,0.000
1,0:37,,,DEN 30,0,14,"Micah Knorr kicks off 68 yards, returned by Dante Hall for 16 yards (tackle by Tyrone Poole). Penalty on Monty Beisel: Personal Foul (Declined), Penalty on Lyle West: Offensive Holding, 9 yards",0.000,-0.380
1,0:25,1,10,KAN 9,0,14,Trent Green pass complete to Tony Richardson for 12 yards (tackle by Ian Gold and John Mobley),-0.380,0.340
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 21,0,14,"Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Denard Walker). Penalty on Eddie Kennison: Offensive Pass Interference, 10 yards (no play)",0.340,-0.720
2,14:42,1,20,KAN 11,0,14,Priest Holmes right end for 3 yards (tackle by Ian Gold),-0.720,-1.250
2,13:57,2,17,KAN 14,0,14,Trent Green pass complete to Tony Richardson for 2 yards (tackle by John Mobley and Denard Walker),-1.250,-1.780
2,13:10,3,15,KAN 16,0,14,Trent Green pass complete to Eddie Kennison for 23 yards (tackle by Izell Reese),-1.780,1.530
2,12:27,1,10,KAN 39,0,14,Trent Green pass complete to Priest Holmes for 16 yards (tackle by Denard Walker and Al Wilson),1.530,2.590
2,11:41,1,10,DEN 45,0,14,"Tony Richardson left guard for no gain (tackle by John Mobley). Tony Richardson fumbles (forced by John Mobley), recovered by Snoop Minnis at DEN-45",2.590,2.040
2,11:00,2,10,DEN 45,0,14,Trent Green pass incomplete intended for Eddie Kennison,2.040,1.360
2,10:56,3,10,DEN 45,0,14,Trent Green pass incomplete intended for Eddie Kennison (defended by Kenoy Kennedy),1.360,0.270
2,10:49,4,10,DEN 45,0,14,Dan Stryzinski punts 35 yards,0.270,0.370
2,10:37,1,10,DEN 11,0,14,"Brian Griese pass complete to Rod Smith for 14 yards (tackle by Greg Wesley). Penalty on Dwayne Carswell: Illegal Block Above the Waist, 5 yards (no play)",-0.370,-0.570
2,10:17,1,15,DEN 6,0,14,Clinton Portis right end for 10 yards (tackle by Eddie Freeman and Lewis Bush),-0.570,-0.300
2,9:36,2,5,DEN 16,0,14,Brian Griese pass complete to Shannon Sharpe for 5 yards (tackle by Lewis Bush),-0.300,0.340
2,9:07,1,10,DEN 21,0,14,Mike Anderson left guard for 3 yards (tackle by Eddie Freeman and Eric Hicks),0.340,0.210
2,8:33,2,7,DEN 24,0,14,Brian Griese pass complete to Mike Anderson for 10 yards (tackle by Ray Crockett),0.210,1.200
2,7:54,1,10,DEN 34,0,14,Clinton Portis left tackle for 3 yards (tackle by Lewis Bush),1.200,1.060
2,7:14,2,7,DEN 37,0,14,"Penalty on Ashley Lelie: False Start, 5 yards (no play)",1.060,0.390
2,6:59,2,12,DEN 32,0,14,Brian Griese pass complete to Clinton Portis for 7 yards (tackle by Mike Maslowski),0.390,0.630
2,6:15,3,5,DEN 39,0,14,Brian Griese pass complete to Shannon Sharpe for 9 yards (tackle by Mike Maslowski),0.630,2.130
2,5:36,1,10,DEN 48,0,14,Brian Griese pass complete to Mike Anderson for 9 yards (tackle by Marvcus Patton),2.130,2.800
2,5:06,2,1,KAN 43,0,14,Clinton Portis right tackle for 2 yards (tackle by Gary Stills),2.800,2.850
2,4:27,1,10,KAN 41,0,14,Brian Griese pass incomplete intended for Ed McCaffrey,2.850,2.310
2,4:22,2,10,KAN 41,0,14,"Clinton Portis left guard for 3 yards (tackle by Mike Maslowski). Penalty on Eddie Freeman: Defensive Offside, 5 yards (no play)",2.310,2.980
2,4:04,2,5,KAN 36,0,14,Mike Anderson left guard for 2 yards (tackle by Derrick Ransom),2.980,2.540
2,3:27,3,3,KAN 34,0,14,Brian Griese pass complete to Clinton Portis for 2 yards (tackle by Greg Wesley),2.540,1.310
2,3:02,4,1,KAN 32,0,14,Clinton Portis left guard for 2 yards (tackle by Marvcus Patton),1.310,3.580
2,2:22,1,10,KAN 30,0,14,Brian Griese sacked by Mike Maslowski for -1 yards,3.580,2.900
2,2:05,2,11,KAN 31,0,14,Mike Anderson right tackle for 5 yards (tackle by John Browning),2.900,2.870
2,1:57,3,6,KAN 26,0,14,Brian Griese left guard for 7 yards (tackle by Marvcus Patton),2.870,4.310
2,1:13,1,10,KAN 19,0,14,Mike Anderson left end for 8 yards (tackle by Marvcus Patton),4.310,5.140
2,1:02,1,10,KAN 19,,,Timeout #1 by Denver Broncos,4.310,5.140
2,1:02,2,2,KAN 11,0,14,Brian Griese pass complete to Dwayne Carswell for 10 yards (tackle by Scott Fujita),5.140,6.970
2,0:48,2,2,KAN 11,,,Timeout #2 by Denver Broncos,5.140,6.970
2,0:48,1,1,KAN 1,0,14,"Clinton Portis left guard for no gain (tackle by Marvcus Patton). Clinton Portis fumbles (forced by Marvcus Patton), recovered by Greg Wesley at KAN-1 (tackle by Steve Herndon)",6.970,0.380
2,0:43,1,10,KAN 2,0,14,Priest Holmes left guard for 7 yards (tackle by Al Wilson and Sam Brandon),-0.380,-0.270
2,0:28,1,10,KAN 2,,,Timeout #2 by Kansas City Chiefs,-0.380,-0.270
2,0:28,2,3,KAN 9,0,14,Priest Holmes middle for 9 yards (tackle by Sam Brandon),-0.270,0.040
2,0:21,2,3,KAN 9,,,Timeout #3 by Kansas City Chiefs,-0.270,0.040
2,0:21,1,10,KAN 18,0,14,"Trent Green pass complete to Priest Holmes for 8 yards (tackle by Ian Gold). Penalty on Willie Roaf: Illegal Use of Hands, 9 yards (no play)",0.040,-0.720
2,0:13,1,19,KAN 9,0,14,Priest Holmes middle for 25 yards (tackle by Sam Brandon),-0.720,1.200
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
