Quarter,Time,Tm,Detail,KAN,DEN
1.0,12:01,Broncos,Clinton Portis 51 yard rush (Jason Elam kick),0,7
,0:33,Broncos,Clinton Portis 3 yard rush (Jason Elam kick),0,14
3.0,11:28,Chiefs,Dante Hall 75 yard pass from Trent Green (Morten Andersen kick),7,14
,6:32,Broncos,Clinton Portis 1 yard rush (Jason Elam kick),7,21
,3:53,Broncos,Clinton Portis 66 yard pass from Brian Griese (Jason Elam kick),7,28
,0:00,Chiefs,Mike Cloud 4 yard rush (Morten Andersen kick),14,28
4.0,10:07,Broncos,Jason Elam 30 yard field goal,14,31
,8:15,Chiefs,Dante Hall 49 yard pass from Trent Green (Morten Andersen kick),21,31
,2:25,Chiefs,Morten Andersen 21 yard field goal,24,31
