Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1,,,,NYJ 30,0,7,"Toby Gowin kicks off 63 yards, returned by Wes Welker for 10 yards (tackle by Mark Brown)",0.000,-0.060
1,7:18,1,10,MIA 17,0,7,Jay Fiedler pass incomplete intended for Rob Konrad,-0.060,-0.580
1,7:14,2,10,MIA 17,0,7,Sammy Morris up the middle for no gain (tackle by Jonathan Vilma),-0.580,-1.250
1,6:31,3,10,MIA 17,0,7,"Jay Fiedler pass incomplete intended for Sammy Morris. Penalty on Donnie Abraham: Illegal Contact, 5 yards (no play)",-1.250,0.410
1,6:24,1,10,MIA 22,0,7,Sammy Morris left end for -1 yards (tackle by Eric Barton),0.410,-0.270
1,5:41,2,11,MIA 21,0,7,Jay Fiedler pass incomplete intended for Marty Booker,-0.270,-0.960
1,5:37,3,11,MIA 21,0,7,Jay Fiedler pass incomplete intended for Marty Booker (defended by David Barrett),-0.960,-1.960
1,5:29,4,11,MIA 21,0,7,"Matt Turk punts 37 yards, returned by Santana Moss for -5 yards (tackle by Eddie Moore)",-1.960,-1.400
1,5:19,1,10,NYJ 37,0,7,Chad Pennington pass incomplete intended for Chris Baker,1.400,0.860
1,5:13,2,10,NYJ 37,0,7,Curtis Martin right tackle for -1 yards (tackle by Jeff Zgonina),0.860,0.040
1,4:35,3,11,NYJ 36,0,7,"Penalty on Jay Williams: Encroachment, 5 yards (no play)",0.040,0.700
1,4:18,3,6,NYJ 41,0,7,Chad Pennington pass incomplete intended for Curtis Martin (defended by Will Poole). Penalty on Pete Kendall: Chop Block (Declined),0.700,-0.650
1,4:11,4,6,NYJ 41,0,7,"Toby Gowin punts 33 yards, returned by Wes Welker for 6 yards (tackle by Jerricho Cotchery)",-0.650,-1.070
1,4:02,1,10,MIA 32,0,7,Travis Minor up the middle for 4 yards (tackle by Dewayne Robertson and Eric Barton),1.070,1.070
1,3:28,2,6,MIA 36,0,7,Travis Minor up the middle for 2 yards (tackle by Dewayne Robertson),1.070,0.630
1,2:48,3,4,MIA 38,0,7,"Jay Fiedler sacked by John Abraham for -9 yards. Jay Fiedler fumbles (forced by John Abraham), recovered by Jeno James at MIA-29",0.630,-1.440
1,2:48,4,13,MIA 29,0,7,"Matt Turk punts 34 yards, returned by Santana Moss for 6 yards (tackle by Brendon Ayanbadejo)",-1.440,-1.800
1,1:58,1,10,NYJ 43,0,7,Curtis Martin right end for 2 yards (tackle by Patrick Surtain and Jay Williams),1.800,1.520
1,1:20,2,8,NYJ 45,0,7,Chad Pennington pass incomplete intended for Santana Moss,1.520,0.830
1,1:14,3,8,NYJ 45,0,7,Chad Pennington pass complete to Jerricho Cotchery for 5 yards (tackle by Reggie Howard),0.830,-0.060
1,0:40,4,3,NYJ 50,0,7,"Toby Gowin punts 41 yards, fair catch by Wes Welker",-0.060,0.380
1,0:32,1,10,MIA 9,0,7,Travis Minor up the middle for -1 yards (tackle by Shaun Ellis),-0.380,-0.850
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,MIA 8,0,7,Travis Minor right end for -1 yards (tackle by Jonathan Vilma),-0.850,-1.650
2,14:21,3,12,MIA 7,0,7,Jay Fiedler pass complete to Sammy Morris for 7 yards (tackle by Jonathan Vilma),-1.650,-2.470
2,13:47,4,5,MIA 14,0,7,"Matt Turk punts 36 yards, returned by Santana Moss for -1 yards (tackle by Yeremiah Bell)",-2.470,-2.190
2,13:36,1,10,NYJ 49,0,7,Curtis Martin right tackle for 5 yards (tackle by Zach Thomas and Patrick Surtain),2.190,2.320
2,12:54,2,5,MIA 46,0,7,Curtis Martin left end for 3 yards (tackle by Junior Seau and Morlon Greenwood),2.320,2.010
2,12:09,3,2,MIA 43,0,7,Chad Pennington pass incomplete intended for Justin McCareins,2.010,0.400
2,12:03,4,2,MIA 43,0,7,Toby Gowin punts 34 yards,0.400,0.380
2,11:53,1,10,MIA 9,0,7,Jay Fiedler pass incomplete intended for Randy McMichael,-0.380,-0.780
2,11:49,2,10,MIA 9,0,7,Sammy Morris up the middle for 4 yards (tackle by John Abraham),-0.780,-0.950
2,11:12,3,6,MIA 13,0,7,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Erik Coleman),-0.950,-2.490
2,11:04,4,6,MIA 13,0,7,Matt Turk punts 48 yards,-2.490,-1.530
2,10:50,1,10,NYJ 39,0,7,Chad Pennington pass complete to Anthony Becht for 5 yards (tackle by Morlon Greenwood),1.530,1.660
2,10:12,2,5,NYJ 44,0,7,Curtis Martin left guard for 3 yards (tackle by Morlon Greenwood and Sammy Knight),1.660,1.360
2,9:30,3,2,NYJ 47,0,7,Chad Pennington sacked by David Bowens for 0 yards,1.360,-0.260
2,8:55,4,2,NYJ 47,0,7,"Toby Gowin punts 44 yards, fair catch by Wes Welker",-0.260,0.380
2,8:45,1,10,MIA 9,0,7,Jay Fiedler pass complete to Randy McMichael for 28 yards (tackle by Reggie Tongue),-0.380,1.400
2,8:10,1,10,MIA 37,0,7,Sammy Morris up the middle for 3 yards (tackle by Jonathan Vilma and Jason Ferguson),1.400,1.260
2,7:29,2,7,MIA 40,0,7,Jay Fiedler pass complete to Rob Konrad for 15 yards (tackle by Victor Hobson),1.260,2.590
2,6:58,1,10,NYJ 45,0,7,Jay Fiedler pass complete to Marty Booker for no gain,2.590,2.040
2,6:17,2,10,NYJ 45,0,7,"Jay Fiedler pass incomplete intended for Chris Chambers. Penalty on David Barrett: Defensive Pass Interference, 10 yards (no play)",2.040,3.250
2,6:12,1,10,NYJ 35,0,7,Jay Fiedler pass complete to Randy McMichael for 6 yards (tackle by Victor Hobson),3.250,3.510
2,5:31,2,4,NYJ 29,0,7,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Reggie Tongue),3.510,2.810
2,5:26,3,4,NYJ 29,0,7,Jay Fiedler pass complete to Randy McMichael for 8 yards (tackle by Jon McGraw),2.810,4.170
2,4:42,1,10,NYJ 21,6,7,"Jay Fiedler pass complete to Randy McMichael for 21 yards, touchdown",4.170,7.000
2,,,,NYJ 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,MIA 30,7,7,"Matt Bryant kicks off 67 yards, returned by Jonathan Carter for 26 yards (tackle by Derrick Pope)",0.000,0.870
2,4:28,1,10,NYJ 29,7,7,Curtis Martin left tackle for 9 yards (tackle by Junior Seau and Sammy Knight),0.870,1.540
2,3:54,2,1,NYJ 38,7,7,Curtis Martin left guard for 12 yards (tackle by Jeff Zgonina and Antuan Edwards),1.540,2.260
2,3:15,1,10,NYJ 50,7,7,Curtis Martin right end for 6 yards (tackle by Zach Thomas and Patrick Surtain),2.260,2.520
2,2:34,2,4,MIA 44,7,7,Curtis Martin left end for 3 yards (tackle by Zach Thomas),2.520,2.210
2,2:00,3,1,MIA 41,7,7,LaMont Jordan right end for 14 yards (tackle by Jeff Zgonina),2.210,3.780
2,1:17,1,10,MIA 27,7,13,"Chad Pennington pass complete to Justin McCareins for 27 yards, touchdown",3.780,7.000
2,,,,MIA 2,7,14,Doug Brien kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,14,"Toby Gowin kicks off 56 yards, returned by Bryan Gilmore for 18 yards (tackle by B.J. Askew). Penalty on Tony Bua: Offensive Holding, 10 yards",0.000,0.410
2,1:02,1,10,MIA 22,7,14,Jay Fiedler pass complete to Randy McMichael for 5 yards (tackle by Jon McGraw),0.410,0.540
2,0:40,2,5,MIA 27,7,14,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Erik Coleman),0.540,-0.160
2,0:34,3,5,MIA 27,7,14,Jay Fiedler pass incomplete intended for Chris Chambers,-0.160,-1.570
2,0:28,4,5,MIA 27,7,14,"Matt Turk punts 43 yards, fair catch by Santana Moss",-1.570,-0.940
2,0:20,1,10,NYJ 30,7,14,Curtis Martin up the middle for 12 yards (tackle by Will Poole),0.940,1.730
2,0:14,,,,7,14,Timeout #1 by New York Jets,0.000,1.730
2,0:14,1,10,NYJ 42,7,14,Chad Pennington pass complete to Justin McCareins for 21 yards (tackle by Zach Thomas). Penalty on Jay Williams: Defensive Offside (Declined),1.730,3.120
2,0:05,1,10,MIA 37,7,14,Chad Pennington pass complete to Wayne Chrebet for 6 yards (tackle by Will Poole),3.120,3.380
2,0:01,,,,7,14,Timeout #2 by New York Jets,0.000,3.380
2,0:01,2,4,MIA 31,7,17,Doug Brien 49 yard field goal good,3.380,3.000
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,7,17,"Matt Bryant kicks off 61 yards, returned by Jonathan Carter for 26 yards (tackle by Eddie Moore)",0.000,1.270
3,14:53,1,10,NYJ 35,7,17,Curtis Martin left tackle for 5 yards (tackle by Jason Taylor),1.270,1.400
3,14:21,2,5,NYJ 40,7,17,Curtis Martin left end for 1 yard (tackle by Sam Madison and Antuan Edwards),1.400,0.830
3,13:37,3,4,NYJ 41,7,17,Chad Pennington pass complete to Curtis Martin for 13 yards (tackle by Sam Madison),0.830,2.520
3,12:59,1,10,MIA 46,7,17,Curtis Martin left tackle for 4 yards (tackle by Morlon Greenwood and Junior Seau),2.520,2.520
3,12:18,2,6,MIA 42,7,17,Chad Pennington pass incomplete intended for Justin McCareins (defended by Sam Madison),2.520,1.820
3,12:11,3,6,MIA 42,7,17,Chad Pennington up the middle for 16 yards,1.820,3.840
3,11:28,1,10,MIA 26,7,17,LaMont Jordan up the middle for 1 yard (tackle by Zach Thomas),3.840,3.430
3,10:44,2,9,MIA 25,7,17,Chad Pennington pass incomplete intended for Wayne Chrebet,3.430,2.740
3,10:38,3,9,MIA 25,7,23,"Curtis Martin right end for 25 yards, touchdown",2.740,7.000
3,,,,MIA 2,7,24,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,7,24,"Toby Gowin kicks off 62 yards, returned by Wes Welker for 19 yards (tackle by Jon McGraw)",0.000,0.740
3,10:23,1,10,MIA 27,7,24,"Jay Fiedler pass incomplete intended for Marty Booker (defended by Jon McGraw). Penalty on Jason Ferguson: Roughing the Passer, 15 yards (no play)",0.740,1.730
3,10:16,1,10,MIA 42,7,24,Sammy Morris left guard for 3 yards (tackle by Jon McGraw and Shaun Ellis),1.730,1.590
3,9:34,2,7,MIA 45,7,24,Jay Fiedler sacked by Jason Ferguson and Jonathan Vilma for -14 yards,1.590,-0.960
3,9:34,3,21,MIA 31,7,24,"Penalty on Jay Fiedler: Delay of Game, 5 yards (no play)",-0.960,-1.620
3,8:43,3,26,MIA 26,7,24,Jay Fiedler pass complete to Marty Booker for 12 yards (tackle by Jon McGraw),-1.620,-0.850
3,8:28,4,14,MIA 38,7,24,"Matt Turk punts 46 yards, returned by Santana Moss for -4 yards (tackle by Derrick Pope). Penalty on LaMont Jordan: Illegal Block Above the Waist, 6 yards",-0.850,0.380
3,8:14,1,10,NYJ 6,7,24,Curtis Martin left end for -1 yards (tackle by Junior Seau),-0.380,-0.850
3,7:32,2,11,NYJ 5,7,24,LaMont Jordan right end for 6 yards (tackle by Sammy Knight),-0.850,-0.840
3,6:49,3,5,NYJ 11,7,24,LaMont Jordan left end for 6 yards (tackle by Sam Madison),-0.840,-0.060
3,6:03,1,10,NYJ 17,7,24,Chad Pennington right tackle for 6 yards (tackle by Sammy Knight),-0.060,0.350
3,5:18,2,4,NYJ 23,7,24,LaMont Jordan right guard for 4 yards (tackle by Sammy Knight and Zach Thomas),0.350,0.740
3,4:33,1,10,NYJ 27,7,24,Chad Pennington pass complete to Santana Moss for 47 yards (tackle by Patrick Surtain),0.740,3.840
3,3:43,1,10,MIA 26,7,24,Chad Pennington pass complete to LaMont Jordan for 21 yards (tackle by Jason Taylor),3.840,6.060
3,2:55,1,5,MIA 5,7,24,LaMont Jordan right tackle for 4 yards (tackle by Patrick Surtain),6.060,5.910
3,2:16,2,1,MIA 1,7,30,"Chad Pennington pass complete to Chris Baker for 1 yard, touchdown",5.910,7.000
3,,,,MIA 2,7,31,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,7,31,"Toby Gowin kicks off 63 yards, returned by Wes Welker for 23 yards (tackle by Jon McGraw)",0.000,0.940
3,2:03,1,10,MIA 30,7,31,Jay Fiedler pass incomplete intended for Marty Booker,0.940,0.390
3,1:59,2,10,MIA 30,7,31,Jay Fiedler sacked by Dewayne Robertson and Eric Barton for -6 yards,0.390,-1.090
3,1:26,3,16,MIA 24,7,31,Jay Fiedler pass incomplete intended for Derrius Thompson,-1.090,-1.770
3,1:17,4,16,MIA 24,7,31,Matt Turk punts 34 yards,-1.770,-1.730
3,1:06,1,10,NYJ 42,7,31,LaMont Jordan right end for 16 yards (tackle by Zach Thomas),1.730,2.790
3,0:23,1,10,MIA 42,7,31,LaMont Jordan left tackle for 10 yards (tackle by Sammy Knight),2.790,3.450
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 32,7,31,LaMont Jordan right tackle for 2 yards (tackle by Sammy Knight and Jay Williams),3.450,3.170
4,14:20,2,8,MIA 30,7,31,LaMont Jordan up the middle for no gain (tackle by Eddie Moore),3.170,2.480
4,13:41,3,8,MIA 30,7,31,LaMont Jordan right guard for 5 yards (tackle by David Bowens and Sammy Knight),2.480,1.900
4,12:57,4,3,MIA 25,7,34,Doug Brien 43 yard field goal good,1.900,3.000
4,,,,NYJ 30,7,34,"Toby Gowin kicks off 68 yards, returned by Wes Welker for 27 yards (tackle by Erik Coleman)",0.000,0.870
4,12:43,1,10,MIA 29,7,34,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Jon McGraw),0.870,0.330
4,12:38,2,10,MIA 29,7,34,Sammy Morris up the middle for 9 yards (tackle by Jonathan Vilma and Reggie Tongue),0.330,0.830
4,12:13,3,1,MIA 38,7,34,Jay Fiedler pass incomplete intended for Randy McMichael is intercepted by Jon McGraw at MIA-41,0.830,-2.850
4,12:07,1,10,MIA 41,7,34,LaMont Jordan right tackle for 16 yards (tackle by Eddie Moore),2.850,3.910
4,11:22,1,10,MIA 25,7,40,"LaMont Jordan up the middle for 25 yards, touchdown",3.910,7.000
4,,,,MIA 2,7,41,Doug Brien kicks extra point good,0.000,0.000
4,,,,NYJ 30,7,41,"Toby Gowin kicks off 63 yards, returned by Wes Welker for 18 yards (tackle by Jon McGraw)",0.000,0.610
4,11:06,1,10,MIA 25,7,41,Jay Fiedler pass incomplete intended for Bryan Gilmore (defended by Terrell Buckley),0.610,0.060
4,10:59,2,10,MIA 25,7,41,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Shaun Ellis),0.060,-0.620
4,10:54,3,10,MIA 25,7,41,Jay Fiedler pass complete to Chris Chambers for 13 yards (tackle by Jonathan Vilma),-0.620,1.470
4,10:28,1,10,MIA 38,7,41,Jay Fiedler pass complete to Randy McMichael for 9 yards (tackle by Jon McGraw),1.470,2.140
4,10:02,2,1,MIA 47,7,41,Jay Fiedler pass incomplete intended for Bryan Gilmore (defended by Roderick Bryant),2.140,1.420
4,9:55,3,1,MIA 47,7,41,Sammy Morris up the middle for 2 yards (tackle by James Reed),1.420,2.190
4,9:30,1,10,MIA 49,7,41,"Penalty on Jason Ferguson: Neutral Zone Infraction, 5 yards (no play)",2.190,2.920
4,9:13,1,5,NYJ 46,7,41,Jay Fiedler up the middle for 26 yards (tackle by Jon McGraw),2.920,4.240
4,8:31,1,10,NYJ 20,7,41,Jay Fiedler pass complete to Chris Chambers for 7 yards (tackle by Jon McGraw),4.240,4.830
4,8:05,2,3,NYJ 13,7,41,Jay Fiedler pass complete to Sammy Morris for 6 yards (tackle by Donnie Abraham),4.830,5.600
4,7:39,,,,7,41,Timeout #1 by New York Jets,0.000,5.600
4,7:39,1,7,NYJ 7,7,41,Jay Fiedler pass incomplete intended for Bryan Gilmore,5.600,4.760
4,7:33,2,7,NYJ 7,7,41,"Jay Fiedler sacked by John Abraham for 0 yards. Penalty on John Abraham: Defensive Offside, 4 yards (no play)",4.760,5.530
4,7:06,2,3,NYJ 3,7,41,Jay Fiedler pass incomplete intended for Rob Konrad,5.530,4.720
4,7:01,3,3,NYJ 3,7,41,Jay Fiedler pass complete to Sammy Morris for -1 yards (tackle by Jonathan Vilma),4.720,3.030
4,6:20,4,4,NYJ 4,7,41,Jay Fiedler pass incomplete intended for Bryan Gilmore is intercepted by Terrell Buckley at NYJ-0,3.030,-0.280
4,6:14,1,10,NYJ 20,7,41,B.J. Askew up the middle for 2 yards (tackle by Dario Romero and Zach Thomas),0.280,0.000
4,5:33,2,8,NYJ 22,7,41,LaMont Jordan right end for 6 yards (tackle by Jay Williams and Zach Thomas),0.000,0.100
4,4:50,3,2,NYJ 28,7,41,Quincy Carter pass complete to Jerald Sowell for 8 yards (tackle by Arturo Freeman),0.100,1.330
4,4:06,1,10,NYJ 36,7,41,B.J. Askew right tackle for 14 yards (tackle by Antuan Edwards),1.330,2.260
4,3:22,1,10,NYJ 50,7,41,B.J. Askew right tackle for 3 yards (tackle by Morlon Greenwood and Zach Thomas),2.260,2.120
4,2:38,2,7,MIA 47,7,41,B.J. Askew left guard for 2 yards (tackle by Morlon Greenwood and Zach Thomas),2.120,1.690
4,2:00,3,5,MIA 45,7,41,B.J. Askew right end for 2 yards (tackle by Zach Thomas),1.690,0.400
4,1:18,4,3,MIA 43,7,41,B.J. Askew right guard for no gain (tackle by Jay Williams and Reggie Howard),0.400,-1.800
4,1:12,1,10,MIA 43,7,41,Jay Fiedler pass incomplete intended for Randy McMichael (defended by Erik Coleman),1.800,1.250
4,1:06,2,10,MIA 43,7,41,Jay Fiedler pass complete to Chris Chambers for 9 yards (tackle by Roderick Bryant),1.250,1.750
4,0:32,3,1,NYJ 48,7,41,Sammy Morris up the middle for 16 yards (tackle by Erik Coleman),1.750,3.450
4,0:11,1,10,NYJ 32,7,41,Jay Fiedler pass complete to Bryan Gilmore for 3 yards (tackle by Terrell Buckley),3.450,3.310
4,0:05,2,7,NYJ 29,13,41,"Jay Fiedler pass complete to Derrius Thompson for 29 yards, touchdown",3.310,7.000
4,,,,NYJ 2,14,41,Matt Bryant kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
