Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,JAX,18,95,2,5,38,2.1,57,3.2,0,
Carlos Hyde,JAX,10,33,0,3,27,2.7,6,0.6,1,10.0
Blake Bortles,JAX,6,39,0,3,26,4.3,13,2.2,0,
T.J. Yeldon,JAX,3,16,0,1,1,0.3,15,5.0,1,3.0
Tommy Bohanon,JAX,1,0,0,0,0,0.0,0,0.0,0,
Dede Westbrook,JAX,1,43,0,1,43,43.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
LeSean McCoy,BUF,17,46,0,4,23,1.4,23,1.4,0,
Josh Allen,BUF,13,99,1,4,60,4.6,39,3.0,0,
Chris Ivory,BUF,3,14,0,,7,2.3,7,2.3,0,
Isaiah McKenzie,BUF,2,8,1,1,8,4.0,0,0.0,0,
