Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
2,11:17,2,9,CHI 28,0,0,Brian Griese pass complete short right to Greg Olsen for 2 yards (tackle by London Fletcher),0.330,-0.100
2,10:38,3,7,CHI 30,0,0,Brian Griese pass complete short middle to Bernard Berrian for 8 yards (tackle by LaRon Landry),-0.100,1.470
2,10:07,1,10,CHI 38,0,0,Adrian Peterson right end for no gain (tackle by Kedric Golston and Anthony Montgomery),1.470,0.920
2,9:38,2,10,CHI 38,0,0,Brian Griese pass complete short middle to Adrian Peterson for 9 yards (tackle by LaRon Landry),0.920,1.420
2,9:00,3,1,CHI 47,0,0,Brian Griese up the middle for 2 yards (tackle by Rocky McIntosh),1.420,2.190
2,8:24,1,10,CHI 49,0,0,Brian Griese pass complete short middle to Muhsin Muhammad for 8 yards (tackle by Shawn Springs),2.190,2.730
2,8:03,2,2,WAS 43,0,0,Adrian Peterson up the middle for -2 yards (tackle by Anthony Montgomery),2.730,1.750
2,7:42,3,4,WAS 45,0,0,"Brian Griese pass complete short right to Greg Olsen for 4 yards (tackle by Reed Doughty). Penalty on WAS: Defensive 12 On-field, 5 yards, Penalty on WAS: Defensive Offside (Declined) (no play)",1.750,2.920
2,7:31,1,10,WAS 40,0,0,Brian Griese sacked by Marcus Washington for -5 yards,2.920,1.700
2,6:29,2,15,WAS 45,0,0,Adrian Peterson left end for 5 yards (tackle by Fred Smoot),1.700,1.680
2,6:28,3,10,WAS 40,0,0,Brian Griese pass incomplete intended for Mark Bradley,1.680,0.590
2,6:28,4,10,WAS 40,0,0,"Brad Maynard punts 40 yards, touchback",0.590,-0.280
2,6:19,1,10,WAS 20,0,0,Jason Campbell pass incomplete deep right intended for Santana Moss,0.280,-0.270
2,6:12,2,10,WAS 20,0,0,"Jason Campbell left end for 2 yards (tackle by Brandon McGowan). Jason Campbell fumbles (forced by Brandon McGowan), ball out of bounds at WAS-22",-0.270,-0.690
2,5:43,3,8,WAS 22,0,0,Todd Collins pass complete short left to Reche Caldwell for 5 yards (tackle by Brian Urlacher),-0.690,-1.570
2,5:08,4,3,WAS 27,0,0,Derrick Frost punts 39 yards,-1.570,-1.200
2,5:01,1,10,CHI 34,0,0,Brian Griese pass incomplete short left intended for Desmond Clark,1.200,0.660
2,4:56,2,10,CHI 34,0,0,Adrian Peterson left guard for 2 yards (tackle by Demetric Evans and Cornelius Griffin),0.660,0.230
2,4:20,3,8,CHI 36,0,0,"Brian Griese pass complete short middle to Adrian Peterson for 25 yards (tackle by LaRon Landry). Penalty on Terrence Metcalf: Ineligible Downfield Pass, 5 yards (no play)",0.230,-0.430
2,3:46,3,13,CHI 31,0,0,Brian Griese pass incomplete short right intended for Rashied Davis,-0.430,-1.310
2,3:42,4,13,CHI 31,0,0,"Brad Maynard punts 41 yards, returned by Antwaan Randle El for 4 yards (tackle by Brendon Ayanbadejo)",-1.310,-1.070
2,3:33,1,10,WAS 32,0,0,Clinton Portis left guard for 1 yard (tackle by Mark Anderson),1.070,0.660
2,3:05,2,9,WAS 33,0,0,Jason Campbell pass incomplete short left intended for Antwaan Randle El,0.660,-0.030
2,2:59,3,9,WAS 33,0,0,Jason Campbell pass complete short middle to Ladell Betts for 7 yards (tackle by Lance Briggs),-0.030,-0.720
2,2:32,4,2,WAS 40,0,0,Derrick Frost punts 57 yards,-0.720,0.380
2,2:23,1,10,CHI 3,0,0,Adrian Peterson up the middle for 2 yards (tackle by Anthony Montgomery and London Fletcher),-0.380,-0.630
2,2:12,,,,0,0,Timeout #1 by Washington Redskins,0.000,-0.630
2,2:12,2,8,CHI 5,0,0,Brian Griese pass complete short left to Bernard Berrian for 6 yards (tackle by Fred Smoot),-0.630,-0.480
2,2:00,3,2,CHI 11,0,0,Brian Griese up the middle for 1 yard (tackle by Andre Carter),-0.480,-2.490
2,1:50,,,,0,0,Timeout #2 by Washington Redskins,0.000,-2.490
2,1:50,4,1,CHI 12,0,0,"Brad Maynard punts 35 yards, returned by Antwaan Randle El for 6 yards (tackle by Rod Wilson)",-2.490,-2.850
2,1:40,1,10,CHI 41,0,0,Todd Collins pass incomplete short middle intended for Keenan McCardell,2.850,2.310
2,1:35,2,10,CHI 41,0,0,Todd Collins pass complete short middle to Keenan McCardell for 4 yards (tackle by Danieal Manning),2.310,2.150
2,1:15,3,6,CHI 37,0,0,"Todd Collins sacked by Alex Brown for -8 yards. Todd Collins fumbles (forced by Alex Brown), recovered by Adewale Ogunleye at CHI-47 (tackle by Chris Samuels)",2.150,-2.060
2,1:07,1,10,CHI 47,0,0,Brian Griese pass complete short left to Muhsin Muhammad for 7 yards (tackle by Leigh Torrence),2.060,2.460
2,0:45,2,3,WAS 46,0,0,Brian Griese pass complete short left to Bernard Berrian for 15 yards (tackle by LaRon Landry),2.460,3.510
2,0:36,,,,0,0,Timeout #2 by Chicago Bears,0.000,3.510
2,0:36,1,10,WAS 31,0,0,Brian Griese pass incomplete intended for Devin Hester is intercepted by Shawn Springs at WAS-26 and returned for 53 yards (tackle by Devin Hester),3.510,-4.170
2,0:24,1,10,CHI 21,0,6,"Todd Collins pass complete deep right to Todd Yoder for 21 yards, touchdown",4.170,7.000
2,,,,CHI 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,0,7,"Shaun Suisham kicks off 55 yards, returned by Devin Hester for 23 yards (tackle by Matt Sinclair)",0.000,1.470
2,0:12,1,10,CHI 38,0,7,Brian Griese pass incomplete deep right intended for Devin Hester is intercepted by Shawn Springs at WAS-39 and returned for 2 yards (tackle by Greg Olsen),1.470,-1.660
2,0:04,1,10,WAS 41,0,7,Todd Collins pass complete short left to Clinton Portis for 7 yards (tackle by Adewale Ogunleye),1.660,2.070
Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,0,7,"Robbie Gould kicks off 41 yards, returned by Todd Yoder for 8 yards (tackle by Jamar Williams)",0.000,1.400
3,14:57,1,10,WAS 37,0,7,Clinton Portis right tackle for 5 yards (tackle by Danieal Manning and Hunter Hillenmeyer),1.400,1.530
3,14:15,2,5,WAS 42,0,7,Clinton Portis left end for 3 yards (tackle by Brandon McGowan and Mark Anderson),1.530,1.220
3,13:33,3,2,WAS 45,0,7,Todd Collins pass complete short right to Clinton Portis for 54 yards (tackle by Brandon McGowan),1.220,6.970
3,12:37,1,1,CHI 1,0,7,Ladell Betts left tackle for no gain (tackle by Alex Brown and Danieal Manning),6.970,5.910
3,11:57,2,1,CHI 1,0,13,"Mike Sellers left guard for 1 yard, touchdown",5.910,7.000
3,,,,CHI 2,0,14,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,0,14,"Shaun Suisham kicks off 55 yards, returned by Devin Hester for 10 yards (tackle by Anthony Mix). Penalty on Rashied Davis: Offensive Holding, 10 yards",0.000,-0.320
3,11:46,1,10,CHI 13,0,14,Brian Griese pass incomplete short middle intended for Greg Olsen (defended by LaRon Landry),-0.320,-0.770
3,11:39,2,10,CHI 13,0,14,Adrian Peterson right end for 3 yards (tackle by Reed Doughty),-0.770,-1.060
3,10:55,3,7,CHI 16,0,14,"Brian Griese pass complete short left to Devin Hester for 6 yards (tackle by Fred Smoot). Penalty on Marcus Washington: Defensive Offside, 5 yards (no play)",-1.060,-0.470
3,10:15,3,2,CHI 21,0,14,"Penalty on Brian Griese: Delay of Game, 5 yards (no play)",-0.470,-1.060
3,9:57,3,7,CHI 16,0,14,Brian Griese pass complete deep right to Bernard Berrian for 35 yards (tackle by Shawn Springs),-1.060,2.320
3,9:30,1,10,WAS 49,0,14,Adrian Peterson left guard for -1 yards (tackle by Andre Carter),2.320,1.650
3,9:05,2,11,,0,14,Brian Griese pass complete deep left to Greg Olsen for 20 yards (tackle by London Fletcher),1.650,3.580
3,8:36,1,10,WAS 30,0,14,Brian Griese pass complete short left to Greg Olsen for 9 yards (tackle by London Fletcher),3.580,4.250
3,8:11,2,1,WAS 21,0,14,"Penalty on Roberto Garza: False Start, 5 yards (no play)",4.250,3.570
3,7:47,2,6,WAS 26,0,14,"Brian Griese pass incomplete deep middle intended for Muhsin Muhammad. Penalty on LaRon Landry: Unnecessary Roughness, 13 yards (no play)",3.570,4.710
3,7:42,1,10,WAS 13,0,14,"Penalty on John Tait: False Start, 5 yards (no play)",4.710,4.290
3,7:42,1,15,WAS 18,0,14,Brian Griese pass incomplete deep middle intended for John Gilmore (defended by London Fletcher),4.290,3.400
3,7:39,2,15,WAS 18,0,14,Brian Griese pass complete short left to Bernard Berrian for 6 yards (tackle by Rocky McIntosh),3.400,3.280
3,7:01,3,9,WAS 12,0,14,"Penalty on Fred Miller: False Start, 5 yards (no play)",3.280,2.880
3,6:31,3,14,WAS 17,0,14,"Penalty on Brian Griese: Delay of Game, 5 yards (no play)",2.880,2.280
3,6:09,3,19,WAS 22,0,14,Brian Griese pass complete short middle to Rashied Davis for 10 yards (tackle by Leigh Torrence),2.280,2.630
3,5:30,4,9,WAS 12,3,14,Robbie Gould 30 yard field goal good,2.630,3.000
3,,,,CHI 30,3,14,"Robbie Gould kicks off 55 yards, returned by Rock Cartwright for 13 yards (tackle by Josh Gattis)",0.000,0.810
3,5:21,1,10,WAS 28,3,14,Todd Collins pass incomplete short right intended for Chris Cooley,0.810,0.260
3,5:16,2,10,WAS 28,3,14,Ladell Betts right tackle for -1 yards (tackle by Israel Idonije),0.260,-0.560
3,4:39,3,11,WAS 27,3,14,Todd Collins pass incomplete short left intended for Ladell Betts,-0.560,-1.570
3,4:32,4,11,WAS 27,3,14,"Derrick Frost punts 26 yards. Penalty on WAS: Illegal Formation, 5 yards",-1.570,-2.390
3,4:26,1,10,WAS 48,3,14,Brian Griese pass complete deep middle to Desmond Clark for 20 yards (tackle by LaRon Landry),2.390,3.710
3,3:55,1,10,WAS 28,3,14,Garrett Wolfe right tackle for 11 yards (tackle by London Fletcher),3.710,4.440
3,3:29,1,10,WAS 17,9,14,"Brian Griese pass complete deep right to Bernard Berrian for 17 yards, touchdown",4.440,7.000
,,,,,,,"CHI challenged the pass completion ruling, and the original play was overturned.",,
3,,,,WAS 2,10,14,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,10,14,"Robbie Gould kicks off 57 yards, returned by Rock Cartwright for 18 yards (tackle by Ricky Manning)",0.000,1.000
3,3:15,1,10,WAS 31,10,14,Clinton Portis right tackle for 7 yards (tackle by Alex Brown),1.000,1.410
3,2:45,2,3,WAS 38,10,14,Clinton Portis up the middle for 1 yard (tackle by Ricky Manning and Brian Urlacher),1.410,0.830
3,2:08,3,2,WAS 39,10,14,Todd Collins pass complete short right to Ladell Betts for 4 yards (tackle by Brandon McGowan),0.830,1.800
3,1:36,1,10,WAS 43,10,14,"Todd Collins pass complete short left to Antwaan Randle El for 13 yards (tackle by Trumaine McBride). Penalty on Stephon Heyer: Offensive Holding, 10 yards (no play)",1.800,1.140
3,1:05,1,20,WAS 33,10,14,Todd Collins pass complete short middle to Antwaan Randle El for 10 yards (tackle by Danieal Manning),1.140,1.250
3,0:28,2,10,WAS 43,10,14,Todd Collins pass complete short right to Ladell Betts for -1 yards (tackle by Alex Brown),1.250,0.430
Quarter,Time,Down,ToGo,Location,CHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,WAS 42,10,14,Todd Collins pass complete deep middle to Chris Cooley for 33 yards (tackle by Brian Urlacher),0.430,3.910
4,14:17,1,10,CHI 25,10,14,Todd Collins pass incomplete short right intended for Santana Moss. Penalty on WAS: Illegal Formation (Declined),3.910,3.360
4,14:11,2,10,CHI 25,10,14,"Penalty on Lorenzo Alexander: False Start, 5 yards (no play)",3.360,2.690
4,14:11,2,15,CHI 30,10,14,Todd Collins pass complete deep right to Chris Cooley for 20 yards (tackle by Charles Tillman),2.690,4.910
4,13:27,1,10,CHI 10,10,14,Clinton Portis right end for -2 yards (tackle by Adewale Ogunleye),4.910,3.860
4,12:45,2,12,CHI 12,10,14,Todd Collins pass complete short left to Clinton Portis for 7 yards (tackle by Lance Briggs),3.860,4.260
4,12:03,3,5,CHI 5,10,14,Todd Collins pass incomplete short middle intended for Santana Moss,4.260,3.010
4,11:56,4,5,CHI 5,10,17,Shaun Suisham 23 yard field goal good,3.010,3.000
4,,,,WAS 30,10,17,"Shaun Suisham kicks off 50 yards, returned by Devin Hester for 9 yards (tackle by Anthony Mix)",0.000,0.870
4,11:45,1,10,CHI 29,10,17,Garrett Wolfe left end for 1 yard (tackle by London Fletcher and Leigh Torrence),0.870,0.460
4,11:18,2,9,CHI 30,10,17,Brian Griese pass complete short middle to Devin Hester for 17 yards (tackle by London Fletcher),0.460,2.060
4,10:55,1,10,CHI 47,10,17,Brian Griese pass complete short middle to Devin Hester for 16 yards (tackle by John Eubanks),2.060,3.120
4,10:29,1,10,WAS 37,10,17,Garrett Wolfe for 1 yard (tackle by Marcus Washington and Andre Carter),3.120,2.710
4,10:04,2,9,WAS 36,10,17,Brian Griese pass incomplete short right intended for Muhsin Muhammad,2.710,2.010
4,10:03,3,9,WAS 36,10,17,"Brian Griese pass complete short middle to Bernard Berrian for 12 yards (tackle by Shawn Springs). Penalty on Devin Hester: Illegal Motion, 5 yards (no play)",2.010,1.360
4,9:36,3,14,WAS 41,10,17,"Brian Griese pass incomplete deep middle intended for Devin Hester. Penalty on Leigh Torrence: Illegal Contact, 5 yards (no play)",1.360,3.180
4,9:31,1,10,WAS 36,10,17,Brian Griese pass complete short left to Bernard Berrian for 4 yards (tackle by John Eubanks),3.180,3.180
4,9:12,2,6,WAS 32,10,17,Brian Griese pass complete short middle to Devin Hester for 14 yards (tackle by John Eubanks),3.180,4.370
4,8:48,1,10,WAS 18,10,17,Adrian Peterson left tackle for 6 yards (tackle by Cornelius Griffin and London Fletcher),4.370,4.810
4,8:14,2,4,WAS 12,10,17,Brian Griese pass complete short left to Devin Hester for 11 yards (tackle by John Eubanks),4.810,6.970
4,7:46,1,1,WAS 1,10,17,Adrian Peterson left tackle for -3 yards (tackle by Cornelius Griffin),6.970,5.340
4,7:01,2,4,WAS 4,10,17,Brian Griese pass incomplete short right intended for Greg Olsen,5.340,4.490
4,6:57,3,4,WAS 4,10,17,Brian Griese pass incomplete short left intended for Greg Olsen,4.490,3.030
4,6:52,4,4,WAS 4,13,17,Robbie Gould 22 yard field goal good,3.030,3.000
4,,,,CHI 30,13,17,"Robbie Gould kicks off 60 yards, returned by Rock Cartwright for 20 yards (tackle by Brendon Ayanbadejo)",0.000,0.940
4,6:43,1,10,WAS 30,13,17,Todd Collins pass complete short left to Santana Moss for 16 yards (tackle by Trumaine McBride),0.940,1.990
4,6:07,1,10,WAS 46,13,17,Todd Collins pass complete short right to Antwaan Randle El for 13 yards (tackle by Charles Tillman),1.990,2.850
4,5:27,1,10,CHI 41,13,17,Clinton Portis up the middle for 5 yards (tackle by Mark Anderson),2.850,2.980
4,4:44,2,5,CHI 36,13,17,Clinton Portis right tackle for 1 yard (tackle by Hunter Hillenmeyer),2.980,2.410
4,4:02,3,4,CHI 35,13,17,Todd Collins pass complete short middle to Antwaan Randle El for 15 yards (tackle by Danieal Manning),2.410,4.240
4,3:38,,,,13,17,Timeout #1 by Chicago Bears,0.000,4.240
4,3:38,1,10,CHI 20,13,17,Clinton Portis left guard for 2 yards (tackle by Brandon McGowan and Tommie Harris),4.240,3.960
4,2:55,2,8,CHI 18,13,17,Clinton Portis left end for 2 yards (tackle by Brian Urlacher and Trumaine McBride),3.960,3.520
4,2:45,,,,13,17,Timeout #2 by Chicago Bears,0.000,3.520
4,2:45,3,6,CHI 16,13,23,"Todd Collins pass complete short middle to Ladell Betts for 16 yards, touchdown",3.520,7.000
4,,,,CHI 2,13,24,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,13,24,Shaun Suisham kicks off 52 yards,0.000,1.600
4,2:41,1,10,CHI 40,13,24,Brian Griese pass complete short middle to Garrett Wolfe for 12 yards (tackle by Leigh Torrence),1.600,2.390
4,2:41,1,10,WAS 48,13,24,"Penalty on Terrence Metcalf: False Start, 4 yards (no play)",2.390,2.130
4,2:14,1,14,CHI 48,13,24,Brian Griese pass complete to Garrett Wolfe for 13 yards (tackle by London Fletcher),2.130,3.060
4,2:00,2,1,WAS 39,13,24,Brian Griese pass incomplete short middle intended for Greg Olsen,3.060,2.340
4,1:55,3,1,WAS 39,13,24,Brian Griese pass complete short left to Muhsin Muhammad for 5 yards (tackle by Pierson Prioleau),2.340,3.310
4,1:50,1,10,WAS 34,13,24,Brian Griese for 8 yards (tackle by Pierson Prioleau),3.310,3.850
4,1:42,2,2,WAS 26,13,24,Brian Griese pass complete short middle to Garrett Wolfe for 7 yards (tackle by Rocky McIntosh),3.850,4.310
4,1:42,1,10,WAS 19,13,24,Brian Griese spiked the ball,4.310,3.750
4,1:24,2,10,WAS 19,13,24,Brian Griese pass incomplete deep middle intended for Desmond Clark (defended by LaRon Landry),3.750,3.030
4,1:19,3,10,WAS 19,13,24,Brian Griese pass complete short right to Devin Hester for 9 yards (tackle by Reed Doughty),3.030,2.910
4,1:11,4,1,WAS 10,13,24,Brian Griese up the middle for 1 yard (tackle by Cornelius Griffin),2.910,5.140
4,1:11,1,9,WAS 9,13,24,Brian Griese spiked the ball,5.140,4.380
4,0:45,2,9,WAS 9,13,24,"Brian Griese pass complete short right to Garrett Wolfe for 5 yards (tackle by Rocky McIntosh). Garrett Wolfe fumbles (forced by Rocky McIntosh), ball out of bounds at WAS-4",4.380,4.490
4,0:37,3,4,WAS 4,13,24,Brian Griese pass incomplete short middle intended for Bernard Berrian (defended by Fred Smoot),4.490,3.030
4,0:34,4,4,WAS 4,16,24,Robbie Gould 21 yard field goal good,3.030,3.000
4,,,,CHI 30,16,24,Robbie Gould kicks onside 12 yards,0.000,2.790
4,0:30,1,10,CHI 42,16,24,Todd Collins kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
