Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ronald Jones II,TAM,10,29,0,1,18,1.8,11,1.1,1,10.0
Peyton Barber,TAM,7,24,0,1,15,2.1,9,1.3,0,
Jameis Winston,TAM,1,7,0,1,7,7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tarik Cohen,CHI,13,53,0,4,47,3.6,6,0.5,0,
Jordan Howard,CHI,11,25,0,2,11,1.0,14,1.3,0,
Mitchell Trubisky,CHI,3,53,0,3,51,17.0,2,0.7,0,
Chase Daniel,CHI,2,-2,0,,-2,-1.0,0,0.0,0,
Benny Cunningham,CHI,1,0,0,,0,0.0,0,0.0,0,
Taylor Gabriel,CHI,1,10,0,1,0,0.0,10,10.0,0,
