Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
1,5:15,1,5,CHI 42,0,7,Tarik Cohen left guard for 3 yards (tackle by Lavonte David),2.130,1.940
1,4:41,2,2,CHI 45,0,7,Tarik Cohen left guard for 3 yards (tackle by Kwon Alexander),1.940,2.130
1,4:02,1,10,CHI 48,0,7,Mitchell Trubisky pass complete short right to Allen Robinson for 9 yards (tackle by Adarius Taylor),2.130,2.800
1,3:30,2,1,TAM 43,0,7,Tarik Cohen right guard for 19 yards (tackle by Justin Evans),2.800,3.970
1,2:51,1,10,TAM 24,0,7,Mitchell Trubisky pass complete short left to Taylor Gabriel for 10 yards (tackle by Brent Grimes),3.970,4.650
1,2:18,1,10,TAM 14,0,13,"Mitchell Trubisky pass complete short left to Allen Robinson for 14 yards, touchdown",4.650,7.000
1,2:11,,,TAM 15,0,14,Cody Parkey kicks extra point good,0.000,0.000
1,2:11,,,CHI 35,0,14,"Cody Parkey kicks off 58 yards, returned by Jacquizz Rodgers for no gain (tackle by Sherrick McManis)",0.000,0.810
1,2:07,1,10,TAM 28,0,14,Peyton Barber left tackle for 7 yards (tackle by Kevin Toliver),0.810,1.210
1,1:27,2,3,TAM 35,0,14,Ryan Fitzpatrick pass complete deep middle to DeSean Jackson for 48 yards (tackle by Kyle Fuller),1.210,4.440
1,0:49,1,10,CHI 17,0,14,Ronald Jones right guard for 5 yards (tackle by Danny Trevathan and Khalil Mack),4.440,4.690
1,0:10,2,5,CHI 12,0,14,Ryan Fitzpatrick pass incomplete short right intended for Ronald Jones,4.690,3.880
1,0:06,3,5,CHI 12,0,14,Ryan Fitzpatrick pass incomplete short left intended for O.J. Howard,3.880,2.680
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,CHI 12,3,14,Chandler Catanzaro 30 yard field goal good,2.680,3.000
2,14:55,,,TAM 35,3,14,"Chandler Catanzaro kicks off 70 yards, returned by Benny Cunningham for no gain (tackle by Justin Watson)",0.000,0.480
2,14:50,1,10,CHI 23,3,14,"Mitchell Trubisky pass incomplete deep left intended for Taylor Gabriel. Penalty on Brent Grimes: Defensive Holding, 5 yards (no play)",0.480,0.810
2,14:44,1,10,CHI 28,3,14,Mitchell Trubisky pass complete deep left to Taylor Gabriel for 33 yards (tackle by Isaiah Johnson),0.810,2.980
2,14:03,1,10,TAM 39,3,14,Tarik Cohen left end for no gain (tackle by Carlton Davis),2.980,2.440
2,13:22,2,10,TAM 39,3,14,Mitchell Trubisky pass complete deep left to Tarik Cohen for 35 yards (tackle by Carlton Davis),2.440,6.280
2,12:48,1,4,TAM 4,3,14,"Penalty on Kyle Long: False Start, 5 yards (no play)",6.280,5.140
2,12:26,1,9,TAM 9,3,20,"Mitchell Trubisky pass complete short middle to Tarik Cohen for 9 yards, touchdown",5.140,7.000
2,12:21,,,TAM 15,3,21,Cody Parkey kicks extra point good,0.000,0.000
2,12:21,,,CHI 35,3,21,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,12:21,1,10,TAM 25,3,21,Ryan Fitzpatrick pass incomplete short middle intended for O.J. Howard (defended by Leonard Floyd),0.610,0.060
2,12:16,2,10,TAM 25,3,21,Ryan Fitzpatrick pass complete short right to Ronald Jones for -1 yards (tackle by Bilal Nichols),0.060,-0.760
2,11:33,3,11,TAM 24,3,21,"Ryan Fitzpatrick sacked by Khalil Mack for -2 yards. Ryan Fitzpatrick fumbles (forced by Khalil Mack), recovered by Jacquizz Rodgers at TB-22 (tackle by Khalil Mack)",-0.760,-1.900
2,10:55,4,13,TAM 22,3,21,"Bryan Anger punts 45 yards, returned by Tarik Cohen for 4 yards (tackle by Adarius Taylor). Penalty on Ben Braunecker: Illegal Block Above the Waist, 10 yards",-1.900,-0.740
2,10:45,1,10,CHI 27,3,21,Mitchell Trubisky pass incomplete short left intended for Jordan Howard (defended by Kwon Alexander),0.740,0.200
2,10:39,2,10,CHI 27,3,21,"Mitchell Trubisky pass incomplete short right intended for Allen Robinson (defended by Brent Grimes). Penalty on Carlton Davis: Illegal Contact, 5 yards (no play)",0.200,1.070
2,10:31,1,10,CHI 32,3,21,Tarik Cohen left guard for 1 yard (tackle by Lavonte David),1.070,0.660
2,9:56,2,9,CHI 33,3,21,Mitchell Trubisky pass complete deep middle to Trey Burton for 47 yards (tackle by Isaiah Johnson),0.660,4.240
2,9:05,1,10,TAM 20,3,27,"Mitchell Trubisky pass complete deep left to Josh Bellamy for 20 yards, touchdown",4.240,7.000
2,8:59,,,TAM 15,3,28,Cody Parkey kicks extra point good,0.000,0.000
2,8:59,,,CHI 35,3,28,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,8:59,1,10,TAM 25,3,28,Peyton Barber left guard for 3 yards (tackle by Aaron Lynch),0.610,0.470
2,8:26,2,7,TAM 28,3,28,Ryan Fitzpatrick pass incomplete deep left intended for Mike Evans,0.470,-0.230
2,8:20,3,7,TAM 28,3,28,Ryan Fitzpatrick pass incomplete deep middle intended for O.J. Howard (defended by Danny Trevathan),-0.230,-1.500
2,8:16,4,7,TAM 28,3,28,"Bryan Anger punts 42 yards, fair catch by Tarik Cohen at CHI-30",-1.500,-0.940
2,8:08,1,10,CHI 30,3,28,Mitchell Trubisky pass complete deep left to Taylor Gabriel for 30 yards (tackle by M.J. Stewart),0.940,2.920
2,7:34,1,10,TAM 40,3,28,Tarik Cohen left end for 8 yards (tackle by Lavonte David),2.920,3.450
2,7:03,2,2,TAM 32,3,28,Tarik Cohen right guard for 5 yards (tackle by Lavonte David),3.450,3.780
2,6:20,1,10,TAM 27,3,28,Mitchell Trubisky right guard for 26 yards (tackle by Brent Grimes),3.780,6.970
2,5:38,1,1,TAM 1,3,28,Jordan Howard left guard for -2 yards (tackle by Vinny Curry),6.970,5.530
2,5:00,2,3,TAM 3,3,34,"Mitchell Trubisky pass complete short middle to Taylor Gabriel for 3 yards, touchdown",5.530,7.000
2,4:56,,,TAM 15,3,35,Cody Parkey kicks extra point good,0.000,0.000
2,4:56,,,CHI 35,3,35,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,4:56,1,10,TAM 25,3,35,Peyton Barber left tackle for 12 yards (tackle by Eddie Jackson),0.610,1.400
2,4:18,1,10,TAM 37,3,35,Ryan Fitzpatrick pass complete short left to DeSean Jackson for 6 yards (tackle by Kevin Toliver),1.400,1.670
2,3:49,2,4,TAM 43,3,35,Ryan Fitzpatrick pass complete deep left to DeSean Jackson for 42 yards (tackle by Adrian Amos),1.670,4.580
2,3:32,1,10,CHI 15,3,35,Peyton Barber left end for 1 yard (tackle by Kevin Toliver and Roy Robertson-Harris),4.580,4.110
2,2:53,2,9,CHI 14,3,35,Ryan Fitzpatrick pass incomplete short left intended for Peyton Barber,4.110,3.240
2,2:46,3,9,CHI 14,3,35,"Ryan Fitzpatrick pass complete short middle to Cameron Brate for 13 yards (tackle by Kevin Toliver). Penalty on Cameron Brate: Offensive Pass Interference, 10 yards (no play)",3.240,2.150
2,2:23,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,2:23,3,19,CHI 24,3,35,"Ryan Fitzpatrick pass short right intended for Mike Evans is intercepted by Eddie Jackson at CHI-18 and returned for no gain. Penalty on Akiem Hicks: Disqualification, 9 yards",2.150,0.380
2,2:17,1,10,CHI 9,3,35,Tarik Cohen left guard for 5 yards (tackle by Jason Pierre-Paul),-0.380,-0.390
2,2:13,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,2:13,2,5,CHI 14,3,35,Tarik Cohen right guard for 4 yards (tackle by Lavonte David),-0.390,-0.370
2,2:08,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,2:08,3,1,CHI 18,3,35,Mitchell Trubisky pass complete short left to Tarik Cohen for 4 yards (tackle by M.J. Stewart),-0.370,0.410
2,2:00,1,10,CHI 22,3,35,Tarik Cohen right guard for 2 yards (tackle by Gerald McCoy and Jason Pierre-Paul),0.410,0.140
2,1:38,2,8,CHI 24,3,35,"Penalty on Vinny Curry: Neutral Zone Infraction, 5 yards (no play)",0.140,0.810
2,1:38,2,3,CHI 29,3,35,Tarik Cohen left end for 5 yards (tackle by Carlton Davis),0.810,1.200
2,1:33,1,10,CHI 34,3,35,Mitchell Trubisky pass complete short left to Tarik Cohen for 31 yards (tackle by Isaiah Johnson),1.200,3.250
2,1:23,1,10,TAM 35,3,35,Mitchell Trubisky pass incomplete short middle intended for Trey Burton,3.250,2.700
2,1:20,2,10,TAM 35,3,35,Jordan Howard right guard for 3 yards (tackle by Kwon Alexander),2.700,2.410
2,0:43,,,,,,Timeout #2 by Chicago Bears,,
2,0:43,3,7,TAM 32,3,35,Tarik Cohen left guard for no gain (tackle by Jason Pierre-Paul),2.410,1.240
2,0:03,,,,,,Timeout #3 by Chicago Bears,,
2,0:03,4,7,TAM 32,3,38,Cody Parkey 50 yard field goal good,1.240,3.000
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,38,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,3,38,Peyton Barber left tackle for -2 yards (tackle by Jonathan Bullard),0.610,-0.210
3,14:24,2,12,TAM 23,3,38,Jameis Winston pass complete short right to Adam Humphries for 6 yards (tackle by Bryce Callahan),-0.210,-0.100
3,13:42,3,6,TAM 29,3,38,Jameis Winston pass complete short right to Adam Humphries for 5 yards (tackle by Kyle Fuller),-0.100,-1.110
3,12:56,4,1,TAM 34,3,38,Jameis Winston pass complete short left to Adam Humphries for 4 yards (tackle by Eddie Jackson),-1.110,1.470
3,12:26,1,10,TAM 38,3,38,Jameis Winston pass complete short left to Mike Evans for 4 yards (tackle by Kevin Toliver),1.470,1.460
3,11:57,2,6,TAM 42,3,38,Jameis Winston pass complete short middle to Adam Humphries for 10 yards (tackle by Danny Trevathan),1.460,2.390
3,11:19,1,10,CHI 48,3,38,Jameis Winston pass deep middle (defended by Khalil Mack) intended for DeSean Jackson is intercepted by Danny Trevathan at CHI-28 and returned for 12 yards,2.390,-1.600
3,11:05,1,10,CHI 40,3,38,"Mitchell Trubisky pass incomplete deep right intended for Taylor Gabriel. Penalty on Ryan Smith: Defensive Pass Interference, 29 yards (no play)",1.600,3.510
3,10:59,1,10,TAM 31,3,38,Mitchell Trubisky pass complete deep right to Tarik Cohen for 28 yards. Penalty on Carlton Davis: Defensive Holding (Declined),3.510,6.510
3,10:41,1,3,TAM 3,3,38,Mitchell Trubisky pass incomplete short middle intended for Trey Burton,6.510,5.530
3,10:35,2,3,TAM 3,3,38,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,5.530,4.720
3,10:32,3,3,TAM 3,3,44,"Mitchell Trubisky pass complete short right to Taylor Gabriel for 3 yards, touchdown",4.720,7.000
3,10:28,,,TAM 15,3,45,Cody Parkey kicks extra point good,0.000,0.000
3,10:28,,,CHI 35,3,45,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,10:28,1,10,TAM 25,3,45,Peyton Barber left tackle for 3 yards (tackle by Roy Robertson-Harris and Roquan Smith),0.610,0.470
3,9:51,2,7,TAM 28,3,45,Jameis Winston pass complete short left to Mike Evans for 12 yards (tackle by Kevin Toliver and Danny Trevathan),0.470,1.600
3,9:04,1,10,TAM 40,3,45,Jameis Winston pass complete short middle to Peyton Barber for 6 yards (tackle by Leonard Floyd),1.600,1.860
3,8:24,2,4,TAM 46,3,45,Jameis Winston pass complete short middle to Cameron Brate for 6 yards (tackle by Aaron Lynch),1.860,2.390
3,7:49,1,10,CHI 48,3,45,Jameis Winston sacked by Roy Robertson-Harris and Bilal Nichols for -7 yards,2.390,0.900
3,7:04,2,17,TAM 45,3,45,Ronald Jones left guard for -4 yards (tackle by Bilal Nichols),0.900,-0.300
3,6:20,3,21,TAM 41,3,45,Jameis Winston pass complete short left to Adam Humphries for 11 yards (tackle by Eddie Jackson),-0.300,0.070
3,5:39,4,10,CHI 48,3,45,Bryan Anger punts 31 yards out of bounds,0.070,0.060
3,5:30,1,10,CHI 17,3,45,Jordan Howard left guard for 7 yards (tackle by Lavonte David),-0.060,0.480
3,4:52,2,3,CHI 24,3,45,Jordan Howard right end for no gain (tackle by Isaiah Johnson),0.480,-0.370
3,4:16,3,3,CHI 24,3,45,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson (defended by M.J. Stewart),-0.370,-1.770
3,4:11,4,3,CHI 24,3,45,"Pat O'Donnell punts 45 yards, fair catch by Adam Humphries at TB-31. Penalty on Andrew Adams: Offensive Holding, 10 yards",-1.770,-0.340
3,4:04,1,10,TAM 21,3,45,Ronald Jones left guard for 3 yards (tackle by Danny Trevathan),0.340,0.210
3,3:24,2,7,TAM 24,3,45,Jameis Winston pass complete short left to Mike Evans for 17 yards (tackle by Bryce Callahan),0.210,1.660
3,2:44,1,10,TAM 41,3,45,Ronald Jones right tackle for 4 yards (tackle by Jonathan Bullard),1.660,1.660
3,1:58,2,6,TAM 45,3,45,Jameis Winston left end for 7 yards,1.660,2.390
3,1:15,1,10,CHI 48,3,45,Ronald Jones right tackle for no gain (tackle by Roquan Smith),2.390,1.850
3,0:36,2,10,CHI 48,3,45,Jameis Winston pass incomplete short right intended for DeSean Jackson,1.850,1.160
3,0:31,3,10,CHI 48,3,45,"Jameis Winston pass incomplete short left intended for Chris Godwin. Penalty on Kevin Toliver: Defensive Pass Interference, 14 yards (no play)",1.160,3.310
3,0:16,1,10,CHI 34,3,45,Jameis Winston sacked by Aaron Lynch for -4 yards,3.310,2.230
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,CHI 38,3,45,Jameis Winston pass complete short left to Chris Godwin for 11 yards (tackle by Bryce Callahan),2.230,3.010
4,14:18,3,3,CHI 27,3,45,Jameis Winston pass incomplete short right intended for Adam Humphries,3.010,1.770
4,14:13,4,3,CHI 27,3,45,Jameis Winston pass complete short left to Chris Godwin for 11 yards (tackle by Roquan Smith),1.770,4.510
4,13:36,1,10,CHI 16,9,45,"Jameis Winston pass complete deep middle to Cameron Brate for 16 yards, touchdown",4.510,7.000
4,13:30,,,CHI 15,10,45,Chandler Catanzaro kicks extra point good,0.000,0.000
4,13:30,,,TAM 35,10,45,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
4,13:30,1,10,CHI 25,10,45,Jordan Howard left guard for 6 yards (tackle by Jason Pierre-Paul),0.610,0.870
4,12:51,2,4,CHI 31,10,45,Jordan Howard left end for 5 yards (tackle by Ryan Smith),0.870,1.330
4,12:10,1,10,CHI 36,10,45,Jordan Howard left guard for -2 yards (tackle by Carl Nassib),1.330,0.520
4,11:26,2,12,CHI 34,10,45,Mitchell Trubisky pass complete short right to Taylor Gabriel for 11 yards (tackle by Jason Pierre-Paul),0.520,1.290
4,10:42,3,1,CHI 45,10,45,Jordan Howard right tackle for 11 yards (tackle by Justin Evans),1.290,2.650
4,9:58,1,10,TAM 44,10,45,Jordan Howard right guard for -2 yards (tackle by Gerald McCoy and Carl Nassib),2.650,1.840
4,9:15,2,12,TAM 46,10,45,Mitchell Trubisky pass complete short left to Taylor Gabriel for 14 yards (tackle by Marcus Williams),1.840,3.450
4,8:30,1,10,TAM 32,10,45,Benny Cunningham left guard for no gain (tackle by Justin Evans),3.450,2.900
4,7:47,2,10,TAM 32,10,45,Jordan Howard right tackle for -5 yards (tackle by Lavonte David). Penalty on Bobby Massie: Illegal Formation (Declined),2.900,1.550
4,7:16,3,15,TAM 37,10,45,Mitchell Trubisky pass complete short right to Tarik Cohen for 9 yards (tackle by Justin Evans and Vinny Curry),1.550,1.610
4,6:28,4,6,TAM 28,10,48,Cody Parkey 46 yard field goal good,1.610,3.000
4,6:23,,,CHI 35,10,48,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,6:23,1,10,TAM 25,10,48,Ronald Jones left end for 4 yards (tackle by Nick Kwiatkoski),0.610,0.600
4,5:43,2,6,TAM 29,10,48,Ronald Jones right tackle for 7 yards (tackle by DeAndre Houston-Carson),0.600,1.330
4,5:10,1,10,TAM 36,10,48,Jameis Winston pass complete short right to DeSean Jackson for 5 yards (tackle by Kyle Fuller),1.330,1.470
4,4:29,2,5,TAM 41,10,48,Ronald Jones left tackle for 2 yards (tackle by Jonathan Bullard),1.470,1.030
4,3:38,,,,,,Timeout #1 by Chicago Bears,,
4,3:38,3,3,TAM 43,10,48,Jameis Winston pass complete short middle to Mike Evans for 7 yards (tackle by Kevin Toliver),1.030,2.260
4,3:05,1,10,TAM 50,10,48,Ronald Jones left guard for 5 yards (tackle by Bilal Nichols),2.260,2.390
4,2:26,2,5,CHI 45,10,48,Ronald Jones left tackle for 3 yards (tackle by Kevin Toliver),2.390,2.080
4,2:00,3,2,CHI 42,10,48,"Penalty on TAM: Offensive Too Many Men on Field, 5 yards (no play)",2.080,1.420
4,2:00,3,7,CHI 47,10,48,Jameis Winston pass complete short middle to Mike Evans for 14 yards (tackle by Leonard Floyd),1.420,3.380
4,1:32,1,10,CHI 33,10,48,Jameis Winston pass short right intended for Cameron Brate is intercepted by Aaron Lynch at CHI-25 and returned for 20 yards,3.380,-1.930
4,1:22,1,10,CHI 45,10,48,Chase Daniel kneels for -1 yards,1.930,1.250
4,0:40,2,11,CHI 44,10,48,Chase Daniel kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
