Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
A.J. Brown,PHI,10,5,56,0,4,41,8.2,15,3.0,13.0,0,,0,0.0,1,27.5
DeVonta Smith,PHI,5,5,50,0,3,43,8.6,7,1.4,8.6,0,,0,0.0,0,108.3
Dallas Goedert,PHI,9,4,30,0,1,16,4.0,14,3.5,4.8,0,,0,0.0,0,53.0
D'Andre Swift,PHI,3,2,1,0,0,-10,-5.0,11,5.5,6.3,0,,0,0.0,0,70.1
Julio Jones,PHI,1,1,6,0,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
Kenneth Gainwell,PHI,1,0,0,0,0,0,,0,,9.0,0,,0,0.0,0,39.6
Quez Watkins,PHI,1,0,0,0,,0,,0,,49.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.K. Metcalf,SEA,6,5,78,0,3,60,12.0,18,3.6,10.8,0,,0,0.0,0,118.7
Jaxon Smith-Njigba,SEA,4,4,48,1,2,42,10.5,6,1.5,10.5,0,,0,0.0,0,156.2
Noah Fant,SEA,5,3,16,0,,15,5.0,1,0.3,4.2,0,,1,20.0,0,65.4
Tyler Lockett,SEA,9,3,21,0,1,19,6.3,2,0.7,13.0,0,,0,0.0,0,42.4
Kenneth Walker III,SEA,3,3,26,0,1,-16,-5.3,42,14.0,-5.3,1,3.0,0,0.0,0,102.8
Will Dissly,SEA,2,2,9,0,,3,1.5,6,3.0,1.5,0,,0,0.0,0,85.4
Jake Bobo,SEA,1,1,4,0,,-2,-2.0,6,6.0,-2.0,0,,0,0.0,0,83.3
Colby Parkinson,SEA,1,1,6,0,,4,4.0,2,2.0,4.0,0,,0,0.0,0,91.7
Zach Charbonnet,SEA,1,0,0,0,0,0,,0,,3.0,0,,1,100.0,0,39.6
