Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
2,13:22,2,7,SEA 48,7,7,Russell Wilson pass complete deep left to Paul Richardson for 33 yards (tackle by Jalen Collins). Penalty on Brian Poole: Defensive Holding (Declined),1.790,4.310
2,12:56,1,10,ATL 19,7,7,Russell Wilson sacked by Brooks Reed for -7 yards,4.310,2.820
2,12:12,2,17,ATL 26,7,7,Russell Wilson pass complete short left to Jimmy Graham for 11 yards (tackle by Jalen Collins),2.820,3.580
2,11:27,3,6,ATL 15,7,7,Russell Wilson pass incomplete short right intended for Doug Baldwin,3.580,2.470
2,11:23,4,6,ATL 15,10,7,Steven Hauschka 33 yard field goal good,2.470,3.000
2,11:20,,,SEA 35,10,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,11:20,1,10,ATL 25,10,7,Tevin Coleman left tackle for 2 yards (tackle by Jarran Reed),0.610,0.330
2,10:47,2,8,ATL 27,10,7,Matt Ryan pass incomplete short middle intended for Levine Toilolo,0.330,-0.360
2,10:39,3,8,ATL 27,10,7,Matt Ryan pass incomplete deep right intended for Tevin Coleman,-0.360,-1.570
2,10:34,4,8,ATL 27,10,7,"Matthew Bosher punts 60 yards, returned by Devin Hester for 80 yards (tackle by C.J. Goodwin). Penalty on Kevin Pierre-Louis: Offensive Holding, 6 yards",-1.570,0.380
2,10:13,1,10,SEA 7,10,7,Thomas Rawls right guard for -3 yards (tackle by Deion Jones and De'Vondre Campbell),-0.380,-1.000
2,9:28,2,13,SEA 4,10,9,"Russell Wilson sacked by Ben Garland for -4 yards, safety",-1.000,-2.000
2,9:22,,,SEA 20,10,9,"Jon Ryan kicks off 55 yards, returned by Eric Weems for 18 yards (tackle by Kam Chancellor)",0.000,-1.800
2,9:15,1,10,ATL 43,10,9,Matt Ryan pass complete short right to Taylor Gabriel for 37 yards (tackle by Jeremy Lane),1.800,4.240
2,8:25,1,10,SEA 20,10,9,Devonta Freeman right end for no gain (tackle by DeShawn Shead),4.240,3.690
2,7:51,2,10,SEA 20,10,9,Matt Ryan sacked by Michael Bennett for -4 yards,3.690,2.480
2,7:05,3,14,SEA 24,10,9,Matt Ryan pass complete short middle to Devonta Freeman for 7 yards (tackle by K.J. Wright),2.480,2.310
2,6:09,4,7,SEA 17,10,12,Matt Bryant 35 yard field goal good,2.310,3.000
2,6:06,,,ATL 35,10,12,"Matthew Bosher kicks off 65 yards, touchback. Penalty on LaRoy Reynolds: Offside on Free Kick, 5 yards",0.000,-0.940
2,6:06,1,10,SEA 30,10,12,Russell Wilson pass complete short left to Paul Richardson for 6 yards (tackle by Brooks Reed),0.940,1.200
2,5:28,2,4,SEA 36,10,12,Thomas Rawls left guard for 1 yard (tackle by Deion Jones and Ricardo Allen),1.200,0.630
2,4:45,3,3,SEA 37,10,12,Russell Wilson pass complete short right to Doug Baldwin for 2 yards (tackle by Robert Alford),0.630,-0.780
2,4:02,4,1,SEA 39,10,12,Jon Ryan punts 60 yards,-0.780,0.380
2,3:48,1,10,ATL 1,10,12,Matt Ryan pass complete short right to Julio Jones for 8 yards (tackle by Kam Chancellor),-0.380,-0.200
2,3:14,2,2,ATL 9,10,12,Matt Ryan pass complete short middle to Tevin Coleman for 5 yards (tackle by Kam Chancellor and Bobby Wagner),-0.200,-0.280
2,2:46,1,10,ATL 14,10,12,Matt Ryan pass incomplete deep left intended for Mohamed Sanu,-0.280,-0.750
2,2:40,2,10,ATL 14,10,12,Matt Ryan pass complete deep left to Mohamed Sanu for 22 yards (tackle by Jeremy Lane),-0.750,1.330
2,2:03,1,10,ATL 36,10,12,Matt Ryan pass incomplete short left intended for Devonta Freeman (defended by DeShawn Shead),1.330,0.790
2,1:59,2,10,ATL 36,10,12,Matt Ryan pass complete short middle to Taylor Gabriel for 18 yards (tackle by Steven Terrell),0.790,2.520
2,1:27,1,10,SEA 46,10,12,Matt Ryan pass complete short middle to Mohamed Sanu for 12 yards (tackle by Bobby Wagner),2.520,3.310
2,1:05,1,10,SEA 34,10,12,Matt Ryan pass complete short left to Julio Jones for 20 yards (tackle by Jeremy Lane),3.310,0.000
2,0:59,,,,10,12,Timeout #1 by Atlanta Falcons,0.000,-4.650
2,0:59,1,10,SEA 14,10,18,"Matt Ryan pass complete short left to Tevin Coleman for 14 yards, touchdown",4.650,7.000
2,0:53,,,SEA 15,10,19,Matt Bryant kicks extra point good,0.000,0.000
2,0:53,,,ATL 35,10,19,"Matthew Bosher kicks off 73 yards, returned by Devin Hester for 27 yards (tackle by Keanu Neal). Penalty on Mark Glowinski: Offensive Holding, 7 yards",0.000,0.380
2,0:48,1,10,SEA 8,10,19,Alex Collins right guard for 4 yards (tackle by Grady Jarrett),-0.380,-0.490
2,0:06,2,6,SEA 12,10,19,Alex Collins right end for 10 yards (tackle by Keanu Neal),-0.490,0.410
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,19,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,ATL 25,10,19,Devonta Freeman left tackle for 2 yards (tackle by Jeremy Lane),0.610,0.330
3,14:35,2,8,ATL 27,10,19,Matt Ryan pass incomplete deep right intended for Taylor Gabriel,0.330,-0.360
3,14:29,3,8,ATL 27,10,19,Matt Ryan pass complete short middle to Julio Jones for 12 yards (tackle by Richard Sherman),-0.360,1.530
3,13:51,1,10,ATL 39,10,19,Devonta Freeman left tackle for no gain (tackle by Cliff Avril),1.530,0.990
3,13:25,2,10,ATL 39,10,19,Matt Ryan pass incomplete deep middle intended for Aldrick Robinson,0.990,0.300
3,13:20,3,10,ATL 39,10,19,Matt Ryan pass complete short left to Taylor Gabriel for 12 yards (tackle by DeAndre Elliott),0.300,2.320
3,12:37,1,10,SEA 49,10,19,Tevin Coleman right end for 15 yards (tackle by Steven Terrell and Richard Sherman),2.320,3.310
3,12:01,1,10,SEA 34,10,19,Tevin Coleman left tackle for 7 yards (tackle by K.J. Wright),3.310,3.720
3,11:33,2,3,SEA 27,10,19,Matt Ryan pass complete short right to Justin Hardy for 7 yards (tackle by Kam Chancellor),3.720,4.240
3,10:54,1,10,SEA 20,10,19,Devonta Freeman right end for 6 yards (tackle by K.J. Wright),4.240,4.640
3,10:33,2,4,SEA 14,10,19,Tevin Coleman left end for 7 yards (tackle by DeAndre Elliott). Tevin Coleman fumbles. Penalty on Tony McDaniel: Defensive Offside (Declined),4.640,5.600
3,10:15,1,7,SEA 7,10,19,Devonta Freeman right tackle for 6 yards (tackle by Bobby Wagner),5.600,5.910
3,9:16,2,1,SEA 1,10,25,"Devonta Freeman right guard for 1 yard, touchdown",5.910,7.000
3,9:12,,,SEA 15,10,26,Matt Bryant kicks extra point good,0.000,0.000
3,9:12,,,ATL 35,10,26,"Matthew Bosher kicks off 70 yards, returned by Devin Hester for 17 yards (tackle by Joshua Perkins)",0.000,0.350
3,9:07,1,10,SEA 12,10,26,Russell Wilson pass incomplete short left intended for Jermaine Kearse,-0.350,-0.780
3,9:04,2,10,SEA 12,10,26,Thomas Rawls left guard for 11 yards (tackle by Deion Jones and Vic Beasley),-0.780,0.480
3,8:23,1,10,SEA 23,10,26,Russell Wilson pass complete short left to Jermaine Kearse for 8 yards (tackle by Jalen Collins),0.480,1.010
3,7:43,2,2,SEA 31,10,26,Russell Wilson pass incomplete,1.010,0.300
3,7:38,3,2,SEA 31,10,26,Thomas Rawls left guard for no gain (tackle by Grady Jarrett and Vic Beasley),0.300,-1.310
3,6:59,4,2,SEA 31,10,26,"Jon Ryan punts 62 yards, returned by Eric Weems for 14 yards (tackle by DeAndre Elliott). Penalty on Philip Wheeler: Illegal Formation, 5 yards (no play)",-1.310,1.330
3,6:47,1,10,SEA 36,10,26,Thomas Rawls left guard for -4 yards (tackle by Jonathan Babineaux),1.330,0.250
3,6:06,2,14,SEA 32,10,26,Russell Wilson pass complete deep right to Paul Richardson for 40 yards (tackle by Brian Poole),0.250,3.710
3,5:20,1,10,ATL 28,10,26,Russell Wilson pass incomplete short right intended for Alex Collins,3.710,3.170
3,5:14,2,10,ATL 28,10,26,Russell Wilson pass complete short right to Jimmy Graham for 4 yards (tackle by Keanu Neal),3.170,3.010
3,4:45,3,6,ATL 24,10,26,Russell Wilson pass complete short left to Alex Collins for 12 yards (tackle by Keanu Neal),3.010,4.780
3,3:57,1,10,ATL 12,10,26,Russell Wilson pass complete short right to Paul Richardson for 4 yards (tackle by Philip Wheeler and Deion Jones),4.780,4.830
3,3:17,2,6,ATL 8,10,26,Russell Wilson pass incomplete short left intended for Doug Baldwin,4.830,3.930
3,3:12,3,6,ATL 8,10,26,Russell Wilson pass incomplete short middle intended for Doug Baldwin,3.930,2.960
3,3:07,4,6,ATL 8,13,26,Steven Hauschka 26 yard field goal good,2.960,3.000
3,3:03,,,SEA 35,13,26,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,3:03,1,10,ATL 25,13,26,Matt Ryan pass incomplete short left intended for Julio Jones,0.610,0.060
3,2:56,2,10,ATL 25,13,26,Tevin Coleman for 6 yards (tackle by Jeremy Lane),0.060,0.170
3,2:17,3,4,ATL 31,13,26,Matt Ryan pass complete short middle to Devonta Freeman for 53 yards (tackle by Kam Chancellor and DeAndre Elliott),0.170,4.510
3,1:27,1,10,SEA 16,13,26,Matt Ryan pass incomplete short right intended for Levine Toilolo,4.510,3.900
3,1:20,2,10,SEA 16,13,26,Matt Ryan sacked by Ahtyba Rubin for -5 yards,3.900,2.610
3,0:36,3,15,SEA 21,13,26,Matt Ryan pass complete short right to Levine Toilolo for 8 yards (tackle by Richard Sherman),2.610,2.570
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,SEA 13,13,29,Matt Bryant 31 yard field goal good,2.570,3.000
4,14:57,,,ATL 35,13,29,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,14:57,1,10,SEA 25,13,29,Russell Wilson pass incomplete short left intended for Tanner McEvoy,0.610,0.060
4,14:49,2,10,SEA 25,13,29,"Penalty on George Fant: False Start, 5 yards (no play)",0.060,-0.610
4,14:49,2,15,SEA 20,13,29,Russell Wilson pass incomplete deep middle intended for Doug Baldwin,-0.610,0.000
4,14:43,,,,13,29,Timeout #1 by Seattle Seahawks,0.000,1.290
4,14:43,3,15,SEA 20,13,29,Russell Wilson left end for 11 yards (tackle by Brian Poole),-1.290,-1.310
4,14:03,4,4,SEA 31,13,29,"Jon Ryan punts 59 yards, returned by Eric Weems for 10 yards (tackle by Cassius Marsh)",-1.310,-0.280
4,13:51,1,10,ATL 20,13,29,Matt Ryan pass incomplete short left intended for Taylor Gabriel (defended by Michael Bennett),0.280,-0.270
4,13:48,2,10,ATL 20,13,29,Matt Ryan pass incomplete short middle intended for Julio Jones,-0.270,-0.960
4,13:45,3,10,ATL 20,13,29,Matt Ryan pass complete short left to Justin Hardy for 11 yards (tackle by DeAndre Elliott),-0.960,1.000
,,,,,,,"ATL challenged the incomplete pass ruling, and the original play was overturned.",,
4,13:31,1,10,ATL 31,13,29,Tevin Coleman left end for -4 yards (tackle by Michael Bennett),1.000,-0.080
4,12:47,2,14,ATL 27,13,29,"Matt Ryan sacked by Frank Clark for -4 yards. Matt Ryan fumbles (forced by Frank Clark), recovered by Chris Chester at ATL-21",-0.080,-1.550
4,12:06,3,20,ATL 21,13,29,Matt Ryan pass complete short left to Devonta Freeman for 13 yards (tackle by K.J. Wright and Steven Terrell),-1.550,-1.110
4,11:26,4,7,ATL 34,13,29,Matthew Bosher punts 33 yards,-1.110,-1.140
4,11:17,1,10,SEA 33,13,29,Russell Wilson pass complete short left to Alex Collins for 5 yards (tackle by De'Vondre Campbell),1.140,1.270
4,10:50,2,5,SEA 38,13,29,Russell Wilson for 8 yards (tackle by Brian Poole),1.270,1.990
4,10:17,1,10,SEA 46,13,29,Russell Wilson pass complete short left to Doug Baldwin for 13 yards (tackle by Robert Alford),1.990,2.850
4,9:47,1,10,ATL 41,13,29,Russell Wilson left tackle for 11 yards (tackle by Jalen Collins),2.850,3.580
4,9:19,1,10,ATL 30,13,29,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,3.580,3.030
4,9:12,2,10,ATL 30,13,29,Russell Wilson sacked by Jonathan Babineaux for -6 yards,3.030,1.550
4,8:31,3,16,ATL 36,13,29,Russell Wilson pass incomplete deep left intended for Alex Collins is intercepted by Ricardo Allen at ATL-9 and returned for 45 yards,1.550,-2.520
4,8:16,1,10,SEA 46,13,29,Devonta Freeman right end for 1 yard (tackle by Mike Morgan and Richard Sherman),2.520,2.110
4,7:34,2,9,SEA 45,13,29,Matt Ryan pass complete short left to Levine Toilolo for 18 yards (tackle by Bobby Wagner and Steven Terrell),2.110,3.780
4,7:00,1,10,SEA 27,13,29,Tevin Coleman left end for 6 yards (tackle by Neiko Thorpe),3.780,4.040
4,6:35,2,4,SEA 21,13,29,Tevin Coleman left tackle for 6 yards (tackle by Bobby Wagner),4.040,4.580
4,5:57,1,10,SEA 15,13,29,Devonta Freeman right end for 1 yard (tackle by Jarran Reed),4.580,4.110
4,5:14,2,9,SEA 14,13,29,Devonta Freeman left tackle for 4 yards (tackle by K.J. Wright),4.110,4.000
4,4:28,3,5,SEA 10,13,29,Matt Ryan pass complete short left to Mohamed Sanu for 7 yards (tackle by Neiko Thorpe),4.000,6.510
4,3:44,1,3,SEA 3,13,35,"Matt Ryan pass complete short right to Mohamed Sanu for 3 yards, touchdown",6.510,7.000
4,3:40,,,SEA 15,13,36,Matt Bryant kicks extra point good,0.000,0.000
4,3:40,,,ATL 35,13,36,"Matthew Bosher kicks off 74 yards, returned by Devin Hester for 78 yards (tackle by Robert Alford)",0.000,-3.510
4,3:29,1,10,ATL 31,19,36,"Russell Wilson pass complete deep left to Doug Baldwin for 31 yards, touchdown. Penalty on Robert Alford: Defensive Holding (Declined)",3.510,7.000
4,3:21,,,ATL 15,20,36,Steven Hauschka kicks extra point good,0.000,0.000
4,3:21,,,SEA 35,20,36,"Steven Hauschka kicks onside 14 yards, recovered by Mohamed Sanu",0.000,-2.320
4,3:20,1,10,SEA 49,20,36,"Tevin Coleman right tackle for no gain (tackle by Bobby Wagner and Ahtyba Rubin). Penalty on Jarran Reed: Defensive Holding, 5 yards (no play)",2.320,2.650
4,3:16,1,10,SEA 44,20,36,Tevin Coleman right end for 1 yard (tackle by K.J. Wright),2.650,2.250
4,3:10,2,9,SEA 43,20,36,Devonta Freeman right end for -1 yards (tackle by Kam Chancellor),2.250,0.000
4,3:05,,,,20,36,Timeout #2 by Seattle Seahawks,0.000,-1.420
4,3:05,3,10,SEA 44,20,36,Matt Ryan pass complete short left to Taylor Gabriel for 4 yards (tackle by Jarran Reed),1.420,0.000
4,2:58,,,,20,36,Timeout #3 by Seattle Seahawks,0.000,-0.590
4,2:58,4,6,SEA 40,20,36,"Matthew Bosher punts 40 yards, touchback",0.590,-0.280
4,2:51,1,10,SEA 20,20,36,Russell Wilson pass incomplete deep left intended for Paul Richardson,0.280,-0.270
,,,,,,,"ATL challenged the pass completion ruling, and the original play was overturned.",,
4,2:43,2,10,SEA 20,20,36,Russell Wilson pass incomplete,-0.270,-0.960
4,2:35,3,10,SEA 20,20,36,Russell Wilson pass complete short left to Doug Baldwin for 16 yards,-0.960,1.330
4,2:29,1,10,SEA 36,20,36,Russell Wilson pass incomplete short left intended for Luke Willson is intercepted by Deion Jones at SEA-43 and returned for 28 yards,1.330,-4.580
4,2:15,1,10,SEA 15,20,36,Devonta Freeman right tackle for 13 yards (tackle by K.J. Wright and Steven Terrell),4.580,6.740
4,2:00,1,2,SEA 2,20,36,Matt Ryan kneels for -1 yards,6.740,5.530
4,1:19,2,3,SEA 3,20,36,"Penalty on Michael Bennett: Encroachment, 2 yards (no play)",5.530,5.910
4,1:19,2,1,SEA 1,20,36,Matt Ryan kneels for -1 yards,5.910,4.950
4,0:39,3,2,SEA 2,20,36,Matt Ryan kneels for -1 yards,4.950,3.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
