Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Dave Rayner kicks off 70 yards, returned by William Green for 22 yards (tackle by Marlin Jackson)",0.000,-0.410
1,14:55,1,10,CLE 22,0,0,"Penalty on Cosey Coleman: False Start, 5 yards (no play)",0.410,-0.120
1,14:55,1,15,CLE 17,0,0,Reuben Droughns up the middle for 2 yards (tackle by David Thornton),-0.120,-0.600
1,14:12,2,13,CLE 19,0,0,"Trent Dilfer pass complete to Braylon Edwards for 11 yards (tackle by David Thornton and Gary Brackett). Penalty on Braylon Edwards: Taunting, 15 yards",-0.600,-2.050
1,13:42,3,17,CLE 15,0,0,Trent Dilfer pass complete to Reuben Droughns for 15 yards (tackle by Mike Doss),-2.050,-1.370
1,13:19,4,2,CLE 30,0,0,"Kyle Richardson punts 41 yards, returned by Troy Walters for -2 yards (tackle by Michael Lehan)",-1.370,-0.740
1,13:09,1,10,IND 27,0,0,Edgerrin James up the middle for 4 yards (tackle by Alvin McKinley),0.740,0.740
1,12:35,2,6,IND 31,0,0,"Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Jason Fisk). Penalty on Ryan Lilja: Ineligible Downfield Pas, 5 yards (no play)",0.740,0.060
1,12:07,2,11,IND 26,0,0,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Daylon McCutcheon),0.060,0.170
1,11:22,3,5,IND 32,0,0,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Chaun Thompson),0.170,-0.980
1,10:43,4,1,IND 36,0,0,"Hunter Smith punts 46 yards, returned by Dennis Northcutt for 82 yards. Penalty on Frisman Jackson: Illegal Block Above the , 10 yards",-0.980,-0.280
1,10:21,1,10,CLE 20,0,0,Reuben Droughns right tackle for 5 yards (tackle by Gary Brackett and Cato June),0.280,0.410
1,9:45,2,5,CLE 25,0,0,Reuben Droughns up the middle for 3 yards (tackle by Dwight Freeney and Jason David),0.410,0.100
1,9:02,3,2,CLE 28,0,0,William Green up the middle for -1 yards (tackle by Raheem Brock and Gary Brackett),0.100,-1.570
1,8:26,4,3,CLE 27,0,0,Kyle Richardson punts 39 yards,-1.570,-1.200
1,8:13,1,10,IND 34,0,0,Edgerrin James left end for 13 yards (tackle by Orpheus Roye),1.200,2.060
1,7:38,1,10,IND 47,0,0,Edgerrin James right end for -3 yards (tackle by Chaun Thompson),2.060,1.110
1,6:58,2,13,IND 44,0,0,Peyton Manning pass complete to Edgerrin James for 20 yards (tackle by Brian Russell and Ben Taylor),1.110,3.180
1,6:19,1,10,CLE 36,0,0,Edgerrin James left end for 8 yards (tackle by Gary Baxter),3.180,3.720
1,5:43,2,2,CLE 28,0,0,Ran Carthon up the middle for 3 yards,3.720,3.910
1,5:01,1,10,CLE 25,0,0,Peyton Manning pass complete to Bryan Fletcher for 23 yards (tackle by Brian Russell and Ben Taylor),3.910,6.740
1,4:14,1,2,CLE 2,0,6,"Edgerrin James up the middle for 2 yards, touchdown",6.740,7.000
1,,,,CLE 2,0,7,Mike Vanderjagt kicks extra point good,0.000,0.000
1,,,,IND 30,0,7,"Dave Rayner kicks off 61 yards, returned by William Green for 16 yards (tackle by Marlin Jackson)",0.000,-0.610
1,4:06,1,10,CLE 25,0,7,Trent Dilfer pass complete to Antonio Bryant for 4 yards (tackle by Nick Harper),0.610,0.600
1,3:31,2,6,CLE 29,0,7,Trent Dilfer pass complete to Lee Suggs for 5 yards (tackle by Jason David and Montae Reagor),0.600,0.560
1,2:57,3,1,CLE 34,0,7,Trent Dilfer pass complete to Antonio Bryant for 12 yards (tackle by Jason David),0.560,1.990
1,2:20,1,10,CLE 46,0,7,Reuben Droughns up the middle for 22 yards (tackle by Dwight Freeney),1.990,3.450
1,1:41,1,10,IND 32,0,7,Reuben Droughns right end for 3 yards (tackle by David Thornton),3.450,3.310
1,0:56,2,7,IND 29,0,7,Trent Dilfer pass complete to Reuben Droughns for 6 yards (tackle by David Thornton and Cato June),3.310,3.400
1,0:18,3,1,IND 23,0,7,Reuben Droughns up the middle for 2 yards (tackle by Gary Brackett),3.400,4.170
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 21,0,7,Reuben Droughns up the middle for 1 yard (tackle by Cato June and Corey Simon),4.170,3.760
2,14:21,2,9,IND 20,0,7,Trent Dilfer pass complete to Lee Suggs for 2 yards (tackle by Nick Harper),3.760,3.310
2,13:38,3,7,IND 18,0,7,Trent Dilfer sacked by Dwight Freeney for -4 yards. Penalty on L.J. Shelton: Offensive Holding (Declined),3.310,1.990
2,13:17,4,11,IND 22,3,7,Phil Dawson 40 yard field goal good,1.990,3.000
2,,,,CLE 30,3,7,"Phil Dawson kicks off 70 yards, returned by Ran Carthon for 25 yards (tackle by Mason Unck)",0.000,0.610
2,13:07,1,10,IND 25,3,7,Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Daylon McCutcheon at CLE-29,0.610,-0.870
2,12:58,1,10,CLE 29,3,7,Reuben Droughns right tackle for 1 yard (tackle by Montae Reagor and Larry Tripplett),0.870,0.460
2,12:13,2,9,CLE 30,3,7,"Trent Dilfer pass complete to Antonio Bryant for 19 yards (tackle by Bob Sanders). Penalty on Antonio Bryant: Taunting, 15 yards",0.460,1.200
2,11:51,1,10,CLE 34,3,7,Reuben Droughns right tackle for 2 yards (tackle by Montae Reagor and Gary Brackett),1.200,0.930
2,11:08,2,8,CLE 36,3,7,"Reuben Droughns right end for 2 yards (tackle by Bob Sanders). Penalty on Josh Thomas: Defensive Offside, 5 yards (no play)",0.930,1.600
2,10:42,2,3,CLE 41,3,7,Trent Dilfer pass incomplete intended for Antonio Bryant (defended by Corey Simon),1.600,0.890
2,10:40,3,3,CLE 41,3,7,Trent Dilfer pass complete to Antonio Bryant for 6 yards (tackle by Nick Harper),0.890,2.060
2,10:10,1,10,CLE 47,3,7,Reuben Droughns up the middle for -1 yards (tackle by Mike Doss and Dwight Freeney),2.060,1.380
2,9:27,2,11,CLE 46,3,7,Trent Dilfer pass complete to Braylon Edwards for 10 yards (tackle by Nick Harper),1.380,2.020
2,8:46,3,1,IND 44,3,7,Trent Dilfer sacked by Dwight Freeney for -10 yards,2.020,-0.320
2,8:14,4,11,CLE 46,3,7,"Kyle Richardson punts 41 yards, fair catch by Troy Walters",-0.320,0.320
2,8:06,1,10,IND 13,3,7,Edgerrin James left end for 7 yards,-0.320,0.220
2,7:47,2,3,IND 20,3,7,"Peyton Manning pass incomplete intended for Reggie Wayne. Penalty on Gary Baxter: Defensive Pass Interfere, 3 yards (no play)",0.220,0.480
2,7:43,1,10,IND 23,3,7,Edgerrin James right end for 3 yards (tackle by Ben Taylor and Chris Crocker),0.480,0.340
2,7:02,2,7,IND 26,3,7,Peyton Manning pass complete to Reggie Wayne for 51 yards (tackle by Daylon McCutcheon),0.340,4.040
2,6:41,1,10,CLE 23,3,7,Edgerrin James right end for no gain (tackle by Orpheus Roye),4.040,3.500
2,6:05,2,10,CLE 23,3,7,Edgerrin James left end for 3 yards,3.500,3.200
2,5:16,3,7,CLE 20,3,7,Peyton Manning pass complete to Brandon Stokley for 9 yards (tackle by Ray Mickens),3.200,4.840
2,4:34,1,10,CLE 11,3,7,Edgerrin James right tackle for 4 yards (tackle by Kenard Lang),4.840,4.890
2,4:03,2,6,CLE 7,3,7,Edgerrin James up the middle for 4 yards (tackle by Brian Russell and Chaun Thompson),4.890,4.890
2,3:22,3,2,CLE 3,3,7,Peyton Manning pass incomplete intended for Dallas Clark (defended by Ben Taylor),4.890,3.050
2,3:17,4,2,CLE 3,3,10,Mike Vanderjagt 20 yard field goal good,3.050,3.000
2,,,,IND 30,3,10,"Dave Rayner kicks off 58 yards, returned by William Green for 12 yards (tackle by Keith O'Neil)",0.000,-0.540
2,3:09,1,10,CLE 24,3,10,"Trent Dilfer pass complete to Frisman Jackson for 9 yards (tackle by Marlin Jackson). Penalty on Dennis Northcutt: Illegal Formation, 5 yards (no play)",0.540,0.130
2,2:46,1,15,CLE 19,3,10,Reuben Droughns up the middle for 8 yards (tackle by Cato June),0.130,0.400
2,2:00,2,7,CLE 27,3,10,Reuben Droughns up the middle for 1 yard (tackle by Bob Sanders),0.400,-0.160
2,1:37,3,6,CLE 28,3,10,Trent Dilfer sacked by Robert Mathis for -6 yards,-0.160,-1.900
2,1:30,,,,3,10,Timeout #1 by Indianapolis Colts,0.000,-1.900
2,1:30,4,12,CLE 22,3,10,"Kyle Richardson punts 54 yards, returned by Troy Walters for 12 yards (tackle by Sean Jones)",-1.900,-1.330
2,1:18,1,10,IND 36,3,10,Peyton Manning pass complete to Dallas Clark for 8 yards (tackle by Gary Baxter),1.330,1.870
2,1:13,2,2,IND 44,3,10,Peyton Manning pass incomplete intended for Marvin Harrison,1.870,1.160
2,1:09,3,2,IND 44,3,10,Peyton Manning pass incomplete intended for Dallas Clark (defended by Brian Russell),1.160,-0.460
2,1:01,4,2,IND 44,3,10,"Hunter Smith punts 47 yards, fair catch by Dennis Northcutt",-0.460,0.380
2,0:53,1,10,CLE 9,3,10,Reuben Droughns up the middle for 2 yards (tackle by Bob Sanders),-0.380,-0.630
2,0:30,2,8,CLE 11,3,10,Trent Dilfer pass complete to Frisman Jackson for 24 yards (tackle by Gary Brackett and Mike Doss),-0.630,1.270
2,0:20,,,,3,10,Timeout #1 by Cleveland Browns,0.000,1.270
2,0:20,1,10,CLE 35,3,10,Trent Dilfer pass complete to Reuben Droughns for 11 yards (tackle by Gary Brackett),1.270,1.990
2,0:13,,,,3,10,Timeout #2 by Cleveland Browns,0.000,1.990
2,0:13,1,10,CLE 46,3,10,Trent Dilfer pass complete to Frisman Jackson for 5 yards (tackle by Marlin Jackson),1.990,2.130
2,0:07,,,,3,10,Timeout #3 by Cleveland Browns,0.000,0.000
2,0:07,,,,3,10,Timeout #2 by Indianapolis Colts,0.000,2.130
2,0:07,2,5,IND 49,3,10,"Trent Dilfer sacked by Dwight Freeney for -3 yards. Trent Dilfer fumbles (forced by Dwight Freeney), recovered by Antonio Bryant at IND-47",2.130,1.030
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,3,10,"Phil Dawson kicks off 64 yards, returned by Ran Carthon for 19 yards (tackle by Sean Jones)",0.000,0.610
3,14:56,1,10,IND 25,3,10,Edgerrin James left tackle for 2 yards (tackle by Alvin McKinley),0.610,0.330
3,14:23,2,8,IND 27,3,10,Peyton Manning pass complete to Bryan Fletcher for 3 yards (tackle by Gary Baxter and Kenard Lang),0.330,0.040
3,13:38,3,5,IND 30,3,10,Peyton Manning pass complete to Dallas Clark for 6 yards (tackle by Daylon McCutcheon),0.040,1.330
3,13:04,1,10,IND 36,3,10,Edgerrin James up the middle for 3 yards,1.330,1.200
3,12:37,2,7,IND 39,3,10,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Brodney Pool),1.200,2.130
3,12:08,1,10,IND 48,3,10,Edgerrin James up the middle for 5 yards,2.130,2.260
3,11:37,2,5,CLE 47,3,10,Peyton Manning pass complete to Edgerrin James for 9 yards,2.260,3.050
3,10:50,1,10,CLE 38,3,10,Peyton Manning pass complete to Reggie Wayne for 15 yards (tackle by Gary Baxter),3.050,4.040
3,10:16,1,10,CLE 23,3,10,Edgerrin James right end for 9 yards,4.040,4.950
3,9:42,2,1,CLE 14,3,10,Edgerrin James up the middle for 1 yard (tackle by Kenard Lang),4.950,4.710
3,9:08,1,10,CLE 13,3,10,Edgerrin James right tackle for 5 yards (tackle by Ben Taylor and Nick Eason),4.710,4.960
3,8:28,2,5,CLE 8,3,10,Ran Carthon left tackle for 3 yards,4.960,4.780
3,7:46,3,2,CLE 5,3,10,Ran Carthon right tackle for no gain (tackle by Nick Eason and Chris Crocker),4.780,3.030
3,7:11,4,2,CLE 5,3,13,Mike Vanderjagt 23 yard field goal good,3.030,3.000
3,,,,IND 30,3,13,"Dave Rayner kicks off 63 yards, returned by William Green for 23 yards (tackle by Robert Mathis). Penalty on Brodney Pool: Offensive Holding, 9 yards",0.000,0.380
3,7:01,1,10,CLE 9,3,13,Trent Dilfer pass complete to Antonio Bryant for 9 yards (tackle by Nick Harper),-0.380,0.140
3,6:37,2,1,CLE 18,3,13,Reuben Droughns up the middle for 2 yards (tackle by Corey Simon),0.140,0.280
3,6:01,1,10,CLE 20,3,13,Trent Dilfer pass complete to Braylon Edwards for 2 yards (tackle by Bob Sanders),0.280,0.000
3,5:27,2,8,CLE 22,3,13,Reuben Droughns up the middle for 10 yards (tackle by Mike Doss),0.000,1.070
3,4:55,1,10,CLE 32,3,13,Trent Dilfer pass complete to William Green for 3 yards (tackle by David Thornton),1.070,0.930
3,4:15,2,7,CLE 35,3,13,Trent Dilfer pass incomplete intended for Antonio Bryant (defended by Jason David),0.930,0.230
3,4:10,3,7,CLE 35,3,13,Trent Dilfer pass complete to Braylon Edwards for 20 yards (tackle by Marlin Jackson),0.230,2.590
3,3:30,1,10,IND 45,3,13,Trent Dilfer pass complete to Antonio Bryant for 8 yards (tackle by Montae Reagor),2.590,3.120
3,3:02,2,2,IND 37,3,13,Trent Dilfer pass complete to Steve Heiden for 1 yard (tackle by David Thornton),3.120,2.540
3,2:19,3,1,IND 36,3,13,Trent Dilfer pass incomplete intended for Braylon Edwards,2.540,0.890
3,2:12,4,1,IND 36,3,13,Reuben Droughns right end for 1 yard (tackle by Bob Sanders and Raheem Brock),0.890,3.250
3,1:54,1,10,IND 35,3,13,Trent Dilfer pass complete to Antonio Bryant for 17 yards (tackle by Gary Brackett),3.250,4.370
3,1:13,1,10,IND 18,3,13,Trent Dilfer pass complete to Dennis Northcutt for 7 yards (tackle by Cato June),4.370,5.010
3,0:48,2,3,IND 11,3,13,Reuben Droughns up the middle for 2 yards (tackle by Gary Brackett and Montae Reagor),5.010,4.740
3,0:04,3,1,IND 9,3,13,Reuben Droughns up the middle for 3 yards (tackle by Robert Mathis),4.740,5.830
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,6,IND 6,3,13,Trent Dilfer pass incomplete intended for Braylon Edwards,5.830,4.950
4,14:56,2,6,IND 6,3,13,Reuben Droughns up the middle for 1 yard (tackle by Gary Brackett and Mike Doss),4.950,4.260
4,14:18,3,5,IND 5,3,13,Trent Dilfer pass incomplete intended for Antonio Bryant,4.260,3.010
4,14:13,4,5,IND 5,6,13,Phil Dawson 22 yard field goal good,3.010,3.000
4,,,,CLE 30,6,13,"Phil Dawson kicks off 67 yards, returned by Ran Carthon for 17 yards (tackle by Sean Jones)",0.000,0.280
4,14:04,1,10,IND 20,6,13,Peyton Manning pass complete to Marvin Harrison for 16 yards (tackle by Daylon McCutcheon),0.280,1.330
4,13:48,1,10,IND 36,6,13,Edgerrin James up the middle for 3 yards (tackle by Orpheus Roye),1.330,1.200
4,13:18,2,7,IND 39,6,13,Peyton Manning pass complete to Marvin Harrison for 10 yards,1.200,2.190
4,12:38,1,10,IND 49,6,13,Edgerrin James left tackle for 3 yards (tackle by Jason Fisk),2.190,2.050
4,12:05,2,7,CLE 48,6,13,Peyton Manning pass complete to Reggie Wayne for 6 yards (tackle by Ben Taylor),2.050,2.150
4,11:18,3,1,CLE 42,6,13,Edgerrin James left end for -1 yards (tackle by Chaun Thompson and Ben Taylor),2.150,0.400
4,10:34,4,2,CLE 43,6,13,"Hunter Smith punts 27 yards, fair catch by Dennis Northcutt",0.400,0.140
4,10:26,1,10,CLE 16,6,13,Reuben Droughns up the middle for 3 yards (tackle by Bob Sanders),-0.140,-0.180
4,9:52,2,7,CLE 19,6,13,Trent Dilfer pass incomplete intended for Braylon Edwards,-0.180,-0.950
4,9:48,3,7,CLE 19,6,13,Trent Dilfer pass complete to Steve Heiden for 11 yards (tackle by Marlin Jackson and Gary Brackett),-0.950,0.940
4,9:11,1,10,CLE 30,6,13,Reuben Droughns left guard for no gain (tackle by Raheem Brock),0.940,0.390
4,8:30,2,10,CLE 30,6,13,Reuben Droughns up the middle for 3 yards (tackle by Gary Brackett),0.390,0.100
4,7:54,3,7,CLE 33,6,13,Trent Dilfer pass incomplete intended for Frisman Jackson,0.100,-1.180
4,7:48,4,7,CLE 33,6,13,Kyle Richardson punts 34 yards,-1.180,-1.140
4,7:40,1,10,IND 33,6,13,Edgerrin James up the middle for 3 yards (tackle by Ethan Kelley),1.140,1.000
4,7:07,2,7,IND 36,6,13,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Ben Taylor),1.000,0.960
4,6:29,3,2,IND 41,6,13,"Penalty on Ryan Diem: False Start, 5 yards (no play)",0.960,0.300
4,6:06,3,7,IND 36,6,13,"Peyton Manning pass complete to Reggie Wayne for 10 yards (tackle by Daylon McCutcheon). Reggie Wayne fumbles (forced by Daylon McCutcheon), recovered by Reggie Wayne at IND-46",0.300,1.990
4,5:25,1,10,IND 46,6,13,Edgerrin James left tackle for 2 yards (tackle by Alvin McKinley),1.990,1.720
4,4:51,2,8,IND 48,6,13,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Ben Taylor),1.720,2.650
4,4:04,1,10,CLE 44,6,13,Peyton Manning pass complete to Reggie Wayne for 10 yards (tackle by Gary Baxter),2.650,3.310
4,3:28,1,10,CLE 34,6,13,Edgerrin James left tackle for 3 yards,3.310,3.180
4,2:42,2,7,CLE 31,6,13,Edgerrin James left tackle for 13 yards (tackle by Chris Crocker and Brian Russell),3.180,4.370
4,2:00,1,10,CLE 18,6,13,Edgerrin James up the middle for 6 yards (tackle by Ben Taylor),4.370,4.810
4,1:55,,,,6,13,Timeout #1 by Cleveland Browns,0.000,4.810
4,1:55,2,4,CLE 12,6,13,Edgerrin James left end for 1 yard (tackle by Ben Taylor),4.810,4.260
4,1:51,,,,6,13,Timeout #2 by Cleveland Browns,0.000,4.260
4,1:51,3,3,CLE 11,6,13,Edgerrin James right tackle for 5 yards (tackle by Gary Baxter),4.260,5.830
4,1:28,,,,6,13,Timeout #3 by Cleveland Browns,0.000,5.830
4,1:28,1,6,CLE 6,6,13,Peyton Manning kneels for -1 yards,5.830,4.760
4,0:49,2,7,CLE 7,6,13,Peyton Manning kneels for -1 yards,4.760,3.580
4,0:32,3,8,CLE 8,6,13,Peyton Manning kneels for -1 yards,3.580,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
