Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,16,66,1,4,32,2.0,34,2.1,2,8.0
Jamaal Williams,GNB,7,21,0,3,8,1.1,13,1.9,1,7.0
Tyler Ervin,GNB,3,38,0,2,30,10.0,8,2.7,0,
Tim Boyle,GNB,2,-2,0,,-2,-1.0,0,0.0,0,
AJ Dillon,GNB,2,14,0,,9,4.5,5,2.5,0,
Allen Lazard,GNB,1,19,0,1,15,15.0,4,4.0,0,
Aaron Rodgers,GNB,1,2,0,1,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dalvin Cook,MIN,12,50,2,4,27,2.3,23,1.9,2,6.0
Alexander Mattison,MIN,6,50,0,3,34,5.7,16,2.7,0,
Kirk Cousins,MIN,4,34,0,3,34,8.5,0,0.0,0,
