Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
1,9:45,1,10,MIN 27,7,7,Joey Harrington pass complete to Kevin Jones for 6 yards (tackle by Keith Newman),3.780,4.040
1,8:59,2,4,MIN 21,7,7,"Penalty on Stephen Alexander: False Start, 5 yards (no play)",4.040,3.370
1,8:35,2,9,MIN 26,7,7,Kevin Jones right guard for 12 yards (tackle by Corey Chavous),3.370,4.650
1,7:59,1,10,MIN 14,7,7,Kevin Jones left end for 2 yards (tackle by Brian Russell and Chris Claiborne),4.650,4.330
1,7:18,2,8,MIN 12,7,7,Joey Harrington pass complete to Stephen Alexander for 10 yards (tackle by Corey Chavous),4.330,6.740
1,6:39,1,2,MIN 2,7,7,Joey Harrington pass incomplete intended for Stephen Alexander,6.740,5.720
1,6:35,2,2,MIN 2,7,7,Cory Schlesinger right guard for 1 yard (tackle by Keith Newman and Steve Martin),5.720,5.170
1,5:57,3,1,MIN 1,13,7,"Joey Harrington pass complete to Stephen Alexander for 1 yard, touchdown",5.170,7.000
1,,,,MIN 2,14,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,14,7,"Jason Hanson kicks off 65 yards, returned by Onterrio Smith for 23 yards (tackle by Stephen Trejo)",0.000,0.810
1,5:48,1,10,MIN 28,14,7,Onterrio Smith left guard for 3 yards (tackle by Earl Holmes),0.810,0.670
1,5:15,2,7,MIN 31,14,7,Daunte Culpepper pass complete to Onterrio Smith for 10 yards (tackle by Brock Marion),0.670,1.660
1,4:43,1,10,MIN 41,14,7,Onterrio Smith up the middle for 3 yards (tackle by Teddy Lehman and Alex Lewis),1.660,1.530
1,3:57,2,7,MIN 44,14,7,Daunte Culpepper up the middle for 3 yards (tackle by Earl Holmes),1.530,1.220
1,3:18,3,4,MIN 47,14,7,Daunte Culpepper sacked by James Hall for -11 yards,1.220,-0.980
1,3:18,4,15,MIN 36,14,7,"Darren Bennett punts 38 yards, returned by Eddie Drummond for 2 yards (tackle by Willie Offord)",-0.980,-0.810
1,3:04,1,10,DET 28,14,7,Kevin Jones left end for 11 yards (tackle by Corey Chavous and Kenechi Udeze),0.810,1.530
1,2:28,1,10,DET 39,14,7,Kevin Jones up the middle for 2 yards (tackle by Steve Martin and Kenechi Udeze),1.530,1.260
1,1:52,2,8,DET 41,14,7,Joey Harrington pass complete to Kevin Jones for -8 yards (tackle by E.J. Henderson),1.260,-0.490
1,1:04,,,,14,7,Timeout #1 by Detroit Lions,0.000,-0.490
1,1:04,3,16,DET 33,14,7,Joey Harrington pass complete to Stephen Alexander for 8 yards (tackle by Willie Offord),-0.490,-0.650
1,0:25,4,8,DET 41,14,7,"Nick Harris punts 47 yards, returned by Nate Burleson for 3 yards (tackle by Donte Curry)",-0.650,0.220
1,0:14,1,10,MIN 15,14,7,"Daunte Culpepper pass incomplete intended for Marcus Robinson. Penalty on Dre' Bly: Defensive Pass Interference, 36 yards (no play)",-0.220,2.320
1,0:07,1,10,DET 49,14,7,Daunte Culpepper pass complete to Michael Bennett for 9 yards (tackle by James Davis),2.320,3.000
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DET 40,14,7,Michael Bennett left guard for 2 yards (tackle by Marcus Bell),3.000,3.050
2,14:21,1,10,DET 38,14,7,"Daunte Culpepper pass incomplete intended for Kelly Campbell. Penalty on Kalimba Edwards: Defensive Offside (Offsetting), Penalty on Kelly Campbell: Offensive Pass Interference (Offsetting) (no play)",3.050,3.050
2,14:13,1,10,DET 38,14,7,Michael Bennett left tackle for 1 yard (tackle by James Hall),3.050,2.640
2,13:37,2,9,DET 37,14,7,Michael Bennett up the middle for 8 yards (tackle by Bracy Walker),2.640,3.010
2,13:00,3,1,DET 29,14,7,Daunte Culpepper up the middle for 2 yards (tackle by Shaun Rogers and Earl Holmes),3.010,3.780
2,12:33,1,10,DET 27,14,7,Daunte Culpepper right end for 10 yards (tackle by Teddy Lehman),3.780,4.440
2,12:06,1,10,DET 17,14,7,Michael Bennett left end for 6 yards (tackle by Shaun Rogers),4.440,4.890
2,11:26,2,4,DET 11,14,7,Daunte Culpepper sacked by James Davis for -4 yards,4.890,3.340
2,10:53,3,8,DET 15,14,7,Daunte Culpepper pass complete to Moe Williams for 7 yards (tackle by Marcus Bell),3.340,2.990
2,10:04,4,1,DET 8,14,7,Daunte Culpepper pass incomplete intended for Kelly Campbell,2.990,0.380
2,10:00,1,10,DET 8,14,7,Kevin Jones right tackle for 16 yards (tackle by Brian Russell and Willie Offord),-0.380,0.540
2,9:27,1,10,DET 24,14,7,Joey Harrington pass incomplete intended for Roy E. Williams,0.540,0.000
2,9:22,2,10,DET 24,14,7,Kevin Jones up the middle for 1 yard (tackle by Steve Martin and Kenny Mixon),0.000,-0.560
2,8:42,3,9,DET 25,14,7,Joey Harrington pass complete to Casey Fitzsimmons for 15 yards (tackle by Brian Russell),-0.560,1.600
2,7:58,1,10,DET 40,14,7,Eddie Drummond right end for 9 yards (tackle by Keith Newman),1.600,2.270
2,7:27,2,1,DET 49,14,7,Kevin Jones up the middle for 8 yards (tackle by Kevin Williams),2.270,2.720
2,6:52,1,10,MIN 43,14,7,Kevin Jones up the middle for 4 yards (tackle by Spencer Johnson),2.720,2.720
2,6:16,2,6,MIN 39,14,7,Kevin Jones right tackle for 15 yards (tackle by Antoine Winfield),2.720,3.970
2,5:30,1,10,MIN 24,14,7,"Joey Harrington pass complete to Roy E. Williams for 23 yards. Penalty on Roy E. Williams: Offensive Pass Interference, 10 yards (no play)",3.970,3.310
2,5:01,1,20,MIN 34,14,7,Joey Harrington pass incomplete intended for Roy E. Williams,3.310,2.080
2,4:53,,,,14,7,Timeout #2 by Detroit Lions,0.000,2.080
2,4:53,2,20,MIN 34,14,7,Shawn Bryson right guard for 13 yards (tackle by Antoine Winfield),2.080,3.140
2,4:12,3,7,MIN 21,14,7,Joey Harrington sacked by Lance Johnstone for -9 yards,3.140,1.410
2,4:12,4,16,MIN 30,17,7,Jason Hanson 48 yard field goal good,1.410,3.000
2,,,,DET 30,17,7,"Jason Hanson kicks off 65 yards, returned by Onterrio Smith for 17 yards (tackle by Keith Smith)",0.000,0.410
2,3:28,1,10,MIN 22,17,7,Daunte Culpepper pass complete to Onterrio Smith for 4 yards (tackle by Bracy Walker),0.410,0.410
2,2:54,2,6,MIN 26,17,7,"Penalty on Marcus Robinson: False Start, 5 yards (no play)",0.410,-0.270
2,2:39,2,11,MIN 21,17,7,Daunte Culpepper pass complete to Nate Burleson for 15 yards (tackle by Fernando Bryant),-0.270,1.330
2,2:07,1,10,MIN 36,17,7,Daunte Culpepper pass complete to Jermaine Wiggins for 8 yards (tackle by Alex Lewis),1.330,1.870
2,2:00,2,2,MIN 44,17,7,Daunte Culpepper pass complete to Jermaine Wiggins for 7 yards (tackle by Bracy Walker),1.870,2.320
2,1:54,1,10,DET 49,17,7,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,2.320,1.780
2,1:51,2,10,DET 49,17,7,Daunte Culpepper pass complete to Jermaine Wiggins for -1 yards (tackle by Teddy Lehman),1.780,0.960
2,1:44,3,11,MIN 50,17,7,Daunte Culpepper pass incomplete intended for Kelly Campbell is intercepted by Brock Marion at DET-4 and returned for 7 yards (tackle by Marcus Robinson). Penalty on Chris Liwienski: Offensive Holding (Declined),0.960,0.370
2,1:32,1,10,DET 11,17,7,Kevin Jones right guard for 5 yards (tackle by Corey Chavous),-0.370,-0.300
2,0:54,2,5,DET 16,17,7,Kevin Jones up the middle for 2 yards (tackle by Spencer Johnson),-0.300,-0.600
2,0:46,,,,17,7,Timeout #1 by Minnesota Vikings,0.000,-0.600
2,0:46,3,3,DET 18,17,7,"Penalty on David Loverne: False Start, 5 yards (no play)",-0.600,-1.190
2,0:46,3,8,DET 13,17,7,Kevin Jones right guard for 6 yards (tackle by Kevin Williams),-1.190,-2.140
2,0:41,,,,17,7,Timeout #2 by Minnesota Vikings,0.000,-2.140
2,0:41,4,2,DET 19,17,7,"Nick Harris punts 35 yards, returned by Nate Burleson for 2 yards (tackle by Keith Smith)",-2.140,-2.130
2,0:33,1,10,MIN 48,17,7,Daunte Culpepper for 8 yards (tackle by Keith Smith),2.130,2.660
2,0:29,2,2,DET 44,17,7,Daunte Culpepper sacked by James Hall for -6 yards,2.660,1.160
2,0:22,,,,17,7,Timeout #3 by Minnesota Vikings,0.000,1.160
2,0:22,3,8,MIN 50,17,7,Daunte Culpepper pass incomplete intended for Kelly Campbell,1.160,-0.060
2,0:18,4,8,MIN 50,17,7,Darren Bennett punts 27 yards,-0.060,-0.480
2,0:11,1,10,DET 23,17,7,Joey Harrington kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,17,7,"Jason Hanson kicks off 70 yards, returned by Kelly Campbell for 17 yards (tackle by Wali Rainer)",0.000,-0.060
3,14:55,1,10,MIN 17,17,7,Michael Bennett left guard for 2 yards (tackle by Teddy Lehman),-0.060,-0.250
3,14:24,2,8,MIN 19,17,7,Michael Bennett right end for -2 yards (tackle by Earl Holmes),-0.250,-1.250
3,13:45,3,10,MIN 17,17,7,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,-1.250,-2.320
3,13:40,4,10,MIN 17,17,7,"Darren Bennett punts 46 yards, returned by Eddie Drummond for 9 yards (tackle by Jeff Dugan)",-2.320,-1.990
3,13:30,1,10,DET 46,17,7,Joey Harrington pass complete to Roy E. Williams for 8 yards (tackle by Antoine Winfield),1.990,2.530
3,12:58,2,2,MIN 46,17,7,Kevin Jones right guard for 3 yards (tackle by Spencer Johnson and Corey Chavous),2.530,2.720
3,12:20,1,10,MIN 43,17,7,Kevin Jones left end for -3 yards (tackle by E.J. Henderson),2.720,1.770
3,11:39,2,13,MIN 46,17,7,Shawn Bryson right guard for 6 yards (tackle by Kevin Williams and E.J. Henderson),1.770,1.880
3,10:59,3,7,MIN 40,17,7,Joey Harrington sacked by Lance Johnstone for -8 yards,1.880,0.070
3,10:39,4,15,MIN 48,17,7,Nick Harris punts 47 yards,0.070,0.380
3,10:26,1,10,MIN 1,17,7,Daunte Culpepper up the middle for 1 yard (tackle by Shaun Rogers),-0.380,-0.710
3,10:26,2,9,MIN 2,17,7,"Penalty on Chris Liwienski: False Start, 1 yards (no play)",-0.710,-0.780
3,9:36,2,10,MIN 1,19,7,"Onterrio Smith for -1 yards, safety",-0.780,-2.000
3,,,,MIN 20,19,7,"Darren Bennett kicks off 62 yards, returned by Eddie Drummond for 12 yards (tackle by Antoine Winfield)",0.000,0.940
3,9:23,1,10,DET 30,19,7,Joey Harrington pass complete to Tai Streets for 21 yards (tackle by Brian Williams),0.940,2.320
3,8:51,1,10,MIN 49,19,7,Kevin Jones right tackle for -1 yards (tackle by E.J. Henderson and Lance Johnstone),2.320,1.650
3,8:17,2,11,MIN 50,19,7,Joey Harrington pass incomplete intended for Shawn Bryson,1.650,0.960
3,8:13,3,11,MIN 50,19,7,Joey Harrington pass complete to Stephen Alexander for 8 yards (tackle by Antoine Winfield),0.960,0.460
3,7:37,4,3,MIN 42,19,7,"Nick Harris punts 35 yards, fair catch by Nate Burleson. Penalty on David Kircus: Fair Catch Interference, 15 yards",0.460,-0.410
3,7:28,1,10,MIN 22,19,7,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,0.410,-0.130
3,7:23,2,10,MIN 22,19,7,Michael Bennett up the middle for 5 yards (tackle by Jared DeVries and Alex Lewis),-0.130,-0.160
3,6:44,3,5,MIN 27,19,7,Daunte Culpepper for 11 yards,-0.160,1.470
3,6:31,1,10,MIN 38,19,7,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Alex Lewis),1.470,1.600
3,5:51,2,5,MIN 43,19,7,Daunte Culpepper pass complete to Jermaine Wiggins for 8 yards (tackle by Teddy Lehman),1.600,2.320
3,5:19,1,10,DET 49,19,7,Daunte Culpepper pass complete to Jermaine Wiggins for 4 yards (tackle by Fernando Bryant),2.320,2.320
3,4:47,2,6,DET 45,19,7,Onterrio Smith left end for 4 yards (tackle by Earl Holmes),2.320,2.150
3,4:09,3,2,DET 41,19,7,Moe Williams right end for 11 yards (tackle by Brock Marion),2.150,3.580
3,3:32,1,10,DET 30,19,7,Daunte Culpepper pass complete to Jermaine Wiggins for 9 yards (tackle by Alex Lewis),3.580,4.250
3,2:52,2,1,DET 21,19,7,Daunte Culpepper pass incomplete intended for Kelly Campbell,4.250,3.530
3,2:46,,,,19,7,Timeout #1 by Detroit Lions,0.000,3.530
3,2:46,3,1,DET 21,19,7,Moe Williams left guard for 3 yards (tackle by Earl Holmes),3.530,4.370
3,2:03,1,10,DET 18,19,7,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,4.370,3.800
3,1:55,2,10,DET 18,19,7,Daunte Culpepper pass complete to Marcus Robinson for 7 yards (tackle by Keith Smith),3.800,4.260
3,1:13,3,3,DET 11,19,7,Daunte Culpepper pass complete to Nate Burleson for 7 yards (tackle by Alex Lewis),4.260,6.280
3,0:30,1,4,DET 4,19,7,Onterrio Smith up the middle for 2 yards (tackle by Bracy Walker),6.280,5.720
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,DET 2,19,7,Daunte Culpepper right end for 1 yard (tackle by Teddy Lehman),5.720,5.170
4,14:35,3,1,DET 1,19,7,"Penalty on Chris Liwienski: False Start, 5 yards (no play)",5.170,4.040
4,14:22,3,6,DET 6,19,13,"Daunte Culpepper pass complete to Nate Burleson for 6 yards, touchdown",4.040,7.000
4,,,,,19,15,"Two Point Attempt: Daunte Culpepper pass complete to Nate Burleson, conversion succeeds",1.000,1.000
4,,,,MIN 30,19,15,"Jose Cortez kicks off 66 yards, returned by Eddie Drummond for 19 yards (tackle by Rod Davis)",0.000,0.480
4,14:13,1,10,DET 23,19,15,Joey Harrington pass complete to Kevin Jones for 2 yards (tackle by E.J. Henderson),0.480,0.200
4,13:29,2,8,DET 25,19,15,Kevin Jones up the middle for 6 yards (tackle by Lance Johnstone),0.200,0.300
4,12:44,,,,19,15,Timeout #2 by Detroit Lions,0.000,0.300
4,12:44,3,2,DET 31,19,15,"Penalty on Kevin Jones: Unnecessary Roughness, 15 yards (no play)",0.300,-1.960
4,12:44,3,17,DET 16,19,15,Joey Harrington pass complete to Shawn Bryson for 9 yards (tackle by Brian Russell),-1.960,-1.700
4,12:08,4,8,DET 25,19,15,"Nick Harris punts 41 yards, returned by Nate Burleson for 4 yards (tackle by Donte Curry)",-1.700,-1.470
4,11:57,1,10,MIN 38,19,15,Daunte Culpepper pass complete to Nate Burleson for 16 yards (tackle by Brock Marion),1.470,2.520
4,11:22,1,10,DET 46,19,15,"Penalty on David Dixon: False Start, 5 yards (no play)",2.520,2.190
4,11:14,1,15,MIN 49,19,15,Daunte Culpepper pass complete to Michael Bennett for 13 yards (tackle by Brock Marion),2.190,3.060
4,10:25,2,2,DET 38,19,15,Michael Bennett up the middle for 1 yard (tackle by Marcus Bell),3.060,2.480
4,10:03,,,,19,15,Timeout #1 by Minnesota Vikings,0.000,2.480
4,10:03,3,1,DET 37,19,15,Daunte Culpepper up the middle for 1 yard (tackle by Kelvin Pritchett),2.480,3.180
4,9:30,1,10,DET 36,19,15,Daunte Culpepper pass incomplete intended for Onterrio Smith,3.180,2.640
4,9:25,2,10,DET 36,19,15,Onterrio Smith up the middle for 12 yards (tackle by Marcus Bell and Bracy Walker),2.640,3.970
4,8:39,1,10,DET 24,19,15,Daunte Culpepper pass complete to Jermaine Wiggins for 8 yards (tackle by Dre' Bly),3.970,4.650
4,7:57,2,2,DET 16,19,15,Onterrio Smith up the middle for 3 yards (tackle by Earl Holmes),4.650,4.710
4,7:19,1,10,DET 13,19,15,Daunte Culpepper pass complete to Nate Burleson for 8 yards (tackle by Fernando Bryant),4.710,5.540
4,6:55,2,2,DET 5,19,15,Daunte Culpepper pass incomplete intended for Marcus Robinson,5.540,4.780
4,6:51,3,2,DET 5,19,15,"Daunte Culpepper pass complete to Onterrio Smith for no gain. Penalty on Marcus Robinson: Offensive Pass Interference, 10 yards (no play)",4.780,3.030
4,6:28,3,12,DET 15,19,15,Daunte Culpepper pass complete to Moe Williams for 14 yards (tackle by Fernando Bryant),3.030,6.970
4,6:03,1,1,DET 1,19,15,Moe Williams left guard for no gain (tackle by Kalimba Edwards and Donte Curry),6.970,5.910
4,5:29,2,1,DET 1,19,21,"Moe Williams up the middle for 1 yard, touchdown",5.910,7.000
4,,,,DET 2,19,22,Morten Andersen kicks extra point good,0.000,0.000
4,,,,MIN 30,19,22,"Jose Cortez kicks off 64 yards, returned by Eddie Drummond for 33 yards (tackle by Ben Nelson). Penalty on Kelvin Pritchett: Unnecessary Roughness, 15 yards",0.000,0.540
4,5:18,1,10,DET 24,19,22,"Penalty on Roy E. Williams: False Start, 5 yards (no play)",0.540,0.130
4,5:18,,,,19,22,Timeout #3 by Detroit Lions,0.000,0.130
4,5:18,1,15,DET 19,19,22,Joey Harrington pass incomplete intended for Reggie Swinton,0.130,-0.740
4,5:14,2,15,DET 19,19,22,Joey Harrington left end for 7 yards,-0.740,-0.430
4,4:30,3,8,DET 26,19,22,Joey Harrington sacked by Lance Johnstone for -7 yards,-0.430,-2.140
4,4:05,4,15,DET 19,19,22,"Nick Harris punts 44 yards, returned by Nate Burleson for 4 yards (tackle by Eddie Drummond). Penalty on Dontarrious Thomas: Illegal Block Above the Waist, 10 yards",-2.140,-1.000
4,3:51,1,10,MIN 31,19,22,Michael Bennett right end for 3 yards (tackle by Bracy Walker),1.000,0.870
4,3:11,2,7,MIN 34,19,22,Michael Bennett left tackle for 3 yards (tackle by Brock Marion),0.870,0.560
4,2:26,3,4,MIN 37,19,22,Onterrio Smith right guard for 1 yard (tackle by James Davis),0.560,-0.850
4,2:00,4,3,MIN 38,19,22,"Darren Bennett punts 51 yards, returned by Eddie Drummond for 1 yard (tackle by Ben Nelson)",-0.850,0.350
4,1:49,1,10,DET 12,19,22,"Joey Harrington pass incomplete intended for Reggie Swinton is intercepted by Antoine Winfield at DET-21 and returned for 3 yards (tackle by Reggie Swinton). Penalty on Antoine Winfield: Taunting, 15 yards",-0.350,-3.380
4,1:18,1,10,DET 33,19,22,Daunte Culpepper kneels for no gain,3.380,2.840
4,1:02,2,10,DET 33,19,22,Daunte Culpepper kneels for -1 yards,2.840,2.010
4,0:31,3,11,DET 34,19,22,Daunte Culpepper kneels for -1 yards,2.010,0.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
