Quarter,Time,Down,ToGo,Location,HOU,NOR,Detail,EPB,EPA
2,9:11,2,9,HOU 35,10,0,Darren Sproles right end for 5 yards (tackle by Jason Allen),2.770,2.740
2,8:30,3,4,HOU 30,10,6,"Darren Sproles right end for 30 yards, touchdown",2.740,7.000
2,,,,HOU 2,10,7,John Kasay kicks extra point good,0.000,0.000
2,,,,NOR 35,10,7,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,8:23,1,10,HOU 20,10,7,Matt Schaub pass complete short middle to Andre Johnson for 48 yards (tackle by Malcolm Jenkins),0.280,3.450
2,7:54,1,10,NOR 32,10,7,Matt Schaub pass complete deep middle to Owen Daniels for 23 yards (tackle by Jo-Lonn Dunbar),3.450,5.140
2,7:12,1,9,NOR 9,10,7,Matt Schaub pass complete short right to Jacoby Jones for no gain,5.140,4.380
2,6:30,2,9,NOR 9,10,7,Matt Schaub pass incomplete short left intended for Owen Daniels (defended by Jo-Lonn Dunbar),4.380,3.360
2,6:26,,,,10,7,Timeout #1 by Houston Texans,0.000,3.360
2,6:26,3,9,NOR 9,10,7,Matt Schaub pass incomplete short right intended for Andre Johnson,3.360,2.830
2,6:24,4,9,NOR 9,13,7,Neil Rackers 27 yard field goal good,2.830,3.000
2,,,,HOU 35,13,7,"Brett Hartmann kicks off 70 yards, returned by Darren Sproles for 33 yards (tackle by Jason Allen)",0.000,0.810
2,6:15,1,10,NOR 28,13,7,Drew Brees pass incomplete short right intended for Devery Henderson is intercepted by Johnathan Joseph at NOR-38 and returned for 4 yards (tackle by Devery Henderson),0.810,-3.310
2,6:10,1,10,NOR 34,13,7,Ben Tate left tackle for 1 yard (tackle by Roman Harper and Cameron Jordan),3.310,2.910
2,5:32,2,9,NOR 33,13,7,Ben Tate left end for 19 yards (tackle by Jo-Lonn Dunbar),2.910,4.650
2,4:49,1,10,NOR 14,13,7,Ben Tate left end for no gain (tackle by Jo-Lonn Dunbar and Will Smith),4.650,4.000
2,4:06,2,10,NOR 14,13,7,Ben Tate right tackle for 5 yards (tackle by Sedrick Ellis),4.000,4.050
2,4:00,,,,13,7,Timeout #1 by New Orleans Saints,0.000,4.050
2,4:00,3,5,NOR 9,13,7,Matt Schaub pass incomplete short right intended for Owen Daniels,4.050,2.880
2,3:56,4,5,NOR 9,16,7,Neil Rackers 27 yard field goal good,2.880,3.000
2,,,,HOU 35,16,7,"Brett Hartmann kicks off 63 yards, returned by Darren Sproles for 19 yards (tackle by Tim Dobbins)",0.000,0.340
2,3:48,1,10,NOR 21,16,7,Drew Brees pass complete short left to Robert Meachem for 10 yards (tackle by Kareem Jackson),0.340,1.000
2,3:19,1,10,NOR 31,16,7,Drew Brees pass incomplete short right intended for Robert Meachem,1.000,0.460
2,3:14,2,10,NOR 31,16,7,Drew Brees pass complete short left to Devery Henderson for 44 yards (tackle by Troy Nolan),0.460,3.910
2,2:29,1,10,HOU 25,16,7,Mark Ingram right guard for 2 yards (tackle by Connor Barwin),3.910,3.630
2,2:00,2,8,HOU 23,16,7,Drew Brees sacked by J.J. Watt for -9 yards,3.630,1.750
2,1:27,3,17,HOU 32,16,7,Drew Brees pass complete short middle to Darren Sproles for 15 yards (tackle by Glover Quin),1.750,2.440
2,0:38,,,,16,7,Timeout #2 by New Orleans Saints,0.000,2.440
2,0:38,4,2,HOU 17,16,10,John Kasay 35 yard field goal good,2.440,3.000
2,,,,NOR 35,16,10,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,0:35,1,10,HOU 20,16,10,Ben Tate right end for 7 yards (tackle by Sedrick Ellis),0.280,0.680
Quarter,Time,Down,ToGo,Location,HOU,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,16,10,"Brett Hartmann kicks off 70 yards, returned by Darren Sproles for 32 yards (tackle by Brett Hartmann)",0.000,0.740
3,14:55,1,10,NOR 27,16,10,"Penalty on Shaun Cody: Encroachment, 5 yards (no play)",0.740,1.470
3,14:55,1,5,NOR 32,16,10,Drew Brees pass complete short left to Lance Moore for 14 yards (tackle by Kareem Jackson),1.470,1.990
3,14:16,1,10,NOR 46,16,10,Drew Brees pass complete short right to Lance Moore for 2 yards (tackle by Danieal Manning),1.990,1.720
3,13:35,2,8,NOR 48,16,10,Drew Brees pass complete short right to Mark Ingram for -3 yards (tackle by DeMeco Ryans),1.720,0.630
3,13:08,3,11,NOR 45,16,10,Drew Brees pass complete short right to Robert Meachem for 16 yards (tackle by Danieal Manning and Glover Quin),0.630,2.980
3,12:31,1,10,HOU 39,16,10,Pierre Thomas left guard for 3 yards (tackle by J.J. Watt),2.980,2.850
3,11:54,2,7,HOU 36,16,10,Drew Brees pass complete short middle to Jimmy Graham for 32 yards (tackle by Mario Williams),2.850,6.280
3,11:20,1,4,HOU 4,16,10,Pierre Thomas left guard for 2 yards (tackle by Glover Quin),6.280,5.720
3,10:42,2,2,HOU 2,16,16,"Drew Brees pass complete short right to Robert Meachem for 2 yards, touchdown",5.720,7.000
3,,,,HOU 2,16,17,John Kasay kicks extra point good,0.000,0.000
3,,,,NOR 35,16,17,"Thomas Morstead kicks off 65 yards, returned by Danieal Manning for 27 yards (tackle by Isa Abdul-Quddus)",0.000,0.740
3,10:26,1,10,HOU 27,16,17,Matt Schaub pass incomplete short left intended for James Casey,0.740,0.200
3,10:21,2,10,HOU 27,16,17,Matt Schaub pass complete short middle to James Casey for 16 yards (tackle by Jo-Lonn Dunbar),0.200,1.800
3,9:46,1,10,HOU 43,16,17,"Ben Tate left end for 2 yards (tackle by Will Smith and Sedrick Ellis). Penalty on Cameron Jordan: Defensive Offside, 5 yards (no play)",1.800,2.530
3,9:24,1,5,HOU 48,16,17,Ben Tate left tackle for 2 yards (tackle by Cameron Jordan),2.530,2.200
3,8:42,2,3,,16,17,Steve Slaton right end for 2 yards (tackle by Will Smith),2.200,1.750
3,7:58,3,1,NOR 48,16,17,Matt Schaub pass complete short left to Andre Johnson for 12 yards (tackle by Malcolm Jenkins and Patrick Robinson),1.750,3.180
3,7:22,1,10,NOR 36,16,17,Matt Schaub pass incomplete short right intended for Ben Tate,3.180,2.640
3,7:17,2,10,NOR 36,16,17,James Casey right end for 11 yards (tackle by Malcolm Jenkins),2.640,3.910
3,6:38,1,10,NOR 25,16,17,Ben Tate left tackle for 8 yards (tackle by Roman Harper and Scott Shanle),3.910,4.550
3,5:58,2,2,NOR 17,16,17,Steve Slaton right end for -1 yards (tackle by Scott Shanle and Jo-Lonn Dunbar),4.550,3.660
3,5:18,3,3,NOR 18,16,17,Matt Schaub pass incomplete deep middle intended for Andre Johnson (defended by Leigh Torrence),3.660,2.350
3,5:12,4,3,NOR 18,19,17,Neil Rackers 36 yard field goal good,2.350,3.000
3,,,,HOU 35,19,17,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
3,5:08,1,10,NOR 20,19,17,Drew Brees right end for 4 yards (tackle by Kareem Jackson),0.280,0.270
3,4:43,2,6,NOR 24,19,17,Drew Brees pass complete short right to Mark Ingram for no gain,0.270,-0.430
3,4:04,3,6,NOR 24,19,17,Drew Brees pass complete short middle to Lance Moore for 7 yards (tackle by Glover Quin),-0.430,1.000
3,3:27,1,10,NOR 31,19,17,Drew Brees pass complete short middle to Darren Sproles for 2 yards (tackle by Troy Nolan),1.000,0.730
3,2:58,2,8,NOR 33,19,17,Drew Brees pass incomplete short middle intended for Jimmy Graham (defended by Troy Nolan),0.730,0.040
3,2:51,3,8,NOR 33,19,17,Drew Brees pass complete short right to Devery Henderson for 11 yards (tackle by Johnathan Joseph),0.040,1.860
3,2:10,1,10,NOR 44,19,17,Drew Brees pass incomplete deep right intended for Jimmy Graham is intercepted by Danieal Manning at HOU-36 and returned for 22 yards (tackle by Robert Meachem),1.860,-2.790
3,2:00,1,10,NOR 42,19,17,Matt Schaub pass complete short left to Andre Johnson for 12 yards (tackle by Patrick Robinson),2.790,3.580
3,1:26,1,10,NOR 30,19,17,Ben Tate left end for 8 yards (tackle by Junior Galette),3.580,4.110
3,0:44,2,2,NOR 22,19,17,Ben Tate left end for -4 yards (tackle by Will Smith),4.110,2.870
Quarter,Time,Down,ToGo,Location,HOU,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,NOR 26,25,17,"Matt Schaub pass complete deep right to James Casey for 26 yards, touchdown",2.870,7.000
4,,,,NOR 2,26,17,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,26,17,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
4,14:54,1,10,NOR 20,26,17,Pierre Thomas right guard for 7 yards (tackle by Glover Quin),0.280,0.680
4,14:22,2,3,NOR 27,26,17,Pierre Thomas left guard for 4 yards (tackle by DeMeco Ryans),0.680,1.000
4,13:48,1,10,NOR 31,26,17,Drew Brees pass incomplete short right intended for David Thomas (defended by DeMeco Ryans),1.000,0.460
4,13:41,2,10,NOR 31,26,17,Drew Brees sacked by Antonio Smith for -7 yards,0.460,-1.150
4,13:04,3,17,NOR 24,26,17,Drew Brees pass complete short right to Darren Sproles for 3 yards (tackle by Connor Barwin),-1.150,-1.570
4,12:32,4,14,NOR 27,26,17,"Thomas Morstead punts 54 yards (tackle by Jonathan Amaya). Penalty on Brooks Reed: Illegal Block Above the Waist, 10 yards",-1.570,0.280
4,12:21,1,10,HOU 14,26,17,Matt Schaub pass incomplete short left intended for Ben Tate,-0.280,-0.750
4,12:15,2,10,HOU 14,26,17,Ben Tate left tackle for 1 yard (tackle by Jo-Lonn Dunbar),-0.750,-1.280
4,11:31,3,9,HOU 15,26,17,Matt Schaub pass incomplete short left intended for Andre Johnson,-1.280,-2.440
4,11:26,4,9,HOU 15,26,17,Brett Hartmann punts 34 yards,-2.440,-2.320
4,11:20,1,10,HOU 49,26,17,Drew Brees pass complete short left to Darren Sproles for 10 yards (tackle by Kareem Jackson),2.320,2.980
4,11:04,1,10,HOU 39,26,17,Drew Brees pass incomplete (defended by Tim Jamison),2.980,2.440
4,11:00,2,10,HOU 39,26,17,Drew Brees pass complete short left to Darren Sproles for 9 yards (tackle by Glover Quin and Kareem Jackson),2.440,2.940
4,10:16,3,1,HOU 30,26,17,Mark Ingram right guard for 3 yards (tackle by Brian Cushing and Brooks Reed),2.940,3.780
4,9:35,1,10,HOU 27,26,23,"Drew Brees pass complete deep left to Jimmy Graham for 27 yards, touchdown",3.780,7.000
4,,,,HOU 2,26,24,John Kasay kicks extra point good,0.000,0.000
4,,,,NOR 35,26,24,"Thomas Morstead kicks off 69 yards, returned by Danieal Manning for 38 yards (tackle by Jed Collins)",0.000,1.200
4,9:23,1,10,HOU 34,26,24,Matt Schaub pass incomplete deep right intended for Jacoby Jones (defended by Jabari Greer),1.200,0.660
4,9:18,2,10,HOU 34,26,24,Matt Schaub pass incomplete short left intended for Ben Tate,0.660,-0.030
4,9:15,3,10,HOU 34,26,24,Matt Schaub pass incomplete short middle intended for Andre Johnson is intercepted by Jabari Greer at HOU-49 and returned for 2 yards (tackle by Andre Johnson),-0.030,-2.460
4,9:08,1,10,HOU 47,26,24,Drew Brees pass complete short right to Robert Meachem for 11 yards (tackle by Johnathan Joseph),2.460,3.180
4,8:47,1,10,HOU 36,26,24,Drew Brees pass complete short left to Lance Moore for 8 yards (tackle by Kareem Jackson),3.180,3.720
4,8:20,2,2,HOU 28,26,24,Drew Brees pass complete short left to Lance Moore for 8 yards (tackle by Kareem Jackson),3.720,4.240
4,7:43,1,10,HOU 20,26,24,Drew Brees pass complete short left to Lance Moore for 4 yards (tackle by Troy Nolan),4.240,4.280
4,7:18,2,6,HOU 16,26,24,Drew Brees pass incomplete short left intended for Darren Sproles,4.280,3.520
4,7:14,3,6,HOU 16,26,30,"Drew Brees pass complete deep middle to Lance Moore for 16 yards, touchdown",3.520,7.000
4,,,,,26,32,"Two Point Attempt: Drew Brees pass complete to Lance Moore, conversion succeeds",1.000,1.000
4,,,,NOR 35,26,32,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,7:10,1,10,HOU 20,26,32,Ben Tate left end for no gain (tackle by Will Smith),0.280,-0.270
4,6:28,2,10,HOU 20,26,32,Matt Schaub pass complete short left to Owen Daniels for 12 yards (tackle by Leigh Torrence),-0.270,1.070
4,5:44,1,10,HOU 32,26,32,Matt Schaub pass complete short left to Ben Tate for 8 yards (tackle by Jo-Lonn Dunbar),1.070,1.610
4,5:20,2,2,HOU 40,26,32,Ben Tate left tackle for 1 yard (tackle by Jonathan Casillas and Jo-Lonn Dunbar),1.610,1.030
4,4:48,,,,26,32,Timeout #1 by Houston Texans,0.000,1.030
4,4:48,3,1,HOU 41,26,32,Matt Schaub pass complete short left to James Casey for 14 yards (tackle by Roman Harper),1.030,2.590
4,4:40,1,10,NOR 45,26,32,Matt Schaub pass complete short left to Owen Daniels for 15 yards (tackle by Jo-Lonn Dunbar),2.590,3.580
4,4:31,1,10,NOR 30,26,32,Matt Schaub pass incomplete deep right intended for James Casey (defended by Jonathan Casillas),3.580,3.030
4,4:26,2,10,NOR 30,26,32,Matt Schaub pass complete short right to Kevin Walter for 10 yards (tackle by Jabari Greer),3.030,4.240
4,4:21,1,10,NOR 20,32,32,"Matt Schaub pass complete short left to Kevin Walter for 20 yards, touchdown. Penalty on Patrick Robinson: Defensive Holding (Declined)",4.240,7.000
4,,,,NOR 2,33,32,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,33,32,"Brett Hartmann kicks off 70 yards, returned by Darren Sproles for 30 yards (tackle by Brett Hartmann). Penalty on Johnny Patrick: Illegal Block Above the Waist, 7 yards",0.000,-0.380
4,4:08,1,10,NOR 7,33,32,Drew Brees pass complete short left to Lance Moore for 15 yards (tackle by Kareem Jackson),-0.380,0.410
4,3:43,1,10,NOR 22,33,32,Drew Brees pass complete short middle to Jimmy Graham for 13 yards (tackle by Brian Cushing),0.410,1.270
4,3:18,1,10,NOR 35,33,32,Drew Brees pass incomplete short left intended for Darren Sproles,1.270,0.720
4,3:10,2,10,NOR 35,33,32,Drew Brees pass complete short middle to Darren Sproles for 11 yards (tackle by Troy Nolan),0.720,1.990
4,3:05,1,10,NOR 46,33,32,Drew Brees pass incomplete short right intended for Robert Meachem (defended by Johnathan Joseph),1.990,1.450
4,3:00,2,10,NOR 46,33,32,Drew Brees pass incomplete deep right intended for Robert Meachem,1.450,0.760
4,2:54,3,10,NOR 46,33,32,"Drew Brees pass complete deep middle to Jimmy Graham for 28 yards (tackle by Danieal Manning). Penalty on Danieal Manning: Personal Foul, 13 yards",0.760,4.710
4,2:47,1,10,HOU 13,33,38,"Mark Ingram left guard for 13 yards, touchdown",4.710,7.000
4,,,,,33,40,"Two Point Attempt: Drew Brees pass complete to Lance Moore, conversion succeeds",1.000,1.000
4,,,,NOR 35,33,40,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,2:42,1,10,HOU 20,33,40,Matt Schaub pass complete short right to Kevin Walter for 5 yards (tackle by Scott Shanle),0.280,0.410
4,2:38,2,5,HOU 25,33,40,Matt Schaub pass incomplete short middle intended for Joel Dreessen (defended by Jo-Lonn Dunbar),0.410,-0.300
4,2:34,3,5,HOU 25,33,40,"Matt Schaub pass incomplete short middle intended for Joel Dreessen. Penalty on Joel Dreessen: Offensive Pass Interference, 10 yards (no play)",-0.300,-1.860
4,2:28,,,,33,40,Timeout #1 by New Orleans Saints,0.000,-1.860
4,2:28,3,15,HOU 15,33,40,Matt Schaub sacked by Leigh Torrence for -6 yards,-1.860,-2.490
4,2:00,4,21,HOU 9,33,40,Matt Schaub pass incomplete deep middle intended for Andre Johnson (defended by Leigh Torrence),-2.490,-5.140
4,1:53,1,9,HOU 9,33,40,Mark Ingram left guard for 2 yards (tackle by Brian Cushing),5.140,4.760
4,1:49,,,,33,40,Timeout #2 by Houston Texans,0.000,4.760
4,1:49,2,7,HOU 7,33,40,Mark Ingram right end for no gain (tackle by Jason Allen),4.760,3.810
4,1:44,,,,33,40,Timeout #3 by Houston Texans,0.000,3.810
4,1:44,3,7,HOU 7,33,40,Mark Ingram right guard for 2 yards (tackle by DeMeco Ryans),3.810,3.010
4,0:57,,,,33,40,Timeout #2 by New Orleans Saints,0.000,3.010
4,0:57,4,5,HOU 5,33,40,"John Kasay 23 yard field goal good. Penalty on Shaun Cody: Defensive Holding, 3 yards (no play)",3.010,6.740
4,0:42,1,2,HOU 2,33,40,Drew Brees kneels for -1 yards,6.740,5.530
4,0:34,2,3,HOU 3,33,40,Drew Brees kneels for -1 yards,5.530,4.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
