Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jeff Wilson,SFO,13,56,0,3,36,2.8,20,1.5,0,
Deebo Samuel,SFO,8,37,1,2,20,2.5,17,2.1,1,8.0
Brandon Aiyuk,SFO,1,4,0,0,4,4.0,0,0.0,0,
Jimmy Garoppolo,SFO,1,3,0,1,0,0.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,18,58,0,3,25,1.4,33,1.8,0,
Samaje Perine,CIN,4,11,0,1,5,1.3,6,1.5,0,
Joe Burrow,CIN,2,3,0,0,-1,-0.5,4,2.0,0,
Tyler Boyd,CIN,1,8,0,0,0,0.0,8,8.0,1,1.0
Ja'Marr Chase,CIN,1,6,0,0,0,0.0,6,6.0,1,1.0
