Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Kittle,SFO,15,13,151,1,8,94,7.2,57,4.4,9.2,1,13.0,1,6.7,0,130.8
Brandon Aiyuk,SFO,10,6,62,1,3,21,3.5,41,6.8,6.6,0,,0,0.0,0,111.2
Jamycal Hasty,SFO,3,3,10,0,,6,2.0,4,1.3,2.0,0,,0,0.0,0,80.6
Jauan Jennings,SFO,5,3,46,0,1,29,9.7,17,5.7,6.4,0,,1,20.0,0,90.4
Kyle Juszczyk,SFO,2,1,5,0,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,56.2
Deebo Samuel,SFO,1,1,22,0,1,18,18.0,4,4.0,18.0,0,,0,0.0,0,118.7
Travis Benjamin,SFO,1,0,0,0,,0,,0,,52.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,8,5,77,2,4,61,12.2,16,3.2,14.8,0,,2,25.0,0,133.9
Tee Higgins,CIN,7,5,114,0,5,80,16.0,34,6.8,16.3,0,,0,0.0,0,113.7
Tyler Boyd,CIN,5,4,55,0,3,41,10.3,14,3.5,8.0,0,,0,0.0,0,112.5
Samaje Perine,CIN,5,4,22,0,0,-5,-1.3,27,6.8,-0.2,1,4.0,0,0.0,0,85.0
C.J. Uzomah,CIN,6,4,56,0,3,14,3.5,42,10.5,3.5,1,4.0,1,16.7,0,96.5
Joe Mixon,CIN,2,2,10,0,0,-2,-1.0,12,6.0,-1.0,1,2.0,0,0.0,0,87.5
Drew Sample,CIN,1,1,14,0,1,1,1.0,13,13.0,1.0,0,,0,0.0,0,118.7
