Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
1,10:33,1,10,NYJ 20,0,0,Shonn Greene left tackle for 3 yards (tackle by Mario Haggan),0.280,0.140
1,9:57,2,7,NYJ 23,0,0,"Mark Sanchez pass incomplete short left intended for Jerricho Cotchery is intercepted by Jason Hunter at NYJ-32 and returned for 14 yards. Penalty on Kevin Vickerson: Unnecessary Roughness (Declined), Penalty on Mario Haggan: Unnecessary Roughness, 15 yards",0.140,-3.380
1,9:42,1,10,NYJ 33,0,0,Laurence Maroney left tackle for 4 yards (tackle by Calvin Pace),3.380,3.380
1,9:42,2,6,NYJ 29,0,0,Correll Buckhalter middle for 13 yards (tackle by Brodney Pool),3.380,4.510
1,8:33,1,10,NYJ 16,0,0,Correll Buckhalter right tackle for 3 yards (tackle by Sione Pouha),4.510,4.390
1,7:51,2,7,NYJ 13,0,0,Kyle Orton pass complete short right to Jabar Gaffney for 6 yards (tackle by Darrelle Revis),4.390,4.850
1,7:20,3,1,NYJ 7,0,0,Correll Buckhalter right tackle for -3 yards (tackle by David Harris),4.850,2.840
1,6:40,4,4,NYJ 10,0,0,"Britton Colquitt for no gain. Britton Colquitt fumbles, recovered by Matt Prater at NYJ-23",2.840,-0.480
1,6:34,1,10,NYJ 23,0,0,LaDainian Tomlinson right end for 2 yards (tackle by D.J. Williams),0.480,0.200
1,5:50,,,,0,0,Timeout #1 by New York Jets,0.000,0.200
1,5:50,2,8,NYJ 25,0,0,Mark Sanchez pass complete short right to Braylon Edwards for 2 yards (tackle by Perrish Cox),0.200,-0.230
1,5:25,3,6,NYJ 27,0,0,Mark Sanchez pass complete short middle to Santonio Holmes for 7 yards (tackle by Champ Bailey),-0.230,1.200
1,4:48,1,10,NYJ 34,0,0,LaDainian Tomlinson left guard for 6 yards (tackle by D.J. Williams),1.200,1.470
1,4:10,2,4,NYJ 40,0,0,LaDainian Tomlinson middle for 2 yards (tackle by Ronald Fields),1.470,1.030
1,3:36,,,,0,0,Timeout #1 by Denver Broncos,0.000,1.030
1,3:36,3,2,NYJ 42,0,0,Mark Sanchez pass complete short right to Jerricho Cotchery for 3 yards (tackle by Syd'Quan Thompson),1.030,1.930
1,3:11,1,10,NYJ 45,0,0,LaDainian Tomlinson left tackle for -1 yards (tackle by Jason Hunter),1.930,1.250
1,2:30,2,11,NYJ 44,0,0,Mark Sanchez pass complete short left to Dustin Keller for 12 yards (tackle by Nate Jones),1.250,2.650
1,1:44,1,10,DEN 44,0,0,Mark Sanchez pass complete short right to Jerricho Cotchery for 8 yards (tackle by Nate Jones),2.650,3.190
1,1:00,2,2,DEN 36,0,0,LaDainian Tomlinson left tackle for 4 yards,3.190,3.450
1,0:23,1,10,DEN 32,0,0,Mark Sanchez pass incomplete short left intended for Dustin Keller,3.450,2.900
1,0:19,2,10,DEN 32,0,0,LaDainian Tomlinson middle for no gain,2.900,2.210
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,DEN 32,6,0,"Mark Sanchez pass complete deep middle to Braylon Edwards for 32 yards, touchdown",2.210,7.000
2,,,,DEN 2,7,0,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,0,"Nick Folk kicks off 70 yards, touchback",0.000,0.280
2,14:54,1,10,DEN 20,7,0,Kyle Orton pass complete short right to Jabar Gaffney for 16 yards (tackle by Brodney Pool),0.280,1.330
2,14:34,1,10,DEN 36,7,0,Laurence Maroney middle for 1 yard (tackle by Mike DeVito),1.330,0.930
2,13:57,2,9,DEN 37,7,0,Kyle Orton pass complete short middle to Jabar Gaffney for 16 yards (tackle by Darrelle Revis),0.930,2.460
2,13:22,1,10,NYJ 47,7,0,Eddie Royal left end for 13 yards (tackle by Jim Leonhard),2.460,3.310
2,12:41,1,10,NYJ 34,7,0,Tim Tebow left tackle for 2 yards (tackle by Bryan Thomas),3.310,3.040
2,12:05,2,8,NYJ 32,7,0,Kyle Orton pass incomplete short right intended for Brandon Lloyd (defended by Antonio Cromartie),3.040,2.350
2,12:01,3,8,NYJ 32,7,0,Kyle Orton pass complete deep left to Jabar Gaffney for 27 yards (tackle by Darrelle Revis),2.350,6.060
2,11:18,1,5,NYJ 5,7,6,"Tim Tebow right end for 5 yards, touchdown",6.060,7.000
2,,,,NYJ 2,7,7,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,7,7,Matt Prater kicks onside 15 yards (onside kick successful),0.000,1.930
2,11:10,1,10,DEN 45,7,7,"Laurence Maroney for 7 yards. Penalty on Russ Hochstein: Offensive Holding, 10 yards (no play)",1.930,1.270
2,10:39,1,20,DEN 35,7,7,Kyle Orton pass incomplete short left intended for Jabar Gaffney (defended by Darrelle Revis),1.270,0.030
2,10:35,2,20,DEN 35,7,7,"Kyle Orton pass incomplete short middle intended for Eddie Royal. Penalty on Drew Coleman: Defensive Holding, 5 yards (no play)",0.030,1.600
2,10:32,1,10,DEN 40,7,7,Laurence Maroney middle for 5 yards (tackle by Mike DeVito),1.600,1.730
2,10:09,2,5,DEN 45,7,7,Laurence Maroney left tackle for -1 yards (tackle by Jason Taylor),1.730,0.890
2,9:33,3,6,DEN 44,7,7,Kyle Orton pass incomplete deep middle intended for Jabar Gaffney,0.890,-0.460
2,9:28,4,6,DEN 44,7,7,"Britton Colquitt punts 56 yards, touchback",-0.460,-0.280
2,9:20,1,10,NYJ 20,7,7,Mark Sanchez pass complete short right to Braylon Edwards for 5 yards (tackle by Perrish Cox),0.280,0.410
2,8:44,2,5,NYJ 25,7,7,Shonn Greene right tackle for 6 yards (tackle by Justin Bannan and D.J. Williams),0.410,1.000
2,8:05,1,10,NYJ 31,7,7,Shonn Greene right tackle for 3 yards (tackle by Kevin Vickerson),1.000,0.870
2,7:19,2,7,NYJ 34,7,7,"Mark Sanchez pass incomplete short right intended for Dustin Keller. Penalty on Dustin Keller: Offensive Pass Interfere, 10 yards (no play)",0.870,-0.490
2,7:13,2,17,NYJ 24,7,7,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 8 yards (tackle by Mario Haggan),-0.490,-0.100
2,6:26,3,9,NYJ 32,7,7,"Mark Sanchez pass complete deep right to Santonio Holmes for 31 yards (tackle by Champ Bailey). Penalty on Santonio Holmes: Offensive Pass Interfere, 10 yards (no play)",-0.100,-1.420
2,5:49,,,,7,7,Timeout #2 by Denver Broncos,0.000,-1.420
2,5:49,3,19,NYJ 22,7,7,LaDainian Tomlinson left tackle for 3 yards (tackle by Jamal Williams),-1.420,-1.700
2,5:21,4,16,NYJ 25,7,7,Steve Weatherford punts 54 yards,-1.700,-0.340
2,5:08,1,10,DEN 21,7,7,Knowshon Moreno right guard for 1 yard (tackle by Bart Scott),0.340,-0.070
2,4:27,2,9,DEN 22,7,7,Kyle Orton pass incomplete short right intended for Brandon Lloyd (defended by Sione Pouha). Penalty on Ryan Clady: Illegal Formation (Declined),-0.070,-0.760
2,4:22,3,9,DEN 22,7,7,Kyle Orton pass incomplete short left intended for Eddie Royal (defended by Drew Coleman),-0.760,-1.900
2,4:17,4,9,DEN 22,7,7,"Britton Colquitt punts 58 yards, returned by Jim Leonhard for 13 yards (tackle by Syd'Quan Thompson)",-1.900,-1.140
2,4:06,1,10,NYJ 33,7,7,Shonn Greene right guard for 1 yard (tackle by Jason Hunter),1.140,0.730
2,3:24,2,9,NYJ 34,7,7,Mark Sanchez pass complete short right to Dustin Keller for 22 yards (tackle by Champ Bailey),0.730,2.650
2,2:39,1,10,DEN 44,7,7,Shonn Greene middle for 5 yards (tackle by D.J. Williams and Renaldo Hill),2.650,2.780
2,2:00,2,5,DEN 39,7,7,Brad Smith right guard for 8 yards (tackle by Marcus Thomas and Nate Jones),2.780,3.510
2,1:26,1,10,DEN 31,7,7,Mark Sanchez pass complete short left to Jerricho Cotchery for 3 yards (tackle by Perrish Cox),3.510,3.370
2,0:55,2,7,DEN 28,7,7,Mark Sanchez pass incomplete deep left intended for Santonio Holmes (defended by Perrish Cox),3.370,2.680
2,0:48,3,7,DEN 28,7,7,Mark Sanchez pass incomplete short right intended for Dustin Keller is intercepted by Syd'Quan Thompson at DEN-17 and returned for 18 yards,2.680,-1.270
2,0:39,1,10,DEN 35,7,7,Kyle Orton pass incomplete deep middle intended for Eddie Royal,1.270,0.720
2,0:34,2,10,DEN 35,7,7,Kyle Orton pass incomplete short right intended for Eddie Royal,0.720,0.040
2,0:27,3,10,DEN 35,7,7,Kyle Orton pass complete short middle to Eddie Royal for 24 yards (tackle by Brodney Pool),0.040,2.850
2,0:21,,,,7,7,Timeout #3 by Denver Broncos,0.000,2.850
2,0:21,1,10,NYJ 41,7,7,Kyle Orton pass incomplete deep left intended for Brandon Lloyd (defended by Antonio Cromartie),2.850,2.310
2,0:16,2,10,NYJ 41,7,7,Kyle Orton pass incomplete short right intended for Eddie Royal,2.310,1.620
2,0:10,3,10,NYJ 41,7,7,Kyle Orton pass incomplete deep right intended for Eddie Royal,1.620,0.530
2,0:02,4,10,NYJ 41,7,10,Matt Prater 59 yard field goal good,0.530,3.000
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,7,10,"Nick Folk kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,7,10,Knowshon Moreno left guard for 2 yards (tackle by David Harris and Bart Scott),0.280,0.000
3,14:24,2,8,DEN 22,7,10,"Kyle Orton pass incomplete deep left intended for Brandon Lloyd (defended by Antonio Cromartie). Penalty on Antonio Cromartie: Defensive Pass Interfere, 19 yards (no play)",0.000,1.660
3,14:19,1,10,DEN 41,7,10,Tim Tebow middle for 5 yards (tackle by David Harris),1.660,1.800
3,13:46,2,5,DEN 46,7,10,Knowshon Moreno right tackle for 4 yards (tackle by David Harris),1.800,1.620
3,13:15,3,1,,7,10,Spencer Larsen middle for 1 yard (tackle by Sione Pouha),1.620,2.320
3,12:53,1,10,NYJ 49,7,10,Knowshon Moreno left guard for 6 yards (tackle by Bart Scott),2.320,2.590
3,12:13,2,4,NYJ 43,7,10,Correll Buckhalter middle for 1 yard (tackle by David Harris),2.590,2.020
3,11:44,3,3,NYJ 42,7,10,Kyle Orton pass complete short left to Brandon Lloyd for 6 yards (tackle by Antonio Cromartie),2.020,3.180
3,11:10,1,10,NYJ 36,7,10,Laurence Maroney middle for 9 yards (tackle by Brodney Pool),3.180,3.850
3,10:29,2,1,NYJ 27,7,10,Laurence Maroney left tackle for -4 yards (tackle by Trevor Pryce),3.850,2.610
3,9:48,3,5,NYJ 31,7,10,Kyle Orton pass incomplete short middle intended for Eddie Royal (defended by Mike DeVito),2.610,1.350
3,9:43,4,5,NYJ 31,7,10,Matt Prater 49 yard field goal no good,1.350,-1.530
3,9:38,1,10,NYJ 39,7,10,Shonn Greene middle for 8 yards (tackle by Renaldo Hill),1.530,2.070
3,9:17,2,2,NYJ 47,7,10,Brad Smith right guard for 7 yards (tackle by Nate Jones),2.070,2.520
3,8:43,,,,7,10,Timeout #1 by New York Jets,0.000,2.520
3,8:42,1,10,DEN 46,7,10,Mark Sanchez sacked by Marcus Thomas for -3 yards,2.520,1.570
3,8:07,2,13,DEN 49,7,10,Shonn Greene middle for 6 yards (tackle by D.J. Williams),1.570,1.680
3,7:28,3,7,DEN 43,7,10,Mark Sanchez pass complete short right to Santonio Holmes for 5 yards (tackle by Champ Bailey),1.680,0.720
3,6:47,4,2,DEN 38,10,10,Nick Folk 56 yard field goal good,0.720,3.000
3,,,,NYJ 30,10,10,"Nick Folk kicks off 70 yards, touchback",0.000,0.280
3,6:41,1,10,DEN 20,10,10,Kyle Orton pass complete short left to Eddie Royal for 3 yards (tackle by Drew Coleman),0.280,0.140
3,6:09,2,7,DEN 23,10,10,Kyle Orton pass incomplete short right intended for Eddie Royal (defended by Darrelle Revis),0.140,-0.560
3,6:05,3,7,DEN 23,10,10,Kyle Orton middle for 9 yards (tackle by Jim Leonhard),-0.560,1.070
3,5:26,1,10,DEN 32,10,10,Tim Tebow right guard for 6 yards (tackle by Calvin Pace),1.070,1.340
3,4:49,2,4,DEN 38,10,10,Knowshon Moreno left guard for 2 yards (tackle by David Harris),1.340,0.890
3,4:06,3,2,DEN 40,10,10,Kyle Orton pass incomplete deep left intended for Daniel Graham. Penalty on Daniel Graham: Offensive Pass Interfere (Declined),0.890,-0.720
3,4:00,4,2,DEN 40,10,10,"Britton Colquitt punts 45 yards, returned by Jim Leonhard for 4 yards (tackle by Cassius Vaughn)",-0.720,-0.150
3,3:50,1,10,NYJ 19,10,10,Shonn Greene right tackle for 3 yards (tackle by D.J. Williams),0.150,0.070
3,3:21,2,7,NYJ 22,10,10,Mark Sanchez pass incomplete short middle intended for Shonn Greene,0.070,-0.680
3,3:16,3,7,NYJ 22,10,10,Mark Sanchez pass incomplete short middle intended for Jerricho Cotchery (defended by D.J. Williams),-0.680,-1.900
3,3:07,4,7,NYJ 22,10,10,"Steve Weatherford punts 44 yards, fair catch by Syd'Quan Thompson",-1.900,-1.200
3,2:59,1,10,DEN 34,10,10,Knowshon Moreno right tackle for 2 yards (tackle by Jason Taylor),1.200,0.930
3,2:24,2,8,DEN 36,10,10,Knowshon Moreno right tackle for 3 yards (tackle by Bart Scott and Mike DeVito),0.930,0.630
3,1:46,3,5,DEN 39,10,10,"Kyle Orton pass complete deep right to Brandon Lloyd for 29 yards (tackle by Jim Leonhard). Penalty on Jim Leonhard: Unnecessary Roughness, 15 yards",0.630,4.440
,,,,,,,"NYJ challenged the pass completion ruling, and the play was upheld.",,
3,1:34,1,10,NYJ 17,10,10,Kyle Orton pass incomplete short left intended for Daniel Graham,4.440,3.850
3,1:30,2,10,NYJ 17,10,16,"Kyle Orton pass complete deep right to Demaryius Thomas for 17 yards, touchdown",3.850,7.000
3,,,,NYJ 2,10,17,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,10,17,"Matt Prater kicks off 72 yards, returned by Brad Smith for 26 yards (tackle by David Bruton)",0.000,0.540
3,1:17,1,10,NYJ 24,10,17,Mark Sanchez pass complete deep right to Dustin Keller for 41 yards (tackle by Nate Jones),0.540,3.250
3,0:44,1,10,DEN 35,10,17,"Santonio Holmes left end for 14 yards (tackle by Perrish Cox). Santonio Holmes fumbles (forced by Perrish Cox), recovered by Renaldo Hill at DEN-19 (tackle by D'Brickashaw Ferguson)",3.250,-0.150
3,0:36,1,10,DEN 19,10,17,Knowshon Moreno middle for 1 yard (tackle by Bart Scott),0.150,-0.200
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DEN 20,10,17,Kyle Orton sacked by Sione Pouha for -8 yards,-0.200,-2.240
4,15:00,3,17,DEN 12,10,17,Correll Buckhalter left end for 2 yards (tackle by David Harris),-2.240,-2.470
4,14:00,4,15,DEN 14,10,17,Britton Colquitt punts 39 yards,-2.470,-2.060
4,13:52,1,10,NYJ 47,10,17,LaDainian Tomlinson left guard for 3 yards (tackle by D.J. Williams and Jamal Williams),2.060,1.920
4,13:16,2,7,,10,17,Brad Smith right tackle for 3 yards (tackle by D.J. Williams),1.920,1.620
4,12:36,3,4,DEN 47,10,17,Mark Sanchez pass incomplete short right intended for Braylon Edwards,1.620,0.130
4,12:32,4,4,DEN 47,10,17,"Steve Weatherford punts 41 yards, fair catch by Syd'Quan Thompson",0.130,0.380
4,12:25,1,10,DEN 7,10,17,Knowshon Moreno right tackle for 2 yards (tackle by Sione Pouha),-0.380,-0.630
4,11:46,2,8,DEN 9,10,17,Knowshon Moreno left tackle for -2 yards (tackle by Calvin Pace),-0.630,-1.420
4,11:02,3,10,DEN 7,10,17,Kyle Orton pass incomplete deep left intended for Brandon Lloyd (defended by Antonio Cromartie),-1.420,-2.490
4,10:56,4,10,DEN 7,10,17,Britton Colquitt punts 53 yards,-2.490,-1.990
4,10:43,1,10,NYJ 46,10,17,Mark Sanchez pass complete short middle to Santonio Holmes for 22 yards (tackle by Perrish Cox),1.990,3.450
4,10:03,1,10,DEN 32,10,17,Shonn Greene right tackle for 8 yards (tackle by D.J. Williams),3.450,3.980
4,9:29,2,2,DEN 24,10,17,LaDainian Tomlinson right tackle for 4 yards (tackle by Joe Mays),3.980,4.240
4,8:49,1,10,DEN 20,10,17,Mark Sanchez pass incomplete short right intended for John Conner (defended by D.J. Williams),4.240,3.690
4,8:43,2,10,DEN 20,16,17,"LaDainian Tomlinson left tackle for 20 yards, touchdown",3.690,7.000
4,,,,DEN 2,17,17,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,17,17,"Nick Folk kicks off 70 yards, touchback",0.000,0.280
4,8:36,1,10,DEN 20,17,17,Kyle Orton pass complete deep left to Brandon Lloyd for 19 yards (tackle by Jim Leonhard),0.280,1.530
4,7:55,1,10,DEN 39,17,17,Knowshon Moreno left tackle for 14 yards (tackle by Antonio Cromartie),1.530,2.460
4,7:16,1,10,NYJ 47,17,17,"Penalty on Zane Beadles: False Start, 5 yards (no play)",2.460,2.130
4,6:54,1,15,DEN 48,17,17,Laurence Maroney middle for 4 yards (tackle by Eric Smith),2.130,1.780
4,6:16,2,11,NYJ 48,17,17,Kyle Orton pass incomplete deep right intended for Demaryius Thomas (defended by Darrelle Revis),1.780,1.090
4,6:10,3,11,NYJ 48,17,17,Kyle Orton middle for 13 yards (tackle by Jason Taylor),1.090,3.250
4,5:26,1,10,NYJ 35,17,17,Tim Tebow right guard for 2 yards (tackle by Bart Scott),3.250,2.970
4,4:47,2,8,NYJ 33,17,17,Tim Tebow right end for 3 yards (tackle by Brodney Pool),2.970,2.680
4,4:05,3,5,NYJ 30,17,17,Kyle Orton pass incomplete deep right intended for Demaryius Thomas,2.680,1.450
4,4:00,4,5,NYJ 30,17,20,Matt Prater 48 yard field goal good,1.450,3.000
4,,,,DEN 30,17,20,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
4,3:55,1,10,NYJ 20,17,20,Mark Sanchez pass incomplete deep left intended for Braylon Edwards,0.280,-0.270
4,3:48,2,10,NYJ 20,17,20,LaDainian Tomlinson left tackle for 5 yards (tackle by Ryan McBean and Mario Haggan),-0.270,-0.300
4,3:07,3,5,NYJ 25,17,20,Mark Sanchez pass complete short left to Braylon Edwards for 7 yards (tackle by Perrish Cox),-0.300,1.070
4,2:43,1,10,NYJ 32,17,20,Mark Sanchez pass complete short right to Jerricho Cotchery for 4 yards (tackle by Nate Jones),1.070,1.070
4,2:38,2,6,NYJ 36,17,20,LaDainian Tomlinson left tackle for -1 yards (tackle by Mario Haggan),1.070,0.230
4,2:09,3,7,NYJ 35,17,20,Mark Sanchez pass complete short left to Santonio Holmes for 13 yards (tackle by Perrish Cox),0.230,2.130
4,2:00,1,10,NYJ 48,17,20,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 4 yards (tackle by Nate Jones),2.130,2.120
4,1:36,2,6,DEN 48,17,20,Mark Sanchez pass incomplete short left intended for Jerricho Cotchery (defended by Syd'Quan Thompson),2.120,1.420
4,1:31,3,6,DEN 48,17,20,Mark Sanchez pass incomplete deep middle intended for Dustin Keller (defended by Nate Jones),1.420,0.070
4,1:26,4,6,DEN 48,17,20,"Mark Sanchez pass incomplete deep left intended for Santonio Holmes (defended by Renaldo Hill). Penalty on Renaldo Hill: Defensive Pass Interfere, 46 yards (no play)",0.070,6.740
4,1:16,1,2,DEN 2,23,20,"LaDainian Tomlinson middle for 2 yards, touchdown",6.740,7.000
4,,,,DEN 2,24,20,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,24,20,"Nick Folk kicks off 70 yards, touchback",0.000,0.280
4,1:13,1,10,DEN 20,24,20,Kyle Orton pass complete short right to Jabar Gaffney for 12 yards (tackle by Jim Leonhard),0.280,1.070
4,1:08,1,10,DEN 32,24,20,Kyle Orton pass complete deep right to Brandon Lloyd for 20 yards (tackle by Antonio Cromartie),1.070,2.390
4,0:58,,,,24,20,Timeout #1 by Denver Broncos,0.000,2.390
4,0:58,1,10,NYJ 48,24,20,Kyle Orton pass incomplete deep left intended for Demaryius Thomas (defended by Eric Smith),2.390,1.850
4,0:49,2,10,NYJ 48,24,20,Kyle Orton pass complete short left to Jabar Gaffney for 4 yards (tackle by Drew Coleman),1.850,1.690
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:42,,,,24,20,Timeout #2 by Denver Broncos,0.000,1.690
4,0:42,3,6,NYJ 44,24,20,"Kyle Orton for no gain. Kyle Orton fumbles, recovered by Dwight Lowery at DEN-43 (tackle by Kyle Orton)",1.690,-2.720
4,0:35,1,10,DEN 43,24,20,Mark Sanchez kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
