Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
3,14:18,2,5,CAR 25,10,13,Jake Delhomme pass complete to Keary Colbert for 45 yards (tackle by Kelly Herndon),0.410,3.580
3,13:48,1,10,DEN 30,10,13,Nick Goings right end for -2 yards (tackle by D.J. Williams),3.580,2.760
3,13:11,2,12,DEN 32,10,13,Nick Goings left guard for 5 yards (tackle by Al Wilson),2.760,2.740
3,12:29,3,7,DEN 27,10,13,"Jake Delhomme for no gain. Jake Delhomme fumbles, recovered by Jake Delhomme at DEN-35",2.740,0.970
3,12:01,4,15,DEN 35,10,13,John Kasay 52 yard field goal no good,0.970,-1.730
3,11:55,1,10,DEN 42,10,13,Reuben Droughns left guard for 6 yards (tackle by Brandon Short and Chris Gamble),1.730,2.000
3,11:23,2,4,DEN 48,10,13,Jake Plummer pass complete to Rod Smith for 13 yards (tackle by Will Witherspoon),2.000,2.980
3,10:48,1,10,CAR 39,10,13,Reuben Droughns left end for 7 yards (tackle by Dan Morgan),2.980,3.390
3,10:31,2,3,CAR 32,10,13,Jake Plummer pass complete to Dwayne Carswell for 12 yards (tackle by Will Witherspoon),3.390,4.240
3,9:44,1,10,CAR 20,10,13,Reuben Droughns up the middle for 8 yards (tackle by Colin Branch),4.240,5.040
3,9:02,2,2,CAR 12,10,13,Reuben Droughns left guard for 4 yards (tackle by Brandon Short),5.040,5.370
3,8:24,1,8,CAR 8,10,13,Reuben Droughns up the middle for 3 yards (tackle by Brandon Short),5.370,5.150
3,7:49,2,5,CAR 5,10,13,Reuben Droughns up the middle for 2 yards (tackle by Dan Morgan and Kindal Moorehead),5.150,4.720
3,7:12,,,,10,13,Timeout #1 by Denver Broncos,0.000,4.720
3,7:12,3,3,CAR 3,10,13,Jake Plummer right end for 2 yards (tackle by Julius Peppers),4.720,3.550
3,6:55,4,1,CAR 1,10,13,Jake Plummer pass incomplete intended for Rod Smith is intercepted by Julius Peppers at CAR-0 and returned for 97 yards (tackle by Rod Smith),3.550,-6.510
,,,,,,,"CAR challenged the ruling, and the original play was overturned.",,
3,6:32,1,3,DEN 3,10,13,Nick Goings up the middle for 1 yard (tackle by Kelly Herndon),6.510,5.720
3,5:49,2,2,DEN 2,10,13,Nick Goings up the middle for 1 yard (tackle by D.J. Williams),5.720,5.170
3,5:11,3,1,DEN 1,16,13,"Jake Delhomme left end for 1 yard, touchdown",5.170,7.000
3,,,,DEN 2,17,13,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,17,13,"John Kasay kicks off 70 yards, touchback",0.000,0.280
3,5:03,1,10,DEN 20,17,13,Jake Plummer pass complete to Dwayne Carswell for 3 yards (tackle by Dan Morgan),0.280,0.140
3,4:33,2,7,DEN 23,17,13,Reuben Droughns right tackle for 8 yards (tackle by Kindal Moorehead and Brandon Short),0.140,1.000
3,3:53,1,10,DEN 31,17,13,Reuben Droughns right tackle for 5 yards (tackle by Colin Branch and Brandon Short),1.000,1.140
3,3:22,2,5,DEN 36,17,13,Jake Plummer sacked by Omari Jordan for -2 yards,1.140,0.170
3,2:45,3,7,DEN 34,17,13,"Jake Plummer pass incomplete intended for Tatum Bell. Penalty on Dan Morgan: Defensive Holding, 5 yards (no play)",0.170,1.530
3,2:40,1,10,DEN 39,17,13,Jake Plummer pass complete to Nate Jackson for 6 yards (tackle by Vinny Ciurciu),1.530,1.800
3,2:00,2,4,DEN 45,17,13,Jake Plummer pass incomplete intended for Kyle Johnson is intercepted by Ricky Manning at CAR-19,1.800,-0.150
3,1:49,1,10,CAR 19,17,13,Jake Delhomme pass incomplete intended for Keary Colbert (defended by Kelly Herndon),0.150,-0.390
3,1:43,2,10,CAR 19,17,13,Jake Delhomme pass complete to Ricky Proehl for 9 yards (tackle by Kelly Herndon),-0.390,0.100
3,0:57,3,1,CAR 28,17,13,Jake Delhomme up the middle for 3 yards (tackle by Raylee Johnson and Donnie Spragan),0.100,1.000
3,0:20,1,10,CAR 31,17,13,Nick Goings left guard for 3 yards (tackle by D.J. Williams),1.000,0.870
Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 34,17,13,Nick Goings up the middle for 4 yards (tackle by Kenoy Kennedy),0.870,0.700
4,14:17,3,3,CAR 38,17,13,Jake Delhomme pass incomplete intended for Ricky Proehl,0.700,-0.850
4,14:12,4,3,CAR 38,17,13,"Todd Sauerbrun punts 50 yards, returned by Triandos Luke for 1 yard (tackle by Brandon Short)",-0.850,0.320
4,14:00,1,10,DEN 13,17,13,Reuben Droughns right end for 6 yards (tackle by Dan Morgan),-0.320,0.030
4,13:31,2,4,DEN 19,17,13,Jake Plummer pass complete to Dwayne Carswell for 19 yards (tackle by Chris Gamble),0.030,1.470
4,12:43,1,10,DEN 38,17,13,"Reuben Droughns left tackle for 2 yards (tackle by Dan Morgan and Mike Minter). Penalty on Omari Jordan: Defensive Holding, 5 yards",1.470,1.930
4,12:18,1,10,DEN 45,17,13,Reuben Droughns left tackle for 2 yards (tackle by Al Wallace),1.930,1.650
4,11:46,2,8,DEN 47,17,13,Jake Plummer pass complete to Dwayne Carswell for 11 yards (tackle by Will Witherspoon),1.650,2.790
4,11:08,1,10,CAR 42,17,13,Reuben Droughns left tackle for 2 yards (tackle by Kindal Moorehead),2.790,2.510
4,10:33,2,8,CAR 40,17,13,Jake Plummer pass complete to Reuben Droughns for 1 yard (tackle by Will Witherspoon),2.510,1.950
4,9:50,3,7,CAR 39,17,19,"Jake Plummer pass complete to Ashley Lelie for 39 yards, touchdown",1.950,7.000
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
4,,,,CAR 2,17,20,"Jason Elam kicks extra point good. Penalty on Ricky Manning: Defensive Offside, 5 yards",0.000,0.000
4,,,,DEN 35,17,20,"Micah Knorr kicks off 65 yards, touchback",0.000,0.280
4,9:42,1,10,CAR 20,17,20,Jake Delhomme pass complete to Michael Gaines for 6 yards (tackle by D.J. Williams),0.280,0.540
4,8:59,2,4,CAR 26,17,20,"Brad Hoover up the middle for 10 yards (tackle by Kenoy Kennedy and Marco Coleman). Penalty on Monsanto Pope: Face Mask (15 Yards), 15 yards",0.540,2.320
4,8:29,1,10,DEN 49,17,20,Jake Delhomme pass complete to Keary Colbert for 23 yards (tackle by Al Wilson),2.320,3.840
4,7:44,1,10,DEN 26,17,20,Nick Goings left tackle for 1 yard (tackle by D.J. Williams),3.840,3.430
4,7:03,2,9,DEN 25,17,20,Jake Delhomme pass incomplete intended for Muhsin Muhammad,3.430,2.740
4,6:57,3,9,DEN 25,17,20,Jake Delhomme pass incomplete (defended by Patrick Chukwurah),2.740,1.800
4,6:53,4,9,DEN 25,17,20,"Penalty on Rich Tylski: False Start, 5 yards, Penalty on Matt Willig: Unsportsmanlike Conduct, 15 yards (no play)",1.800,0.270
4,6:53,4,29,DEN 45,17,20,Todd Sauerbrun punts 37 yards,0.270,0.380
4,6:42,1,10,DEN 8,17,20,Reuben Droughns left end for 3 yards (tackle by Artrell Hawkins and Dan Morgan),-0.380,-0.560
4,6:00,2,7,DEN 11,17,20,Reuben Droughns right guard for 4 yards (tackle by Kindal Moorehead),-0.560,-0.600
4,5:15,3,3,DEN 15,17,20,Jake Plummer pass complete to Darius Watts for 14 yards (tackle by Colin Branch),-0.600,0.870
4,4:32,1,10,DEN 29,17,20,Reuben Droughns right tackle for 6 yards (tackle by Brandon Short),0.870,1.140
4,3:50,2,4,DEN 35,17,20,"Penalty on Patrick Hape: False Start, 5 yards (no play)",1.140,0.460
4,3:48,2,9,DEN 30,17,20,"Jake Plummer pass incomplete intended for Rod Smith (defended by Ricky Manning). Penalty on Ricky Manning: Defensive Pass Interference, 28 yards (no play)",0.460,2.790
4,3:38,1,10,CAR 42,17,20,Reuben Droughns left end for 1 yard (tackle by Brandon Short and Kemp Rasmussen),2.790,2.380
4,3:27,,,,17,20,Timeout #2 by Carolina Panthers,0.000,2.380
4,3:27,2,9,CAR 41,17,20,Reuben Droughns right tackle for 12 yards (tackle by Kris Jenkins),2.380,3.640
4,2:41,1,10,CAR 29,17,20,Reuben Droughns left guard for 5 yards (tackle by Will Witherspoon),3.640,3.780
4,2:24,,,,17,20,Timeout #3 by Carolina Panthers,0.000,3.780
4,2:24,2,5,CAR 24,17,20,Reuben Droughns left end for 3 yards (tackle by Dan Morgan and Mike Minter),3.780,3.470
4,2:00,3,2,CAR 21,17,20,Reuben Droughns left guard for 6 yards (tackle by Colin Branch),3.470,4.580
4,1:14,1,10,CAR 15,17,20,Jake Plummer kneels for -1 yards,4.580,3.810
4,0:34,2,11,CAR 16,17,20,Jake Plummer kneels for -1 yards,3.810,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
