#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 8,3,0:57,7,Punt
2,1,13:15,DET 28,8,4:21,45,Interception
3,1,7:46,DET 29,3,1:57,8,Punt
4,1,4:12,DET 42,4,1:33,10,Punt
5,1,1:47,DET 35,3,1:47,8,Punt
6,2,12:26,DET 22,6,2:42,16,Interception
7,2,6:43,DET 17,4,2:41,24,Punt
8,2,1:42,DET 8,3,0:30,4,Punt
9,2,0:44,DET 18,2,0:44,5,End of Half
10,3,10:55,DET 38,3,1:09,10,Punt
11,3,4:41,DET 9,8,3:24,61,Missed FG
12,4,14:32,DET 20,12,6:37,80,Touchdown
13,4,5:27,GNB 49,3,1:29,5,Punt
14,4,0:57,DET 32,4,0:57,3,Downs
