Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Cairo Santos kicks off 65 yards, returned by Kene Nwangwu for 14 yards (tackle by Josh Blackwell and DeAndre Houston-Carson)",0.000,-0.280
1,14:55,1,10,MIN 14,0,0,Dalvin Cook right tackle for 4 yards (tackle by Al-Quadin Muhammad and Armon Watts),-0.280,-0.210
1,14:24,2,6,MIN 18,0,0,Kirk Cousins pass complete short left to Justin Jefferson for 16 yards (tackle by Jaylon Jones),-0.210,1.200
1,13:43,1,10,MIN 34,0,0,Kirk Cousins pass complete short right to Johnny Mundt for 4 yards (tackle by Kindle Vildor),1.200,1.200
1,13:06,2,6,MIN 38,0,0,Kirk Cousins pass complete short left to Justin Jefferson for 14 yards (tackle by Kyler Gordon),1.200,2.390
1,12:32,1,10,CHI 48,0,0,Dalvin Cook left tackle for 2 yards (tackle by Matthew Adams),2.390,2.120
1,11:58,2,8,CHI 46,0,0,Dalvin Cook right guard for 5 yards (tackle by Nicholas Morrow and Kindle Vildor),2.120,2.080
1,11:20,3,3,CHI 41,0,0,Kirk Cousins pass complete short middle to K.J. Osborn for 6 yards (tackle by Nicholas Morrow and Jaylon Jones),2.080,3.250
1,10:40,1,10,CHI 35,0,0,Dalvin Cook up the middle for 6 yards (tackle by Nicholas Morrow),3.250,3.510
1,10:10,2,4,CHI 29,0,0,Kirk Cousins pass complete short right to Justin Jefferson for 16 yards (tackle by Kyler Gordon),3.510,4.710
1,9:23,1,10,CHI 13,0,0,Kirk Cousins pass complete short middle to Adam Thielen for 3 yards (tackle by Nicholas Morrow),4.710,4.580
1,8:41,2,7,CHI 10,0,0,Kirk Cousins pass complete short left to Justin Jefferson for 9 yards (tackle by Jaylon Jones and Jaquan Brisker),4.580,6.970
1,8:18,1,1,CHI 1,0,6,"Dalvin Cook right tackle for 1 yard, touchdown",6.970,7.000
1,8:15,,,CHI 15,0,7,Greg Joseph kicks extra point good,0.000,0.000
1,8:15,,,MIN 35,0,7,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
1,8:15,1,10,CHI 25,0,7,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",0.610,0.280
1,8:15,1,15,CHI 20,0,7,Justin Fields pass complete short left to David Montgomery for 30 yards (tackle by Cameron Dantzler),0.280,2.260
1,7:37,1,10,CHI 50,0,7,Justin Fields pass complete short left to Cole Kmet for 4 yards (tackle by Cameron Dantzler),2.260,2.250
1,7:05,2,6,MIN 46,0,7,"Justin Fields pass incomplete intended for Darnell Mooney. Penalty on Patrick Peterson: Defensive Pass Interference, 20 yards (accepted) (no play)",2.250,3.840
1,6:59,1,10,MIN 26,0,7,David Montgomery up the middle for no gain (tackle by Harrison Phillips),3.840,3.300
1,6:21,2,10,MIN 26,0,7,Justin Fields pass incomplete deep left intended for Darnell Mooney,3.300,2.610
1,6:15,3,10,MIN 26,0,7,"Penalty on Larry Borom: False Start, 5 yards (accepted) (no play)",2.610,1.950
1,6:15,3,15,MIN 31,0,7,Justin Fields pass incomplete short right intended for Dante Pettis,1.950,1.320
1,6:11,4,15,MIN 31,3,7,Cairo Santos 50 yard field goal good,1.320,3.000
1,6:06,,,CHI 35,3,7,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
1,6:06,1,10,MIN 25,3,7,Kirk Cousins pass complete short right to Justin Jefferson for 6 yards (tackle by Jaylon Jones),0.610,0.870
1,5:31,2,4,MIN 31,3,7,Alexander Mattison right end for 6 yards (tackle by Trevis Gipson and Jaylon Jones),0.870,1.400
1,4:54,1,10,MIN 37,3,7,Kirk Cousins pass complete short left to Alexander Mattison for 1 yard (tackle by Kyler Gordon),1.400,0.990
1,4:08,2,9,MIN 38,3,7,Kirk Cousins pass complete short left to Justin Jefferson for 15 yards (tackle by Jaquan Brisker),0.990,2.460
1,3:22,1,10,CHI 47,3,7,Alexander Mattison right end for -1 yards (tackle by Armon Watts),2.460,1.780
1,2:57,2,11,CHI 48,3,7,Kirk Cousins pass complete short middle to Adam Thielen for 13 yards (tackle by Jaylon Jones),1.780,3.250
1,2:16,1,10,CHI 35,3,7,Alexander Mattison up the middle for 6 yards (tackle by Roquan Smith and Mike Pennel),3.250,3.510
1,1:41,2,4,CHI 29,3,7,Alexander Mattison left tackle for 2 yards (tackle by Roquan Smith and Mike Pennel),3.510,3.070
1,1:03,3,2,CHI 27,3,7,Kirk Cousins pass complete short right to Adam Thielen for 7 yards (tackle by Jaylon Jones),3.070,4.240
1,0:27,1,10,CHI 20,3,7,Kirk Cousins pass complete short left to Justin Jefferson for 15 yards (tackle by Kyler Gordon),4.240,6.060
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,CHI 5,3,13,"Dalvin Cook right end for 5 yards, touchdown",6.060,7.000
2,14:55,,,CHI 15,3,14,Greg Joseph kicks extra point good,0.000,0.000
2,14:55,,,MIN 35,3,14,"Greg Joseph kicks off 66 yards, returned by Velus Jones for 15 yards (tackle by Dan Chisena)",0.000,-0.280
2,14:52,1,10,CHI 14,3,14,"Justin Fields aborted snap, recovered by Justin Fields at CHI-11 and returned for 2 yards Justin Fields for no gain (tackle by Eric Kendricks) Penalty on CHI: Illegal Motion, 5 yards (declined)",-0.280,-0.850
2,14:36,2,11,CHI 13,3,14,Justin Fields pass incomplete short left intended for Darnell Mooney,-0.850,-1.530
2,14:36,3,11,CHI 13,3,14,Justin Fields sacked by Danielle Hunter for -4 yards,-1.530,-2.490
2,13:51,4,15,CHI 9,3,14,"Trenton Gill punts 52 yards, returned by Jalen Reagor for no gain. Jalen Reagor fumbles (forced by Jaylon Jones), recovered by Jalen Reagor at MIN-49. Penalty on Kris Boyd: Offensive Holding, 10 yards (accepted)",-2.490,-0.870
2,13:37,1,10,MIN 29,3,14,Dalvin Cook right end for -1 yards (tackle by Dominique Robinson and Al-Quadin Muhammad),0.870,0.190
2,12:59,2,11,MIN 28,3,14,Kirk Cousins pass complete short left to K.J. Osborn for 9 yards (tackle by Kyler Gordon and Nicholas Morrow),0.190,0.700
2,12:18,3,2,MIN 37,3,14,Kirk Cousins pass complete to Justin Jefferson for 31 yards (tackle by Eddie Jackson),0.700,3.450
2,11:42,1,10,CHI 32,3,14,"Kirk Cousins pass complete to Dalvin Cook for no gain. Penalty on Irv Smith: Offensive Holding, 10 yards (accepted) (no play)",3.450,2.790
2,11:11,1,20,CHI 42,3,14,Kirk Cousins pass complete to K.J. Osborn for 10 yards (tackle by Roquan Smith),2.790,2.900
2,10:32,2,10,CHI 32,3,14,Dalvin Cook right guard for 5 yards (tackle by Nicholas Morrow and Armon Watts),2.900,2.870
2,9:46,3,5,CHI 27,3,14,"Penalty on K.J. Osborn: False Start, 5 yards (accepted) (no play)",2.870,2.210
2,9:34,3,10,CHI 32,3,14,Justin Jefferson pass complete to Dalvin Cook for 23 yards (tackle by Nicholas Morrow),2.210,5.140
2,8:41,1,9,CHI 9,3,14,Alexander Mattison left guard for 1 yard (tackle by Dominique Robinson),5.140,4.570
2,8:05,2,8,CHI 8,3,14,Alexander Mattison right guard for 7 yards (tackle by Roquan Smith),4.570,5.170
2,7:23,3,1,CHI 1,3,20,"Kirk Cousins pass complete short middle to Jalen Reagor for 1 yard, touchdown",5.170,7.000
2,7:20,,,CHI 15,3,21,Greg Joseph kicks extra point good,0.000,0.000
2,7:20,,,MIN 35,3,21,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,7:20,1,10,CHI 25,3,21,Khalil Herbert right guard for 4 yards (tackle by Eric Kendricks),0.610,0.600
2,6:46,2,6,CHI 29,3,21,Khalil Herbert left end for 1 yard (tackle by Chandon Sullivan),0.600,0.040
2,6:09,3,5,CHI 30,3,21,Justin Fields scrambles left tackle for 7 yards (tackle by Cameron Dantzler),0.040,1.400
2,5:32,1,10,CHI 37,3,21,Justin Fields scrambles right end for 4 yards (tackle by Danielle Hunter),1.400,1.400
2,4:59,2,6,CHI 41,3,21,Khalil Herbert left guard for -1 yards (tackle by Harrison Phillips and Dalvin Tomlinson),1.400,0.560
2,4:20,,,,,,Timeout #1 by Chicago Bears,,
2,4:20,3,7,CHI 40,3,21,"Justin Fields pass incomplete deep left intended for Dante Pettis. Penalty on Sam Mustipher: Offensive Holding, 10 yards (declined)",0.560,-0.720
2,4:15,4,7,CHI 40,3,21,"Trenton Gill punts 60 yards, touchback.",-0.720,-0.280
2,4:05,1,10,MIN 20,3,21,Dalvin Cook right end for 11 yards (tackle by Jaquan Brisker),0.280,1.000
2,3:23,1,10,MIN 31,3,21,Dalvin Cook right end for 15 yards (tackle by Eddie Jackson and Kyler Gordon),1.000,1.990
2,2:55,1,10,MIN 46,3,21,Kirk Cousins pass incomplete short middle,1.990,1.450
2,2:52,2,10,MIN 46,3,21,Kirk Cousins pass complete short left to Justin Jefferson for 6 yards (tackle by Kindle Vildor),1.450,1.550
2,2:16,3,4,CHI 48,3,21,Kirk Cousins sacked by Justin Jones for -7 yards,1.550,-0.390
2,2:00,4,11,MIN 45,3,21,Ryan Wright punts 15 yards out of bounds,-0.390,-2.260
2,1:54,1,10,CHI 50,3,21,Justin Fields pass complete deep left to Darnell Mooney for 39 yards (tackle by Chandon Sullivan),2.260,4.840
2,1:25,1,10,MIN 11,3,21,David Montgomery up the middle for 2 yards (tackle by Danielle Hunter and Harrison Phillips),4.840,4.510
2,1:20,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:20,2,8,MIN 9,3,21,Justin Fields pass incomplete short left intended for Ihmir Smith-Marsette (defended by Jordan Hicks),4.510,3.530
2,1:12,3,8,MIN 9,9,21,"David Montgomery up the middle for 9 yards, touchdown",3.530,7.000
2,1:08,,,MIN 15,10,21,Cairo Santos kicks extra point good,0.000,0.000
2,1:08,,,CHI 35,10,21,"Cairo Santos kicks off 67 yards, returned by Kene Nwangwu for 26 yards (tackle by DeAndre Houston-Carson and Josh Blackwell)",0.000,0.540
