Quarter,Time,Tm,Detail,PIT,CIN
1.0,10:26,Steelers,Shaun Suisham 42 yard field goal,3,0
,2:17,Bengals,Cedric Peerman 5 yard rush (Mike Nugent kick),3,7
2.0,8:29,Bengals,A.J. Green 8 yard pass from Andy Dalton (Mike Nugent kick),3,14
,3:07,Steelers,Shaun Suisham 47 yard field goal,6,14
,0:24,Steelers,Heath Miller 9 yard pass from Ben Roethlisberger (Heath Miller pass from Ben Roethlisberger),14,14
3.0,11:09,Bengals,Mike Nugent 48 yard field goal,14,17
,8:17,Steelers,Shaun Suisham 42 yard field goal,17,17
4.0,14:16,Steelers,Chris Rainey 11 yard rush (Shaun Suisham kick),24,17
