Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Antonio Brown,PIT,0,0,,0,0,3,10,3.3,0,9
Chris Rainey,PIT,4,122,30.5,0,41,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Adam Jones,CIN,0,0,,0,0,1,5,5.0,0,5
Brandon Tate,CIN,3,109,36.3,0,45,0,0,,0,0
Cedric Peerman,CIN,1,18,18.0,0,18,0,0,,0,0
Chris Pressley,CIN,1,7,7.0,0,7,0,0,,0,0
